gene 	 KO 	 Evalue
k115_73542_length_314333_cov_31.9962_153	K00001	1.8e-58
k115_73542_length_314333_cov_31.9962_150	K00001	7.4e-57
k115_4439_length_131641_cov_33.9947_53	K00001	1.6e-28
k115_47626_length_184946_cov_27.8478_106	K00001	2e-25
k115_60184_length_15364_cov_23.8385_11	K00001	9.4e-19
k115_47626_length_184946_cov_27.8478_88	K00001	7.6e-06
k115_60184_length_15364_cov_23.8385_10	K00002	2.1e-57
k115_73542_length_314333_cov_31.9962_156	K00002	1.8e-08
k115_60184_length_15364_cov_23.8385_13	K00002	4e-06
k115_46197_length_113673_cov_30.9889_27	K00003	6.5e-139
k115_47626_length_184946_cov_27.8478_96	K00003	3.4e-08
k115_73542_length_314333_cov_31.9962_153	K00004	1.1e-99
k115_73542_length_314333_cov_31.9962_150	K00004	5.2e-84
k115_4439_length_131641_cov_33.9947_3	K00004	1.8e-06
k115_46197_length_113673_cov_30.9889_3	K00004	9e-06
k115_73542_length_314333_cov_31.9962_159	K00005	5.2e-106
k115_60184_length_15364_cov_23.8385_11	K00005	4.8e-17
k115_73542_length_314333_cov_31.9962_135	K00005	1.9e-16
k115_4439_length_131641_cov_33.9947_53	K00005	1.5e-15
k115_47626_length_184946_cov_27.8478_106	K00005	9.6e-12
k115_73542_length_314333_cov_31.9962_153	K00008	6.5e-119
k115_73542_length_314333_cov_31.9962_150	K00008	3.4e-94
k115_4439_length_131641_cov_33.9947_3	K00008	8.8e-07
k115_47626_length_184946_cov_27.8478_76	K00008	8.4e-06
k115_4439_length_131641_cov_33.9947_1	K00008	9.2e-06
k115_47626_length_184946_cov_27.8478_96	K00010	9.9e-45
k115_73542_length_314333_cov_31.9962_15	K00012	2e-110
k115_7056_length_104306_cov_23.1453_27	K00012	6.5e-109
k115_4439_length_131641_cov_33.9947_3	K00012	4.9e-06
k115_7056_length_104306_cov_23.1453_46	K00013	3.1e-190
k115_73542_length_314333_cov_31.9962_131	K00014	1.7e-83
k115_47626_length_184946_cov_27.8478_76	K00014	8.8e-07
k115_15576_length_214280_cov_25.7992_63	K00014	1.6e-06
k115_4439_length_131641_cov_33.9947_1	K00014	2.9e-06
k115_4439_length_131641_cov_33.9947_89	K00015	2.2e-94
k115_41914_length_76751_cov_34.9854_24	K00015	1.3e-56
k115_4439_length_131641_cov_33.9947_1	K00016	4.8e-134
k115_4439_length_131641_cov_33.9947_89	K00018	8.9e-121
k115_41914_length_76751_cov_34.9854_24	K00018	2.2e-47
k115_46197_length_113673_cov_30.9889_32	K00019	3.8e-60
k115_73542_length_314333_cov_31.9962_54	K00019	4.1e-60
k115_47626_length_184946_cov_27.8478_29	K00019	2.7e-53
k115_1989_length_29403_cov_27.9475_16	K00019	3.6e-43
k115_15576_length_214280_cov_25.7992_63	K00019	6.7e-42
k115_66534_length_28364_cov_28.0000_2	K00019	7.6e-09
k115_15576_length_214280_cov_25.7992_40	K00020	1.8e-12
k115_73542_length_314333_cov_31.9962_134	K00020	1.4e-10
k115_47626_length_184946_cov_27.8478_149	K00020	3.2e-09
k115_41914_length_76751_cov_34.9854_24	K00020	4.2e-08
k115_4439_length_131641_cov_33.9947_89	K00020	3.9e-07
k115_46197_length_113673_cov_30.9889_32	K00023	9.4e-90
k115_73542_length_314333_cov_31.9962_54	K00023	7.1e-77
k115_47626_length_184946_cov_27.8478_29	K00023	3.4e-72
k115_1989_length_29403_cov_27.9475_16	K00023	7.1e-38
k115_15576_length_214280_cov_25.7992_63	K00023	1.2e-31
k115_66534_length_28364_cov_28.0000_2	K00023	5.4e-07
k115_4439_length_131641_cov_33.9947_1	K00024	1.1e-95
k115_4439_length_131641_cov_33.9947_3	K00024	1.2e-06
k115_7056_length_104306_cov_23.1453_72	K00027	1.1e-144
k115_7056_length_104306_cov_23.1453_72	K00029	1.5e-98
k115_15576_length_214280_cov_25.7992_109	K00030	8.6e-52
k115_15576_length_214280_cov_25.7992_76	K00030	6.5e-08
k115_15576_length_214280_cov_25.7992_76	K00031	7.5e-164
k115_15576_length_214280_cov_25.7992_109	K00031	6.6e-47
k115_4439_length_131641_cov_33.9947_89	K00032	2.1e-64
k115_41914_length_76751_cov_34.9854_24	K00032	1.8e-33
k115_1989_length_29403_cov_27.9475_11	K00033	6e-06
k115_73542_length_314333_cov_31.9962_54	K00034	2.1e-86
k115_46197_length_113673_cov_30.9889_32	K00034	1.3e-85
k115_47626_length_184946_cov_27.8478_29	K00034	4e-84
k115_1989_length_29403_cov_27.9475_16	K00034	2.9e-57
k115_15576_length_214280_cov_25.7992_63	K00034	1.9e-37
k115_66534_length_28364_cov_28.0000_2	K00034	5.2e-09
k115_47626_length_184946_cov_27.8478_96	K00035	2.3e-15
k115_46197_length_113673_cov_30.9889_32	K00038	1.2e-70
k115_73542_length_314333_cov_31.9962_54	K00038	1.4e-67
k115_47626_length_184946_cov_27.8478_29	K00038	1.6e-63
k115_1989_length_29403_cov_27.9475_16	K00038	1.5e-50
k115_15576_length_214280_cov_25.7992_63	K00038	1.3e-35
k115_73542_length_314333_cov_31.9962_54	K00039	5.6e-40
k115_46197_length_113673_cov_30.9889_32	K00039	8.8e-38
k115_47626_length_184946_cov_27.8478_29	K00039	1.6e-36
k115_15576_length_214280_cov_25.7992_63	K00039	1e-28
k115_1989_length_29403_cov_27.9475_16	K00039	3.2e-21
k115_15576_length_214280_cov_25.7992_40	K00042	4.9e-10
k115_73542_length_314333_cov_31.9962_134	K00042	9.1e-10
k115_47626_length_184946_cov_27.8478_149	K00042	5.2e-06
k115_4439_length_131641_cov_33.9947_53	K00043	1e-63
k115_47626_length_184946_cov_27.8478_106	K00043	9e-60
k115_60184_length_15364_cov_23.8385_11	K00043	2.1e-51
k115_73542_length_314333_cov_31.9962_135	K00043	1.2e-08
k115_47626_length_184946_cov_27.8478_106	K00048	2.3e-76
k115_4439_length_131641_cov_33.9947_53	K00048	2.1e-74
k115_60184_length_15364_cov_23.8385_11	K00048	7e-47
k115_73542_length_314333_cov_31.9962_135	K00048	2.4e-08
k115_73542_length_314333_cov_31.9962_159	K00048	2.2e-07
k115_4439_length_131641_cov_33.9947_89	K00049	2e-35
k115_41914_length_76751_cov_34.9854_24	K00049	1.3e-15
k115_4439_length_131641_cov_33.9947_89	K00050	1.5e-56
k115_41914_length_76751_cov_34.9854_24	K00050	3e-29
k115_15576_length_214280_cov_25.7992_109	K00052	1.1e-158
k115_15576_length_214280_cov_25.7992_76	K00052	8.6e-17
k115_47626_length_184946_cov_27.8478_149	K00053	5.9e-155
k115_73542_length_314333_cov_31.9962_153	K00055	3.4e-45
k115_73542_length_314333_cov_31.9962_150	K00055	7.9e-39
k115_40382_length_74893_cov_24.1108_18	K00057	2.6e-88
k115_7056_length_104306_cov_23.1453_27	K00057	2.4e-09
k115_73542_length_314333_cov_31.9962_15	K00057	2.6e-08
k115_15576_length_214280_cov_25.7992_40	K00057	6.9e-08
k115_4439_length_131641_cov_33.9947_89	K00058	6.8e-105
k115_41914_length_76751_cov_34.9854_24	K00058	8.6e-92
k115_46197_length_113673_cov_30.9889_32	K00059	9.6e-104
k115_73542_length_314333_cov_31.9962_54	K00059	1.2e-98
k115_47626_length_184946_cov_27.8478_29	K00059	1.1e-95
k115_1989_length_29403_cov_27.9475_16	K00059	1.4e-67
k115_15576_length_214280_cov_25.7992_63	K00059	4.2e-44
k115_66534_length_28364_cov_28.0000_2	K00059	3.6e-11
k115_86009_length_97547_cov_24.1179_9	K00059	8e-10
k115_41914_length_76751_cov_34.9854_31	K00059	2.6e-08
k115_73542_length_314333_cov_31.9962_27	K00059	5.6e-07
k115_7056_length_104306_cov_23.1453_28	K00059	3.5e-06
k115_73542_length_314333_cov_31.9962_26	K00059	3.8e-06
k115_40382_length_74893_cov_24.1108_3	K00059	8.3e-06
k115_73542_length_314333_cov_31.9962_150	K00060	2.1e-81
k115_73542_length_314333_cov_31.9962_153	K00060	6.9e-80
k115_4439_length_131641_cov_33.9947_3	K00060	7.1e-06
k115_73542_length_314333_cov_31.9962_156	K00064	5.6e-53
k115_60184_length_15364_cov_23.8385_13	K00064	1.1e-33
k115_60184_length_15364_cov_23.8385_10	K00064	1.1e-13
k115_46197_length_113673_cov_30.9889_32	K00065	6.2e-84
k115_73542_length_314333_cov_31.9962_54	K00065	1.1e-79
k115_47626_length_184946_cov_27.8478_29	K00065	2.1e-76
k115_1989_length_29403_cov_27.9475_16	K00065	1.7e-58
k115_15576_length_214280_cov_25.7992_63	K00065	4.3e-42
k115_66534_length_28364_cov_28.0000_2	K00065	1.6e-10
k115_86009_length_97547_cov_24.1179_9	K00065	1.1e-08
k115_73542_length_314333_cov_31.9962_27	K00065	2.4e-07
k115_41914_length_76751_cov_34.9854_31	K00065	6.5e-06
k115_73542_length_314333_cov_31.9962_15	K00066	6.3e-61
k115_7056_length_104306_cov_23.1453_27	K00066	2.1e-51
k115_7056_length_104306_cov_23.1453_28	K00067	2.6e-28
k115_73542_length_314333_cov_31.9962_27	K00067	4.6e-23
k115_66534_length_28364_cov_28.0000_2	K00067	5.4e-23
k115_86009_length_97547_cov_24.1179_9	K00067	3e-22
k115_41914_length_76751_cov_34.9854_31	K00067	1.2e-19
k115_40382_length_74893_cov_24.1108_3	K00067	1.7e-17
k115_7056_length_104306_cov_23.1453_70	K00067	5.2e-17
k115_47626_length_184946_cov_27.8478_64	K00067	3.7e-16
k115_80480_length_101205_cov_25.9829_96	K00067	2.5e-13
k115_73542_length_314333_cov_31.9962_26	K00067	1.1e-06
k115_46197_length_113673_cov_30.9889_32	K00068	1.2e-61
k115_73542_length_314333_cov_31.9962_54	K00068	2.1e-60
k115_47626_length_184946_cov_27.8478_29	K00068	1.6e-58
k115_1989_length_29403_cov_27.9475_16	K00068	6.1e-33
k115_15576_length_214280_cov_25.7992_63	K00068	2.7e-25
k115_66534_length_28364_cov_28.0000_2	K00068	2e-07
k115_41914_length_76751_cov_34.9854_31	K00068	2.3e-07
k115_4439_length_131641_cov_33.9947_4	K00068	3e-07
k115_7056_length_104306_cov_23.1453_27	K00074	7.9e-09
k115_4439_length_131641_cov_33.9947_3	K00074	9.3e-06
k115_21998_length_135734_cov_24.9943_57	K00075	1.1e-117
k115_4439_length_131641_cov_33.9947_3	K00077	1.3e-06
k115_47626_length_184946_cov_27.8478_96	K00078	1.1e-38
k115_73542_length_314333_cov_31.9962_54	K00079	8.4e-14
k115_46197_length_113673_cov_30.9889_32	K00079	1.2e-13
k115_47626_length_184946_cov_27.8478_29	K00079	2.4e-10
k115_15576_length_214280_cov_25.7992_63	K00079	9.2e-07
k115_73542_length_314333_cov_31.9962_54	K00084	8.7e-14
k115_47626_length_184946_cov_27.8478_29	K00084	1.4e-13
k115_46197_length_113673_cov_30.9889_32	K00084	4.3e-13
k115_15576_length_214280_cov_25.7992_63	K00084	2.5e-07
k115_47626_length_184946_cov_27.8478_106	K00086	3.5e-92
k115_4439_length_131641_cov_33.9947_53	K00086	3.7e-88
k115_60184_length_15364_cov_23.8385_11	K00086	2.2e-61
k115_73542_length_314333_cov_31.9962_159	K00086	3.1e-10
k115_73542_length_314333_cov_31.9962_135	K00086	3e-08
k115_41101_length_197695_cov_36.6743_136	K00088	1.2e-220
k115_73542_length_314333_cov_31.9962_2	K00088	3.3e-14
k115_46197_length_113673_cov_30.9889_30	K00088	5.8e-13
k115_15576_length_214280_cov_25.7992_187	K00088	6.9e-12
k115_80480_length_101205_cov_25.9829_24	K00088	7.6e-06
