gene 	 KO 	 Evalue
k115_79464_length_136977_cov_69.9919_7	K00001	4e-36
k115_110695_length_23884_cov_78.8950_9	K00001	3.4e-34
k115_7547_length_63676_cov_72.9604_37	K00001	1.8e-23
k115_38123_length_111573_cov_65.9808_75	K00001	9.7e-23
k115_128476_length_126522_cov_67.9915_73	K00001	5.2e-07
k115_72881_length_99217_cov_70.6163_68	K00002	1.4e-11
k115_104548_length_93961_cov_69.9882_40	K00002	1.6e-09
k115_72881_length_99217_cov_70.6163_13	K00003	5e-138
k115_105750_length_73014_cov_60.1469_21	K00003	8.8e-07
k115_29102_length_48741_cov_74.0239_46	K00003	9.1e-07
k115_455_length_18807_cov_62.8939_11	K00004	9.9e-09
k115_38123_length_111573_cov_65.9808_24	K00004	4.6e-07
k115_66274_length_20451_cov_74.6087_18	K00004	1.7e-06
k115_128476_length_126522_cov_67.9915_73	K00004	2.2e-06
k115_84031_length_120326_cov_67.9822_17	K00005	4.9e-29
k115_79464_length_136977_cov_69.9919_7	K00005	3.5e-22
k115_110695_length_23884_cov_78.8950_9	K00005	9.1e-21
k115_7547_length_63676_cov_72.9604_37	K00005	5.4e-15
k115_153798_length_82208_cov_72.5399_40	K00005	8.2e-12
k115_38123_length_111573_cov_65.9808_75	K00005	8.4e-12
k115_455_length_18807_cov_62.8939_11	K00008	1.5e-07
k115_38123_length_111573_cov_65.9808_24	K00008	8e-07
k115_128476_length_126522_cov_67.9915_73	K00008	2.1e-06
k115_9033_length_24314_cov_60.9182_2	K00008	3.7e-06
k115_66274_length_20451_cov_74.6087_18	K00008	4.1e-06
k115_29102_length_48741_cov_74.0239_46	K00010	4.3e-42
k115_104548_length_93961_cov_69.9882_44	K00010	3.5e-08
k115_72881_length_99217_cov_70.6163_7	K00010	2.7e-06
k115_134557_length_133071_cov_61.9927_38	K00012	2.3e-109
k115_38123_length_111573_cov_65.9808_12	K00012	2.8e-10
k115_66274_length_20451_cov_74.6087_18	K00012	7.5e-06
k115_87519_length_45103_cov_58.0067_23	K00013	7.4e-193
k115_99330_length_10978_cov_60.2433_14	K00014	2.5e-98
k115_66274_length_20451_cov_74.6087_15	K00014	3.5e-91
k115_127654_length_34473_cov_71.4179_1	K00014	1e-11
k115_41248_length_27243_cov_71.8639_13	K00014	3.7e-07
k115_128476_length_126522_cov_67.9915_79	K00014	4.1e-07
k115_84031_length_120326_cov_67.9822_85	K00014	1.4e-06
k115_9033_length_24314_cov_60.9182_2	K00014	1.6e-06
k115_128476_length_126522_cov_67.9915_73	K00014	6.1e-06
k115_46887_length_34268_cov_76.7314_26	K00015	9.6e-82
k115_117051_length_56434_cov_65.0510_10	K00015	2.5e-57
k115_128476_length_126522_cov_67.9915_73	K00015	7e-08
k115_104548_length_93961_cov_69.9882_44	K00015	2.5e-06
k115_84031_length_120326_cov_67.9822_85	K00016	2.2e-135
k115_46887_length_34268_cov_76.7314_26	K00018	2.9e-120
k115_117051_length_56434_cov_65.0510_10	K00018	2.7e-50
k115_128476_length_126522_cov_67.9915_73	K00018	2.8e-08
k115_167094_length_19522_cov_76.0000_9	K00019	1.9e-60
k115_80389_length_85197_cov_69.9870_25	K00019	1.7e-57
k115_71551_length_92179_cov_67.9767_51	K00019	3.8e-54
k115_9033_length_24314_cov_60.9182_14	K00019	1.1e-39
k115_30812_length_116236_cov_64.9682_9	K00019	1.4e-39
k115_80389_length_85197_cov_69.9870_66	K00019	1.1e-07
k115_128476_length_126522_cov_67.9915_40	K00019	5.3e-07
k115_455_length_18807_cov_62.8939_3	K00020	3.3e-89
k115_127654_length_34473_cov_71.4179_23	K00020	1.3e-09
k115_117051_length_56434_cov_65.0510_10	K00020	1.6e-07
k115_104548_length_93961_cov_69.9882_44	K00020	2.1e-07
k115_134557_length_133071_cov_61.9927_38	K00020	4.9e-07
k115_72881_length_99217_cov_70.6163_7	K00020	7.3e-07
k115_38123_length_111573_cov_65.9808_12	K00020	8.6e-07
k115_74942_length_46728_cov_64.1043_15	K00020	3.5e-06
k115_72881_length_99217_cov_70.6163_7	K00022	3.8e-66
k115_167094_length_19522_cov_76.0000_9	K00023	2.1e-87
k115_71551_length_92179_cov_67.9767_51	K00023	9.4e-65
k115_80389_length_85197_cov_69.9870_25	K00023	1.5e-64
k115_30812_length_116236_cov_64.9682_9	K00023	7.7e-35
k115_9033_length_24314_cov_60.9182_14	K00023	4.1e-27
k115_80389_length_85197_cov_69.9870_66	K00023	6.9e-08
k115_84031_length_120326_cov_67.9822_85	K00024	9.4e-95
k115_128476_length_126522_cov_67.9915_16	K00024	1.9e-07
k115_72881_length_99217_cov_70.6163_7	K00024	6e-06
k115_153798_length_82208_cov_72.5399_49	K00027	3.8e-140
k115_153798_length_82208_cov_72.5399_49	K00029	2.2e-85
k115_117051_length_56434_cov_65.0510_14	K00030	5.6e-54
