gene 	 KO 	 Evalue
k141_48059_8	K00001	9.1e-53
k141_61479_27	K00001	8.2e-43
k141_97573_1	K00001	1.2e-36
k141_27408_13	K00001	2.4e-27
k141_106293_19	K00001	2.3e-13
k141_52736_9	K00001	1.5e-10
k141_72294_22	K00001	7e-08
k141_71114_1	K00001	5.8e-06
k141_40881_4	K00003	9.5e-137
k141_47507_5	K00003	8.8e-11
k141_33343_17	K00003	1.5e-09
k141_16230_2	K00003	3.7e-09
k141_52736_14	K00003	1.3e-08
k141_23494_3	K00003	1.6e-07
k141_86435_19	K00003	2.7e-07
k141_73232_1	K00003	4e-07
k141_26364_19	K00003	4.4e-06
k141_82879_3	K00003	4.6e-06
k141_48059_8	K00004	2.1e-82
k141_61479_27	K00004	2e-69
k141_27408_13	K00004	3e-36
k141_101701_6	K00004	3e-07
k141_52736_9	K00005	1.2e-14
k141_97573_1	K00005	1.6e-13
k141_103481_5	K00005	8.3e-13
k141_106293_19	K00005	4.6e-08
k141_72294_22	K00005	2.5e-07
k141_7171_13	K00005	1.4e-06
k141_98030_6	K00007	2.7e-43
k141_61479_27	K00008	7.6e-83
k141_48059_8	K00008	2.9e-81
k141_27408_13	K00008	5.9e-46
k141_26364_19	K00010	4.4e-126
k141_106293_25	K00010	1.2e-122
k141_73232_1	K00010	8.3e-120
k141_75728_5	K00010	5.6e-107
k141_86435_19	K00010	2.1e-105
k141_5050_15	K00010	1.3e-103
k141_86435_21	K00010	2.9e-98
k141_23494_4	K00010	1.1e-97
k141_23494_3	K00010	3.3e-95
k141_33343_17	K00010	2.4e-94
k141_91445_20	K00010	4.9e-92
k141_52736_14	K00010	1.3e-55
k141_16230_2	K00010	6.6e-53
k141_47507_5	K00010	2.2e-46
k141_91445_21	K00010	6.9e-39
k141_60470_38	K00010	3.6e-37
k141_14636_1	K00010	1.9e-12
k141_47013_9	K00010	4.8e-08
k141_101701_6	K00010	1.3e-06
k141_4190_6	K00012	2.2e-84
k141_82879_9	K00013	5.2e-172
k141_103481_1	K00014	4e-85
k141_50209_16	K00014	5.3e-06
k141_103481_30	K00015	1.4e-67
k141_48059_2	K00015	5e-67
k141_30886_2	K00015	1.1e-64
k141_47013_9	K00015	2.6e-07
k141_50209_16	K00015	1.6e-06
k141_101701_6	K00015	4.4e-06
k141_64955_54	K00016	1.6e-129
k141_53377_8	K00016	8e-116
k141_30886_2	K00018	1.6e-57
k141_103481_30	K00018	1.7e-56
k141_48059_2	K00018	2.6e-53
k141_47012_2	K00019	1.4e-56
k141_81415_6	K00019	3e-40
k141_38389_22	K00019	4.1e-40
k141_81415_5	K00019	3.4e-10
k141_58415_19	K00019	1.5e-09
k141_68879_25	K00020	5.4e-13
k141_4190_13	K00020	1.5e-10
k141_4190_6	K00020	1.5e-09
k141_30886_2	K00020	2.4e-09
k141_101701_6	K00020	9.6e-09
k141_103481_30	K00020	2.6e-08
k141_48059_2	K00020	2.3e-07
k141_23494_3	K00020	1.3e-06
k141_6105_1	K00020	1.8e-06
k141_47013_9	K00020	3.1e-06
k141_72294_16	K00022	1.9e-75
k141_81415_6	K00023	4.5e-71
k141_47012_2	K00023	5.4e-71
k141_38389_22	K00023	8.5e-26
k141_81415_5	K00023	6.6e-13
k141_58415_19	K00023	5.3e-06
k141_64955_54	K00024	2.4e-90
k141_53377_8	K00024	1.4e-83
k141_71317_4	K00027	4.1e-138
k141_71317_4	K00029	8.6e-93
k141_56931_12	K00030	1e-57
k141_64955_64	K00030	1.1e-44
k141_56931_12	K00031	2.1e-61
k141_64955_64	K00031	2.7e-53
k141_30886_2	K00032	1.3e-52
k141_48059_2	K00032	1.8e-41
k141_103481_30	K00032	1e-35
k141_47012_2	K00034	5.8e-75
k141_81415_6	K00034	3.7e-62
k141_38389_22	K00034	5.6e-40
k141_81415_5	K00034	3.5e-13
k141_58415_19	K00034	1.2e-10
k141_47507_5	K00035	2.6e-17
k141_5050_15	K00035	3.1e-16
k141_60470_38	K00035	4.2e-16
k141_16230_2	K00035	2.5e-15
k141_73232_1	K00035	2.5e-15
k141_23494_3	K00035	6e-15
k141_52736_14	K00035	1.1e-13
k141_23494_4	K00035	4.5e-13
k141_33343_17	K00035	5.8e-13
k141_86435_21	K00035	6.4e-13
k141_75728_5	K00035	8.1e-13
k141_91445_20	K00035	1.1e-12
k141_26364_19	K00035	4.6e-12
k141_106293_25	K00035	1.2e-11
k141_91445_21	K00035	8.9e-11
k141_86435_19	K00035	9e-11
k141_47012_2	K00038	1.4e-66
k141_81415_6	K00038	2.5e-56
k141_38389_22	K00038	3.6e-35
k141_81415_5	K00038	5.6e-09
k141_58415_19	K00038	7e-07
k141_47012_2	K00039	7.8e-38
k141_38389_22	K00039	5.2e-34
k141_81415_6	K00039	3.1e-25
k141_98030_6	K00040	4.1e-98
k141_98030_6	K00041	4.1e-29
k141_68879_25	K00042	5.2e-12
k141_4190_13	K00042	2.1e-08
k141_30886_2	K00042	1.4e-07
k141_4190_6	K00042	2.2e-07
k141_103481_30	K00042	2.4e-06
k141_101701_6	K00042	5.8e-06
k141_48059_2	K00042	6.2e-06
k141_97573_1	K00043	4.3e-70
k141_52736_9	K00043	5.5e-52
k141_106293_19	K00043	4.9e-43
k141_72294_22	K00043	3.4e-28
k141_103481_5	K00043	1.5e-07
k141_98030_6	K00045	9.2e-59
k141_97573_1	K00048	3.2e-65
k141_52736_9	K00048	2e-44
k141_106293_19	K00048	2.4e-39
k141_72294_22	K00048	1.1e-29
k141_30886_2	K00049	1.5e-21
k141_103481_30	K00049	2.5e-21
k141_48059_2	K00049	5.2e-17
k141_30886_2	K00050	4.3e-43
k141_48059_2	K00050	2.5e-37
k141_103481_30	K00050	1.8e-34
k141_64955_64	K00052	1.1e-157
k141_56931_12	K00052	8.9e-72
k141_101701_6	K00053	1.5e-155
