gene 	 KO 	 Evalue
k141_7011_23	K00001	6.4e-81
k141_56689_4	K00001	5.2e-73
k141_41663_10	K00001	3.5e-65
k141_56415_9	K00001	1.2e-60
k141_53304_7	K00001	1.5e-59
k141_2523_24	K00001	9.9e-58
k141_4434_29	K00001	5.4e-57
k141_38095_6	K00001	3e-55
k141_23613_31	K00001	2.9e-54
k141_76926_12	K00001	1.7e-53
k141_18291_1	K00001	2.7e-52
k141_22244_34	K00001	6.5e-51
k141_19520_5	K00001	2.4e-50
k141_53304_10	K00001	4e-45
k141_3979_11	K00001	1.2e-38
k141_23816_26	K00001	7.5e-35
k141_4434_31	K00001	2.4e-33
k141_14850_79	K00001	6.5e-32
k141_20975_1	K00001	3.4e-30
k141_18461_21	K00001	3.5e-30
k141_53806_1	K00001	7.7e-28
k141_35456_22	K00001	4.2e-27
k141_45779_5	K00001	2.5e-25
k141_4434_32	K00001	2.4e-20
k141_68075_3	K00001	3.3e-18
k141_23613_23	K00001	6.4e-14
k141_18499_4	K00001	5.5e-06
k141_23613_24	K00002	4.7e-65
k141_53171_22	K00002	1.6e-55
k141_53171_25	K00002	2.6e-55
k141_18022_1	K00002	3.3e-37
k141_4434_24	K00002	5.7e-30
k141_4434_35	K00002	1.1e-08
k141_35363_2	K00002	5.5e-08
k141_22476_34	K00002	1.7e-07
k141_28988_27	K00002	2.2e-07
k141_53171_21	K00002	1.7e-06
k141_42416_27	K00003	3.3e-79
k141_2822_4	K00003	1.1e-71
k141_14168_70	K00003	7.8e-08
k141_14850_81	K00003	1.7e-06
k141_56415_9	K00004	3.1e-99
k141_76926_12	K00004	2.4e-98
k141_41663_10	K00004	7.4e-95
k141_23613_31	K00004	7.2e-88
k141_4434_29	K00004	2.6e-86
k141_38095_6	K00004	6.8e-84
k141_53304_10	K00004	2.9e-81
k141_56689_4	K00004	1.1e-75
k141_22244_34	K00004	2.7e-70
k141_7011_23	K00004	9.5e-69
k141_4434_31	K00004	4.8e-65
k141_2523_24	K00004	2.2e-58
k141_53304_7	K00004	1.6e-54
k141_14850_79	K00004	1.8e-48
k141_45779_5	K00004	8.9e-35
k141_18291_1	K00004	6.3e-33
