gene 	 KO 	 Evalue
k141_13923_5	K00001	3.4e-42
k141_6640_6	K00001	5.3e-21
k141_30856_10	K00001	9.5e-10
k141_28142_9	K00002	1.1e-59
k141_50840_6	K00002	1e-56
k141_81924_13	K00002	6.1e-41
k141_81924_4	K00002	9.9e-12
k141_17828_5	K00002	2e-07
k141_27911_4	K00004	1.8e-06
k141_74999_2	K00004	5.9e-06
k141_34486_1	K00005	3.2e-110
k141_6640_6	K00005	7.1e-16
k141_30856_10	K00005	7.7e-14
k141_13923_5	K00005	3.7e-12
k141_27911_4	K00008	4.8e-06
k141_41085_15	K00013	2.5e-180
k141_22915_4	K00014	7.5e-92
k141_37512_15	K00014	1.2e-80
k141_33790_3	K00014	1.2e-16
k141_65983_3	K00014	2.1e-10
k141_2983_8	K00014	4.8e-09
k141_56183_19	K00014	3.4e-07
k141_33935_5	K00015	1.5e-49
k141_33935_6	K00015	2.5e-20
k141_27132_2	K00015	1.3e-06
k141_45646_3	K00016	4.5e-15
k141_33935_5	K00018	2.6e-35
k141_33935_6	K00018	5.2e-09
k141_27132_2	K00018	1.2e-07
k141_41085_41	K00019	1.7e-50
k141_30606_6	K00019	2.2e-50
k141_37364_4	K00019	8.9e-38
k141_2593_8	K00019	1.5e-32
k141_25738_45	K00019	7.9e-28
k141_75008_2	K00019	2.1e-06
k141_25738_60	K00020	7.8e-101
k141_7816_10	K00020	4e-09
k141_41085_41	K00023	2.9e-62
k141_2593_8	K00023	2e-49
k141_30606_6	K00023	2.1e-31
k141_37364_4	K00023	2.6e-25
k141_25738_45	K00023	6.1e-21
k141_75008_2	K00023	6.7e-07
k141_45646_3	K00024	1.1e-92
k141_61418_28	K00027	7.8e-183
k141_28323_21	K00027	5.1e-10
k141_61418_28	K00029	5.6e-237
k141_28323_21	K00029	4.6e-10
k141_31787_7	K00029	4e-08
k141_51951_7	K00029	4e-08
k141_12923_12	K00030	2.4e-50
k141_12923_12	K00031	7.5e-50
k141_33935_5	K00032	6.1e-36
k141_33935_6	K00032	1.9e-17
k141_25738_60	K00033	3.6e-22
k141_41085_41	K00034	3.7e-60
k141_25738_45	K00034	4.7e-42
k141_2593_8	K00034	3.8e-40
k141_37364_4	K00034	4.1e-40
k141_30606_6	K00034	8.1e-40
k141_75008_2	K00034	6.3e-11
k141_25738_64	K00034	4.6e-06
k141_41085_41	K00038	2.6e-48
k141_30606_6	K00038	1.1e-38
k141_2593_8	K00038	3.3e-35
k141_37364_4	K00038	6e-32
k141_25738_45	K00038	1.4e-31
k141_75008_2	K00038	2.5e-08
k141_30606_6	K00039	7.5e-33
k141_37364_4	K00039	2.8e-30
k141_41085_41	K00039	3.2e-28
k141_2593_8	K00039	1.8e-21
k141_25738_45	K00039	6.8e-08
k141_75008_2	K00039	3.7e-07
k141_25738_60	K00042	5.5e-97
k141_7816_10	K00042	3.2e-06
k141_13923_5	K00043	7e-68
k141_6640_6	K00043	7e-62
k141_30856_10	K00043	1.3e-52
k141_34486_1	K00043	3.4e-14
k141_40549_2	K00043	8.6e-09
k141_13923_5	K00048	6.3e-56
k141_6640_6	K00048	2e-44
k141_30856_10	K00048	1.4e-28
k141_34486_1	K00048	3.8e-09
k141_33935_5	K00049	7.4e-18
k141_33935_6	K00049	2.6e-09
k141_33935_5	K00050	7.9e-55
k141_33935_6	K00050	7.5e-22
k141_12923_12	K00052	2.5e-160
k141_33935_5	K00058	3.1e-43
k141_33935_6	K00058	4e-15
k141_27132_2	K00058	6.4e-08
k141_41085_41	K00059	2.2e-74
k141_2593_8	K00059	6.3e-58
k141_30606_6	K00059	4.2e-52
k141_25738_45	K00059	1.1e-48
k141_37364_4	K00059	8.9e-47
k141_75008_2	K00059	1.7e-12
k141_25738_64	K00059	1.3e-09
k141_9260_16	K00059	6.4e-08
k141_17423_3	K00059	4.3e-07
k141_81924_4	K00064	5.7e-43
k141_17828_5	K00064	6.3e-23
k141_28142_9	K00064	1.8e-21
k141_50840_6	K00064	3.9e-21
k141_81924_13	K00064	2.5e-19
k141_41085_41	K00065	2.2e-57
k141_2593_8	K00065	3.7e-44
k141_30606_6	K00065	3.4e-43
k141_37364_4	K00065	9.2e-41
k141_25738_45	K00065	1.9e-38
k141_75008_2	K00065	1.4e-10
k141_9260_16	K00065	1.2e-06
k141_25738_64	K00065	1.7e-06
k141_25738_63	K00067	2.4e-76
k141_17423_3	K00067	6.3e-28
k141_25738_64	K00067	5.7e-22
k141_9260_27	K00067	1.7e-18
k141_9260_16	K00067	1.3e-17
k141_41085_41	K00068	9.6e-38
k141_30606_6	K00068	4.6e-29
k141_2593_8	K00068	5.1e-29
k141_37364_4	K00068	1.3e-24
k141_25738_45	K00068	1.9e-19
k141_25738_64	K00068	5.7e-08
k141_17979_29	K00073	2.6e-78
k141_62582_3	K00075	1.5e-102
k141_11326_89	K00077	4.5e-07
k141_77272_2	K00077	2e-06
k141_37364_4	K00079	1.6e-06
k141_66965_28	K00082	2.7e-40
k141_6943_9	K00082	1.2e-27
k141_37364_4	K00084	2e-07
k141_13923_5	K00086	1.8e-82
k141_6640_6	K00086	5.3e-65
k141_30856_10	K00086	6.2e-48
