gene 	 KO 	 Evalue
k141_28916_8	K00001	1e-64
k141_52348_1	K00001	1.7e-60
k141_3785_17	K00001	5.6e-35
k141_1594_4	K00001	4.6e-32
k141_10472_9	K00001	5.7e-21
k141_3063_3	K00001	3.6e-17
k141_15481_5	K00002	3.5e-14
k141_4136_6	K00002	1.6e-10
k141_3562_17	K00002	9.5e-06
k141_60679_45	K00003	5.4e-137
k141_35399_14	K00003	4.1e-08
k141_9425_16	K00003	2.9e-07
k141_11938_23	K00003	3e-06
k141_28916_8	K00004	2.6e-113
k141_52348_1	K00004	4.6e-91
k141_1476_1	K00004	1.5e-06
k141_9425_14	K00004	4.6e-06
k141_40832_33	K00004	8.3e-06
k141_3889_19	K00004	9.8e-06
k141_11236_4	K00005	5.8e-96
k141_44916_4	K00005	2.7e-30
k141_3063_3	K00005	5.6e-22
k141_3785_17	K00005	4.8e-20
k141_1594_4	K00005	1.2e-17
k141_10922_16	K00005	1.6e-14
k141_10472_9	K00005	1.6e-10
k141_28916_8	K00008	7.9e-122
k141_52348_1	K00008	1.1e-109
k141_1476_1	K00008	1.8e-06
k141_40832_33	K00008	2.2e-06
k141_11551_4	K00008	3e-06
k141_9425_14	K00008	3.9e-06
k141_9425_19	K00010	2.2e-63
k141_9425_16	K00010	1.8e-55
k141_35399_14	K00010	1.2e-42
k141_25047_16	K00010	3.6e-07
k141_54194_6	K00012	5.8e-08
k141_3889_19	K00012	1.7e-06
k141_14372_28	K00012	3.6e-06
k141_4680_58	K00013	9.1e-190
k141_16141_6	K00014	7e-98
k141_74096_19	K00014	3.6e-11
k141_25809_18	K00014	3.1e-10
k141_40832_33	K00014	2.8e-07
k141_25193_27	K00014	4.9e-07
k141_47444_1	K00014	3e-06
k141_11551_4	K00014	4.1e-06
k141_16141_1	K00015	5.6e-83
k141_6406_11	K00015	1.2e-58
k141_47444_1	K00016	7.3e-136
k141_16141_1	K00018	1.6e-121
k141_6406_11	K00018	4.1e-49
k141_25809_18	K00018	2.3e-06
k141_16141_20	K00019	1.6e-57
k141_15612_16	K00019	6e-57
k141_23313_15	K00019	2.2e-42
k141_28683_4	K00019	3.3e-42
k141_34575_17	K00019	1.5e-07
k141_2085_8	K00019	2.5e-07
k141_48314_3	K00019	4.9e-06
k141_8142_12	K00020	2.1e-10
k141_15612_32	K00020	1.2e-06
k141_6406_11	K00020	2.2e-06
k141_54194_6	K00020	5e-06
k141_4725_4	K00020	8.1e-06
k141_15612_32	K00022	2.6e-66
k141_16141_20	K00023	1.4e-88
k141_15612_16	K00023	2.9e-69
k141_28683_4	K00023	1.7e-36
k141_23313_15	K00023	5.2e-33
k141_2085_8	K00023	8.1e-08
k141_34575_17	K00023	7.8e-06
k141_47444_1	K00024	3.9e-99
k141_15612_32	K00024	6.3e-06
k141_16242_6	K00027	2.5e-142
k141_16242_6	K00029	2.4e-87
k141_6406_17	K00030	4.5e-53
k141_37742_19	K00031	6.9e-165
k141_6406_17	K00031	1.2e-52
k141_16141_1	K00032	6.1e-61
k141_6406_11	K00032	1.5e-37
k141_54194_6	K00033	5.8e-07
k141_14372_28	K00033	3.8e-06
k141_16141_20	K00034	2.4e-90
k141_15612_16	K00034	7.8e-74
k141_23313_15	K00034	6.7e-47
k141_28683_4	K00034	1e-39
k141_2085_8	K00034	4.2e-09
k141_34575_17	K00034	8.5e-07
k141_9425_19	K00035	6.3e-23
k141_9425_16	K00035	4.2e-16
k141_35399_14	K00035	2.8e-13
k141_16141_20	K00038	6.7e-72
k141_15612_16	K00038	5.8e-60
k141_23313_15	K00038	1.4e-38
k141_28683_4	K00038	5.1e-33
k141_2085_8	K00038	3.1e-06
k141_15612_16	K00039	3.3e-41
k141_16141_20	K00039	3.8e-41
k141_28683_4	K00039	1.2e-32
k141_23313_15	K00039	4.4e-32
k141_8142_12	K00042	2e-08
k141_6406_11	K00042	4.9e-06
k141_1594_4	K00043	1e-78
k141_3785_17	K00043	1.8e-71
k141_3063_3	K00043	6.9e-47
k141_10472_9	K00043	1.8e-46
k141_44916_4	K00043	3.1e-10
k141_3785_17	K00048	3.9e-161
k141_1594_4	K00048	9.4e-68
k141_10472_9	K00048	1e-65
k141_3063_3	K00048	2e-51
k141_16141_1	K00049	2.4e-30
k141_6406_11	K00049	2.1e-13
k141_16141_1	K00050	6.3e-51
k141_6406_11	K00050	8.9e-34
k141_6406_17	K00052	4.3e-151
k141_37742_19	K00052	1.9e-16
k141_4725_4	K00053	1.5e-152
k141_52348_1	K00055	7.4e-39
k141_28916_8	K00055	4.6e-35
k141_54194_6	K00057	9.7e-132
k141_8142_12	K00057	1.9e-11
k141_3889_19	K00057	4.1e-08
k141_67722_11	K00057	1.1e-06
k141_6406_11	K00058	2.2e-97
k141_16141_1	K00058	5.4e-94
k141_16141_20	K00059	2.2e-109
k141_15612_16	K00059	2.2e-89
k141_23313_15	K00059	4.6e-53
k141_28683_4	K00059	1.9e-46
k141_2085_8	K00059	1.7e-12
k141_34575_17	K00059	2.7e-11
k141_48314_3	K00059	3.6e-10
k141_34575_7	K00059	4.1e-08
k141_28916_8	K00060	2.8e-94
k141_52348_1	K00060	5e-83
k141_3562_17	K00064	1.1e-24
k141_3562_16	K00064	5.3e-14
k141_16141_20	K00065	3.2e-87
k141_15612_16	K00065	2.9e-72
k141_23313_15	K00065	2.4e-45
k141_28683_4	K00065	8.8e-40
k141_2085_8	K00065	9.9e-12
k141_34575_17	K00065	6.3e-08
k141_3889_19	K00065	9.9e-08
k141_34575_7	K00065	2e-07
k141_48314_3	K00065	6.1e-07
k141_25809_18	K00065	9.2e-06
k141_14372_28	K00066	3.8e-06
k141_34575_17	K00067	1.3e-23
k141_48314_3	K00067	2.4e-22
k141_34575_7	K00067	2.7e-19
