gene 	 KO 	 Evalue
k141_543_length_38614_cov_36.2124_36	K00001	4.5e-81
k141_3526_length_73283_cov_25.1756_59	K00001	2.2e-79
k141_2490_length_62961_cov_32.3589_46	K00001	5.5e-76
k141_378_length_36875_cov_39.6781_19	K00001	3.6e-63
k141_1364_length_97221_cov_36.3305_41	K00001	1.3e-58
k141_4333_length_73951_cov_36.4143_8	K00001	3.9e-55
k141_1518_length_105836_cov_38.2476_68	K00001	4.7e-55
k141_2459_length_129571_cov_33.6565_18	K00001	2.5e-53
k141_3755_length_99743_cov_35.5769_10	K00001	4.8e-52
k141_2443_length_17709_cov_40.7198_8	K00001	1.4e-45
k141_2874_length_44960_cov_42.3081_3	K00001	1.1e-40
k141_3752_length_67990_cov_27.7025_19	K00001	8e-34
k141_2490_length_62961_cov_32.3589_2	K00001	2.4e-24
k141_7999_length_83226_cov_30.0461_26	K00001	2e-14
k141_3908_length_69353_cov_34.9228_10	K00001	2.1e-13
k141_3755_length_99743_cov_35.5769_18	K00001	1.2e-06
k141_3908_length_69353_cov_34.9228_9	K00002	4.5e-63
k141_7280_length_72930_cov_37.8001_70	K00002	2.1e-38
k141_3573_length_155938_cov_31.1502_95	K00002	3.2e-12
k141_1335_length_142958_cov_34.6084_120	K00002	1.4e-08
k141_7999_length_83226_cov_30.0461_39	K00002	2.5e-08
k141_6471_length_162101_cov_39.2925_124	K00002	3e-07
k141_3798_length_156827_cov_36.8089_127	K00002	8.3e-06
k141_1518_length_105836_cov_38.2476_57	K00003	7.2e-79
k141_2874_length_44960_cov_42.3081_43	K00003	2.9e-66
k141_3755_length_99743_cov_35.5769_80	K00003	7.9e-11
k141_7779_length_40421_cov_39.0000_15	K00003	2e-07
k141_3752_length_67990_cov_27.7025_21	K00003	4.5e-06
k141_7999_length_83226_cov_30.0461_70	K00003	7.8e-06
k141_3755_length_99743_cov_35.5769_10	K00004	2.7e-98
k141_378_length_36875_cov_39.6781_19	K00004	1.6e-93
k141_2459_length_129571_cov_33.6565_18	K00004	3.6e-80
k141_2490_length_62961_cov_32.3589_46	K00004	1.5e-77
k141_3526_length_73283_cov_25.1756_59	K00004	1.7e-68
k141_1364_length_97221_cov_36.3305_41	K00004	2.6e-52
k141_543_length_38614_cov_36.2124_36	K00004	6.3e-50
k141_3752_length_67990_cov_27.7025_19	K00004	2.3e-48
k141_4333_length_73951_cov_36.4143_8	K00004	2.3e-34
k141_1518_length_105836_cov_38.2476_68	K00004	8.4e-21
k141_2443_length_17709_cov_40.7198_8	K00004	3.5e-17
k141_2490_length_62961_cov_32.3589_2	K00004	7.7e-16
k141_7999_length_83226_cov_30.0461_26	K00004	3.3e-14
k141_819_length_54865_cov_36.4150_6	K00004	7.4e-06
k141_2249_length_20408_cov_39.3963_14	K00005	1.1e-153
k141_2459_length_129571_cov_33.6565_36	K00005	1.1e-93
k141_2874_length_44960_cov_42.3081_3	K00005	3e-18
k141_3908_length_69353_cov_34.9228_10	K00005	5.5e-12
k141_5838_length_67849_cov_37.5346_27	K00005	5.8e-11
k141_7193_length_9270_cov_25.1174_3	K00007	4.5e-194
k141_3755_length_99743_cov_35.5769_14	K00007	7.7e-102
k141_784_length_19920_cov_29.9691_9	K00007	1.3e-97
k141_3526_length_73283_cov_25.1756_11	K00007	6.9e-38
k141_2261_length_18206_cov_35.5149_13	K00007	1.4e-26
k141_378_length_36875_cov_39.6781_19	K00008	8.3e-104
k141_3755_length_99743_cov_35.5769_10	K00008	5.9e-99
k141_2490_length_62961_cov_32.3589_46	K00008	9.4e-83
k141_2459_length_129571_cov_33.6565_18	K00008	4.7e-82
k141_3526_length_73283_cov_25.1756_59	K00008	1.2e-75
k141_543_length_38614_cov_36.2124_36	K00008	9.2e-54
k141_1364_length_97221_cov_36.3305_41	K00008	5e-53
k141_3752_length_67990_cov_27.7025_19	K00008	3e-46
k141_4333_length_73951_cov_36.4143_8	K00008	3e-36
k141_1518_length_105836_cov_38.2476_68	K00008	3.9e-23
k141_7999_length_83226_cov_30.0461_26	K00008	2e-14
k141_2443_length_17709_cov_40.7198_8	K00008	9.2e-13
k141_2490_length_62961_cov_32.3589_2	K00008	3.4e-12
k141_3709_length_160822_cov_32.4372_32	K00008	5.6e-06
k141_2261_length_18206_cov_35.5149_13	K00009	3.7e-149
k141_784_length_19920_cov_29.9691_9	K00009	6.4e-30
k141_3755_length_99743_cov_35.5769_14	K00009	9.5e-26
k141_7193_length_9270_cov_25.1174_3	K00009	5.7e-25
k141_3526_length_73283_cov_25.1756_11	K00009	2e-17
k141_8345_length_97279_cov_38.6914_45	K00010	4.1e-64
k141_8345_length_97279_cov_38.6914_47	K00010	2.6e-59
k141_8345_length_97279_cov_38.6914_44	K00010	2.5e-56
k141_3752_length_67990_cov_27.7025_21	K00010	2.8e-56
k141_2459_length_129571_cov_33.6565_101	K00010	2.6e-53
k141_3755_length_99743_cov_35.5769_80	K00010	1.4e-49
k141_7999_length_83226_cov_30.0461_70	K00010	3e-44
k141_9042_length_53506_cov_34.9408_27	K00010	3.5e-40
k141_7779_length_40421_cov_39.0000_15	K00010	8.4e-35
k141_819_length_54865_cov_36.4150_3	K00010	9.2e-33
k141_8345_length_97279_cov_38.6914_46	K00010	1.1e-25
k141_8709_length_128282_cov_34.7871_73	K00010	7.8e-09
k141_9001_length_79635_cov_29.8848_61	K00012	1.3e-113
k141_1001_length_4688_cov_38.8614_3	K00012	4.9e-82
k141_378_length_36875_cov_39.6781_29	K00012	4.1e-08
k141_9001_length_79635_cov_29.8848_52	K00013	6.9e-175
k141_3709_length_160822_cov_32.4372_50	K00013	2.9e-146
k141_3709_length_160822_cov_32.4372_45	K00013	3.8e-141
k141_4878_length_225424_cov_30.9212_32	K00014	5.5e-11
k141_8709_length_128282_cov_34.7871_27	K00014	2.7e-06
k141_3709_length_160822_cov_32.4372_44	K00014	5.2e-06
k141_3526_length_73283_cov_25.1756_59	K00014	7.8e-06
k141_8438_length_27480_cov_37.5119_7	K00015	8.7e-115
k141_1106_length_44057_cov_37.9864_38	K00015	1.4e-80
k141_3755_length_99743_cov_35.5769_32	K00015	2.9e-72
k141_3798_length_156827_cov_36.8089_100	K00015	2.5e-44
k141_9042_length_53506_cov_34.9408_59	K00015	5.6e-37
k141_658_length_18375_cov_36.0526_5	K00016	1.7e-28
k141_1364_length_97221_cov_36.3305_62	K00016	2.6e-28
k141_8438_length_27480_cov_37.5119_7	K00018	1e-79
