gene 	 KO 	 Evalue
k141_119718_25	K00001	5.3e-48
k141_82011_25	K00001	1.4e-10
k141_105931_10	K00002	2.1e-15
k141_89659_5	K00003	1.5e-77
k141_14352_33	K00003	8.9e-09
k141_119718_25	K00004	4.7e-77
k141_12688_26	K00004	4.8e-06
k141_82011_25	K00005	7.8e-12
k141_66540_4	K00005	7.8e-06
k141_10801_3	K00007	4.5e-37
k141_119718_25	K00008	2.9e-78
k141_24896_51	K00008	9.8e-06
k141_10801_3	K00009	6.6e-22
k141_3102_49	K00010	3.9e-47
k141_42770_17	K00010	8.8e-43
k141_16622_19	K00010	1.7e-29
k141_3102_48	K00010	3.9e-27
k141_42770_33	K00010	1.7e-21
k141_30148_13	K00010	5.9e-09
k141_113222_8	K00012	3.8e-193
k141_12688_30	K00012	3.1e-102
k141_112022_27	K00012	1.5e-57
k141_59677_4	K00012	2.4e-08
k141_12688_26	K00012	1.2e-06
k141_42770_41	K00012	2e-06
k141_16622_15	K00013	1.6e-180
k141_53148_16	K00014	4.7e-81
k141_16622_44	K00014	4e-06
k141_91661_3	K00014	6.4e-06
k141_57074_20	K00015	1.4e-85
k141_28576_11	K00015	2.8e-76
k141_30360_40	K00015	5.1e-60
k141_24896_51	K00015	9.8e-07
k141_42770_41	K00016	1e-93
k141_1518_21	K00016	6.5e-39
k141_57074_20	K00018	6.9e-129
k141_28576_11	K00018	1.5e-69
k141_30360_40	K00018	8e-51
k141_47801_35	K00019	9.5e-58
k141_11002_4	K00019	3e-57
k141_75609_40	K00019	8.3e-55
k141_105931_3	K00019	3.8e-54
k141_14089_5	K00019	8.3e-52
k141_30360_32	K00019	5.2e-51
k141_24444_47	K00019	3.1e-47
k141_14352_48	K00019	1.2e-45
k141_75609_38	K00019	3e-24
k141_24444_69	K00019	1.8e-22
k141_60241_18	K00019	1.5e-17
k141_75609_39	K00019	1.4e-11
k141_32951_34	K00019	4.8e-07
k141_55849_17	K00019	2.2e-06
k141_49495_39	K00019	2.6e-06
k141_81296_41	K00019	9.5e-06
k141_65488_4	K00020	5.2e-26
k141_33274_5	K00020	2.6e-25
k141_51886_39	K00020	1.5e-10
k141_44288_22	K00020	2.4e-08
k141_60241_25	K00020	2.7e-08
k141_33274_6	K00020	6.4e-08
k141_112022_27	K00020	2.1e-06
k141_47801_35	K00023	1.5e-84
k141_75609_40	K00023	9.1e-62
k141_11002_4	K00023	1.4e-59
k141_105931_3	K00023	1.9e-59
k141_24444_47	K00023	4e-56
k141_14089_5	K00023	1.9e-53
k141_14352_48	K00023	5.3e-52
k141_30360_32	K00023	2.8e-40
k141_75609_39	K00023	2.2e-19
k141_24444_69	K00023	2.9e-17
k141_60241_18	K00023	1.4e-13
k141_75609_38	K00023	2.7e-12
k141_7202_1	K00023	1.5e-09
k141_49495_39	K00023	7.9e-07
k141_42770_41	K00024	7.4e-122
k141_1518_21	K00024	2.8e-79
k141_100127_16	K00024	2.2e-06
k141_60241_22	K00030	7.3e-54
k141_69744_3	K00030	2e-44
k141_60241_22	K00031	6.3e-108
k141_69744_3	K00031	3.7e-37
k141_57074_20	K00032	1.1e-60
k141_28576_11	K00032	2.3e-39
k141_30360_40	K00032	4.1e-36
k141_33274_5	K00033	2.4e-174
k141_65488_4	K00033	1.7e-165
k141_33274_6	K00033	3.7e-14
k141_47801_35	K00034	1e-82
k141_105931_3	K00034	6.1e-81
k141_11002_4	K00034	1.3e-80
k141_14089_5	K00034	2.4e-72
k141_75609_40	K00034	2.4e-72
k141_14352_48	K00034	3.1e-70
k141_24444_47	K00034	1.6e-66
k141_30360_32	K00034	3e-51
k141_75609_38	K00034	2.5e-26
k141_75609_39	K00034	4.3e-26
k141_24444_69	K00034	1.3e-23
k141_7202_1	K00034	1.3e-20
k141_60241_18	K00034	1.1e-16
k141_81296_41	K00034	2.3e-06
k141_42770_17	K00035	4.4e-19
k141_3102_48	K00035	5e-10
k141_30148_13	K00035	1.1e-08
k141_42770_33	K00035	2.4e-06
k141_3102_49	K00035	6e-06
k141_33274_4	K00036	3.1e-195
k141_47801_35	K00038	1.7e-75
k141_105931_3	K00038	4.2e-75
k141_14089_5	K00038	1.2e-68
k141_75609_40	K00038	9.4e-68
k141_11002_4	K00038	1.4e-65
k141_14352_48	K00038	7.9e-61
k141_24444_47	K00038	5.4e-58
k141_30360_32	K00038	4.4e-41
k141_75609_39	K00038	9.9e-28
k141_24444_69	K00038	3.1e-20
k141_75609_38	K00038	9e-20
k141_60241_18	K00038	2.4e-15
k141_7202_1	K00038	6.7e-15
k141_30360_32	K00039	1.8e-49
k141_14089_5	K00039	1.4e-42
k141_105931_3	K00039	9.2e-42
k141_47801_35	K00039	5.2e-41
k141_75609_40	K00039	3e-39
k141_14352_48	K00039	7.1e-32
k141_11002_4	K00039	1.9e-29
k141_24444_69	K00039	1.2e-27
k141_24444_47	K00039	1.6e-23
k141_75609_38	K00039	4.9e-20
k141_10801_3	K00040	9.3e-67
k141_10801_3	K00041	3.5e-191
k141_65488_4	K00042	5.7e-20
k141_33274_5	K00042	1.5e-17
k141_51886_39	K00042	1.6e-08
k141_112022_27	K00042	6.2e-07
k141_33274_6	K00042	7.4e-07
k141_113222_8	K00042	9.8e-07
k141_82011_25	K00043	9.4e-46
k141_10801_3	K00045	9.6e-52
k141_82011_25	K00048	1.9e-35
k141_57074_20	K00049	4.6e-37
k141_28576_11	K00049	6.5e-24
k141_30360_40	K00049	2e-12
k141_57074_20	K00050	4.4e-58
k141_28576_11	K00050	6.3e-43
k141_30360_40	K00050	8.9e-36
k141_69744_3	K00052	2.8e-141
k141_60241_22	K00052	1.6e-72
k141_60241_25	K00053	4.5e-115
k141_119718_25	K00055	5.6e-31
k141_60241_45	K00057	1.2e-105
k141_12688_30	K00057	1.5e-08
k141_44288_22	K00057	3.8e-08
k141_66540_63	K00057	1.6e-06
k141_51886_39	K00057	6.3e-06
k141_113222_8	K00057	8.8e-06
k141_57074_20	K00058	2.8e-100
k141_28576_11	K00058	1.1e-88
k141_30360_40	K00058	8.9e-87
k141_24896_51	K00058	7.5e-07
k141_47801_35	K00059	7.9e-103
k141_105931_3	K00059	9.3e-88
k141_75609_40	K00059	1.9e-84
k141_11002_4	K00059	3.6e-84
k141_14089_5	K00059	3.7e-81
k141_14352_48	K00059	1.7e-75
k141_24444_47	K00059	1.8e-71
k141_30360_32	K00059	9.6e-61
k141_75609_38	K00059	6.5e-31
k141_24444_69	K00059	1.3e-29
k141_75609_39	K00059	3.7e-29
k141_60241_18	K00059	2e-23
k141_7202_1	K00059	1.1e-22
k141_55849_17	K00059	2e-14
k141_100127_16	K00059	1.3e-12
k141_49495_39	K00059	2.2e-09
k141_81296_41	K00059	8.2e-08
k141_32951_34	K00059	5.5e-06
k141_119718_25	K00060	3e-59
k141_12688_26	K00060	5.8e-06
