gene 	 KO 	 Evalue
k141_7138_length_8718_cov_8.0000_11	K00001	2.9e-75
k141_618_length_22110_cov_8.9924_15	K00001	1.4e-67
k141_680_length_47380_cov_8.9959_15	K00001	2.2e-57
k141_11829_length_42972_cov_11.0000_28	K00001	9.4e-33
k141_5424_length_61266_cov_9.0000_44	K00001	6e-10
k141_11001_length_9190_cov_6.0000_7	K00001	5.7e-08
k141_8658_length_10961_cov_8.3736_10	K00001	1.1e-06
k141_6601_length_11422_cov_9.0000_1	K00002	4.9e-55
k141_862_length_5679_cov_8.0000_3	K00002	3.1e-06
k141_9390_length_18568_cov_7.0000_13	K00003	4.9e-152
k141_618_length_22110_cov_8.9924_15	K00004	9.6e-122
k141_7138_length_8718_cov_8.0000_11	K00004	1e-72
k141_680_length_47380_cov_8.9959_15	K00004	5.1e-66
k141_5424_length_61266_cov_9.0000_44	K00005	3.5e-147
k141_1489_length_25853_cov_7.0000_12	K00005	4.1e-18
k141_11829_length_42972_cov_11.0000_28	K00005	4.3e-06
k141_618_length_22110_cov_8.9924_15	K00008	5.4e-106
k141_7138_length_8718_cov_8.0000_11	K00008	4e-75
k141_680_length_47380_cov_8.9959_15	K00008	4.6e-72
k141_5191_length_8466_cov_7.0000_3	K00008	1.6e-06
k141_11001_length_9190_cov_6.0000_7	K00008	3.2e-06
k141_10765_length_3184_cov_5.0000_3	K00010	1.4e-25
k141_11383_length_18650_cov_7.0000_10	K00010	1.4e-06
k141_3023_length_18452_cov_10.9857_3	K00012	5.4e-09
k141_3762_length_8511_cov_7.0000_1	K00012	1.3e-06
k141_8451_length_3527_cov_8.0000_2	K00012	1.9e-06
k141_1489_length_25853_cov_7.0000_11	K00014	7e-91
k141_680_length_47380_cov_8.9959_15	K00014	9e-06
k141_12209_length_9690_cov_7.9839_5	K00016	4.4e-138
k141_12800_length_4389_cov_8.0000_3	K00016	2.2e-109
k141_5191_length_8466_cov_7.0000_3	K00018	1e-06
k141_9999_length_20175_cov_9.0000_10	K00018	2.1e-06
k141_10425_length_13112_cov_9.0000_4	K00019	3.4e-65
k141_12007_length_2233_cov_8.0000_4	K00019	1.3e-56
k141_8691_length_25850_cov_8.2766_20	K00019	8.8e-44
k141_9732_length_20724_cov_7.2946_2	K00019	7e-42
k141_5900_length_10848_cov_6.8891_1	K00019	9.6e-29
k141_8691_length_25850_cov_8.2766_10	K00020	8.8e-30
k141_11383_length_18650_cov_7.0000_10	K00020	2e-13
k141_9999_length_20175_cov_9.0000_10	K00020	1.7e-08
k141_1489_length_25853_cov_7.0000_14	K00020	9.1e-07
k141_5191_length_8466_cov_7.0000_3	K00020	6.7e-06
k141_7962_length_3793_cov_11.9337_4	K00021	9.1e-07
k141_10425_length_13112_cov_9.0000_4	K00023	4.2e-84
k141_12007_length_2233_cov_8.0000_4	K00023	1.1e-53
k141_8691_length_25850_cov_8.2766_20	K00023	1.7e-40
k141_9732_length_20724_cov_7.2946_2	K00023	6.5e-31
k141_5900_length_10848_cov_6.8891_1	K00023	3.5e-28
k141_12209_length_9690_cov_7.9839_5	K00024	2.5e-101
k141_12800_length_4389_cov_8.0000_3	K00024	4.3e-75
k141_2153_length_21777_cov_8.0000_7	K00027	4.3e-178
k141_2153_length_21777_cov_8.0000_7	K00029	7.5e-180
k141_7747_length_4046_cov_7.0000_2	K00030	1.3e-56
k141_7747_length_4046_cov_7.0000_2	K00031	1.8e-55
k141_8691_length_25850_cov_8.2766_10	K00033	1.1e-215
k141_10425_length_13112_cov_9.0000_4	K00034	1.3e-81
k141_12007_length_2233_cov_8.0000_4	K00034	3.1e-75
k141_8691_length_25850_cov_8.2766_20	K00034	3.8e-50
k141_5900_length_10848_cov_6.8891_1	K00034	4.1e-42
k141_9732_length_20724_cov_7.2946_2	K00034	3.2e-38
k141_10765_length_3184_cov_5.0000_3	K00035	8.7e-18
k141_2016_length_7947_cov_7.0000_2	K00036	2.8e-187
k141_10425_length_13112_cov_9.0000_4	K00038	1.2e-70
k141_12007_length_2233_cov_8.0000_4	K00038	1.3e-67
k141_8691_length_25850_cov_8.2766_20	K00038	3.4e-44
k141_9732_length_20724_cov_7.2946_2	K00038	3.7e-38
k141_5900_length_10848_cov_6.8891_1	K00038	1.3e-35
k141_8691_length_25850_cov_8.2766_20	K00039	5.4e-50
k141_10425_length_13112_cov_9.0000_4	K00039	5.1e-42
k141_9732_length_20724_cov_7.2946_2	K00039	2.1e-35
k141_12007_length_2233_cov_8.0000_4	K00039	2.2e-30
k141_5900_length_10848_cov_6.8891_1	K00039	2.1e-17
k141_8691_length_25850_cov_8.2766_10	K00042	3.5e-26
k141_11383_length_18650_cov_7.0000_10	K00042	1.4e-10
k141_11829_length_42972_cov_11.0000_28	K00043	1.3e-71
k141_5424_length_61266_cov_9.0000_44	K00043	1.4e-20
k141_1489_length_25853_cov_7.0000_12	K00043	6.3e-06
