gene 	 KO 	 Evalue
k115_47897_length_15487_cov_11.9764_3	K00001	9.1e-50
k115_93274_length_9210_cov_10.9824_6	K00001	2.4e-36
k115_77501_length_62005_cov_11.9972_43	K00001	1.5e-06
k115_35282_length_39930_cov_12.0000_14	K00003	8e-74
k115_137877_length_58973_cov_12.9967_58	K00003	2.7e-07
k115_63388_length_25283_cov_13.0000_3	K00003	4.9e-06
k115_47897_length_15487_cov_11.9764_3	K00004	3.6e-81
k115_93274_length_9210_cov_10.9824_6	K00005	1e-25
k115_92911_length_49330_cov_10.9967_15	K00005	3.2e-07
k115_47897_length_15487_cov_11.9764_3	K00008	1.3e-80
k115_5028_length_46288_cov_10.9922_15	K00010	2.6e-52
k115_36308_length_3155_cov_14.0000_1	K00010	1.6e-23
k115_64460_length_54174_cov_11.9965_9	K00010	1.7e-08
k115_50223_length_133025_cov_11.9984_13	K00010	4.4e-06
k115_130534_length_10678_cov_11.0000_3	K00012	3.5e-104
k115_77501_length_62005_cov_11.9972_42	K00014	8.1e-77
k115_50223_length_133025_cov_11.9984_13	K00014	9.2e-07
k115_50223_length_133025_cov_11.9984_52	K00015	4.9e-87
k115_63464_length_32934_cov_11.2137_12	K00015	1.4e-58
k115_5021_length_19888_cov_12.0000_1	K00016	3.1e-39
k115_50223_length_133025_cov_11.9984_52	K00018	5e-124
k115_63464_length_32934_cov_11.2137_12	K00018	6e-49
k115_11089_length_48504_cov_10.9934_20	K00018	4.8e-06
k115_137254_length_56932_cov_12.6581_46	K00019	5.1e-57
k115_50223_length_133025_cov_11.9984_66	K00019	6.4e-47
k115_72193_length_10867_cov_12.9933_6	K00019	4.1e-30
k115_28709_length_16459_cov_12.9883_6	K00019	2.7e-16
k115_35905_length_61399_cov_11.9971_37	K00019	5.5e-06
k115_48416_length_21143_cov_11.9911_12	K00019	7.5e-06
k115_50223_length_133025_cov_11.9984_13	K00020	5.2e-09
k115_130534_length_10678_cov_11.0000_3	K00020	1.5e-07
k115_137254_length_56932_cov_12.6581_46	K00023	2.5e-87
k115_50223_length_133025_cov_11.9984_66	K00023	2.9e-46
k115_72193_length_10867_cov_12.9933_6	K00023	8.6e-24
k115_28709_length_16459_cov_12.9883_6	K00023	4.4e-13
k115_35905_length_61399_cov_11.9971_37	K00023	7.7e-07
k115_5021_length_19888_cov_12.0000_1	K00024	5.5e-86
k115_72625_length_22604_cov_11.9389_4	K00027	7e-124
k115_72625_length_22604_cov_11.9389_4	K00029	4.7e-112
k115_64520_length_57032_cov_12.9930_24	K00031	6.3e-163
