gene 	 KO 	 Evalue
k115_31069_length_9896_cov_5.9918_7	K00001	2.5e-17
k115_86483_length_2313_cov_8.0000_2	K00001	1.7e-08
k115_69989_length_10454_cov_6.0000_8	K00001	5.3e-06
k115_1688_length_13942_cov_6.0000_10	K00002	4.1e-50
k115_47366_length_21726_cov_6.9956_14	K00002	2.7e-23
k115_70529_length_1642_cov_6.0000_2	K00002	2.1e-08
k115_87132_length_9419_cov_6.0000_2	K00003	4e-135
k115_24180_length_8840_cov_6.0000_4	K00003	2.5e-07
k115_20374_length_18775_cov_7.0000_10	K00004	1.7e-06
k115_79383_length_11892_cov_6.0000_6	K00005	6.4e-111
k115_51303_length_4968_cov_6.0000_4	K00005	3.7e-32
k115_31069_length_9896_cov_5.9918_7	K00005	1.2e-13
k115_46269_length_4359_cov_5.0000_2	K00005	1.6e-08
k115_57254_length_4165_cov_5.0000_1	K00010	4.8e-23
k115_24350_length_12887_cov_7.0000_8	K00010	4.3e-06
k115_79383_length_11892_cov_6.0000_7	K00012	6.7e-06
k115_6331_length_3732_cov_6.0000_3	K00013	7.4e-193
k115_63793_length_4049_cov_5.0000_4	K00014	3.8e-103
k115_63793_length_4049_cov_5.0000_1	K00015	3.7e-83
k115_26193_length_8169_cov_8.0000_9	K00015	3.7e-76
k115_6795_length_12585_cov_7.0000_5	K00015	2.3e-56
k115_12900_length_7800_cov_6.0000_4	K00015	2.4e-08
k115_85425_length_2840_cov_7.0000_1	K00015	8.9e-06
k115_79383_length_11892_cov_6.0000_7	K00016	8.2e-113
k115_63793_length_4049_cov_5.0000_1	K00018	1.1e-112
k115_26193_length_8169_cov_8.0000_9	K00018	2.1e-72
k115_6795_length_12585_cov_7.0000_5	K00018	4.9e-48
k115_12900_length_7800_cov_6.0000_4	K00018	9e-07
k115_8316_length_16454_cov_7.0000_8	K00019	1e-59
k115_87132_length_9419_cov_6.0000_7	K00019	8.6e-51
k115_70829_length_1752_cov_6.0000_2	K00019	1.8e-41
k115_46898_length_1568_cov_5.0000_2	K00019	8e-39
k115_58754_length_4368_cov_6.0000_2	K00019	3.3e-34
k115_46188_length_7304_cov_7.0000_5	K00019	1.8e-09
k115_68334_length_6544_cov_7.0000_6	K00019	6.2e-08
k115_85425_length_2840_cov_7.0000_1	K00020	4.5e-10
k115_47930_length_1724_cov_5.0000_2	K00020	2.9e-07
k115_24350_length_12887_cov_7.0000_8	K00020	1.1e-06
k115_64041_length_4532_cov_6.0000_2	K00020	2e-06
k115_12900_length_7800_cov_6.0000_4	K00020	2.6e-06
k115_6795_length_12585_cov_7.0000_5	K00020	3.2e-06
k115_63793_length_4049_cov_5.0000_1	K00020	9.1e-06
k115_24350_length_12887_cov_7.0000_8	K00022	8.4e-69
k115_8316_length_16454_cov_7.0000_8	K00023	7.6e-92
k115_87132_length_9419_cov_6.0000_7	K00023	2.1e-61
k115_70829_length_1752_cov_6.0000_2	K00023	4e-37
k115_58754_length_4368_cov_6.0000_2	K00023	2.3e-30
k115_46898_length_1568_cov_5.0000_2	K00023	1.3e-29
k115_46188_length_7304_cov_7.0000_5	K00023	6.7e-10
k115_79383_length_11892_cov_6.0000_7	K00024	4.8e-91
k115_21803_length_5042_cov_5.0000_3	K00027	5.2e-138
k115_21803_length_5042_cov_5.0000_3	K00029	2.9e-81
k115_6795_length_12585_cov_7.0000_1	K00030	1.2e-51
k115_63491_length_3359_cov_5.0000_1	K00031	6.4e-130
k115_6795_length_12585_cov_7.0000_1	K00031	3.2e-55
k115_63793_length_4049_cov_5.0000_1	K00032	3e-61
k115_26193_length_8169_cov_8.0000_9	K00032	3.4e-45
k115_6795_length_12585_cov_7.0000_5	K00032	2.7e-34
k115_85425_length_2840_cov_7.0000_1	K00033	1.1e-07
k115_56382_length_3914_cov_7.0000_1	K00033	2.7e-06
k115_8316_length_16454_cov_7.0000_8	K00034	1.8e-88
k115_87132_length_9419_cov_6.0000_7	K00034	9.6e-63
k115_70829_length_1752_cov_6.0000_2	K00034	5.2e-54
k115_46898_length_1568_cov_5.0000_2	K00034	4.1e-37
k115_58754_length_4368_cov_6.0000_2	K00034	1.6e-34
k115_46188_length_7304_cov_7.0000_5	K00034	2e-09
k115_68334_length_6544_cov_7.0000_6	K00034	1.7e-06
k115_57254_length_4165_cov_5.0000_1	K00035	9.9e-17
k115_8316_length_16454_cov_7.0000_8	K00038	3.2e-74
k115_87132_length_9419_cov_6.0000_7	K00038	6.8e-54
k115_70829_length_1752_cov_6.0000_2	K00038	8.2e-49
k115_58754_length_4368_cov_6.0000_2	K00038	6.1e-37
k115_46898_length_1568_cov_5.0000_2	K00038	5.5e-34
k115_68334_length_6544_cov_7.0000_6	K00038	2.7e-08
k115_46188_length_7304_cov_7.0000_5	K00038	1e-07
k115_8316_length_16454_cov_7.0000_8	K00039	2.9e-42
k115_87132_length_9419_cov_6.0000_7	K00039	1.1e-37
k115_46898_length_1568_cov_5.0000_2	K00039	4.4e-31
k115_58754_length_4368_cov_6.0000_2	K00039	1.7e-21
k115_70829_length_1752_cov_6.0000_2	K00039	8.2e-21
k115_85425_length_2840_cov_7.0000_1	K00042	2.3e-09
k115_12900_length_7800_cov_6.0000_4	K00042	1.1e-07
k115_31069_length_9896_cov_5.9918_7	K00043	3.1e-45
k115_79383_length_11892_cov_6.0000_6	K00043	1.9e-12
k115_51303_length_4968_cov_6.0000_4	K00043	1.9e-09
k115_31069_length_9896_cov_5.9918_7	K00048	3.5e-47
k115_79383_length_11892_cov_6.0000_6	K00048	4.3e-15
k115_51303_length_4968_cov_6.0000_4	K00048	6.3e-07
k115_63793_length_4049_cov_5.0000_1	K00049	1e-38
k115_26193_length_8169_cov_8.0000_9	K00049	1.2e-24
k115_6795_length_12585_cov_7.0000_5	K00049	3.7e-13
k115_63793_length_4049_cov_5.0000_1	K00050	1.8e-50
k115_26193_length_8169_cov_8.0000_9	K00050	3.8e-47
k115_6795_length_12585_cov_7.0000_5	K00050	8.2e-29
k115_6795_length_12585_cov_7.0000_1	K00052	1.3e-153
k115_63491_length_3359_cov_5.0000_1	K00052	9.7e-11
k115_47930_length_1724_cov_5.0000_2	K00053	4.7e-153
k115_63793_length_4049_cov_5.0000_1	K00053	5.4e-07
k115_56382_length_3914_cov_7.0000_1	K00057	5.1e-35
k115_85425_length_2840_cov_7.0000_1	K00057	4.5e-11
k115_20374_length_18775_cov_7.0000_10	K00057	4.5e-07
k115_64041_length_4532_cov_6.0000_2	K00057	6.2e-07
k115_6795_length_12585_cov_7.0000_5	K00058	3.1e-95
k115_63793_length_4049_cov_5.0000_1	K00058	5.7e-95
k115_26193_length_8169_cov_8.0000_9	K00058	2.8e-86
k115_12900_length_7800_cov_6.0000_4	K00058	1.8e-08
k115_47930_length_1724_cov_5.0000_2	K00058	3.9e-06
k115_8316_length_16454_cov_7.0000_8	K00059	6.8e-108
k115_87132_length_9419_cov_6.0000_7	K00059	4.8e-76
k115_70829_length_1752_cov_6.0000_2	K00059	1.6e-63
k115_46898_length_1568_cov_5.0000_2	K00059	4.7e-45
k115_58754_length_4368_cov_6.0000_2	K00059	6e-37
k115_46188_length_7304_cov_7.0000_5	K00059	7.9e-14
k115_68334_length_6544_cov_7.0000_6	K00059	2.3e-08
k115_70529_length_1642_cov_6.0000_2	K00064	1.3e-29
k115_1688_length_13942_cov_6.0000_10	K00064	8.3e-23
k115_47366_length_21726_cov_6.9956_14	K00064	3.1e-09
k115_8316_length_16454_cov_7.0000_8	K00065	2.5e-85
k115_87132_length_9419_cov_6.0000_7	K00065	1.3e-62
k115_70829_length_1752_cov_6.0000_2	K00065	3.4e-56
k115_46898_length_1568_cov_5.0000_2	K00065	6e-39
k115_58754_length_4368_cov_6.0000_2	K00065	8.8e-34
k115_46188_length_7304_cov_7.0000_5	K00065	3.6e-12
k115_68334_length_6544_cov_7.0000_6	K00065	2.3e-08
k115_11552_length_13298_cov_6.0000_8	K00065	5.2e-06
k115_27671_length_9589_cov_6.0000_6	K00067	1.8e-100
k115_27671_length_9589_cov_6.0000_5	K00067	4e-33
k115_46188_length_7304_cov_7.0000_5	K00067	1.3e-22
k115_68334_length_6544_cov_7.0000_6	K00067	5.1e-19
k115_8316_length_16454_cov_7.0000_8	K00068	1.4e-65
k115_87132_length_9419_cov_6.0000_7	K00068	1.1e-42
k115_70829_length_1752_cov_6.0000_2	K00068	2.9e-29
k115_58754_length_4368_cov_6.0000_2	K00068	3.3e-25
k115_46898_length_1568_cov_5.0000_2	K00068	2.2e-23
k115_46188_length_7304_cov_7.0000_5	K00068	9.3e-07
k115_24350_length_12887_cov_7.0000_8	K00074	2.4e-118
k115_56382_length_3914_cov_7.0000_1	K00074	5.4e-07
k115_83883_length_9463_cov_7.0000_1	K00075	2.7e-92
k115_53972_length_2246_cov_7.0000_4	K00075	2.1e-23
k115_47667_length_9262_cov_7.0000_2	K00077	7.6e-72
k115_57254_length_4165_cov_5.0000_1	K00078	1.3e-17
k115_8316_length_16454_cov_7.0000_8	K00079	3.1e-14
k115_58754_length_4368_cov_6.0000_2	K00079	1.6e-07
k115_47366_length_21726_cov_6.9956_13	K00082	2.3e-21
k115_8316_length_16454_cov_7.0000_8	K00084	1e-14
k115_87132_length_9419_cov_6.0000_7	K00084	8e-06
k115_46898_length_1568_cov_5.0000_2	K00084	9.9e-06
k115_31069_length_9896_cov_5.9918_7	K00086	1.4e-76
k115_79383_length_11892_cov_6.0000_6	K00086	5.3e-13
k115_51303_length_4968_cov_6.0000_4	K00086	2.5e-08
k115_48451_length_7521_cov_6.0000_2	K00088	5.6e-227
k115_8316_length_16454_cov_7.0000_6	K00088	1.1e-13
k115_8316_length_16454_cov_7.0000_14	K00088	5.2e-07
k115_45457_length_5629_cov_6.0000_2	K00088	1.1e-06
k115_54832_length_29768_cov_7.0000_12	K00088	7.5e-06
k115_63793_length_4049_cov_5.0000_1	K00090	7.3e-70
k115_26193_length_8169_cov_8.0000_9	K00090	3.7e-52
k115_6795_length_12585_cov_7.0000_5	K00090	1.9e-39
k115_31069_length_9896_cov_5.9918_7	K00093	9.1e-34
k115_79383_length_11892_cov_6.0000_6	K00093	8.5e-07
k115_51303_length_4968_cov_6.0000_4	K00096	1.1e-96
k115_79383_length_11892_cov_6.0000_6	K00096	9.5e-31
k115_46269_length_4359_cov_5.0000_2	K00096	5.2e-16
k115_31069_length_9896_cov_5.9918_7	K00096	3.7e-09
k115_24180_length_8840_cov_6.0000_4	K00099	1.8e-168
k115_31069_length_9896_cov_5.9918_7	K00100	4.9e-167
k115_79383_length_11892_cov_6.0000_6	K00100	7.7e-16
k115_51303_length_4968_cov_6.0000_4	K00100	3e-11
k115_48451_length_7521_cov_6.0000_2	K00101	1.3e-06
k115_83883_length_9463_cov_7.0000_1	K00104	2.9e-11
k115_37843_length_4532_cov_7.0000_3	K00111	2.5e-07
k115_20374_length_18775_cov_7.0000_10	K00111	3.7e-06
k115_62675_length_21481_cov_6.0000_14	K00111	4.7e-06
k115_62675_length_21481_cov_6.0000_14	K00112	3e-09
k115_72121_length_4006_cov_6.0000_2	K00112	3.2e-08
k115_37843_length_4532_cov_7.0000_3	K00112	1e-06
k115_77055_length_3889_cov_7.0000_1	K00116	8.2e-07
k115_63793_length_4049_cov_5.0000_1	K00122	5.8e-37
k115_26193_length_8169_cov_8.0000_9	K00122	1e-30
k115_6795_length_12585_cov_7.0000_5	K00122	3.9e-24
k115_1688_length_13942_cov_6.0000_3	K00124	4.6e-18
k115_49321_length_9832_cov_7.0000_1	K00124	5e-09
k115_34025_length_10834_cov_6.0000_11	K00124	2.4e-08
k115_32861_length_6661_cov_6.0000_5	K00124	2.5e-07
k115_8316_length_16454_cov_7.0000_16	K00124	8.1e-07
k115_69549_length_3579_cov_5.0000_2	K00124	9.5e-06
k115_79598_length_2181_cov_6.0000_1	K00125	2e-06
k115_21024_length_6355_cov_7.0000_7	K00125	2.4e-06
k115_6795_length_12585_cov_7.0000_9	K00128	3.5e-25
