gene 	 KO 	 Evalue
k141_9047_length_230314_cov_89.2176_24	K00001	7.8e-81
k141_9047_length_230314_cov_89.2176_128	K00001	5.1e-74
k141_9047_length_230314_cov_89.2176_31	K00001	7e-68
k141_7400_length_50238_cov_92.8820_55	K00001	7e-65
k141_7561_length_61612_cov_150.6939_19	K00001	1.7e-63
k141_3741_length_146474_cov_97.0565_127	K00001	3.8e-62
k141_9870_length_17585_cov_149.2493_3	K00001	5.5e-60
k141_9476_length_65367_cov_141.9959_50	K00001	3.4e-59
k141_1308_length_86063_cov_151.5834_44	K00001	1.7e-56
k141_3957_length_39266_cov_144.1350_34	K00001	2.5e-55
k141_1470_length_188622_cov_90.5534_154	K00001	1.2e-53
k141_547_length_141606_cov_140.1552_81	K00001	5.7e-53
k141_409_length_219165_cov_98.0519_85	K00001	7.9e-52
k141_1308_length_86063_cov_151.5834_47	K00001	8.3e-52
k141_1030_length_67199_cov_101.4247_46	K00001	8.8e-52
k141_658_length_99710_cov_154.9569_43	K00001	4.5e-40
k141_4469_length_60366_cov_139.2569_15	K00001	2.3e-39
k141_4837_length_128737_cov_113.9645_28	K00001	2.9e-37
k141_6804_length_251003_cov_124.0925_109	K00001	3.8e-31
k141_6646_length_8465_cov_87.8134_8	K00001	2.4e-30
k141_6804_length_251003_cov_124.0925_59	K00001	5.6e-30
k141_3741_length_146474_cov_97.0565_83	K00001	2.4e-29
k141_9836_length_134295_cov_87.2034_50	K00001	3.7e-25
k141_9047_length_230314_cov_89.2176_65	K00001	8.4e-25
k141_4098_length_116574_cov_141.9098_44	K00001	1.9e-22
k141_547_length_141606_cov_140.1552_117	K00001	2.1e-20
k141_1470_length_188622_cov_90.5534_114	K00001	5.7e-19
k141_6766_length_36330_cov_124.9120_22	K00001	1.3e-13
k141_409_length_219165_cov_98.0519_60	K00001	9.5e-08
k141_6773_length_20297_cov_133.9989_9	K00001	8.5e-06
k141_6766_length_36330_cov_124.9120_23	K00002	3.3e-62
k141_3741_length_146474_cov_97.0565_19	K00002	1.7e-54
k141_1879_length_85082_cov_126.1045_1	K00002	4.1e-39
k141_1030_length_67199_cov_101.4247_3	K00002	3.3e-28
k141_3370_length_44656_cov_129.9577_26	K00002	2e-13
k141_2506_length_11234_cov_80.9523_6	K00002	5.5e-13
k141_8657_length_221022_cov_122.2661_87	K00002	7.6e-10
