gene 	 KO 	 Evalue
k115_116755_length_3182_cov_9.0000_3	K00001	1.8e-29
k115_87145_length_4307_cov_9.0000_3	K00001	1.2e-09
k115_172155_length_2607_cov_8.0000_1	K00002	4.4e-44
k115_23748_length_3763_cov_11.0000_1	K00002	2.4e-28
k115_23748_length_3763_cov_11.0000_2	K00002	3.4e-17
k115_15383_length_4511_cov_9.0000_4	K00003	3.8e-06
k115_98159_length_4130_cov_9.0000_6	K00004	5.4e-06
k115_116755_length_3182_cov_9.0000_3	K00005	3.2e-19
k115_87145_length_4307_cov_9.0000_3	K00005	3.5e-13
k115_98159_length_4130_cov_9.0000_6	K00008	2.2e-07
k115_15383_length_4511_cov_9.0000_4	K00010	1.1e-38
k115_214286_length_3067_cov_9.0000_1	K00012	2e-06
k115_98159_length_4130_cov_9.0000_6	K00014	1.2e-07
k115_44396_length_6143_cov_9.0000_1	K00014	9e-06
k115_174473_length_2273_cov_10.0000_1	K00015	1.8e-66
k115_174473_length_2273_cov_10.0000_1	K00018	2.3e-61
k115_174473_length_2273_cov_10.0000_1	K00032	1.5e-39
k115_15383_length_4511_cov_9.0000_4	K00035	3.4e-14
k115_116755_length_3182_cov_9.0000_3	K00043	8.2e-64
k115_87145_length_4307_cov_9.0000_3	K00043	8.3e-36
k115_116755_length_3182_cov_9.0000_3	K00048	1.3e-75
k115_87145_length_4307_cov_9.0000_3	K00048	1e-31
k115_174473_length_2273_cov_10.0000_1	K00049	3e-26
k115_174473_length_2273_cov_10.0000_1	K00050	3.2e-36
k115_214286_length_3067_cov_9.0000_1	K00057	5.9e-60
k115_177517_length_1670_cov_11.0000_1	K00057	1.2e-54
k115_83236_length_7622_cov_8.0000_4	K00057	2.1e-06
k115_174473_length_2273_cov_10.0000_1	K00058	8.9e-76
k115_23748_length_3763_cov_11.0000_2	K00064	1.1e-35
k115_172155_length_2607_cov_8.0000_1	K00064	2e-21
k115_98159_length_4130_cov_9.0000_6	K00074	9.3e-06
k115_198283_length_1434_cov_8.0000_2	K00075	2e-19
k115_216352_length_2688_cov_8.0000_1	K00075	5e-16
k115_83236_length_7622_cov_8.0000_4	K00077	1.3e-10
k115_15383_length_4511_cov_9.0000_4	K00078	2.5e-29
k115_116755_length_3182_cov_9.0000_3	K00086	1.5e-88
k115_87145_length_4307_cov_9.0000_3	K00086	9.2e-53
k115_158508_length_1873_cov_8.0000_1	K00088	9.2e-10
k115_174473_length_2273_cov_10.0000_1	K00090	8.3e-51
k115_116755_length_3182_cov_9.0000_3	K00093	3.1e-59
k115_87145_length_4307_cov_9.0000_3	K00093	1.2e-22
k115_116755_length_3182_cov_9.0000_3	K00096	1.4e-12
k115_87145_length_4307_cov_9.0000_3	K00096	1.6e-09
k115_78093_length_8132_cov_9.0000_3	K00099	8e-119
k115_87145_length_4307_cov_9.0000_3	K00100	1.2e-87
k115_116755_length_3182_cov_9.0000_3	K00100	9.4e-51
k115_145880_length_2903_cov_8.0000_1	K00100	1.1e-07
k115_164860_length_2093_cov_9.0000_1	K00108	6e-07
k115_164860_length_2093_cov_9.0000_1	K00111	5.8e-08
k115_67479_length_4754_cov_9.0000_6	K00111	7.6e-08
k115_98159_length_4130_cov_9.0000_6	K00111	6.3e-06
k115_98159_length_4130_cov_9.0000_6	K00112	4.6e-08
k115_67479_length_4754_cov_9.0000_6	K00112	2.4e-06
k115_168480_length_5082_cov_9.0000_3	K00113	1e-06
k115_204901_length_2746_cov_7.0000_3	K00113	8.2e-06
k115_174473_length_2273_cov_10.0000_1	K00122	3.8e-30
k115_204901_length_2746_cov_7.0000_3	K00123	1.2e-06
k115_194927_length_8149_cov_9.0000_3	K00124	1.4e-07
k115_204901_length_2746_cov_7.0000_3	K00125	7.6e-09
k115_116755_length_3182_cov_9.0000_3	K00128	4e-13
k115_116755_length_3182_cov_9.0000_3	K00130	6.5e-09
k115_116755_length_3182_cov_9.0000_3	K00132	1.5e-104
k115_136307_length_7279_cov_10.0000_3	K00133	2.7e-13
k115_136307_length_7279_cov_10.0000_3	K00134	5.2e-143
k115_116755_length_3182_cov_9.0000_3	K00135	8.2e-11
k115_116755_length_3182_cov_9.0000_3	K00146	7.2e-07
k115_116755_length_3182_cov_9.0000_3	K00147	2e-06
k115_136307_length_7279_cov_10.0000_3	K00150	3.1e-44
