gene 	 KO 	 Evalue
k115_186271_length_119485_cov_118.9684_72	K00001	4e-36
k115_105668_length_29451_cov_102.8887_23	K00001	7.3e-35
k115_49145_length_15402_cov_104.8911_10	K00001	1.6e-29
k115_22137_length_805123_cov_104.4205_629	K00001	2.6e-18
k115_186271_length_119485_cov_118.9684_29	K00001	3.5e-06
k115_100560_length_88820_cov_121.0634_79	K00002	7.1e-44
k115_22153_length_20133_cov_121.3261_15	K00003	3.1e-139
k115_22137_length_805123_cov_104.4205_629	K00004	1.4e-27
k115_22137_length_805123_cov_104.4205_250	K00004	1.1e-08
k115_186271_length_119485_cov_118.9684_39	K00004	1.2e-06
k115_121519_length_284168_cov_106.8924_28	K00005	1.9e-114
k115_121519_length_284168_cov_106.8924_29	K00005	4.3e-105
k115_105668_length_29451_cov_102.8887_23	K00005	4.8e-21
k115_49145_length_15402_cov_104.8911_10	K00005	7.9e-19
k115_186271_length_119485_cov_118.9684_72	K00005	2.7e-17
k115_22137_length_805123_cov_104.4205_583	K00005	8.2e-13
k115_22137_length_805123_cov_104.4205_629	K00008	5.3e-32
k115_22137_length_805123_cov_104.4205_250	K00008	3.4e-08
k115_121519_length_284168_cov_106.8924_164	K00008	3.1e-06
k115_186271_length_119485_cov_118.9684_39	K00008	9.5e-06
k115_22137_length_805123_cov_104.4205_504	K00010	4.4e-65
k115_68832_length_104117_cov_123.9622_29	K00010	1.8e-62
k115_22137_length_805123_cov_104.4205_670	K00010	6.5e-57
k115_217086_length_60877_cov_108.9431_47	K00010	4.7e-56
k115_22137_length_805123_cov_104.4205_169	K00010	1.5e-52
k115_186271_length_119485_cov_118.9684_65	K00010	6e-52
k115_22137_length_805123_cov_104.4205_671	K00010	2.2e-51
k115_68832_length_104117_cov_123.9622_26	K00010	1.6e-50
k115_22137_length_805123_cov_104.4205_500	K00010	1.4e-34
k115_22137_length_805123_cov_104.4205_150	K00010	1.8e-28
k115_22137_length_805123_cov_104.4205_22	K00010	7.6e-06
k115_121519_length_284168_cov_106.8924_164	K00012	4.5e-168
k115_22137_length_805123_cov_104.4205_587	K00014	5.4e-73
k115_22137_length_805123_cov_104.4205_179	K00014	7.5e-09
k115_87047_length_254943_cov_120.5639_232	K00014	9e-06
k115_121519_length_284168_cov_106.8924_178	K00015	2.1e-93
k115_121519_length_284168_cov_106.8924_95	K00015	1.1e-74
k115_87047_length_254943_cov_120.5639_232	K00015	1.8e-61
k115_87047_length_254943_cov_120.5639_7	K00015	9.2e-61
k115_87047_length_254943_cov_120.5639_166	K00015	1.2e-59
k115_22137_length_805123_cov_104.4205_179	K00015	5.5e-06
k115_22137_length_805123_cov_104.4205_130	K00016	7.4e-06
k115_121519_length_284168_cov_106.8924_178	K00018	8.2e-128
k115_121519_length_284168_cov_106.8924_95	K00018	2.8e-70
k115_87047_length_254943_cov_120.5639_166	K00018	1.2e-56
k115_87047_length_254943_cov_120.5639_232	K00018	5.4e-56
k115_87047_length_254943_cov_120.5639_7	K00018	4.9e-50
k115_22137_length_805123_cov_104.4205_179	K00018	3.6e-07
k115_206599_length_191577_cov_119.0434_116	K00019	2.1e-61
k115_22137_length_805123_cov_104.4205_197	K00019	5.1e-59
k115_22137_length_805123_cov_104.4205_453	K00019	8.6e-55
k115_22137_length_805123_cov_104.4205_673	K00019	5.9e-39
k115_87047_length_254943_cov_120.5639_212	K00019	3.9e-09
k115_193307_length_56163_cov_115.8740_12	K00019	2.9e-06
k115_22137_length_805123_cov_104.4205_582	K00020	1.4e-10
k115_87047_length_254943_cov_120.5639_232	K00020	1.1e-09
k115_22137_length_805123_cov_104.4205_22	K00020	3.9e-08
k115_121519_length_284168_cov_106.8924_178	K00020	1.2e-06
k115_100560_length_88820_cov_121.0634_12	K00020	2.2e-06
k115_87047_length_254943_cov_120.5639_166	K00020	4.6e-06
k115_68832_length_104117_cov_123.9622_26	K00020	9.6e-06
k115_206599_length_191577_cov_119.0434_116	K00023	8.5e-75
k115_22137_length_805123_cov_104.4205_197	K00023	1e-54
k115_22137_length_805123_cov_104.4205_673	K00023	5.8e-45
k115_22137_length_805123_cov_104.4205_453	K00023	4.7e-43
k115_87047_length_254943_cov_120.5639_212	K00023	3.7e-08
k115_22137_length_805123_cov_104.4205_148	K00024	3.1e-06
k115_22137_length_805123_cov_104.4205_718	K00027	1e-138
k115_22137_length_805123_cov_104.4205_718	K00029	3.2e-91
k115_22137_length_805123_cov_104.4205_411	K00030	2.8e-57
k115_22137_length_805123_cov_104.4205_411	K00031	5.1e-58
k115_121519_length_284168_cov_106.8924_178	K00032	2e-66
k115_87047_length_254943_cov_120.5639_166	K00032	1.7e-53
k115_87047_length_254943_cov_120.5639_232	K00032	2.3e-48
k115_121519_length_284168_cov_106.8924_95	K00032	2.8e-43
k115_87047_length_254943_cov_120.5639_7	K00032	2.6e-37
k115_22137_length_805123_cov_104.4205_130	K00033	3.6e-06
k115_206599_length_191577_cov_119.0434_116	K00034	3.3e-84
k115_22137_length_805123_cov_104.4205_197	K00034	4.6e-73
k115_22137_length_805123_cov_104.4205_673	K00034	1.2e-63
k115_22137_length_805123_cov_104.4205_453	K00034	1.2e-46
k115_87047_length_254943_cov_120.5639_212	K00034	8.4e-10
k115_193307_length_56163_cov_115.8740_12	K00034	1.8e-06
k115_68832_length_104117_cov_123.9622_29	K00035	8.9e-24
k115_186271_length_119485_cov_118.9684_65	K00035	6.5e-23
k115_22137_length_805123_cov_104.4205_169	K00035	1.2e-21
k115_22137_length_805123_cov_104.4205_504	K00035	2.6e-20
k115_22137_length_805123_cov_104.4205_671	K00035	2.9e-19
k115_217086_length_60877_cov_108.9431_47	K00035	3.2e-18
k115_22137_length_805123_cov_104.4205_500	K00035	1.2e-16
k115_68832_length_104117_cov_123.9622_26	K00035	4.3e-16
k115_22137_length_805123_cov_104.4205_670	K00035	2.3e-11
k115_22137_length_805123_cov_104.4205_150	K00035	4e-09
k115_22137_length_805123_cov_104.4205_197	K00038	6.5e-73
k115_206599_length_191577_cov_119.0434_116	K00038	1.9e-67
k115_22137_length_805123_cov_104.4205_673	K00038	1.9e-50
k115_22137_length_805123_cov_104.4205_453	K00038	9.3e-40
k115_87047_length_254943_cov_120.5639_212	K00038	1.2e-06
k115_206599_length_191577_cov_119.0434_116	K00039	9.6e-38
k115_22137_length_805123_cov_104.4205_197	K00039	2.3e-36
k115_22137_length_805123_cov_104.4205_453	K00039	6.3e-33
