gene 	 KO 	 Evalue
k141_1057_length_305799_cov_40.8028_48	K00001	7.1e-81
k141_2691_length_296672_cov_27.9957_38	K00001	7.6e-80
k141_2559_length_249193_cov_35.9982_242	K00001	4.1e-79
k141_1296_length_219632_cov_28.9976_130	K00001	5.8e-76
k141_1057_length_305799_cov_40.8028_203	K00001	1.3e-63
k141_1704_length_136471_cov_41.3494_17	K00001	2.8e-58
k141_2046_length_341478_cov_38.0028_60	K00001	5.6e-54
k141_2529_length_62735_cov_39.9916_17	K00001	1.1e-53
k141_2613_length_495504_cov_32.7769_100	K00001	2.7e-53
k141_2691_length_296672_cov_27.9957_133	K00001	1.9e-52
k141_264_length_46767_cov_38.9867_39	K00001	9.1e-47
k141_2930_length_45666_cov_40.3391_23	K00001	2e-46
k141_2559_length_249193_cov_35.9982_238	K00001	1.6e-43
k141_2638_length_49385_cov_39.9885_44	K00001	1.6e-40
k141_1296_length_219632_cov_28.9976_20	K00001	8.5e-34
k141_358_length_107174_cov_30.0134_53	K00001	3.9e-31
k141_1296_length_219632_cov_28.9976_89	K00001	1.4e-24
k141_2559_length_249193_cov_35.9982_146	K00001	4.5e-24
k141_2691_length_296672_cov_27.9957_170	K00001	1.8e-17
k141_2559_length_249193_cov_35.9982_227	K00001	7.1e-14
k141_2691_length_296672_cov_27.9957_127	K00001	1.2e-06
k141_2559_length_249193_cov_35.9982_228	K00002	4.8e-63
k141_3644_length_48376_cov_37.9956_1	K00002	9.4e-39
k141_2613_length_495504_cov_32.7769_275	K00002	1.3e-11
k141_2691_length_296672_cov_27.9957_183	K00002	4.4e-09
k141_2559_length_249193_cov_35.9982_38	K00002	4.5e-08
k141_1266_length_192607_cov_38.0629_27	K00002	3.2e-07
k141_1632_length_166144_cov_33.9975_117	K00002	8e-06
k141_2046_length_341478_cov_38.0028_49	K00003	6.6e-79
k141_2638_length_49385_cov_39.9885_3	K00003	3.1e-66
k141_2691_length_296672_cov_27.9957_54	K00003	6.5e-11
k141_925_length_149466_cov_39.6518_57	K00003	2e-07
k141_1296_length_219632_cov_28.9976_22	K00003	4.7e-06
k141_2691_length_296672_cov_27.9957_133	K00004	1.7e-98
k141_1057_length_305799_cov_40.8028_203	K00004	6.7e-95
k141_2613_length_495504_cov_32.7769_100	K00004	3.8e-80
k141_1296_length_219632_cov_28.9976_130	K00004	1.6e-77
k141_264_length_46767_cov_38.9867_39	K00004	6.3e-71
k141_2691_length_296672_cov_27.9957_38	K00004	1.2e-68
k141_2559_length_249193_cov_35.9982_242	K00004	7.9e-67
k141_1704_length_136471_cov_41.3494_17	K00004	4.5e-52
k141_1057_length_305799_cov_40.8028_48	K00004	3.7e-50
k141_1296_length_219632_cov_28.9976_20	K00004	2.4e-48
k141_2559_length_249193_cov_35.9982_146	K00004	6.3e-36
k141_2529_length_62735_cov_39.9916_17	K00004	1.6e-33
k141_2046_length_341478_cov_38.0028_60	K00004	3.3e-20
k141_2559_length_249193_cov_35.9982_238	K00004	1.7e-18
k141_2691_length_296672_cov_27.9957_170	K00004	1e-17
k141_2930_length_45666_cov_40.3391_23	K00004	1.6e-17
k141_1296_length_219632_cov_28.9976_89	K00004	4.6e-16
k141_2542_length_10890_cov_31.9846_9	K00004	4.4e-06
k141_1613_length_17341_cov_43.0083_14	K00005	6e-154
k141_2613_length_495504_cov_32.7769_81	K00005	4.5e-93
k141_2638_length_49385_cov_39.9885_44	K00005	3.5e-18
k141_358_length_107174_cov_30.0134_53	K00005	1.4e-13
k141_2559_length_249193_cov_35.9982_227	K00005	2.3e-12
k141_925_length_149466_cov_39.6518_101	K00005	6.1e-11
k141_2691_length_296672_cov_27.9957_131	K00007	4e-100
k141_3396_length_91196_cov_31.9956_28	K00007	1.7e-96
k141_1296_length_219632_cov_28.9976_190	K00007	8.4e-38
k141_141_length_74664_cov_38.5617_22	K00007	1.2e-26
k141_1057_length_305799_cov_40.8028_203	K00008	1.4e-104
k141_2691_length_296672_cov_27.9957_133	K00008	1.1e-99
k141_1296_length_219632_cov_28.9976_130	K00008	9.9e-83
