gene 	 KO 	 Evalue
k141_9538_length_173409_cov_24.9949_24	K00001	7.9e-81
k141_9538_length_173409_cov_24.9949_128	K00001	5.1e-74
k141_9538_length_173409_cov_24.9949_31	K00001	7.1e-68
k141_14127_length_50055_cov_28.1241_55	K00001	7.1e-65
k141_13926_length_61612_cov_41.9966_19	K00001	1.7e-63
k141_14253_length_146452_cov_25.9982_127	K00001	3.8e-62
k141_14427_length_97591_cov_40.1887_3	K00001	5.6e-60
k141_13005_length_64272_cov_40.9393_51	K00001	3.4e-59
k141_2386_length_86175_cov_41.0282_37	K00001	1.7e-56
k141_6058_length_32474_cov_40.9743_8	K00001	2.5e-55
k141_525_length_150175_cov_24.7689_119	K00001	1.2e-53
k141_13123_length_107614_cov_39.9934_81	K00001	5.8e-53
k141_9474_length_191701_cov_32.0593_136	K00001	8e-52
k141_2386_length_86175_cov_41.0282_34	K00001	8.4e-52
k141_14173_length_26449_cov_29.0000_16	K00001	9e-52
k141_12364_length_99710_cov_45.0062_44	K00001	1.3e-41
k141_8833_length_60482_cov_36.9901_15	K00001	2.4e-39
k141_8690_length_128737_cov_31.9918_28	K00001	3e-37
k141_7616_length_152817_cov_33.0578_127	K00001	3.9e-31
k141_11946_length_98890_cov_32.9979_59	K00001	5.7e-30
k141_14253_length_146452_cov_25.9982_83	K00001	2.4e-29
k141_2100_length_134295_cov_25.9954_50	K00001	3.8e-25
k141_9538_length_173409_cov_24.9949_65	K00001	8.5e-25
k141_1335_length_116575_cov_37.8823_53	K00001	1.9e-22
k141_13296_length_33995_cov_42.9821_10	K00001	2.1e-20
k141_525_length_150175_cov_24.7689_79	K00001	1.4e-19
k141_12948_length_64907_cov_35.9843_22	K00001	1.3e-13
k141_9474_length_191701_cov_32.0593_161	K00001	9.6e-08
k141_1004_length_20297_cov_34.9666_9	K00001	8.6e-06
k141_12948_length_64907_cov_35.9843_23	K00002	3.4e-62
k141_14253_length_146452_cov_25.9982_19	K00002	1.8e-54
k141_8956_length_83778_cov_39.1143_77	K00002	4.2e-39
k141_4545_length_15340_cov_27.9458_3	K00002	3.3e-28
k141_5683_length_51332_cov_37.9874_23	K00002	2e-13
k141_13798_length_221022_cov_33.9948_87	K00002	7.7e-10
k141_11946_length_98890_cov_32.9979_4	K00002	8.6e-09
k141_525_length_150175_cov_24.7689_54	K00002	1.2e-08
k141_13993_length_18592_cov_30.3027_17	K00002	2.6e-08
k141_11946_length_98890_cov_32.9979_33	K00002	1.3e-07
k141_1474_length_306318_cov_38.0101_113	K00003	3.1e-76
k141_12364_length_99710_cov_45.0062_73	K00003	6.8e-69
k141_525_length_150175_cov_24.7689_108	K00003	3.4e-10
k141_12014_length_34013_cov_34.9839_7	K00003	4.2e-07
k141_9538_length_173409_cov_24.9949_16	K00003	1.3e-06
k141_2668_length_107243_cov_42.1408_21	K00003	4.8e-06
k141_6058_length_32474_cov_40.9743_8	K00004	6e-101
k141_13926_length_61612_cov_41.9966_19	K00004	1.9e-95
k141_13005_length_64272_cov_40.9393_51	K00004	7.5e-90
k141_14173_length_26449_cov_29.0000_16	K00004	1.8e-78
k141_9538_length_173409_cov_24.9949_128	K00004	7.2e-76
k141_9538_length_173409_cov_24.9949_24	K00004	2e-68
k141_9538_length_173409_cov_24.9949_31	K00004	1.5e-60
k141_2386_length_86175_cov_41.0282_34	K00004	4.2e-54
k141_14427_length_97591_cov_40.1887_3	K00004	6e-52
k141_14253_length_146452_cov_25.9982_127	K00004	1.4e-41
k141_14127_length_50055_cov_28.1241_55	K00004	1.2e-39
k141_13123_length_107614_cov_39.9934_81	K00004	1.4e-33
k141_13296_length_33995_cov_42.9821_10	K00004	2.4e-31
k141_525_length_150175_cov_24.7689_119	K00004	4.5e-26
k141_9474_length_191701_cov_32.0593_136	K00004	2e-22
k141_2386_length_86175_cov_41.0282_37	K00004	1.6e-20
k141_9538_length_173409_cov_24.9949_65	K00004	2e-16
k141_525_length_150175_cov_24.7689_79	K00004	1.1e-15
k141_14253_length_146452_cov_25.9982_83	K00004	4.4e-15
k141_9474_length_191701_cov_32.0593_161	K00004	1.6e-10
k141_13296_length_33995_cov_42.9821_9	K00004	1.8e-06
k141_1474_length_306318_cov_38.0101_187	K00004	8.8e-06
k141_12364_length_99710_cov_45.0062_80	K00005	2.9e-154
k141_8833_length_60482_cov_36.9901_19	K00005	4.7e-151
k141_2120_length_29587_cov_28.0000_12	K00005	5.6e-90
k141_7616_length_152817_cov_33.0578_127	K00005	4.6e-18
k141_8690_length_128737_cov_31.9918_28	K00005	5.4e-18
k141_8833_length_60482_cov_36.9901_15	K00005	1.7e-17
k141_12364_length_99710_cov_45.0062_44	K00005	3.1e-17
k141_11946_length_98890_cov_32.9979_59	K00005	6.2e-17
k141_1335_length_116575_cov_37.8823_53	K00005	5.8e-16
k141_12948_length_64907_cov_35.9843_22	K00005	5.8e-14
k141_2100_length_134295_cov_25.9954_50	K00005	9.7e-13
k141_2668_length_107243_cov_42.1408_65	K00005	1.1e-09
k141_2652_length_245106_cov_31.0174_18	K00007	3.4e-193
k141_2652_length_245106_cov_31.0174_80	K00007	4.1e-100
k141_2297_length_21845_cov_29.9399_15	K00007	4.9e-99
k141_2100_length_134295_cov_25.9954_62	K00007	4.6e-37
k141_13926_length_61612_cov_41.9966_36	K00007	1.8e-26
k141_13926_length_61612_cov_41.9966_19	K00008	2.7e-104
k141_6058_length_32474_cov_40.9743_8	K00008	4.3e-102
k141_13005_length_64272_cov_40.9393_51	K00008	9.2e-102
k141_14173_length_26449_cov_29.0000_16	K00008	3.7e-81
k141_9538_length_173409_cov_24.9949_128	K00008	8.9e-80
k141_9538_length_173409_cov_24.9949_24	K00008	2.7e-76
k141_9538_length_173409_cov_24.9949_31	K00008	1e-73
k141_2386_length_86175_cov_41.0282_34	K00008	5.5e-54
k141_14427_length_97591_cov_40.1887_3	K00008	3.6e-52
k141_14127_length_50055_cov_28.1241_55	K00008	7.2e-47
k141_14253_length_146452_cov_25.9982_127	K00008	1e-43
k141_13296_length_33995_cov_42.9821_10	K00008	4.1e-38
k141_13123_length_107614_cov_39.9934_81	K00008	3.3e-36
k141_525_length_150175_cov_24.7689_119	K00008	1e-30
k141_2386_length_86175_cov_41.0282_37	K00008	9.1e-22
k141_9474_length_191701_cov_32.0593_136	K00008	4.3e-19
k141_14253_length_146452_cov_25.9982_83	K00008	4e-18
k141_9538_length_173409_cov_24.9949_65	K00008	4.1e-13
k141_525_length_150175_cov_24.7689_79	K00008	1.7e-11
k141_9474_length_191701_cov_32.0593_161	K00008	2e-10
k141_8690_length_128737_cov_31.9918_43	K00008	3.1e-06
k141_1474_length_306318_cov_38.0101_187	K00008	3.2e-06
k141_11479_length_49463_cov_30.9954_18	K00008	3.5e-06
k141_8833_length_60482_cov_36.9901_35	K00008	5.4e-06
k141_6058_length_32474_cov_40.9743_4	K00008	6.9e-06
k141_13926_length_61612_cov_41.9966_36	K00009	6e-151
k141_2297_length_21845_cov_29.9399_15	K00009	1.1e-26
k141_2652_length_245106_cov_31.0174_18	K00009	4.7e-26
k141_2652_length_245106_cov_31.0174_80	K00009	1.4e-24
k141_2100_length_134295_cov_25.9954_62	K00009	3.6e-16
k141_9511_length_12084_cov_48.4295_11	K00009	3.6e-07
k141_12014_length_34013_cov_34.9839_5	K00010	4.4e-107
k141_14427_length_97591_cov_40.1887_11	K00010	6.1e-100
k141_12014_length_34013_cov_34.9839_7	K00010	3.6e-60
k141_11479_length_49463_cov_30.9954_18	K00010	8.9e-53
k141_525_length_150175_cov_24.7689_108	K00010	1.1e-52
k141_9538_length_173409_cov_24.9949_16	K00010	3.7e-45
k141_12014_length_34013_cov_34.9839_6	K00010	3.8e-42
k141_13798_length_221022_cov_33.9948_97	K00010	1.5e-39
k141_527_length_52518_cov_26.0000_34	K00010	3e-38
k141_365_length_36974_cov_29.0251_24	K00010	1.1e-37
k141_8833_length_60482_cov_36.9901_40	K00010	6.3e-35
k141_2668_length_107243_cov_42.1408_21	K00010	4.9e-34
k141_8690_length_128737_cov_31.9918_81	K00010	7.5e-09
k141_9511_length_12084_cov_48.4295_11	K00010	1e-07
k141_9474_length_191701_cov_32.0593_193	K00012	2e-112
k141_8589_length_38763_cov_44.9881_10	K00012	6.9e-82
k141_13926_length_61612_cov_41.9966_27	K00012	8.8e-08
k141_9474_length_191701_cov_32.0593_175	K00013	1.1e-173
k141_1474_length_306318_cov_38.0101_186	K00014	1.8e-99
k141_9511_length_12084_cov_48.4295_3	K00014	2.4e-88
k141_13296_length_33995_cov_42.9821_9	K00014	3.8e-72
