gene 	 KO 	 Evalue
k141_12955_length_54278_cov_10.9052_41	K00001	5.1e-82
k141_9106_length_57654_cov_10.0000_7	K00001	1.9e-75
k141_12051_length_37470_cov_10.0000_32	K00001	6.2e-44
k141_9233_length_56147_cov_9.0000_28	K00001	9e-33
k141_7937_length_52493_cov_9.9923_22	K00001	2.4e-29
k141_1529_length_88667_cov_11.9973_70	K00001	1.6e-26
k141_8711_length_28840_cov_10.9930_16	K00001	7.3e-06
k141_8419_length_62273_cov_9.0000_25	K00002	8.9e-69
k141_9194_length_66916_cov_10.9944_58	K00002	7.9e-63
k141_7937_length_52493_cov_9.9923_44	K00002	2.6e-06
k141_1340_length_131295_cov_10.0000_104	K00003	1.2e-155
k141_7809_length_21341_cov_9.0000_16	K00003	8.1e-08
k141_554_length_14555_cov_9.0000_1	K00003	8e-07
k141_3993_length_59824_cov_9.9969_6	K00003	8.5e-06
k141_12955_length_54278_cov_10.9052_41	K00004	3.3e-41
k141_9106_length_57654_cov_10.0000_7	K00004	2e-32
k141_12051_length_37470_cov_10.0000_32	K00004	1.2e-23
k141_953_length_23206_cov_11.0580_9	K00004	3.6e-07
k141_4043_length_26391_cov_9.0000_7	K00005	5.1e-127
k141_7937_length_52493_cov_9.9923_26	K00005	4.8e-99
k141_1625_length_30657_cov_11.0000_7	K00005	8.6e-84
k141_1529_length_88667_cov_11.9973_70	K00005	6.7e-18
k141_9233_length_56147_cov_9.0000_28	K00005	2.4e-16
k141_4274_length_22224_cov_9.0000_15	K00005	1.4e-11
k141_7937_length_52493_cov_9.9923_22	K00005	3e-09
k141_4475_length_24926_cov_11.0000_3	K00007	3e-25
k141_12955_length_54278_cov_10.9052_41	K00008	4.9e-47
k141_9106_length_57654_cov_10.0000_7	K00008	6.6e-40
k141_12051_length_37470_cov_10.0000_32	K00008	1.1e-21
k141_953_length_23206_cov_11.0580_9	K00008	1.8e-07
k141_4475_length_24926_cov_11.0000_3	K00009	1.3e-150
k141_3993_length_59824_cov_9.9969_7	K00010	5.1e-105
k141_3993_length_59824_cov_9.9969_6	K00010	6.5e-94
k141_7809_length_21341_cov_9.0000_16	K00010	2.7e-44
k141_11369_length_8709_cov_11.0000_2	K00010	4.7e-40
k141_13003_length_26013_cov_11.0000_17	K00010	8.9e-40
k141_554_length_14555_cov_9.0000_1	K00010	5.6e-38
k141_4183_length_44401_cov_11.0000_16	K00010	1.6e-20
k141_1340_length_131295_cov_10.0000_104	K00010	9.9e-07
k141_12955_length_54278_cov_10.9052_46	K00010	1.3e-06
k141_686_length_22395_cov_9.0000_3	K00010	7.1e-06
k141_12987_length_17828_cov_8.0000_16	K00012	1.1e-12
k141_4473_length_10804_cov_7.9849_6	K00012	6.3e-07
k141_9194_length_66916_cov_10.9944_48	K00012	5.6e-06
k141_4274_length_22224_cov_9.0000_13	K00014	1.1e-96
k141_12955_length_54278_cov_10.9052_46	K00014	9.5e-07
k141_9194_length_66916_cov_10.9944_48	K00014	1.7e-06
k141_1625_length_30657_cov_11.0000_6	K00015	4.8e-84
k141_953_length_23206_cov_11.0580_19	K00015	6.8e-63
k141_1529_length_88667_cov_11.9973_13	K00016	9.2e-142
k141_9194_length_66916_cov_10.9944_48	K00016	1.1e-137
k141_1625_length_30657_cov_11.0000_6	K00018	7.9e-68
k141_953_length_23206_cov_11.0580_19	K00018	4.9e-62
k141_891_length_33786_cov_11.0687_10	K00019	1.3e-59
