gene 	 KO 	 Evalue
k141_1484_length_546918_cov_54.9970_492	K00001	9.2e-79
k141_1484_length_546918_cov_54.9970_376	K00001	5.7e-76
k141_4324_length_64186_cov_71.9662_19	K00001	1.3e-63
k141_1006_length_56801_cov_71.7634_17	K00001	1.4e-58
k141_4095_length_147271_cov_65.9882_5	K00001	2.7e-54
k141_3371_length_74614_cov_69.0061_27	K00001	5.5e-54
k141_3821_length_150758_cov_66.5826_72	K00001	9.2e-54
k141_2330_length_349814_cov_62.5783_281	K00001	1.1e-53
k141_4208_length_100703_cov_52.9866_11	K00001	5.1e-52
k141_4743_length_62970_cov_67.5502_24	K00001	1.3e-45
k141_943_length_18454_cov_65.9727_20	K00001	1.6e-43
k141_1987_length_115377_cov_69.0063_49	K00001	1.2e-40
k141_1484_length_546918_cov_54.9970_282	K00001	8.4e-34
k141_1484_length_546918_cov_54.9970_209	K00001	3.9e-31
k141_1484_length_546918_cov_54.9970_333	K00001	5.5e-24
k141_2794_length_7830_cov_102.8802_2	K00001	2.5e-22
k141_1056_length_34639_cov_50.9814_12	K00001	2.2e-14
k141_943_length_18454_cov_65.9727_9	K00001	1.1e-13
k141_2794_length_7830_cov_102.8802_1	K00001	3.9e-12
k141_1484_length_546918_cov_54.9970_386	K00001	1.1e-06
k141_4208_length_100703_cov_52.9866_20	K00001	1.2e-06
k141_943_length_18454_cov_65.9727_10	K00002	4.7e-63
k141_3374_length_61769_cov_64.9879_62	K00002	1.9e-38
k141_1553_length_244544_cov_59.9945_92	K00002	3.3e-12
k141_389_length_38202_cov_50.9779_32	K00002	4.4e-09
k141_1591_length_158792_cov_62.9933_120	K00002	4.4e-08
k141_2330_length_349814_cov_62.5783_53	K00002	4.4e-07
k141_1189_length_246722_cov_59.9917_208	K00002	3.9e-06
k141_3821_length_150758_cov_66.5826_83	K00003	1e-79
k141_1987_length_115377_cov_69.0063_89	K00003	3.1e-66
k141_4208_length_100703_cov_52.9866_84	K00003	8.3e-11
k141_2724_length_147805_cov_67.9918_78	K00003	2.5e-07
k141_1484_length_546918_cov_54.9970_284	K00003	4.7e-06
k141_5170_length_212865_cov_57.2508_78	K00003	8.2e-06
k141_3570_length_98938_cov_63.0000_16	K00003	8.3e-06
k141_4208_length_100703_cov_52.9866_11	K00004	2.8e-98
k141_4324_length_64186_cov_71.9662_19	K00004	6.6e-95
k141_4095_length_147271_cov_65.9882_5	K00004	5.4e-93
k141_2330_length_349814_cov_62.5783_281	K00004	7.3e-81
k141_1484_length_546918_cov_54.9970_376	K00004	1.6e-77
k141_1484_length_546918_cov_54.9970_492	K00004	4.2e-68
k141_1006_length_56801_cov_71.7634_17	K00004	2.7e-52
k141_1484_length_546918_cov_54.9970_282	K00004	2.4e-48
k141_3371_length_74614_cov_69.0061_27	K00004	1.4e-33
k141_3821_length_150758_cov_66.5826_72	K00004	2.1e-20
k141_943_length_18454_cov_65.9727_20	K00004	1.7e-18
k141_4743_length_62970_cov_67.5502_24	K00004	4.9e-17
k141_1484_length_546918_cov_54.9970_333	K00004	2.6e-15
k141_1056_length_34639_cov_50.9814_12	K00004	3.1e-14
k141_2794_length_7830_cov_102.8802_2	K00004	8.5e-13
k141_2794_length_7830_cov_102.8802_1	K00004	4e-06
k141_1987_length_115377_cov_69.0063_92	K00005	7.6e-154
k141_2330_length_349814_cov_62.5783_260	K00005	1.1e-93
k141_1987_length_115377_cov_69.0063_49	K00005	3.3e-18
k141_1484_length_546918_cov_54.9970_209	K00005	1.4e-13
k141_943_length_18454_cov_65.9727_9	K00005	2.7e-12
k141_2724_length_147805_cov_67.9918_35	K00005	6e-11
k141_559_length_9226_cov_58.9060_3	K00007	4.2e-194
k141_4208_length_100703_cov_52.9866_16	K00007	4.1e-101
k141_4095_length_147271_cov_65.9882_4	K00007	5.7e-99
k141_1189_length_246722_cov_59.9917_63	K00007	1.6e-96
k141_1484_length_546918_cov_54.9970_443	K00007	3.7e-38
k141_254_length_71011_cov_66.9753_39	K00007	1.1e-26
k141_4324_length_64186_cov_71.9662_19	K00008	1.4e-104
k141_4208_length_100703_cov_52.9866_11	K00008	6.2e-99
k141_4095_length_147271_cov_65.9882_5	K00008	2.2e-95
k141_1484_length_546918_cov_54.9970_376	K00008	9.8e-83
k141_2330_length_349814_cov_62.5783_281	K00008	1.9e-82
k141_1484_length_546918_cov_54.9970_492	K00008	3.4e-75
