gene 	 KO 	 Evalue
k141_77114_1	K00001	1.9e-38
k141_91977_1	K00001	2.6e-31
k141_23560_1	K00001	1.2e-27
k141_38963_6	K00001	1.4e-26
k141_91154_1	K00001	7.3e-08
k141_56933_9	K00001	6.2e-07
k141_28522_8	K00001	5.2e-06
k141_13703_3	K00002	1.3e-06
k141_13609_3	K00003	4.6e-66
k141_13609_2	K00003	1.6e-45
k141_77114_1	K00004	1.4e-54
k141_91154_1	K00004	5e-09
k141_23560_1	K00005	2.1e-20
k141_38963_6	K00005	2.1e-16
k141_91977_1	K00005	9.3e-10
k141_75998_5	K00005	1.9e-06
k141_56933_9	K00005	3.1e-06
k141_89921_2	K00007	8e-49
k141_77114_1	K00008	3.4e-63
k141_91154_1	K00008	1.4e-12
k141_69691_1	K00008	1.4e-06
k141_29296_1	K00008	3.2e-06
k141_63764_1	K00008	8.2e-06
k141_89921_2	K00009	8.5e-25
k141_94168_1	K00010	4.3e-43
k141_28748_2	K00013	2.6e-158
k141_7029_3	K00014	3.3e-85
k141_7029_4	K00014	1.3e-07
k141_63764_1	K00014	1.8e-06
k141_29296_1	K00014	2.6e-06
k141_39826_3	K00015	2.3e-82
k141_89999_1	K00015	1.1e-76
k141_95055_3	K00015	1.2e-28
k141_95055_4	K00015	2.7e-15
k141_88995_9	K00015	1.3e-08
k141_47896_5	K00016	3.1e-92
k141_39826_3	K00018	7.6e-107
k141_89999_1	K00018	2.8e-80
k141_95055_3	K00018	7.1e-28
k141_95055_4	K00018	2.7e-12
k141_73231_3	K00018	5.9e-06
k141_49442_2	K00019	1.6e-61
k141_27597_4	K00019	5.7e-61
k141_28222_1	K00019	5.1e-54
k141_47395_9	K00019	2.3e-49
k141_22655_1	K00019	3.4e-41
k141_31645_2	K00019	4.3e-36
k141_88995_9	K00020	1.4e-13
k141_39952_2	K00020	3.5e-08
k141_72560_1	K00020	1e-07
k141_92498_2	K00020	1e-07
k141_89999_1	K00020	1.2e-07
k141_69691_1	K00020	1.2e-06
k141_49442_2	K00023	6.3e-86
k141_27597_4	K00023	2e-80
k141_28222_1	K00023	2.7e-57
k141_31645_2	K00023	8.7e-44
k141_22655_1	K00023	2.7e-41
k141_47395_9	K00023	2.4e-33
k141_72162_1	K00023	1.8e-08
k141_47896_5	K00024	1.2e-69
k141_57052_2	K00027	1.4e-119
k141_57052_2	K00029	1.4e-76
k141_96929_3	K00030	1e-44
k141_48463_2	K00030	8.2e-06
k141_48463_2	K00031	4.8e-108
k141_7619_11	K00031	1.3e-63
k141_48463_1	K00031	6.9e-45
k141_96929_3	K00031	4.5e-44
k141_39826_3	K00032	5.3e-56
k141_89999_1	K00032	4.6e-50
k141_95055_3	K00032	1.7e-16
k141_95055_4	K00032	2.4e-07
k141_39952_2	K00033	4.1e-07
k141_72560_1	K00033	1.6e-06
k141_49442_2	K00034	2.7e-90
k141_27597_4	K00034	2.1e-82
k141_28222_1	K00034	2.2e-77
k141_31645_2	K00034	2.8e-62
k141_22655_1	K00034	5.5e-61
k141_47395_9	K00034	1.1e-37
k141_72162_1	K00034	9.4e-09
k141_94168_1	K00035	1.2e-10
k141_49442_2	K00038	4e-78
k141_27597_4	K00038	5.2e-70
k141_28222_1	K00038	7e-64
k141_31645_2	K00038	9e-52
k141_22655_1	K00038	3.5e-47
k141_47395_9	K00038	9.8e-38
k141_72162_1	K00038	1.2e-06
k141_53240_7	K00038	9.3e-06
k141_49442_2	K00039	2e-42
k141_47395_9	K00039	2.5e-36
k141_27597_4	K00039	9.8e-34
k141_28222_1	K00039	5.9e-31
k141_31645_2	K00039	2.8e-24
k141_22655_1	K00039	9.4e-21
k141_89921_2	K00040	2.7e-71
k141_89921_2	K00041	1.2e-182
k141_88995_9	K00042	2.7e-10
k141_92498_2	K00042	1.1e-06
k141_69691_1	K00042	3.9e-06
k141_23560_1	K00043	1.5e-68
k141_91977_1	K00043	1.1e-56
k141_38963_6	K00043	2.5e-55
k141_56933_9	K00043	1.5e-16
k141_89921_2	K00045	2.3e-60
k141_23560_1	K00048	1.3e-82
k141_38963_6	K00048	3e-54
k141_91977_1	K00048	3.7e-54
k141_56933_9	K00048	1.4e-18
k141_89999_1	K00049	1.1e-33
k141_39826_3	K00049	2.1e-24
k141_95055_3	K00049	7.1e-10
k141_89999_1	K00050	1.8e-52
k141_39826_3	K00050	1.9e-50
k141_95055_3	K00050	4.5e-11
k141_95055_4	K00050	9.2e-09
k141_96929_3	K00052	8.8e-154
k141_48463_2	K00052	1e-16
k141_72560_1	K00053	6.4e-157
k141_77114_1	K00055	2.3e-33
k141_39952_2	K00057	1.2e-143
k141_92498_2	K00057	1.1e-07
k141_39826_3	K00058	1.2e-93
k141_89999_1	K00058	2.3e-91
k141_95055_3	K00058	1.7e-42
k141_95055_4	K00058	7.7e-27
k141_95055_2	K00058	3.3e-10
k141_88995_9	K00058	9.6e-07
k141_72560_1	K00058	1e-05
k141_49442_2	K00059	1.9e-107
k141_27597_4	K00059	7.4e-96
k141_28222_1	K00059	2.9e-79
k141_22655_1	K00059	3.9e-66
k141_31645_2	K00059	1.6e-63
k141_47395_9	K00059	8.3e-47
k141_53240_7	K00059	9e-09
k141_72162_1	K00059	2.7e-08
k141_77114_1	K00060	4.2e-52
k141_91154_1	K00060	1.7e-07
k141_28522_8	K00060	8.3e-06
k141_13703_3	K00064	1.1e-33
k141_83394_2	K00064	2.1e-25
k141_6229_6	K00064	4.8e-21
k141_49442_2	K00065	3.2e-90
k141_28222_1	K00065	9.3e-88
k141_27597_4	K00065	2.3e-77
k141_22655_1	K00065	2.6e-71
k141_31645_2	K00065	7.4e-59
k141_47395_9	K00065	1.1e-37
k141_72162_1	K00065	2.4e-10
k141_53240_7	K00065	6e-08
k141_69691_1	K00066	7.5e-06
k141_53240_7	K00067	7.3e-19
k141_72162_1	K00067	1.3e-06
k141_49442_2	K00068	4.6e-69
k141_27597_4	K00068	2.4e-60
k141_28222_1	K00068	3.7e-47
k141_22655_1	K00068	1.2e-40
k141_31645_2	K00068	1.1e-38
k141_47395_9	K00068	4.4e-29
k141_72162_1	K00068	7.8e-07
k141_53240_7	K00068	3.3e-06
k141_67251_2	K00075	2.7e-106
k141_39952_2	K00077	4.1e-09
k141_92498_2	K00077	6.5e-08
k141_94168_1	K00078	1.3e-34
k141_28222_1	K00079	2.6e-11
k141_27597_4	K00079	6.4e-09
k141_47395_9	K00079	2.2e-06
k141_49442_2	K00079	3.7e-06
k141_28222_1	K00084	8.6e-09
k141_27597_4	K00084	2.3e-08
k141_23560_1	K00086	1.1e-95
k141_38963_6	K00086	2.6e-77
k141_91977_1	K00086	1.4e-71
k141_56933_9	K00086	1.3e-17
k141_75998_5	K00086	7.2e-07
k141_24045_2	K00088	4.7e-228
k141_65124_1	K00088	2.4e-12
k141_4251_2	K00088	4.7e-11
k141_49442_4	K00088	7.9e-10
k141_88824_2	K00088	5.8e-06
k141_39826_3	K00090	1e-64
k141_89999_1	K00090	5.7e-59
