gene 	 KO 	 Evalue
k141_5473_length_306047_cov_29.9967_244	K00001	7.3e-81
k141_10099_length_307142_cov_18.9984_38	K00001	7.7e-80
k141_1712_length_299501_cov_25.9997_241	K00001	4.2e-79
k141_466_length_106553_cov_19.0000_31	K00001	5.9e-76
k141_5473_length_306047_cov_29.9967_89	K00001	1.3e-63
k141_9232_length_192889_cov_29.0274_123	K00001	2.9e-58
k141_6794_length_341466_cov_26.9989_60	K00001	5.8e-54
k141_8040_length_62735_cov_26.9921_17	K00001	1.1e-53
k141_1305_length_505686_cov_23.1756_353	K00001	2.7e-53
k141_10099_length_307142_cov_18.9984_133	K00001	2e-52
k141_1712_length_299501_cov_25.9997_249	K00001	9.3e-47
k141_9232_length_192889_cov_29.0274_161	K00001	2.1e-46
k141_1712_length_299501_cov_25.9997_237	K00001	1.7e-43
k141_2814_length_75923_cov_29.0061_44	K00001	1.7e-40
k141_6372_length_101787_cov_19.0000_71	K00001	8.7e-34
k141_3931_length_55222_cov_20.9969_3	K00001	4e-31
k141_4746_length_36928_cov_20.0000_23	K00001	1.4e-24
k141_1712_length_299501_cov_25.9997_146	K00001	4.6e-24
k141_1712_length_299501_cov_25.9997_226	K00001	7.3e-14
k141_10099_length_307142_cov_18.9984_170	K00001	1.4e-13
k141_10099_length_307142_cov_18.9984_127	K00001	1.3e-06
k141_1712_length_299501_cov_25.9997_227	K00002	4.9e-63
k141_9730_length_48376_cov_24.9875_1	K00002	9.6e-39
k141_1305_length_505686_cov_23.1756_178	K00002	1.4e-11
k141_10099_length_307142_cov_18.9984_183	K00002	4.5e-09
k141_1712_length_299501_cov_25.9997_38	K00002	4.6e-08
k141_5534_length_162930_cov_27.9973_184	K00002	3.2e-07
k141_1939_length_39765_cov_21.9830_26	K00002	8.2e-06
k141_6794_length_341466_cov_26.9989_49	K00003	6.8e-79
k141_2814_length_75923_cov_29.0061_3	K00003	3.2e-66
k141_10099_length_307142_cov_18.9984_54	K00003	6.6e-11
k141_2150_length_200600_cov_27.9957_99	K00003	2.1e-07
k141_6372_length_101787_cov_19.0000_73	K00003	4.8e-06
