gene 	 KO 	 Evalue
k141_2765_length_18583_cov_106.9388_13	K00001	5.1e-90
k141_1830_length_70432_cov_101.9972_9	K00001	9.5e-84
k141_2569_length_158923_cov_115.0000_106	K00001	1.4e-80
k141_2274_length_14604_cov_67.0000_11	K00001	7.6e-66
k141_2773_length_17908_cov_98.9403_8	K00001	6.1e-63
k141_885_length_37993_cov_73.0000_27	K00001	8.9e-62
k141_1832_length_276275_cov_91.9989_167	K00001	1.2e-59
k141_1086_length_40139_cov_121.9292_23	K00001	8.3e-58
k141_1635_length_9757_cov_75.0000_7	K00001	3.3e-57
k141_1043_length_31307_cov_67.0000_24	K00001	9.2e-56
k141_2228_length_81970_cov_84.3327_42	K00001	1.6e-52
k141_2303_length_60834_cov_77.9862_2	K00001	7.3e-50
k141_1171_length_73974_cov_94.0558_9	K00001	1.2e-49
k141_633_length_72958_cov_73.0000_28	K00001	5.5e-49
k141_454_length_91434_cov_95.3304_44	K00001	7.6e-47
k141_1540_length_43674_cov_85.9852_36	K00001	6.8e-44
k141_2569_length_158923_cov_115.0000_57	K00001	3.5e-37
k141_2765_length_18583_cov_106.9388_7	K00001	1.5e-32
k141_202_length_72231_cov_107.0000_1	K00001	7e-31
k141_1184_length_59819_cov_75.3939_8	K00001	1.7e-30
k141_1832_length_276275_cov_91.9989_177	K00001	1e-27
k141_1058_length_81694_cov_83.9746_64	K00001	1.5e-26
k141_633_length_72958_cov_73.0000_38	K00001	6.1e-26
k141_569_length_55053_cov_106.7286_49	K00001	1.1e-16
k141_2902_length_58802_cov_99.9874_44	K00002	3.5e-40
k141_116_length_129898_cov_94.0000_105	K00002	2.9e-31
k141_2862_length_192433_cov_105.0000_10	K00002	2.9e-08
k141_1832_length_276275_cov_91.9989_157	K00002	1.7e-06
k141_853_length_153175_cov_104.9888_47	K00002	3.6e-06
k141_2862_length_192433_cov_105.0000_72	K00003	1e-156
k141_2569_length_158923_cov_115.0000_7	K00003	5.4e-08
k141_2773_length_17908_cov_98.9403_8	K00004	3.8e-136
k141_1043_length_31307_cov_67.0000_24	K00004	1.5e-80
k141_633_length_72958_cov_73.0000_28	K00004	2.7e-78
k141_2274_length_14604_cov_67.0000_11	K00004	3.2e-77
k141_2765_length_18583_cov_106.9388_13	K00004	6.3e-77
k141_202_length_72231_cov_107.0000_1	K00004	3.5e-70
k141_1830_length_70432_cov_101.9972_9	K00004	1.3e-69
k141_885_length_37993_cov_73.0000_27	K00004	1.8e-56
k141_2569_length_158923_cov_115.0000_106	K00004	5.9e-53
k141_2765_length_18583_cov_106.9388_7	K00004	7.8e-53
k141_1832_length_276275_cov_91.9989_167	K00004	1.1e-42
k141_1086_length_40139_cov_121.9292_23	K00004	5.1e-39
k141_1171_length_73974_cov_94.0558_9	K00004	2.1e-37
k141_454_length_91434_cov_95.3304_44	K00004	2.1e-34
k141_1540_length_43674_cov_85.9852_36	K00004	9.7e-34
k141_2303_length_60834_cov_77.9862_2	K00004	1.6e-33
k141_569_length_55053_cov_106.7286_49	K00004	3.7e-30
k141_1635_length_9757_cov_75.0000_7	K00004	7.2e-27
k141_2228_length_81970_cov_84.3327_42	K00004	2.5e-22
k141_633_length_72958_cov_73.0000_38	K00004	6.7e-17
k141_1058_length_81694_cov_83.9746_64	K00004	1.9e-16
k141_215_length_57290_cov_119.0000_4	K00004	3.3e-07
k141_717_length_32302_cov_87.9439_5	K00004	8.3e-07
k141_881_length_40417_cov_113.9585_20	K00004	4.1e-06
k141_1739_length_1444_cov_139.7598_2	K00004	5.7e-06
k141_1578_length_89658_cov_118.0000_79	K00005	3.1e-16
k141_2569_length_158923_cov_115.0000_57	K00005	4.1e-16
k141_1184_length_59819_cov_75.3939_8	K00005	1.2e-14
k141_1832_length_276275_cov_91.9989_177	K00005	2e-11
k141_496_length_86624_cov_75.9905_58	K00007	2e-123
k141_2773_length_17908_cov_98.9403_8	K00008	1.5e-116
k141_2274_length_14604_cov_67.0000_11	K00008	9.7e-85
k141_2765_length_18583_cov_106.9388_13	K00008	1.4e-82
k141_1043_length_31307_cov_67.0000_24	K00008	5e-81
k141_633_length_72958_cov_73.0000_28	K00008	3.4e-78
k141_1830_length_70432_cov_101.9972_9	K00008	2.3e-77
k141_202_length_72231_cov_107.0000_1	K00008	1.4e-63
k141_2569_length_158923_cov_115.0000_106	K00008	4e-57
k141_2765_length_18583_cov_106.9388_7	K00008	6.5e-56
k141_885_length_37993_cov_73.0000_27	K00008	4.2e-54
k141_1832_length_276275_cov_91.9989_167	K00008	1.6e-42
k141_1086_length_40139_cov_121.9292_23	K00008	1.1e-40
k141_2303_length_60834_cov_77.9862_2	K00008	4.6e-36
k141_1540_length_43674_cov_85.9852_36	K00008	2.9e-34
k141_454_length_91434_cov_95.3304_44	K00008	4e-34
k141_1171_length_73974_cov_94.0558_9	K00008	2.5e-32
k141_569_length_55053_cov_106.7286_49	K00008	5.8e-24
k141_1635_length_9757_cov_75.0000_7	K00008	1.5e-23
k141_2228_length_81970_cov_84.3327_42	K00008	1.4e-21
k141_633_length_72958_cov_73.0000_38	K00008	1.6e-13
k141_1058_length_81694_cov_83.9746_64	K00008	9.6e-13
k141_215_length_57290_cov_119.0000_4	K00008	1e-06
k141_496_length_86624_cov_75.9905_58	K00009	2e-26
k141_452_length_55983_cov_118.9698_27	K00010	7.3e-67
k141_2569_length_158923_cov_115.0000_7	K00010	3.6e-49
k141_1409_length_73998_cov_96.9832_22	K00010	7.8e-20
k141_836_length_70667_cov_106.0000_21	K00010	2e-06
k141_54_length_34615_cov_107.3823_31	K00010	2.5e-06
k141_1184_length_59819_cov_75.3939_40	K00012	5.5e-189
k141_1186_length_16795_cov_85.9949_12	K00012	1.8e-185
k141_1915_length_49448_cov_98.0000_9	K00012	1e-107
k141_1409_length_73998_cov_96.9832_21	K00012	6.6e-61
k141_853_length_153175_cov_104.9888_33	K00013	3.3e-182
k141_452_length_55983_cov_118.9698_20	K00014	5.5e-89
k141_1086_length_40139_cov_121.9292_25	K00014	6.8e-89
k141_751_length_75109_cov_105.9724_26	K00014	1.1e-11
k141_881_length_40417_cov_113.9585_28	K00014	7.2e-08
k141_1930_length_33185_cov_119.0000_3	K00014	6.4e-07
k141_885_length_37993_cov_73.0000_15	K00015	8.7e-116
k141_425_length_120924_cov_106.0000_19	K00015	4.3e-114
k141_1340_length_5059_cov_73.5815_5	K00015	2.7e-91
k141_751_length_75109_cov_105.9724_68	K00015	2e-80
k141_1643_length_69984_cov_97.9734_22	K00015	1.9e-79
k141_422_length_54657_cov_122.4165_31	K00015	1.9e-75
k141_2854_length_49069_cov_78.0000_30	K00015	2.7e-48
k141_2077_length_81847_cov_82.0000_27	K00015	4.8e-38
k141_751_length_75109_cov_105.9724_68	K00018	5.2e-123
k141_885_length_37993_cov_73.0000_15	K00018	4.8e-81
k141_425_length_120924_cov_106.0000_19	K00018	8.4e-76
k141_422_length_54657_cov_122.4165_31	K00018	3.1e-73
k141_1643_length_69984_cov_97.9734_22	K00018	5.5e-73
k141_1340_length_5059_cov_73.5815_5	K00018	1.8e-60
k141_2854_length_49069_cov_78.0000_30	K00018	5.6e-46
k141_2077_length_81847_cov_82.0000_27	K00018	1.2e-36
k141_1184_length_59819_cov_75.3939_20	K00019	1.3e-83
k141_2230_length_99935_cov_92.9974_71	K00019	1.2e-72
k141_2773_length_17908_cov_98.9403_13	K00019	8.9e-72
k141_327_length_56035_cov_84.1341_6	K00019	4.3e-62
k141_1058_length_81694_cov_83.9746_65	K00019	9.8e-62
k141_1161_length_158086_cov_121.9958_54	K00019	6.1e-61
k141_2974_length_187302_cov_90.0000_111	K00019	7.2e-61
k141_2078_length_124925_cov_105.0000_72	K00019	3e-58
k141_1161_length_158086_cov_121.9958_51	K00019	3.2e-56
k141_215_length_57290_cov_119.0000_17	K00019	1.6e-54
k141_425_length_120924_cov_106.0000_35	K00019	4.7e-54
k141_2230_length_99935_cov_92.9974_15	K00019	1.6e-53
k141_569_length_55053_cov_106.7286_48	K00019	7.6e-53
k141_202_length_72231_cov_107.0000_12	K00019	1.4e-52
k141_2228_length_81970_cov_84.3327_37	K00019	2.2e-52
k141_2230_length_99935_cov_92.9974_65	K00019	3.6e-52
k141_2364_length_36011_cov_89.9655_20	K00019	5.2e-49
k141_2902_length_58802_cov_99.9874_49	K00019	1.3e-48
k141_1832_length_276275_cov_91.9989_108	K00019	1.4e-48
k141_1944_length_15375_cov_95.9011_12	K00019	1.8e-48
k141_2228_length_81970_cov_84.3327_36	K00019	5.3e-48
k141_853_length_153175_cov_104.9888_92	K00019	5.6e-47
k141_1025_length_67763_cov_80.9861_16	K00019	2.1e-46
k141_2077_length_81847_cov_82.0000_61	K00019	6.5e-45
k141_1409_length_73998_cov_96.9832_49	K00019	1.6e-44
k141_2569_length_158923_cov_115.0000_16	K00019	1.7e-44
k141_2303_length_60834_cov_77.9862_26	K00019	1.9e-44
k141_3022_length_58982_cov_84.9772_2	K00019	8.9e-44
k141_439_length_32915_cov_92.0000_21	K00019	1e-43
k141_2987_length_11699_cov_78.0000_13	K00019	1.1e-43
k141_2077_length_81847_cov_82.0000_75	K00019	1.8e-43
k141_1091_length_123075_cov_83.0000_17	K00019	1.1e-42
