gene 	 KO 	 Evalue
k113_24315_length_3530_cov_7.0000_3	K00001	1.4e-56
k113_21060_length_3500_cov_5.0000_1	K00001	9.9e-23
k113_50232_length_43744_cov_9.0000_13	K00001	1.9e-15
k113_64619_length_7371_cov_6.0000_8	K00002	1.6e-60
k113_66566_length_2624_cov_5.0000_2	K00003	5.8e-153
k113_15002_length_8100_cov_9.0000_1	K00003	3.1e-92
k113_40247_length_9447_cov_7.0000_5	K00003	1e-06
k113_24315_length_3530_cov_7.0000_3	K00004	1.5e-64
k113_21060_length_3500_cov_5.0000_1	K00004	9.2e-31
k113_20510_length_9125_cov_6.0000_2	K00005	1.8e-15
k113_50232_length_43744_cov_9.0000_13	K00005	2.3e-08
k113_24315_length_3530_cov_7.0000_3	K00008	1.2e-70
k113_21060_length_3500_cov_5.0000_1	K00008	2.4e-31
k113_40247_length_9447_cov_7.0000_5	K00010	2.3e-26
k113_61646_length_19577_cov_8.0000_18	K00012	6.1e-08
k113_21834_length_5706_cov_6.0000_3	K00012	4.3e-07
k113_61716_length_7733_cov_5.0000_3	K00013	6.4e-183
k113_34050_length_17594_cov_7.0000_12	K00015	1.1e-63
k113_21834_length_5706_cov_6.0000_2	K00016	1.1e-137
k113_20510_length_9125_cov_6.0000_6	K00016	6.5e-105
k113_34050_length_17594_cov_7.0000_12	K00018	5.4e-53
k113_60388_length_1584_cov_5.0000_1	K00018	2.8e-06
k113_50232_length_43744_cov_9.0000_24	K00018	5.6e-06
k113_23172_length_22245_cov_9.0000_11	K00019	5.4e-65
k113_68364_length_12408_cov_6.0000_5	K00019	1.3e-42
k113_16565_length_4069_cov_7.0000_1	K00019	3.3e-30
k113_54151_length_3281_cov_5.0000_4	K00019	4.1e-08
k113_34050_length_17594_cov_7.0000_12	K00020	3.4e-10
k113_50232_length_43744_cov_9.0000_44	K00020	1.7e-08
k113_50232_length_43744_cov_9.0000_24	K00020	1.2e-07
k113_61646_length_19577_cov_8.0000_18	K00020	4.4e-06
k113_20510_length_9125_cov_6.0000_4	K00020	8.2e-06
k113_55012_length_4485_cov_8.0000_4	K00021	2.7e-11
k113_23172_length_22245_cov_9.0000_11	K00023	2.6e-83
k113_68364_length_12408_cov_6.0000_5	K00023	2.5e-34
k113_16565_length_4069_cov_7.0000_1	K00023	9.8e-23
k113_61967_length_3604_cov_6.0000_1	K00023	1e-10
k113_54151_length_3281_cov_5.0000_4	K00023	4.8e-08
k113_21834_length_5706_cov_6.0000_2	K00024	6e-102
k113_20510_length_9125_cov_6.0000_6	K00024	7.9e-71
k113_42410_length_18166_cov_8.9585_3	K00024	1.3e-06
k113_64306_length_5485_cov_7.0000_6	K00030	4e-43
k113_28961_length_2585_cov_7.0000_3	K00030	7.1e-16
k113_15523_length_3165_cov_7.0000_3	K00030	6.5e-09
k113_64306_length_5485_cov_7.0000_6	K00031	5.5e-43
k113_28961_length_2585_cov_7.0000_3	K00031	2.3e-24
k113_15523_length_3165_cov_7.0000_3	K00031	9.9e-11
k113_34050_length_17594_cov_7.0000_12	K00032	4.6e-40
k113_61646_length_19577_cov_8.0000_18	K00033	2.3e-08
k113_23172_length_22245_cov_9.0000_11	K00034	1.1e-80
k113_68364_length_12408_cov_6.0000_5	K00034	9.2e-41
k113_16565_length_4069_cov_7.0000_1	K00034	2e-33
k113_61967_length_3604_cov_6.0000_1	K00034	1.8e-13
k113_54151_length_3281_cov_5.0000_4	K00034	2.7e-11
k113_40247_length_9447_cov_7.0000_5	K00035	8.3e-16
k113_23172_length_22245_cov_9.0000_11	K00038	2.3e-70
k113_68364_length_12408_cov_6.0000_5	K00038	5e-37
k113_16565_length_4069_cov_7.0000_1	K00038	8.9e-30
k113_61967_length_3604_cov_6.0000_1	K00038	9.8e-12
k113_54151_length_3281_cov_5.0000_4	K00038	9.6e-11
k113_23172_length_22245_cov_9.0000_11	K00039	5.7e-41
k113_68364_length_12408_cov_6.0000_5	K00039	1.4e-39
k113_16565_length_4069_cov_7.0000_1	K00039	6.1e-17
k113_34050_length_17594_cov_7.0000_12	K00042	5.8e-08
k113_50232_length_43744_cov_9.0000_44	K00042	8.4e-08
k113_61646_length_19577_cov_8.0000_18	K00042	1.3e-06
k113_50232_length_43744_cov_9.0000_13	K00043	1.1e-22
k113_50232_length_43744_cov_9.0000_15	K00043	5.5e-10
k113_50232_length_43744_cov_9.0000_14	K00043	7.8e-07
k113_20510_length_9125_cov_6.0000_2	K00043	8.4e-06
k113_50232_length_43744_cov_9.0000_13	K00048	1.1e-22
k113_50232_length_43744_cov_9.0000_15	K00048	1.4e-11
k113_50232_length_43744_cov_9.0000_14	K00048	3.3e-10
k113_34050_length_17594_cov_7.0000_12	K00049	4.8e-18
k113_34050_length_17594_cov_7.0000_12	K00050	1.5e-33
k113_64306_length_5485_cov_7.0000_6	K00052	3.4e-94
k113_15523_length_3165_cov_7.0000_3	K00052	2.4e-55
k113_28961_length_2585_cov_7.0000_3	K00052	1.4e-20
