gene 	 KO 	 Evalue
k115_11007_length_18852_cov_92.6400_8	K00001	6e-81
k115_8515_length_59010_cov_66.2332_9	K00001	1.5e-73
k115_12300_length_45764_cov_109.9618_20	K00001	3.3e-65
k115_26258_length_86484_cov_78.9853_45	K00001	3.9e-64
k115_2660_length_111893_cov_88.9748_83	K00001	7e-64
k115_20150_length_76309_cov_94.0935_22	K00001	1.9e-62
k115_8284_length_56549_cov_66.9392_57	K00001	4e-60
k115_10732_length_84698_cov_106.0899_12	K00001	2.4e-59
k115_10291_length_25313_cov_90.8857_12	K00001	1.3e-57
k115_21335_length_3978_cov_65.4616_2	K00001	5.1e-57
k115_13756_length_160985_cov_75.9851_79	K00001	1.7e-55
k115_19171_length_123973_cov_113.9854_23	K00001	3.1e-55
k115_12777_length_93416_cov_102.0075_61	K00001	2.5e-54
k115_5663_length_105148_cov_64.9805_61	K00001	7e-54
k115_10973_length_68339_cov_102.9761_4	K00001	7e-53
k115_9643_length_88290_cov_107.9449_26	K00001	1.8e-50
k115_10756_length_42570_cov_112.9578_34	K00001	1.1e-38
k115_2660_length_111893_cov_88.9748_3	K00001	5.2e-34
k115_16726_length_110038_cov_66.9904_45	K00001	5.5e-32
k115_18290_length_56413_cov_71.2943_1	K00001	8.3e-31
k115_12924_length_124173_cov_90.6472_15	K00001	3.3e-30
k115_26258_length_86484_cov_78.9853_13	K00001	3e-27
k115_1757_length_173804_cov_94.5591_113	K00001	4e-26
k115_7891_length_47661_cov_117.6776_13	K00001	7.1e-19
k115_12777_length_93416_cov_102.0075_68	K00001	1.6e-13
k115_5663_length_105148_cov_64.9805_66	K00001	8.5e-06
k115_12777_length_93416_cov_102.0075_67	K00002	5e-65
k115_7571_length_124712_cov_86.9779_21	K00002	2e-55
k115_7571_length_124712_cov_86.9779_18	K00002	2.4e-55
k115_7571_length_124712_cov_86.9779_118	K00002	2.3e-37
k115_17541_length_76147_cov_68.9714_73	K00002	2.2e-30
k115_8284_length_56549_cov_66.9392_54	K00002	1.2e-08
k115_15086_length_16598_cov_70.6715_10	K00002	6.7e-08
k115_1757_length_173804_cov_94.5591_33	K00002	2.5e-07
k115_16988_length_134946_cov_88.9896_83	K00002	2.8e-07
k115_7571_length_124712_cov_86.9779_22	K00002	2.1e-06
k115_19574_length_159994_cov_98.7285_114	K00003	1.6e-79
k115_19171_length_123973_cov_113.9854_87	K00003	9.9e-72
k115_6279_length_135642_cov_110.9740_85	K00003	7.3e-08
k115_16726_length_110038_cov_66.9904_43	K00003	1.4e-06
k115_26258_length_86484_cov_78.9853_45	K00004	5.7e-102
k115_8284_length_56549_cov_66.9392_57	K00004	4.8e-101
k115_5663_length_105148_cov_64.9805_61	K00004	1.8e-99
k115_20150_length_76309_cov_94.0935_22	K00004	4.5e-99
k115_12300_length_45764_cov_109.9618_20	K00004	6.9e-95
k115_19171_length_123973_cov_113.9854_23	K00004	3.5e-92
k115_12777_length_93416_cov_102.0075_61	K00004	3.3e-88
k115_21335_length_3978_cov_65.4616_2	K00004	2.4e-86
k115_13756_length_160985_cov_75.9851_79	K00004	6.1e-84
k115_2660_length_111893_cov_88.9748_83	K00004	1.5e-81
k115_8515_length_59010_cov_66.2332_9	K00004	3e-76
k115_11007_length_18852_cov_92.6400_8	K00004	8.9e-69
