gene 	 KO 	 Evalue
k141_4581_length_13940_cov_21.0000_8	K00001	3.1e-82
k141_10147_length_6309_cov_10.0000_5	K00001	1.9e-75
k141_3035_length_19157_cov_13.0000_1	K00001	5.8e-44
k141_9471_length_15937_cov_40.0000_6	K00001	6.4e-33
k141_3584_length_8799_cov_12.0000_1	K00001	2.2e-29
k141_9307_length_25979_cov_26.0000_23	K00001	2.2e-26
k141_9554_length_6339_cov_11.0000_2	K00002	6e-69
k141_5009_length_3387_cov_69.0000_3	K00002	7.3e-63
k141_4582_length_6361_cov_10.0000_2	K00002	2.4e-06
k141_2598_length_37835_cov_18.0000_24	K00003	1.1e-155
k141_2884_length_16622_cov_11.0000_3	K00003	7.5e-08
k141_3056_length_14226_cov_12.0000_1	K00003	3.8e-07
k141_5887_length_10673_cov_11.0000_5	K00003	7.9e-06
k141_4581_length_13940_cov_21.0000_8	K00004	3.8e-41
k141_10147_length_6309_cov_10.0000_5	K00004	1.8e-32
k141_3035_length_19157_cov_13.0000_1	K00004	1.2e-23
k141_2374_length_5403_cov_11.0000_3	K00004	3.3e-07
k141_2520_length_8732_cov_12.0000_8	K00005	4.7e-127
k141_1207_length_3779_cov_12.0000_2	K00005	6.3e-99
k141_2405_length_9457_cov_58.0000_5	K00005	7.8e-84
k141_9307_length_25979_cov_26.0000_23	K00005	6.2e-18
k141_9471_length_15937_cov_40.0000_6	K00005	4.2e-16
k141_6000_length_10453_cov_11.0000_8	K00005	5.7e-12
k141_3584_length_8799_cov_12.0000_1	K00005	2.7e-09
k141_2779_length_22971_cov_13.0000_13	K00007	2.8e-25
k141_4581_length_13940_cov_21.0000_8	K00008	7.9e-47
k141_10147_length_6309_cov_10.0000_5	K00008	6.8e-40
k141_3035_length_19157_cov_13.0000_1	K00008	1e-21
k141_2374_length_5403_cov_11.0000_3	K00008	1.7e-07
k141_2779_length_22971_cov_13.0000_13	K00009	1.2e-150
k141_5887_length_10673_cov_11.0000_4	K00010	4.8e-105
k141_5887_length_10673_cov_11.0000_5	K00010	6e-94
k141_2884_length_16622_cov_11.0000_3	K00010	2.5e-44
k141_9508_length_14215_cov_10.0000_11	K00010	2.3e-41
k141_6582_length_6710_cov_9.0000_6	K00010	4.4e-40
k141_3056_length_14226_cov_12.0000_1	K00010	3.5e-39
k141_7043_length_20157_cov_10.9898_15	K00010	6.6e-21
k141_2598_length_37835_cov_18.0000_24	K00010	9.2e-07
k141_6045_length_16042_cov_14.0000_4	K00010	1.2e-06
k141_9846_length_7414_cov_10.0000_3	K00012	1e-12
k141_9301_length_2376_cov_8.0000_2	K00012	4.8e-07
k141_7829_length_12386_cov_11.0000_8	K00012	5.2e-06
k141_1190_length_20543_cov_13.0000_14	K00012	9.3e-06
k141_6000_length_10453_cov_11.0000_10	K00014	4.1e-97
k141_7829_length_12386_cov_11.0000_8	K00014	1.6e-06
k141_6029_length_16877_cov_13.0000_10	K00014	9.5e-06
k141_2405_length_9457_cov_58.0000_4	K00015	1.3e-84
k141_3714_length_10453_cov_10.0000_4	K00015	6.3e-63
k141_6029_length_16877_cov_13.0000_10	K00016	8.6e-142
k141_7829_length_12386_cov_11.0000_8	K00016	1e-137
k141_2405_length_9457_cov_58.0000_4	K00018	6.5e-69
k141_3714_length_10453_cov_10.0000_4	K00018	4.6e-62
k141_1697_length_18140_cov_12.0000_6	K00019	8.1e-60
k141_11936_length_31717_cov_17.0000_12	K00019	2e-58
k141_3081_length_7528_cov_12.0000_4	K00019	2.1e-57
k141_7797_length_6789_cov_9.0000_3	K00019	3.5e-55
k141_5920_length_14583_cov_11.0000_2	K00019	7.2e-53
k141_2349_length_20921_cov_12.0000_15	K00019	8.4e-50
k141_11229_length_15268_cov_15.0000_4	K00019	1.1e-44
k141_6459_length_8181_cov_13.0000_10	K00019	2.7e-42
k141_10147_length_6309_cov_10.0000_1	K00019	3.8e-42
k141_4535_length_5256_cov_13.0000_4	K00019	1.8e-32
k141_9964_length_29271_cov_12.0000_23	K00019	9.5e-20
k141_4535_length_5256_cov_13.0000_3	K00019	2.8e-19
k141_2922_length_4186_cov_7.9708_3	K00020	4.5e-105
k141_2405_length_9457_cov_58.0000_3	K00020	5.9e-48
k141_6945_length_14656_cov_11.9416_3	K00020	3.3e-34
k141_6045_length_16042_cov_14.0000_4	K00020	6e-14
k141_9846_length_7414_cov_10.0000_3	K00020	3.1e-09
k141_2598_length_37835_cov_18.0000_26	K00020	1.8e-08
k141_6000_length_10453_cov_11.0000_6	K00020	4.6e-07
k141_2405_length_9457_cov_58.0000_4	K00020	2.4e-06
k141_2520_length_8732_cov_12.0000_2	K00021	5.6e-14
k141_1697_length_18140_cov_12.0000_6	K00023	6.3e-80
k141_3081_length_7528_cov_12.0000_4	K00023	1.1e-63
k141_7797_length_6789_cov_9.0000_3	K00023	7.4e-58
k141_11936_length_31717_cov_17.0000_12	K00023	9.4e-57
k141_11229_length_15268_cov_15.0000_4	K00023	7.6e-49
k141_6459_length_8181_cov_13.0000_10	K00023	9.3e-44
k141_5920_length_14583_cov_11.0000_2	K00023	1e-41
k141_10147_length_6309_cov_10.0000_1	K00023	1.8e-40
k141_2349_length_20921_cov_12.0000_15	K00023	2.5e-40
k141_4535_length_5256_cov_13.0000_4	K00023	5.6e-38
k141_9964_length_29271_cov_12.0000_23	K00023	1.6e-19
k141_4535_length_5256_cov_13.0000_3	K00023	6.4e-16
k141_6029_length_16877_cov_13.0000_10	K00024	8.5e-104
k141_7829_length_12386_cov_11.0000_8	K00024	3.5e-101
k141_9103_length_4966_cov_10.0000_4	K00027	1.9e-136
k141_6482_length_9989_cov_14.0000_11	K00027	4.4e-122
k141_9103_length_4966_cov_10.0000_4	K00029	2.8e-82
k141_6482_length_9989_cov_14.0000_11	K00029	1.9e-72
k141_3714_length_10453_cov_10.0000_4	K00032	7.1e-58
k141_2405_length_9457_cov_58.0000_4	K00032	2e-48
k141_6945_length_14656_cov_11.9416_3	K00033	6e-222
k141_2405_length_9457_cov_58.0000_3	K00033	2.2e-100
k141_2922_length_4186_cov_7.9708_3	K00033	2.3e-23
k141_9846_length_7414_cov_10.0000_3	K00033	1.3e-08
k141_3081_length_7528_cov_12.0000_4	K00034	7.2e-87
