gene 	 KO 	 Evalue
k141_8572_length_104893_cov_45.8370_43	K00001	9.3e-79
k141_2750_length_96858_cov_53.1865_16	K00001	6.3e-75
k141_5027_length_220778_cov_43.9959_2	K00001	2.7e-68
k141_4715_length_41709_cov_65.0000_25	K00001	1.9e-65
k141_7472_length_28247_cov_64.0000_16	K00001	4.7e-61
k141_6693_length_113359_cov_62.3214_48	K00001	3e-60
k141_2315_length_60451_cov_50.5809_7	K00001	8.7e-59
k141_2315_length_60451_cov_50.5809_5	K00001	6.5e-56
k141_8348_length_114047_cov_72.0177_20	K00001	9.3e-56
k141_221_length_104815_cov_65.4797_15	K00001	7e-54
k141_1837_length_137749_cov_47.9903_133	K00001	8.9e-54
k141_5027_length_220778_cov_43.9959_99	K00001	1.6e-50
k141_1553_length_109923_cov_67.1651_60	K00001	1e-49
k141_5574_length_47125_cov_64.9781_21	K00001	3.9e-49
k141_8348_length_114047_cov_72.0177_42	K00001	1.4e-40
k141_7272_length_56266_cov_64.9790_11	K00001	4.9e-38
k141_3319_length_35639_cov_65.9299_28	K00001	6.5e-36
k141_1837_length_137749_cov_47.9903_110	K00001	1.5e-33
k141_5961_length_12148_cov_67.8793_3	K00001	1.9e-33
k141_1837_length_137749_cov_47.9903_30	K00001	6.5e-31
k141_2091_length_306216_cov_52.1030_54	K00001	3e-30
k141_4214_length_274618_cov_61.7850_151	K00001	3.4e-28
k141_4214_length_274618_cov_61.7850_34	K00001	1.1e-25
k141_8572_length_104893_cov_45.8370_82	K00001	8.2e-23
k141_2096_length_33685_cov_66.9378_30	K00001	6.3e-21
k141_6283_length_124434_cov_58.9874_51	K00001	2.1e-14
k141_1837_length_137749_cov_47.9903_72	K00001	2.2e-08
k141_5027_length_220778_cov_43.9959_94	K00001	8.9e-07
k141_6283_length_124434_cov_58.9874_52	K00002	9.8e-63
k141_10181_length_529440_cov_58.4851_481	K00002	1.3e-38
k141_1098_length_46616_cov_52.0798_47	K00002	3.9e-32
k141_4214_length_274618_cov_61.7850_115	K00002	9.4e-08
k141_10181_length_529440_cov_58.4851_246	K00002	9.8e-08
k141_3543_length_102591_cov_52.0000_7	K00002	1.4e-07
k141_2315_length_60451_cov_50.5809_10	K00002	7.6e-06
k141_6283_length_124434_cov_58.9874_42	K00002	9.9e-06
k141_937_length_56107_cov_65.1101_33	K00003	1.4e-78
k141_8348_length_114047_cov_72.0177_84	K00003	2.6e-70
k141_1059_length_113013_cov_52.3074_84	K00003	1.6e-07
k141_5090_length_47935_cov_64.9787_45	K00003	9e-07
k141_2315_length_60451_cov_50.5809_7	K00004	6.4e-100
k141_5027_length_220778_cov_43.9959_99	K00004	3.5e-98
k141_7472_length_28247_cov_64.0000_16	K00004	2.9e-96
k141_4715_length_41709_cov_65.0000_25	K00004	5.8e-96
k141_8348_length_114047_cov_72.0177_20	K00004	2.3e-91
k141_2315_length_60451_cov_50.5809_5	K00004	3e-86
k141_2750_length_96858_cov_53.1865_16	K00004	2.4e-70
k141_8572_length_104893_cov_45.8370_43	K00004	1.2e-68
k141_6693_length_113359_cov_62.3214_48	K00004	2.3e-53
k141_1837_length_137749_cov_47.9903_133	K00004	1.5e-52
k141_1837_length_137749_cov_47.9903_110	K00004	5e-49
k141_5027_length_220778_cov_43.9959_2	K00004	2.4e-43
k141_221_length_104815_cov_65.4797_15	K00004	8.4e-34
k141_4214_length_274618_cov_61.7850_34	K00004	1.4e-33
k141_2096_length_33685_cov_66.9378_30	K00004	2.4e-31
k141_5574_length_47125_cov_64.9781_21	K00004	1.8e-20
k141_1553_length_109923_cov_67.1651_60	K00004	3e-17
k141_8572_length_104893_cov_45.8370_82	K00004	2.8e-14
k141_4084_length_116453_cov_56.9807_2	K00004	3.1e-06
k141_8348_length_114047_cov_72.0177_91	K00005	2.6e-152
k141_7272_length_56266_cov_64.9790_15	K00005	2.4e-151
k141_10181_length_529440_cov_58.4851_59	K00005	5.6e-92
k141_8348_length_114047_cov_72.0177_42	K00005	6.7e-21
k141_5961_length_12148_cov_67.8793_3	K00005	7e-18
k141_7272_length_56266_cov_64.9790_11	K00005	4.2e-17
k141_4214_length_274618_cov_61.7850_151	K00005	5.5e-17
k141_2091_length_306216_cov_52.1030_54	K00005	1.5e-16
k141_3319_length_35639_cov_65.9299_28	K00005	1.6e-16
k141_1837_length_137749_cov_47.9903_30	K00005	2.3e-13
k141_6283_length_124434_cov_58.9874_51	K00005	1.9e-12
k141_1102_length_97281_cov_70.3965_41	K00005	1.2e-09
k141_5027_length_220778_cov_43.9959_97	K00007	1.4e-104
k141_6693_length_113359_cov_62.3214_23	K00007	2.3e-101
k141_2091_length_306216_cov_52.1030_235	K00007	2.1e-99
k141_7472_length_28247_cov_64.0000_15	K00007	6.6e-41
k141_5027_length_220778_cov_43.9959_71	K00007	1.2e-39
k141_4715_length_41709_cov_65.0000_7	K00007	5.1e-27
k141_2315_length_60451_cov_50.5809_7	K00008	1e-122
k141_4715_length_41709_cov_65.0000_25	K00008	1.2e-105
k141_7472_length_28247_cov_64.0000_16	K00008	4.4e-101
k141_5027_length_220778_cov_43.9959_99	K00008	5.4e-100
k141_2315_length_60451_cov_50.5809_5	K00008	2.2e-92
k141_8348_length_114047_cov_72.0177_20	K00008	5.2e-88
k141_8572_length_104893_cov_45.8370_43	K00008	4.5e-76
k141_2750_length_96858_cov_53.1865_16	K00008	7.6e-69
k141_6693_length_113359_cov_62.3214_48	K00008	2.3e-54
k141_5027_length_220778_cov_43.9959_2	K00008	1.4e-52
k141_1837_length_137749_cov_47.9903_133	K00008	2.7e-50
k141_1837_length_137749_cov_47.9903_110	K00008	4.2e-45
k141_4214_length_274618_cov_61.7850_34	K00008	1.5e-43
k141_2096_length_33685_cov_66.9378_30	K00008	1.1e-40
k141_221_length_104815_cov_65.4797_15	K00008	1.5e-36
k141_1553_length_109923_cov_67.1651_60	K00008	8.6e-17
k141_5574_length_47125_cov_64.9781_21	K00008	1e-14
k141_8572_length_104893_cov_45.8370_82	K00008	1.1e-10
k141_4084_length_116453_cov_56.9807_86	K00008	8.2e-06
k141_4715_length_41709_cov_65.0000_7	K00009	2.1e-150
k141_6693_length_113359_cov_62.3214_23	K00009	2e-28
k141_2091_length_306216_cov_52.1030_235	K00009	6.4e-28
k141_5027_length_220778_cov_43.9959_97	K00009	1.9e-27
k141_7472_length_28247_cov_64.0000_15	K00009	3.7e-20
k141_5027_length_220778_cov_43.9959_71	K00009	4.7e-18
k141_5944_length_11283_cov_73.0930_11	K00009	1.5e-06
k141_1059_length_113013_cov_52.3074_80	K00010	5.6e-124
k141_6579_length_67983_cov_65.4752_44	K00010	3.2e-64
k141_6579_length_67983_cov_65.4752_42	K00010	2.7e-63
k141_1059_length_113013_cov_52.3074_84	K00010	5.3e-58
k141_1837_length_137749_cov_47.9903_112	K00010	4.7e-54
k141_6579_length_67983_cov_65.4752_41	K00010	4.6e-53
k141_10181_length_529440_cov_58.4851_90	K00010	8.1e-52
k141_3395_length_40669_cov_69.9440_32	K00010	1.1e-46
k141_5027_length_220778_cov_43.9959_145	K00010	5.2e-43
k141_9812_length_160031_cov_53.9988_130	K00010	5.2e-41
k141_7272_length_56266_cov_64.9790_33	K00010	3.5e-35
k141_5090_length_47935_cov_64.9787_45	K00010	9.2e-35
k141_6579_length_67983_cov_65.4752_43	K00010	1.1e-26
k141_5944_length_11283_cov_73.0930_11	K00010	1.8e-08
k141_4084_length_116453_cov_56.9807_47	K00010	2.1e-07
k141_2091_length_306216_cov_52.1030_82	K00012	2.8e-104
k141_3877_length_87654_cov_72.8542_58	K00012	9.5e-81
k141_4715_length_41709_cov_65.0000_17	K00012	4.7e-08
k141_3395_length_40669_cov_69.9440_41	K00012	1.6e-06
k141_2091_length_306216_cov_52.1030_73	K00013	1.4e-177
k141_8863_length_99704_cov_47.7145_29	K00014	1.3e-92
k141_5944_length_11283_cov_73.0930_3	K00014	1.1e-91
k141_2096_length_33685_cov_66.9378_31	K00014	1.4e-71
k141_1837_length_137749_cov_47.9903_4	K00014	3.9e-11
k141_5944_length_11283_cov_73.0930_11	K00014	2.4e-08
k141_1837_length_137749_cov_47.9903_133	K00014	5.5e-07
k141_4084_length_116453_cov_56.9807_86	K00014	2.8e-06
k141_2750_length_96858_cov_53.1865_16	K00014	4.6e-06
k141_3762_length_65568_cov_73.5557_12	K00014	4.8e-06
k141_6682_length_165241_cov_54.0000_57	K00014	9.5e-06
k141_6786_length_76567_cov_63.3653_61	K00015	7e-113
k141_4214_length_274618_cov_61.7850_56	K00015	4.3e-79
k141_8572_length_104893_cov_45.8370_16	K00015	1.7e-74
k141_3543_length_102591_cov_52.0000_76	K00015	6.4e-43
k141_9812_length_160031_cov_53.9988_95	K00015	1.7e-39
k141_3395_length_40669_cov_69.9440_41	K00015	7.2e-06
k141_5574_length_47125_cov_64.9781_37	K00016	5.9e-30
k141_6786_length_76567_cov_63.3653_61	K00018	5.6e-78
k141_4214_length_274618_cov_61.7850_56	K00018	6.8e-76
k141_8572_length_104893_cov_45.8370_16	K00018	1.4e-66
k141_3543_length_102591_cov_52.0000_76	K00018	8.8e-41
k141_9812_length_160031_cov_53.9988_95	K00018	1.2e-36
k141_10181_length_529440_cov_58.4851_102	K00018	1.5e-07
k141_1837_length_137749_cov_47.9903_133	K00018	5.4e-06
k141_5027_length_220778_cov_43.9959_31	K00019	2.6e-84
k141_9411_length_19234_cov_60.9132_12	K00019	1.2e-69
k141_9812_length_160031_cov_53.9988_157	K00019	5.7e-61
k141_10181_length_529440_cov_58.4851_148	K00019	1.2e-60
k141_8348_length_114047_cov_72.0177_71	K00019	4.6e-58
k141_2315_length_60451_cov_50.5809_51	K00019	3.7e-54
k141_1707_length_102919_cov_68.1205_45	K00019	1.4e-53
k141_253_length_101452_cov_48.5168_10	K00019	7.6e-52
k141_4214_length_274618_cov_61.7850_105	K00019	1.9e-49
k141_1837_length_137749_cov_47.9903_72	K00019	6.1e-49
k141_4214_length_274618_cov_61.7850_245	K00019	6.1e-48
k141_2096_length_33685_cov_66.9378_25	K00019	8.8e-48
k141_5027_length_220778_cov_43.9959_94	K00019	1.3e-47
k141_6786_length_76567_cov_63.3653_30	K00019	1.6e-46
k141_4214_length_274618_cov_61.7850_67	K00019	4.6e-46
k141_10181_length_529440_cov_58.4851_65	K00019	8.7e-46
k141_2750_length_96858_cov_53.1865_19	K00019	2e-43
k141_2750_length_96858_cov_53.1865_82	K00019	3.2e-39
k141_4084_length_116453_cov_56.9807_3	K00019	3.2e-34
k141_5027_length_220778_cov_43.9959_126	K00019	2.7e-21
k141_1837_length_137749_cov_47.9903_92	K00019	1.8e-20
k141_6682_length_165241_cov_54.0000_35	K00019	4.8e-19
k141_2091_length_306216_cov_52.1030_145	K00019	4.8e-06
k141_3395_length_40669_cov_69.9440_41	K00020	1.3e-107
k141_8348_length_114047_cov_72.0177_18	K00020	1.1e-96
k141_2091_length_306216_cov_52.1030_83	K00020	3.7e-29
k141_10181_length_529440_cov_58.4851_285	K00020	6.4e-13
k141_5944_length_11283_cov_73.0930_11	K00020	4.6e-10
k141_4715_length_41709_cov_65.0000_17	K00020	8.9e-08
k141_2750_length_96858_cov_53.1865_44	K00020	7e-07
k141_3877_length_87654_cov_72.8542_58	K00020	4.1e-06
k141_8572_length_104893_cov_45.8370_16	K00020	7.2e-06
k141_2750_length_96858_cov_53.1865_44	K00022	7.6e-80
k141_3543_length_102591_cov_52.0000_63	K00022	1.8e-59
k141_3877_length_87654_cov_72.8542_5	K00022	1.2e-54
k141_5027_length_220778_cov_43.9959_33	K00022	6e-26
k141_9812_length_160031_cov_53.9988_157	K00023	1.2e-90
k141_9411_length_19234_cov_60.9132_12	K00023	3e-68
k141_2315_length_60451_cov_50.5809_51	K00023	2.6e-62
k141_4214_length_274618_cov_61.7850_67	K00023	9.9e-62
k141_1707_length_102919_cov_68.1205_45	K00023	7.1e-61
k141_8348_length_114047_cov_72.0177_71	K00023	2e-59
k141_4214_length_274618_cov_61.7850_105	K00023	2.7e-58
k141_5027_length_220778_cov_43.9959_31	K00023	2.9e-55
k141_253_length_101452_cov_48.5168_10	K00023	4.8e-53
k141_2096_length_33685_cov_66.9378_25	K00023	6.3e-50
k141_2750_length_96858_cov_53.1865_19	K00023	1.1e-48
k141_6786_length_76567_cov_63.3653_30	K00023	1.1e-46
k141_10181_length_529440_cov_58.4851_65	K00023	8.7e-46
k141_4214_length_274618_cov_61.7850_245	K00023	2.8e-41
k141_5027_length_220778_cov_43.9959_94	K00023	6.6e-40
k141_1837_length_137749_cov_47.9903_72	K00023	9.4e-35
k141_10181_length_529440_cov_58.4851_148	K00023	3.9e-27
k141_2750_length_96858_cov_53.1865_82	K00023	1.8e-26
k141_6682_length_165241_cov_54.0000_35	K00023	3.2e-24
k141_4084_length_116453_cov_56.9807_3	K00023	5.1e-21
k141_5027_length_220778_cov_43.9959_126	K00023	2.4e-20
k141_1837_length_137749_cov_47.9903_92	K00023	1.4e-17
k141_5574_length_47125_cov_64.9781_37	K00024	7.8e-71
k141_5944_length_11283_cov_73.0930_11	K00024	3.1e-07
k141_2315_length_60451_cov_50.5809_45	K00024	5.3e-06
k141_5027_length_220778_cov_43.9959_28	K00027	7e-215
k141_4214_length_274618_cov_61.7850_216	K00027	6.5e-199
k141_4084_length_116453_cov_56.9807_90	K00027	7.6e-127
k141_3762_length_65568_cov_73.5557_12	K00027	4e-07
k141_5027_length_220778_cov_43.9959_28	K00029	3.9e-214
k141_4214_length_274618_cov_61.7850_216	K00029	2.3e-200
k141_4084_length_116453_cov_56.9807_90	K00029	5.7e-117
k141_253_length_101452_cov_48.5168_47	K00030	2.3e-55
k141_2750_length_96858_cov_53.1865_94	K00030	2.3e-52
k141_1707_length_102919_cov_68.1205_40	K00030	2.1e-48
k141_2750_length_96858_cov_53.1865_94	K00031	2.6e-120
k141_1707_length_102919_cov_68.1205_40	K00031	9.8e-48
k141_253_length_101452_cov_48.5168_47	K00031	3.1e-44
k141_1098_length_46616_cov_52.0798_7	K00031	1.8e-08
k141_6786_length_76567_cov_63.3653_61	K00032	2.9e-132
k141_4214_length_274618_cov_61.7850_56	K00032	1.9e-52
k141_8572_length_104893_cov_45.8370_16	K00032	6.9e-37
k141_9812_length_160031_cov_53.9988_95	K00032	4.3e-32
k141_3543_length_102591_cov_52.0000_76	K00032	1.2e-24
k141_2091_length_306216_cov_52.1030_83	K00033	1.9e-215
k141_3395_length_40669_cov_69.9440_41	K00033	7.3e-23
k141_8348_length_114047_cov_72.0177_18	K00033	2.3e-17
k141_4715_length_41709_cov_65.0000_17	K00033	4.2e-07
k141_5944_length_11283_cov_73.0930_11	K00033	6.2e-07
k141_1707_length_102919_cov_68.1205_45	K00034	1.4e-84
k141_2315_length_60451_cov_50.5809_51	K00034	1.9e-84
k141_9411_length_19234_cov_60.9132_12	K00034	3.5e-83
k141_4214_length_274618_cov_61.7850_105	K00034	3.2e-79
k141_9812_length_160031_cov_53.9988_157	K00034	9.6e-79
k141_8348_length_114047_cov_72.0177_71	K00034	7.1e-78
k141_4214_length_274618_cov_61.7850_67	K00034	1e-77
k141_253_length_101452_cov_48.5168_10	K00034	1.5e-75
k141_2750_length_96858_cov_53.1865_19	K00034	1.6e-71
k141_5027_length_220778_cov_43.9959_31	K00034	1.7e-71
k141_6786_length_76567_cov_63.3653_30	K00034	2.5e-67
k141_2096_length_33685_cov_66.9378_25	K00034	3.9e-64
k141_10181_length_529440_cov_58.4851_65	K00034	2.1e-60
k141_4214_length_274618_cov_61.7850_245	K00034	8.7e-58
k141_1837_length_137749_cov_47.9903_72	K00034	1.3e-48
k141_5027_length_220778_cov_43.9959_94	K00034	4.6e-47
k141_4084_length_116453_cov_56.9807_3	K00034	2.5e-41
k141_1837_length_137749_cov_47.9903_92	K00034	7e-40
k141_2750_length_96858_cov_53.1865_82	K00034	2.8e-37
k141_10181_length_529440_cov_58.4851_148	K00034	2.4e-34
k141_6682_length_165241_cov_54.0000_35	K00034	8.1e-34
k141_5027_length_220778_cov_43.9959_126	K00034	5e-33
k141_6682_length_165241_cov_54.0000_143	K00034	1.5e-07
k141_1059_length_113013_cov_52.3074_60	K00034	1.1e-06
k141_1837_length_137749_cov_47.9903_112	K00035	1.3e-23
k141_5090_length_47935_cov_64.9787_45	K00035	7.4e-21
k141_6579_length_67983_cov_65.4752_42	K00035	1e-20
k141_6579_length_67983_cov_65.4752_44	K00035	1.1e-20
k141_5027_length_220778_cov_43.9959_145	K00035	3.1e-20
k141_9812_length_160031_cov_53.9988_130	K00035	1e-19
k141_10181_length_529440_cov_58.4851_90	K00035	1.3e-16
k141_7272_length_56266_cov_64.9790_33	K00035	2.1e-16
k141_1059_length_113013_cov_52.3074_84	K00035	2.5e-14
k141_6579_length_67983_cov_65.4752_41	K00035	1.2e-13
k141_1059_length_113013_cov_52.3074_80	K00035	4.8e-13
k141_3395_length_40669_cov_69.9440_32	K00035	2e-10
k141_4084_length_116453_cov_56.9807_47	K00035	3.8e-07
k141_4120_length_31485_cov_49.9486_16	K00036	1.3e-200
k141_9411_length_19234_cov_60.9132_12	K00038	6.4e-75
k141_9812_length_160031_cov_53.9988_157	K00038	1.7e-71
k141_1707_length_102919_cov_68.1205_45	K00038	2.2e-66
k141_2315_length_60451_cov_50.5809_51	K00038	3.8e-64
k141_4214_length_274618_cov_61.7850_67	K00038	8.2e-62
k141_4214_length_274618_cov_61.7850_105	K00038	5.2e-61
k141_5027_length_220778_cov_43.9959_31	K00038	6.1e-61
k141_8348_length_114047_cov_72.0177_71	K00038	7.1e-60
k141_2096_length_33685_cov_66.9378_25	K00038	1.4e-59
k141_2750_length_96858_cov_53.1865_19	K00038	3.6e-58
k141_253_length_101452_cov_48.5168_10	K00038	1.1e-57
k141_10181_length_529440_cov_58.4851_65	K00038	5.6e-56
k141_6786_length_76567_cov_63.3653_30	K00038	2.8e-49
k141_4214_length_274618_cov_61.7850_245	K00038	5.4e-48
k141_5027_length_220778_cov_43.9959_94	K00038	1.4e-44
k141_1837_length_137749_cov_47.9903_72	K00038	7.2e-43
k141_4084_length_116453_cov_56.9807_3	K00038	1.6e-41
k141_10181_length_529440_cov_58.4851_148	K00038	2e-30
k141_2750_length_96858_cov_53.1865_82	K00038	2e-27
k141_1837_length_137749_cov_47.9903_92	K00038	2.6e-27
k141_6682_length_165241_cov_54.0000_35	K00038	1e-25
k141_5027_length_220778_cov_43.9959_126	K00038	6.6e-22
k141_2091_length_306216_cov_52.1030_145	K00038	3.2e-06
k141_5027_length_220778_cov_43.9959_94	K00039	2e-48
k141_9812_length_160031_cov_53.9988_157	K00039	5.2e-43
k141_9411_length_19234_cov_60.9132_12	K00039	7.8e-41
k141_8348_length_114047_cov_72.0177_71	K00039	7.5e-40
k141_5027_length_220778_cov_43.9959_31	K00039	3.8e-37
k141_1837_length_137749_cov_47.9903_72	K00039	4.4e-35
k141_2096_length_33685_cov_66.9378_25	K00039	1.1e-33
k141_10181_length_529440_cov_58.4851_65	K00039	9.2e-33
k141_2315_length_60451_cov_50.5809_51	K00039	1e-32
k141_4214_length_274618_cov_61.7850_105	K00039	3e-32
k141_253_length_101452_cov_48.5168_10	K00039	3.1e-31
k141_1707_length_102919_cov_68.1205_45	K00039	3.1e-29
k141_4214_length_274618_cov_61.7850_67	K00039	3.8e-28
k141_2750_length_96858_cov_53.1865_19	K00039	8.9e-28
k141_2750_length_96858_cov_53.1865_82	K00039	9e-27
k141_10181_length_529440_cov_58.4851_148	K00039	7.4e-26
k141_4084_length_116453_cov_56.9807_3	K00039	2.1e-25
k141_6786_length_76567_cov_63.3653_30	K00039	7.2e-19
k141_4214_length_274618_cov_61.7850_245	K00039	3.4e-18
k141_6682_length_165241_cov_54.0000_35	K00039	5.8e-08
k141_1837_length_137749_cov_47.9903_92	K00039	9.2e-06
k141_5027_length_220778_cov_43.9959_97	K00040	2.1e-200
k141_2091_length_306216_cov_52.1030_235	K00040	7.9e-198
k141_6693_length_113359_cov_62.3214_23	K00040	1.1e-197
k141_7472_length_28247_cov_64.0000_15	K00040	7.6e-73
k141_5027_length_220778_cov_43.9959_71	K00040	7.9e-73
k141_4715_length_41709_cov_65.0000_7	K00040	7.1e-44
k141_5027_length_220778_cov_43.9959_71	K00041	4.2e-198
k141_7472_length_28247_cov_64.0000_15	K00041	9.4e-192
k141_2091_length_306216_cov_52.1030_235	K00041	9.7e-77
k141_6693_length_113359_cov_62.3214_23	K00041	6e-69
k141_5027_length_220778_cov_43.9959_97	K00041	1e-68
k141_4715_length_41709_cov_65.0000_7	K00041	1e-28
k141_3395_length_40669_cov_69.9440_41	K00042	1.4e-114
k141_8348_length_114047_cov_72.0177_18	K00042	3.5e-85
k141_2091_length_306216_cov_52.1030_83	K00042	1.3e-25
k141_10181_length_529440_cov_58.4851_285	K00042	1.1e-09
k141_5944_length_11283_cov_73.0930_11	K00042	3.7e-06
k141_4715_length_41709_cov_65.0000_17	K00042	8.5e-06
k141_8348_length_114047_cov_72.0177_42	K00043	1.6e-96
k141_7272_length_56266_cov_64.9790_11	K00043	1.2e-95
k141_3319_length_35639_cov_65.9299_28	K00043	4.3e-88
