gene 	 KO 	 Evalue
k113_14161_length_189156_cov_11.0000_77	K00001	6.3e-37
k113_107012_length_38526_cov_11.9920_4	K00002	2.5e-07
k113_28657_length_230797_cov_13.0000_13	K00003	2e-72
k113_21737_length_108968_cov_10.0000_71	K00003	1.7e-06
k113_14161_length_189156_cov_11.0000_77	K00005	1.5e-24
k113_9254_length_159702_cov_12.3079_123	K00005	3.6e-06
k113_67774_length_64827_cov_12.0000_53	K00008	2.5e-06
k113_90147_length_62585_cov_9.9976_14	K00010	1.2e-46
k113_33002_length_138665_cov_12.9980_84	K00010	4.1e-44
k113_28657_length_230797_cov_13.0000_35	K00010	7.9e-27
k113_26788_length_94785_cov_11.1690_62	K00010	6.4e-21
k113_25676_length_17327_cov_12.9902_12	K00010	9.5e-09
k113_7280_length_24394_cov_11.0000_19	K00012	3e-193
k113_90147_length_62585_cov_9.9976_30	K00012	7.1e-08
k113_112309_length_23488_cov_12.9928_10	K00012	1.3e-06
k113_104392_length_138888_cov_12.1212_67	K00013	1.8e-172
k113_96691_length_96809_cov_10.4989_59	K00014	1.2e-75
k113_104392_length_138888_cov_12.1212_87	K00014	3.9e-07
k113_93770_length_29994_cov_14.0000_21	K00014	4.4e-07
k113_90147_length_62585_cov_9.9976_37	K00015	1.9e-92
k113_14161_length_189156_cov_11.0000_102	K00015	3.4e-60
k113_67454_length_58766_cov_12.0000_1	K00015	3.4e-56
k113_112309_length_23488_cov_12.9928_10	K00016	1.1e-92
k113_113270_length_48483_cov_10.9971_39	K00016	2.9e-34
k113_90147_length_62585_cov_9.9976_37	K00018	5e-129
k113_67454_length_58766_cov_12.0000_1	K00018	3.3e-58
k113_14161_length_189156_cov_11.0000_102	K00018	9.9e-50
k113_104392_length_138888_cov_12.1212_76	K00019	3.5e-57
k113_60649_length_160509_cov_12.9979_35	K00019	4.8e-41
k113_60649_length_160509_cov_12.9979_36	K00019	1.9e-24
k113_60649_length_160509_cov_12.9979_75	K00019	2e-06
k113_9254_length_159702_cov_12.3079_15	K00020	1.1e-27
k113_38215_length_47403_cov_11.9935_13	K00020	6.3e-08
k113_90147_length_62585_cov_9.9976_30	K00022	4.7e-06
k113_104392_length_138888_cov_12.1212_76	K00023	4.2e-84
k113_60649_length_160509_cov_12.9979_35	K00023	4.2e-32
k113_60649_length_160509_cov_12.9979_36	K00023	8e-20
k113_26788_length_94785_cov_11.1690_56	K00023	5.5e-11
k113_60649_length_160509_cov_12.9979_75	K00023	1e-06
k113_112309_length_23488_cov_12.9928_10	K00024	1.6e-120
k113_113270_length_48483_cov_10.9971_39	K00024	7.1e-77
k113_91485_length_42505_cov_9.9970_6	K00027	2.1e-128
k113_91485_length_42505_cov_9.9970_6	K00029	8.1e-114
k113_21737_length_108968_cov_10.0000_68	K00030	1.5e-50
k113_21737_length_108968_cov_10.0000_68	K00031	3.4e-42
k113_90147_length_62585_cov_9.9976_37	K00032	2.6e-66
k113_14161_length_189156_cov_11.0000_102	K00032	2e-37
k113_67454_length_58766_cov_12.0000_1	K00032	2e-30
k113_9254_length_159702_cov_12.3079_15	K00033	1.9e-191
k113_104392_length_138888_cov_12.1212_76	K00034	1.2e-79
k113_60649_length_160509_cov_12.9979_35	K00034	2.7e-41
k113_60649_length_160509_cov_12.9979_36	K00034	3.3e-25
k113_26788_length_94785_cov_11.1690_56	K00034	7.4e-21
k113_60649_length_160509_cov_12.9979_75	K00034	6e-09
k113_33002_length_138665_cov_12.9980_84	K00035	2.1e-13
k113_90147_length_62585_cov_9.9976_14	K00035	2.7e-13
