gene 	 KO 	 Evalue
k141_97844_5	K00001	1.7e-31
k141_10092_3	K00001	3.3e-20
k141_4695_20	K00001	1.2e-15
k141_100290_34	K00002	1.9e-22
k141_100290_35	K00002	6.6e-20
k141_86443_5	K00002	4.5e-09
k141_93561_3	K00002	3.5e-08
k141_87864_48	K00002	8e-08
k141_25022_1	K00003	1.6e-77
k141_20833_31	K00003	5.2e-07
k141_32709_21	K00003	7.1e-06
k141_97844_5	K00004	4.3e-44
k141_45638_1	K00004	7.6e-07
k141_45571_10	K00004	9.7e-06
k141_10092_3	K00005	3.2e-13
k141_4695_20	K00005	9e-13
k141_97844_5	K00008	1.4e-44
k141_45571_10	K00008	5e-07
k141_97911_2	K00008	7.3e-06
k141_102576_2	K00010	4.1e-51
k141_4693_25	K00010	2.5e-49
k141_56686_20	K00010	7.8e-48
k141_62857_1	K00010	1.5e-47
k141_97911_2	K00010	1.2e-46
k141_62857_4	K00010	3.4e-42
k141_39185_10	K00010	2.6e-39
k141_32709_25	K00010	1e-37
k141_100290_9	K00010	3.6e-37
k141_28728_3	K00010	8.7e-37
k141_39185_12	K00010	8.9e-37
k141_85625_27	K00010	1.5e-35
k141_43825_4	K00010	1.5e-31
k141_79114_7	K00010	4.7e-31
k141_35743_18	K00010	1.1e-29
k141_57714_20	K00010	1.8e-28
k141_8994_7	K00010	1e-26
k141_37433_9	K00010	1.3e-25
k141_35743_15	K00010	2.6e-25
k141_85625_28	K00010	2.1e-23
k141_43825_1	K00010	3.4e-23
k141_35743_19	K00010	3.7e-11
k141_32709_21	K00010	1.3e-07
k141_43825_5	K00010	1.8e-06
k141_87581_17	K00012	1.6e-190
k141_84725_8	K00012	1.1e-188
k141_45571_10	K00012	3.5e-187
k141_55515_1	K00012	2.4e-72
k141_27141_4	K00012	9.3e-59
k141_36575_17	K00012	4.9e-57
k141_36575_11	K00012	3.9e-08
k141_89472_20	K00012	4.6e-07
k141_5276_21	K00012	9.6e-07
k141_37983_6	K00013	2.5e-179
k141_47817_6	K00014	5e-82
k141_34845_22	K00015	5.6e-113
k141_77146_19	K00015	1.8e-74
k141_35086_11	K00015	6e-60
k141_61962_27	K00015	1.9e-53
k141_87864_5	K00015	8.1e-43
k141_5276_21	K00016	3.7e-92
k141_92292_1	K00016	1.2e-36
k141_34845_22	K00018	4.4e-76
k141_77146_19	K00018	1.2e-66
k141_87864_5	K00018	6.9e-60
k141_61962_27	K00018	6.7e-52
k141_35086_11	K00018	6.7e-51
k141_4693_10	K00018	7.3e-06
k141_61962_4	K00018	9.4e-06
k141_102974_1	K00019	2.3e-55
k141_4693_9	K00019	1.8e-54
k141_97844_10	K00019	9.9e-48
k141_36575_7	K00019	5.3e-42
k141_5276_9	K00019	7.3e-39
k141_52889_4	K00019	4.4e-38
k141_47073_6	K00019	3.7e-34
k141_12879_24	K00019	8.6e-34
k141_100290_30	K00019	1.3e-22
k141_3298_19	K00019	7.8e-20
k141_3354_38	K00019	2e-06
k141_73307_2	K00019	7.6e-06
k141_43568_15	K00020	3.7e-28
k141_18843_23	K00020	1.8e-08
k141_34845_22	K00020	6.4e-08
k141_62358_2	K00020	1.2e-07
k141_87864_5	K00020	1.2e-06
k141_27141_4	K00020	2.5e-06
k141_35086_11	K00020	6.7e-06
k141_36575_17	K00020	9.6e-06
k141_102974_1	K00023	1.9e-81
k141_4693_9	K00023	4.4e-58
k141_97844_10	K00023	3.7e-55
k141_52889_4	K00023	1.8e-46
k141_5276_9	K00023	1.9e-43
k141_47073_6	K00023	7.7e-40
k141_36575_7	K00023	2.2e-38
