gene 	 KO 	 Evalue
k141_19792_9	K00001	5.3e-25
k141_57676_30	K00001	6.3e-20
k141_9721_1	K00001	3e-13
k141_30832_11	K00001	1.2e-07
k141_2545_14	K00001	7.1e-06
k141_12197_93	K00003	3.8e-146
k141_12197_94	K00003	3.5e-08
k141_29502_3	K00004	1.9e-10
k141_29163_42	K00004	5.8e-08
k141_2545_14	K00004	2.6e-07
k141_45945_2	K00004	1.8e-06
k141_49050_3	K00005	5.4e-37
k141_57676_30	K00005	5.5e-14
k141_12978_32	K00005	9.7e-13
k141_19792_9	K00005	5.1e-12
k141_9721_1	K00005	1.1e-11
k141_2545_14	K00008	2.2e-08
k141_29502_3	K00008	2.3e-08
k141_29163_42	K00008	1.4e-06
k141_50596_16	K00008	6.6e-06
k141_29502_3	K00009	1.2e-06
k141_29502_3	K00010	2.3e-06
k141_4469_15	K00012	2.1e-60
k141_29502_3	K00012	7.3e-08
k141_2545_14	K00012	5.9e-06
k141_51399_10	K00013	1.5e-180
k141_12978_28	K00014	3e-92
k141_4068_17	K00014	4.1e-10
k141_42599_15	K00014	6.7e-09
k141_29502_3	K00014	7.3e-09
k141_50596_21	K00015	7.1e-108
k141_12978_18	K00015	1.1e-90
k141_12197_79	K00015	1.3e-09
k141_12978_14	K00015	1e-05
k141_60829_7	K00016	1.3e-98
k141_50596_21	K00018	1.1e-79
k141_12978_18	K00018	1.4e-71
k141_12197_79	K00018	4e-09
k141_12978_14	K00018	6.4e-06
k141_38736_8	K00019	2e-62
k141_4386_25	K00019	2.9e-55
k141_30832_9	K00019	4.8e-36
k141_30832_11	K00019	3.7e-33
k141_5552_28	K00019	2e-12
k141_12978_14	K00020	1.9e-10
k141_50596_21	K00020	5e-10
k141_12978_18	K00020	2.1e-08
k141_59132_9	K00020	1e-07
k141_38736_8	K00023	9.4e-97
k141_4386_25	K00023	1.6e-52
k141_30832_9	K00023	3.2e-34
k141_30832_11	K00023	4.2e-30
k141_5552_28	K00023	1.5e-21
k141_60829_7	K00024	7.8e-80
k141_29502_3	K00024	1e-10
k141_41400_14	K00027	6e-135
k141_41400_14	K00029	5e-89
k141_12978_10	K00030	2.9e-54
k141_12978_10	K00031	2e-50
k141_50596_21	K00032	9.2e-85
k141_12978_18	K00032	1.1e-58
k141_12197_79	K00032	2.4e-07
k141_29502_3	K00033	2.5e-07
k141_2545_14	K00033	7.3e-06
k141_38736_8	K00034	2.4e-94
k141_4386_25	K00034	9.9e-67
k141_30832_9	K00034	3.7e-49
k141_30832_11	K00034	2.8e-37
k141_5552_28	K00034	1.6e-35
k141_30832_22	K00034	1.8e-06
k141_38736_8	K00038	1.5e-73
k141_4386_25	K00038	2.6e-64
k141_30832_9	K00038	1.8e-43
k141_30832_11	K00038	2.5e-33
k141_5552_28	K00038	4.9e-31
k141_38736_8	K00039	3.3e-42
k141_30832_9	K00039	4.7e-34
k141_30832_11	K00039	8.6e-30
k141_4386_25	K00039	6.5e-29
k141_12978_18	K00042	3.8e-07
k141_12978_14	K00042	5.8e-07
k141_50596_21	K00042	6.1e-07
k141_19792_9	K00043	1e-67
k141_57676_30	K00043	5.5e-54
k141_9721_1	K00043	7.1e-47
k141_49050_3	K00043	4.5e-07
k141_19792_9	K00048	5.5e-92
k141_57676_30	K00048	1.6e-42
k141_9721_1	K00048	2.5e-38
k141_50596_21	K00049	2.9e-67
k141_12978_18	K00049	4.9e-37
k141_50596_21	K00050	5.2e-73
k141_12978_18	K00050	9.2e-57
k141_12978_10	K00052	5.4e-156
k141_12978_14	K00053	2.8e-164
k141_29502_3	K00057	1e-11
k141_42599_15	K00057	2.9e-08
k141_45945_2	K00057	2.4e-06
k141_12978_18	K00058	3.4e-128
k141_50596_21	K00058	3.2e-106
k141_12197_79	K00058	1.5e-12
k141_12978_14	K00058	1.1e-06
k141_38736_8	K00059	6.4e-114
k141_4386_25	K00059	1.4e-77
k141_30832_9	K00059	2.4e-58
k141_30832_11	K00059	5.2e-44
k141_5552_28	K00059	1.3e-35
k141_34605_25	K00059	9.2e-09
k141_30832_22	K00059	2.2e-08
k141_7270_34	K00059	3.5e-07
k141_65734_10	K00059	5e-07
k141_65734_4	K00059	8.9e-06
k141_29502_3	K00060	8.8e-08
k141_29163_42	K00060	7.3e-06
k141_12197_34	K00064	7.5e-29
k141_42828_3	K00064	1.8e-21
k141_38736_8	K00065	8.2e-90
k141_4386_25	K00065	1.6e-68
k141_30832_9	K00065	1.8e-50
k141_30832_11	K00065	2.8e-40
k141_5552_28	K00065	1.1e-35
k141_30832_22	K00065	1.1e-07
k141_29502_3	K00065	7.5e-07
k141_42599_15	K00065	1.4e-06
k141_65734_10	K00065	2.5e-06
k141_4469_15	K00066	5.3e-45
k141_2545_14	K00066	2.2e-06
k141_65734_10	K00067	1.6e-52
k141_30832_24	K00067	4.4e-36
k141_12197_2	K00067	5.2e-34
k141_34605_25	K00067	3.2e-28
k141_30832_22	K00067	1.2e-24
k141_65734_5	K00067	5.5e-17
k141_4469_10	K00067	3.3e-16
k141_65734_9	K00067	5.4e-15
k141_30832_11	K00067	9e-06
k141_38736_8	K00068	1.5e-65
k141_4386_25	K00068	1.4e-45
k141_30832_9	K00068	1.2e-31
k141_30832_11	K00068	1.9e-26
k141_5552_28	K00068	3.2e-16
k141_30832_22	K00068	2.8e-07
k141_29502_3	K00074	1.8e-10
k141_43072_29	K00075	2.2e-113
k141_47023_12	K00075	1.1e-08
k141_29502_3	K00077	4.3e-14
k141_38736_8	K00079	2.8e-13
k141_4386_25	K00079	6.2e-10
k141_5552_28	K00079	2.6e-06
k141_39814_13	K00082	4.7e-43
k141_38736_8	K00084	2.7e-14
k141_4386_25	K00084	1e-11
k141_5552_28	K00084	3.9e-06
k141_19792_9	K00086	8.6e-99
k141_57676_30	K00086	2.7e-65
k141_9721_1	K00086	7.5e-52
k141_39814_43	K00088	6.8e-219
k141_21690_20	K00088	9.6e-154
k141_10927_8	K00088	2e-20
k141_65766_18	K00088	1.5e-13
k141_8772_2	K00088	9.5e-13
k141_14747_2	K00088	2.7e-11
k141_29163_17	K00088	3.4e-10
k141_41201_22	K00088	1.3e-09
k141_25924_9	K00088	1e-06
