gene 	 KO 	 Evalue
k141_40750_1	K00001	3.1e-65
k141_59690_8	K00001	4.7e-49
k141_56202_12	K00001	5.5e-40
k141_6847_14	K00001	1.3e-35
k141_46989_8	K00001	4e-35
k141_18031_4	K00001	4.1e-34
k141_50974_1	K00001	2.2e-32
k141_18482_9	K00001	2.4e-31
k141_23564_19	K00001	3.2e-31
k141_1750_5	K00001	3.9e-30
k141_18107_10	K00001	3.7e-25
k141_49903_1	K00001	3.8e-25
k141_6924_2	K00001	3.9e-24
k141_59690_5	K00001	2.9e-19
k141_9270_5	K00001	7.3e-14
k141_47641_10	K00001	4e-13
k141_46004_2	K00001	3.6e-11
k141_32548_4	K00001	1.5e-07
k141_61116_2	K00001	7.5e-07
k141_46004_1	K00001	1.2e-06
k141_18099_6	K00002	1.2e-10
k141_29291_5	K00002	4.8e-09
k141_18598_3	K00002	9.5e-09
k141_56098_15	K00002	5.5e-07
k141_23665_16	K00003	1.5e-134
k141_13528_20	K00003	1.2e-07
k141_57978_8	K00003	1.3e-07
k141_8821_14	K00003	5e-07
k141_40750_1	K00004	1.7e-112
k141_59690_8	K00004	1.1e-64
k141_6847_14	K00004	3.1e-51
k141_49903_1	K00004	2.2e-38
k141_18482_9	K00004	2.1e-36
k141_6924_2	K00004	2.5e-27
k141_48757_26	K00004	5.1e-09
k141_3617_1	K00004	2.1e-06
k141_19569_6	K00004	2.3e-06
k141_19569_7	K00004	4.8e-06
k141_13938_2	K00005	1.1e-129
k141_38121_3	K00005	1.1e-23
k141_46989_8	K00005	7e-22
k141_50974_1	K00005	1e-20
k141_23564_19	K00005	4.3e-20
k141_18031_4	K00005	8.3e-19
k141_9270_5	K00005	1.6e-15
k141_47641_10	K00005	3.3e-15
k141_56202_12	K00005	6.3e-15
k141_59690_5	K00005	2.8e-13
k141_32548_4	K00005	7.2e-13
k141_18107_10	K00005	2e-11
k141_1750_5	K00005	8.2e-11
k141_46004_1	K00005	2.7e-09
k141_62274_5	K00007	3.6e-41
k141_2688_6	K00007	3.3e-36
k141_21938_2	K00007	5.2e-26
k141_21938_1	K00007	1.1e-19
k141_40750_1	K00008	9.9e-118
k141_59690_8	K00008	3.5e-68
k141_6847_14	K00008	1e-46
k141_49903_1	K00008	7.8e-41
k141_18482_9	K00008	5e-38
k141_6924_2	K00008	6.2e-34
k141_48757_26	K00008	2.2e-09
k141_3617_1	K00008	4.7e-07
k141_57983_3	K00008	7e-06
k141_62274_5	K00009	1.2e-12
k141_2688_6	K00009	2.6e-07
k141_21938_2	K00009	2e-06
k141_21938_1	K00009	4.3e-06
k141_34658_9	K00010	1.6e-66
k141_28790_4	K00010	2.1e-62
k141_24880_5	K00010	1.1e-61
k141_38155_35	K00010	7.2e-61
k141_24880_11	K00010	4.5e-60
k141_57978_8	K00010	9.1e-60
k141_28790_10	K00010	3.4e-58
k141_57978_9	K00010	1.6e-54
k141_57983_20	K00010	1.1e-53
k141_16822_23	K00010	2e-53
k141_65469_10	K00010	2.6e-53
k141_6847_12	K00010	2.6e-52
k141_41881_33	K00010	2.3e-50
k141_27439_1	K00010	8.8e-50
k141_13528_20	K00010	2.4e-49
k141_46469_15	K00010	5.2e-47
k141_34032_6	K00010	7.6e-47
k141_51989_3	K00010	2.6e-45
k141_22232_23	K00010	2.6e-42
k141_54169_2	K00010	2.3e-41
k141_34032_5	K00010	3.7e-40
k141_8821_14	K00010	1.4e-38
k141_27462_5	K00010	3.5e-26
k141_50396_12	K00010	4.5e-22
k141_25388_6	K00010	2.8e-19
k141_19237_38	K00010	2.8e-15
k141_38155_36	K00010	4.3e-15
k141_46469_14	K00010	2.5e-08
k141_37701_8	K00010	4.4e-07
k141_30138_2	K00012	2.5e-10
k141_46469_11	K00012	2.2e-07
k141_57983_3	K00012	5.4e-07
k141_1435_5	K00012	6.2e-07
k141_53998_2	K00012	5.9e-06
k141_22077_7	K00013	4e-80
k141_6134_2	K00014	9.8e-96
k141_3617_1	K00014	3e-06
k141_47641_6	K00015	9.3e-57
k141_37701_7	K00015	3.9e-34
k141_4939_9	K00015	1.9e-06
k141_25151_5	K00016	4.4e-135
k141_16909_2	K00016	6.5e-135
k141_47641_6	K00018	4.2e-50
k141_37701_7	K00018	3e-41
k141_57983_30	K00019	3e-62
k141_34658_6	K00019	3.2e-62
k141_30555_9	K00019	3.5e-61
k141_24052_2	K00019	1.6e-54
k141_3718_20	K00019	4.8e-54
k141_45429_10	K00019	3.4e-51
k141_48081_6	K00019	1.8e-50
k141_19000_1	K00019	7.1e-46
k141_7443_3	K00019	1.7e-43
k141_57983_4	K00019	7.6e-40
k141_32452_13	K00019	1.1e-35
k141_2492_4	K00019	5.4e-35
k141_38784_12	K00019	3.6e-30
k141_19055_20	K00019	4e-17
k141_15420_2	K00019	4.9e-09
k141_58516_3	K00019	3.4e-08
k141_19000_2	K00019	6.5e-07
k141_34658_5	K00019	1.1e-06
k141_57134_29	K00020	4.4e-105
k141_5633_9	K00020	7.3e-18
k141_23429_3	K00020	2.1e-10
k141_5633_8	K00020	4.6e-09
k141_1435_5	K00020	1.7e-08
k141_34347_5	K00020	3.9e-07
k141_47641_6	K00020	6.7e-07
k141_46469_11	K00020	1.3e-06
k141_27439_1	K00020	4.5e-06
k141_57983_3	K00022	2.5e-11
k141_30555_9	K00023	1.7e-89
k141_57983_30	K00023	9.8e-78
k141_34658_6	K00023	7.5e-61
k141_57983_4	K00023	7.1e-54
k141_3718_20	K00023	4.1e-51
k141_48081_6	K00023	1.4e-49
k141_24052_2	K00023	4.6e-49
k141_45429_10	K00023	1.6e-44
k141_32452_13	K00023	2.2e-41
k141_19000_1	K00023	5.7e-40
k141_7443_3	K00023	1.6e-32
k141_2492_4	K00023	7.7e-22
k141_38784_12	K00023	1.1e-21
k141_19055_20	K00023	6.9e-18
k141_19000_2	K00023	3.8e-14
k141_15420_2	K00023	8.2e-08
k141_58516_3	K00023	1.1e-07
k141_16909_2	K00024	1.4e-99
k141_25151_5	K00024	6.4e-98
k141_57134_28	K00024	9.6e-06
k141_38155_27	K00027	2.6e-141
k141_55517_9	K00027	4.6e-137
k141_38155_27	K00029	3.5e-90
k141_55517_9	K00029	3e-82
k141_47641_2	K00030	9.3e-49
k141_10345_14	K00031	7.6e-126
