gene 	 KO 	 Evalue
k115_39419_length_85707_cov_79.4703_3	K00001	6.9e-82
k115_39854_length_63789_cov_48.0000_12	K00001	1.4e-80
k115_37054_length_258058_cov_47.9971_175	K00001	6.9e-73
k115_16326_length_30922_cov_83.9569_14	K00001	4.6e-64
k115_36580_length_85210_cov_75.6099_3	K00001	1.3e-61
k115_16855_length_27933_cov_80.5722_19	K00001	1.8e-61
k115_29998_length_88770_cov_50.9910_77	K00001	1.8e-59
k115_29998_length_88770_cov_50.9910_79	K00001	8.5e-59
k115_26409_length_32987_cov_72.1342_16	K00001	4.5e-56
k115_23000_length_127371_cov_77.3033_8	K00001	1.4e-55
k115_4224_length_41375_cov_46.8473_22	K00001	5e-54
k115_39419_length_85707_cov_79.4703_77	K00001	8.4e-53
k115_39419_length_85707_cov_79.4703_79	K00001	1.2e-50
k115_18769_length_5638_cov_72.5828_4	K00001	1.1e-46
k115_38400_length_7050_cov_67.6908_8	K00001	2.9e-46
k115_1037_length_18368_cov_71.0660_2	K00001	2e-43
k115_7812_length_87125_cov_70.9743_35	K00001	2.3e-38
k115_8630_length_63909_cov_66.9421_24	K00001	1.1e-37
k115_37414_length_113567_cov_67.9590_62	K00001	3.2e-32
k115_15334_length_82126_cov_76.9703_40	K00001	5.3e-31
k115_34967_length_30660_cov_57.1378_24	K00001	8.9e-31
k115_24448_length_108369_cov_66.9805_36	K00001	8.5e-30
k115_36580_length_85210_cov_75.6099_66	K00001	3.2e-29
k115_15334_length_82126_cov_76.9703_42	K00001	5.2e-27
k115_39854_length_63789_cov_48.0000_57	K00001	4.2e-25
k115_19770_length_119090_cov_46.9892_77	K00001	3.4e-24
k115_30004_length_39309_cov_80.1642_35	K00001	4.1e-21
k115_7368_length_70469_cov_79.4052_33	K00001	1.3e-20
k115_2008_length_28084_cov_56.9680_8	K00001	4.8e-20
k115_1037_length_18368_cov_71.0660_13	K00001	4.7e-14
k115_5324_length_29870_cov_53.1577_23	K00001	2.8e-08
k115_4224_length_41375_cov_46.8473_27	K00001	1.1e-06
k115_39784_length_70741_cov_75.4829_13	K00001	6.5e-06
k115_1037_length_18368_cov_71.0660_12	K00002	2.3e-64
k115_23739_length_95603_cov_69.1646_41	K00002	1.2e-55
k115_23830_length_38547_cov_65.9188_28	K00002	8.5e-36
k115_4873_length_79724_cov_51.1759_3	K00002	1.5e-25
k115_17275_length_94505_cov_58.7229_87	K00002	7.9e-11
k115_7479_length_111179_cov_61.3463_39	K00002	2e-08
k115_4145_length_32004_cov_64.0317_20	K00002	2.1e-08
k115_24448_length_108369_cov_66.9805_96	K00002	1.6e-07
k115_29998_length_88770_cov_50.9910_74	K00002	4.2e-07
k115_16411_length_83134_cov_63.2731_74	K00002	4.2e-07
k115_23739_length_95603_cov_69.1646_40	K00002	4.5e-07
k115_24448_length_108369_cov_66.9805_62	K00002	5.9e-07
k115_12555_length_14202_cov_71.8387_12	K00003	1.1e-77
k115_24970_length_33752_cov_48.9543_35	K00003	2.6e-10
k115_4328_length_116401_cov_80.5368_47	K00003	3.3e-06
k115_29998_length_88770_cov_50.9910_77	K00004	1.7e-99
k115_4224_length_41375_cov_46.8473_22	K00004	1.9e-99
k115_36580_length_85210_cov_75.6099_3	K00004	5.9e-98
k115_16326_length_30922_cov_83.9569_14	K00004	1.3e-95
k115_38400_length_7050_cov_67.6908_8	K00004	8.6e-95
k115_26409_length_32987_cov_72.1342_16	K00004	9.8e-90
k115_29998_length_88770_cov_50.9910_79	K00004	9.5e-88
k115_37054_length_258058_cov_47.9971_175	K00004	1.8e-75
k115_39854_length_63789_cov_48.0000_12	K00004	8.9e-69
k115_39419_length_85707_cov_79.4703_77	K00004	7.2e-55
k115_16855_length_27933_cov_80.5722_19	K00004	2.2e-53
k115_39419_length_85707_cov_79.4703_3	K00004	1.4e-49
k115_23000_length_127371_cov_77.3033_8	K00004	3.4e-36
k115_30004_length_39309_cov_80.1642_35	K00004	6.3e-32
k115_39419_length_85707_cov_79.4703_79	K00004	9.3e-21
k115_18769_length_5638_cov_72.5828_4	K00004	1.1e-18
k115_1037_length_18368_cov_71.0660_2	K00004	2e-18
k115_39854_length_63789_cov_48.0000_57	K00004	9.5e-15
k115_5324_length_29870_cov_53.1577_23	K00004	5.7e-11
k115_39784_length_70741_cov_75.4829_13	K00004	1.4e-06
