gene 	 KO 	 Evalue
k115_51297_length_84029_cov_230.9862_70	K00001	1.1e-38
k115_12052_length_127398_cov_182.9542_45	K00001	8.3e-32
k115_33923_length_23752_cov_200.3123_1	K00001	1e-16
k115_25723_length_19891_cov_175.8584_17	K00001	3.5e-14
k115_62963_length_45285_cov_227.9196_27	K00001	4.6e-06
k115_15061_length_144907_cov_152.9832_113	K00001	9.8e-06
k115_3478_length_139079_cov_207.8128_88	K00002	3.6e-09
k115_69782_length_59819_cov_165.0578_21	K00003	3.5e-134
k115_6937_length_122241_cov_208.9727_9	K00003	1.7e-06
k115_33923_length_23752_cov_200.3123_1	K00004	8.6e-26
k115_3069_length_256032_cov_177.4659_80	K00004	3.1e-08
k115_28061_length_47817_cov_162.8913_17	K00004	3.4e-08
k115_3478_length_139079_cov_207.8128_114	K00004	2.4e-07
k115_6937_length_122241_cov_208.9727_11	K00004	2.9e-07
k115_6128_length_78777_cov_162.9670_20	K00004	1e-06
k115_51297_length_84029_cov_230.9862_70	K00005	3.9e-21
k115_12052_length_127398_cov_182.9542_45	K00005	2.9e-19
k115_3478_length_139079_cov_207.8128_75	K00005	1.6e-11
k115_25723_length_19891_cov_175.8584_17	K00005	2.4e-10
k115_9068_length_117306_cov_165.9833_69	K00007	2.5e-43
k115_2552_length_38559_cov_198.3236_12	K00007	1.9e-35
k115_33923_length_23752_cov_200.3123_1	K00008	2.7e-24
k115_28061_length_47817_cov_162.8913_17	K00008	1.2e-06
k115_6937_length_122241_cov_208.9727_11	K00008	2.2e-06
k115_19417_length_104724_cov_166.9492_45	K00008	2.3e-06
k115_3478_length_139079_cov_207.8128_114	K00008	5e-06
k115_2552_length_38559_cov_198.3236_12	K00009	7.1e-15
k115_9068_length_117306_cov_165.9833_69	K00009	4.9e-09
k115_28061_length_47817_cov_162.8913_51	K00010	2.3e-45
k115_6937_length_122241_cov_208.9727_9	K00010	4e-33
k115_9068_length_117306_cov_165.9833_12	K00010	1e-08
k115_3069_length_256032_cov_177.4659_114	K00010	8.9e-07
k115_14009_length_326725_cov_199.5212_279	K00012	1.8e-06
k115_51297_length_84029_cov_230.9862_21	K00013	1.2e-189
k115_3478_length_139079_cov_207.8128_77	K00014	1.7e-71
k115_6937_length_122241_cov_208.9727_11	K00014	3.6e-14
k115_3069_length_256032_cov_177.4659_80	K00014	8.7e-08
k115_19417_length_104724_cov_166.9492_21	K00014	1.8e-07
k115_67286_length_121257_cov_199.9474_12	K00014	1.4e-06
k115_19417_length_104724_cov_166.9492_45	K00014	4.4e-06
k115_3069_length_256032_cov_177.4659_17	K00015	2.7e-89
k115_22349_length_65951_cov_182.9115_7	K00015	4.9e-68
k115_6937_length_122241_cov_208.9727_96	K00015	3e-62
k115_9068_length_117306_cov_165.9833_13	K00015	4.9e-33
k115_2421_length_24893_cov_179.0017_8	K00015	3.6e-10
k115_6937_length_122241_cov_208.9727_11	K00015	4.3e-10
k115_3069_length_256032_cov_177.4659_17	K00018	1.8e-116
k115_22349_length_65951_cov_182.9115_7	K00018	2.1e-61
k115_6937_length_122241_cov_208.9727_96	K00018	7.8e-50
k115_9068_length_117306_cov_165.9833_13	K00018	5.4e-40
