gene 	 KO 	 Evalue
k141_13251_length_137265_cov_41.9886_51	K00001	1.2e-74
k141_4055_length_476155_cov_42.4054_309	K00001	3.4e-65
k141_2421_length_206144_cov_43.9950_115	K00001	2.2e-57
k141_866_length_169961_cov_47.9829_9	K00001	1.9e-56
k141_10891_length_85343_cov_39.9853_42	K00001	2e-55
k141_13005_length_57447_cov_37.9971_12	K00001	1.8e-52
k141_2421_length_206144_cov_43.9950_156	K00001	5.7e-52
k141_5760_length_147092_cov_40.9960_40	K00001	4.2e-43
k141_2421_length_206144_cov_43.9950_27	K00001	1.9e-32
k141_10891_length_85343_cov_39.9853_33	K00001	2.1e-32
k141_5760_length_147092_cov_40.9960_45	K00001	2.4e-10
k141_2421_length_206144_cov_43.9950_4	K00002	4.3e-62
k141_10038_length_30194_cov_39.9554_26	K00002	7e-12
k141_4055_length_476155_cov_42.4054_119	K00003	1.8e-155
k141_866_length_169961_cov_47.9829_137	K00003	1.6e-06
k141_13005_length_57447_cov_37.9971_12	K00004	3.9e-93
k141_13251_length_137265_cov_41.9886_51	K00004	1.1e-90
k141_866_length_169961_cov_47.9829_9	K00004	3.2e-89
k141_5760_length_147092_cov_40.9960_40	K00004	4.6e-86
k141_10891_length_85343_cov_39.9853_42	K00004	7.6e-86
k141_4055_length_476155_cov_42.4054_309	K00004	2.7e-62
k141_2421_length_206144_cov_43.9950_115	K00004	1.1e-43
k141_2421_length_206144_cov_43.9950_27	K00004	2.6e-20
k141_10891_length_85343_cov_39.9853_33	K00004	6.1e-20
k141_2421_length_206144_cov_43.9950_156	K00004	2.1e-19
k141_5760_length_147092_cov_40.9960_45	K00004	1.1e-06
k141_866_length_169961_cov_47.9829_81	K00005	6.3e-18
k141_4055_length_476155_cov_42.4054_194	K00005	3.4e-07
k141_866_length_169961_cov_47.9829_69	K00007	2.9e-58
k141_13005_length_57447_cov_37.9971_12	K00008	2.8e-110
k141_866_length_169961_cov_47.9829_9	K00008	2.3e-101
k141_5760_length_147092_cov_40.9960_40	K00008	2.9e-97
k141_10891_length_85343_cov_39.9853_42	K00008	4.2e-94
k141_13251_length_137265_cov_41.9886_51	K00008	3.7e-87
k141_4055_length_476155_cov_42.4054_309	K00008	4.1e-63
k141_2421_length_206144_cov_43.9950_115	K00008	2.3e-41
k141_2421_length_206144_cov_43.9950_156	K00008	1.3e-23
k141_10891_length_85343_cov_39.9853_33	K00008	5e-17
k141_2421_length_206144_cov_43.9950_27	K00008	3.8e-16
k141_5760_length_147092_cov_40.9960_45	K00008	1.6e-09
k141_866_length_169961_cov_47.9829_69	K00009	1.4e-07
k141_11173_length_305594_cov_43.2379_254	K00010	8.4e-58
k141_10891_length_85343_cov_39.9853_47	K00010	2.1e-50
k141_11173_length_305594_cov_43.2379_149	K00010	3.6e-50
k141_866_length_169961_cov_47.9829_137	K00010	2.1e-08
k141_11173_length_305594_cov_43.2379_12	K00010	3.2e-08
k141_5760_length_147092_cov_40.9960_22	K00010	6.1e-06
k141_5760_length_147092_cov_40.9960_22	K00012	4e-109
k141_11173_length_305594_cov_43.2379_245	K00012	2.7e-56
k141_16052_length_198157_cov_39.8974_160	K00012	5.8e-06
k141_4055_length_476155_cov_42.4054_227	K00013	8.8e-149
k141_4055_length_476155_cov_42.4054_197	K00014	6.9e-81
k141_11173_length_305594_cov_43.2379_230	K00014	5.7e-08
k141_11173_length_305594_cov_43.2379_63	K00014	7e-06
k141_4055_length_476155_cov_42.4054_322	K00014	7.6e-06
k141_2421_length_206144_cov_43.9950_164	K00015	6.3e-116
k141_866_length_169961_cov_47.9829_118	K00015	1.9e-79
k141_4055_length_476155_cov_42.4054_103	K00015	2.3e-74
k141_866_length_169961_cov_47.9829_73	K00015	2.7e-74
k141_13251_length_137265_cov_41.9886_63	K00015	5.4e-48
k141_866_length_169961_cov_47.9829_141	K00015	5.9e-06
k141_7686_length_184994_cov_37.9948_156	K00016	9.8e-118
k141_5476_length_125651_cov_41.9942_4	K00016	7.6e-101
k141_5476_length_125651_cov_41.9942_5	K00016	1.2e-99
k141_12740_length_180184_cov_40.0000_84	K00016	5.2e-09
k141_14299_length_87702_cov_42.9877_45	K00016	3.2e-06
k141_2421_length_206144_cov_43.9950_164	K00018	9e-83
k141_866_length_169961_cov_47.9829_118	K00018	3.2e-78
k141_866_length_169961_cov_47.9829_73	K00018	2.9e-72
k141_4055_length_476155_cov_42.4054_103	K00018	9.9e-68
k141_13251_length_137265_cov_41.9886_63	K00018	2.9e-49
k141_16052_length_198157_cov_39.8974_152	K00019	1.3e-57
k141_11173_length_305594_cov_43.2379_250	K00019	2.6e-57
k141_5760_length_147092_cov_40.9960_9	K00019	5.7e-55
k141_866_length_169961_cov_47.9829_119	K00019	8.8e-46
k141_11173_length_305594_cov_43.2379_19	K00019	6.5e-44
k141_12740_length_180184_cov_40.0000_56	K00019	7.8e-42
k141_11173_length_305594_cov_43.2379_42	K00019	9.1e-41
k141_2421_length_206144_cov_43.9950_147	K00019	1.1e-35
k141_5760_length_147092_cov_40.9960_4	K00019	2e-21
k141_5760_length_147092_cov_40.9960_3	K00019	8.9e-16
k141_16052_length_198157_cov_39.8974_151	K00019	8.4e-15
k141_5760_length_147092_cov_40.9960_13	K00019	5.4e-11
k141_5760_length_147092_cov_40.9960_2	K00019	3.5e-07
k141_6950_length_34913_cov_39.9691_3	K00020	2.3e-34
