gene 	 KO 	 Evalue
k141_4454_length_125801_cov_15.0000_43	K00001	5.5e-81
k141_2297_length_52944_cov_15.0000_35	K00001	4.9e-74
k141_4454_length_125801_cov_15.0000_57	K00001	2.7e-71
k141_4032_length_159642_cov_16.9978_59	K00001	2.4e-66
k141_2787_length_130392_cov_14.9955_12	K00001	5.7e-64
k141_2325_length_89082_cov_21.9927_65	K00001	3.6e-63
k141_2595_length_182105_cov_15.5765_10	K00001	1.7e-59
k141_4751_length_211379_cov_21.6923_8	K00001	6.6e-59
k141_4320_length_56704_cov_20.9934_6	K00001	5.2e-54
k141_4320_length_56704_cov_20.9934_8	K00001	4.5e-53
k141_540_length_82683_cov_20.9927_37	K00001	2.2e-52
k141_1530_length_69992_cov_19.0934_40	K00001	1.1e-50
k141_4574_length_52869_cov_21.7598_24	K00001	6.9e-49
k141_2862_length_83584_cov_23.9936_35	K00001	1.7e-43
k141_3673_length_85597_cov_13.9975_64	K00001	1.3e-40
k141_2325_length_89082_cov_21.9927_40	K00001	8.3e-39
k141_2787_length_130392_cov_14.9955_54	K00001	7.5e-32
k141_4579_length_60245_cov_18.9995_14	K00001	3.5e-30
k141_4415_length_27766_cov_19.0000_8	K00001	5.3e-30
k141_3673_length_85597_cov_13.9975_27	K00001	8.4e-26
k141_2529_length_59241_cov_20.0181_26	K00001	2.2e-24
k141_4454_length_125801_cov_15.0000_91	K00001	9.7e-24
k141_4454_length_125801_cov_15.0000_1	K00001	1.2e-20
k141_2465_length_235321_cov_19.2012_102	K00001	8.1e-14
k141_1530_length_69992_cov_19.0934_27	K00001	1.5e-08
k141_2595_length_182105_cov_15.5765_5	K00001	1.1e-07
k141_3966_length_208066_cov_22.7751_125	K00001	1.8e-06
k141_1407_length_109184_cov_19.0388_72	K00001	5e-06
k141_2465_length_235321_cov_19.2012_103	K00002	3.7e-62
k141_2787_length_130392_cov_14.9955_121	K00002	7.8e-52
k141_3565_length_15495_cov_21.9699_1	K00002	7.7e-40
k141_2834_length_134876_cov_14.9979_21	K00002	1.4e-12
k141_2896_length_52920_cov_17.0000_47	K00002	2.2e-12
k141_2834_length_134876_cov_14.9979_13	K00002	5.9e-12
k141_2834_length_134876_cov_14.9979_11	K00002	4.7e-10
k141_3143_length_163132_cov_19.0082_26	K00002	1.9e-09
k141_4513_length_258715_cov_19.0107_114	K00002	2.2e-08
k141_1928_length_150398_cov_18.9976_119	K00002	4.3e-08
k141_349_length_169686_cov_20.4666_20	K00002	8.8e-08
k141_349_length_169686_cov_20.4666_39	K00002	2.1e-06
k141_2834_length_134876_cov_14.9979_18	K00002	9.7e-06
k141_2356_length_88149_cov_20.0000_17	K00003	1.5e-77
k141_2862_length_83584_cov_23.9936_59	K00003	1.3e-68
k141_1767_length_118360_cov_17.9548_95	K00003	4.1e-10
k141_3240_length_120433_cov_21.7097_80	K00003	1.2e-06
k141_2595_length_182105_cov_15.5765_10	K00004	2.2e-100
k141_2325_length_89082_cov_21.9927_65	K00004	1.3e-94
k141_2297_length_52944_cov_15.0000_35	K00004	2.3e-75
k141_4454_length_125801_cov_15.0000_43	K00004	1.4e-68
k141_4454_length_125801_cov_15.0000_57	K00004	1e-63
k141_4320_length_56704_cov_20.9934_6	K00004	1.7e-55
k141_4751_length_211379_cov_21.6923_8	K00004	9.4e-52
k141_2787_length_130392_cov_14.9955_12	K00004	8.3e-42
k141_4032_length_159642_cov_16.9978_59	K00004	2e-40
k141_540_length_82683_cov_20.9927_37	K00004	7.1e-33
k141_1530_length_69992_cov_19.0934_40	K00004	1.4e-30
k141_3673_length_85597_cov_13.9975_64	K00004	2e-27
k141_4320_length_56704_cov_20.9934_8	K00004	2.2e-20
k141_4574_length_52869_cov_21.7598_24	K00004	9.6e-20
k141_2787_length_130392_cov_14.9955_54	K00004	5.4e-15
k141_4454_length_125801_cov_15.0000_91	K00004	3.2e-14
k141_4454_length_125801_cov_15.0000_1	K00004	1.5e-12
k141_1530_length_69992_cov_19.0934_27	K00004	8.5e-11
k141_2382_length_34886_cov_22.9765_36	K00004	1.2e-06
k141_3966_length_208066_cov_22.7751_125	K00004	1.5e-06
k141_2862_length_83584_cov_23.9936_62	K00005	8.4e-154
k141_2465_length_235321_cov_19.2012_166	K00005	1.1e-150
k141_2862_length_83584_cov_23.9936_35	K00005	1.4e-19
k141_2325_length_89082_cov_21.9927_40	K00005	1.1e-18
k141_2529_length_59241_cov_20.0181_26	K00005	5.2e-16
k141_3673_length_85597_cov_13.9975_27	K00005	2.5e-15
k141_2465_length_235321_cov_19.2012_102	K00005	6.1e-14
k141_4415_length_27766_cov_19.0000_8	K00005	5.2e-13
k141_4579_length_60245_cov_18.9995_14	K00005	2.1e-11
k141_3240_length_120433_cov_21.7097_28	K00005	4.3e-09
k141_3458_length_9234_cov_20.0000_3	K00007	7.6e-197
k141_2595_length_182105_cov_15.5765_8	K00007	7.3e-104
k141_1396_length_68531_cov_18.0000_39	K00007	7.4e-101
k141_3673_length_85597_cov_13.9975_37	K00007	3e-40
k141_2325_length_89082_cov_21.9927_47	K00007	2.5e-26
k141_2325_length_89082_cov_21.9927_65	K00008	1.5e-103
k141_2595_length_182105_cov_15.5765_10	K00008	7.2e-103
k141_2297_length_52944_cov_15.0000_35	K00008	8.5e-80
k141_4454_length_125801_cov_15.0000_57	K00008	2e-76
k141_4454_length_125801_cov_15.0000_43	K00008	5.6e-76
k141_4320_length_56704_cov_20.9934_6	K00008	5.1e-55
k141_4751_length_211379_cov_21.6923_8	K00008	2.6e-51
k141_4032_length_159642_cov_16.9978_59	K00008	1.7e-46
k141_2787_length_130392_cov_14.9955_12	K00008	2.6e-43
k141_540_length_82683_cov_20.9927_37	K00008	2.1e-36
k141_1530_length_69992_cov_19.0934_40	K00008	1.7e-31
k141_3673_length_85597_cov_13.9975_64	K00008	2.1e-23
k141_4320_length_56704_cov_20.9934_8	K00008	1.6e-19
k141_2787_length_130392_cov_14.9955_54	K00008	6.9e-18
k141_4574_length_52869_cov_21.7598_24	K00008	2.1e-15
k141_4454_length_125801_cov_15.0000_1	K00008	9.3e-11
k141_4454_length_125801_cov_15.0000_91	K00008	1.9e-10
k141_1530_length_69992_cov_19.0934_27	K00008	2.2e-10
k141_1407_length_109184_cov_19.0388_72	K00008	4.2e-07
k141_2382_length_34886_cov_22.9765_36	K00008	4.7e-07
k141_3966_length_208066_cov_22.7751_125	K00008	2.9e-06
k141_2325_length_89082_cov_21.9927_47	K00009	3.2e-151
k141_2595_length_182105_cov_15.5765_8	K00009	5.7e-29
k141_3458_length_9234_cov_20.0000_3	K00009	6.4e-27
k141_1396_length_68531_cov_18.0000_39	K00009	1.4e-25
k141_3673_length_85597_cov_13.9975_37	K00009	6.3e-15
k141_5393_length_11143_cov_25.9593_11	K00009	9.9e-06
k141_4751_length_211379_cov_21.6923_17	K00010	2.1e-100
k141_1767_length_118360_cov_17.9548_95	K00010	1.1e-49
k141_2595_length_182105_cov_15.5765_110	K00010	2.4e-43
k141_3287_length_37338_cov_18.9913_13	K00010	3.1e-42
k141_2465_length_235321_cov_19.2012_193	K00010	8.3e-38
k141_3240_length_120433_cov_21.7097_80	K00010	1.6e-34
k141_5393_length_11143_cov_25.9593_11	K00010	1.4e-07
k141_4513_length_258715_cov_19.0107_151	K00010	8.7e-06
k141_1364_length_6881_cov_15.8794_4	K00012	1.3e-112
k141_2657_length_80810_cov_22.9912_53	K00012	4.4e-82
k141_2325_length_89082_cov_21.9927_56	K00012	7.4e-08
k141_1530_length_69992_cov_19.0934_42	K00012	6.2e-06
k141_1530_length_69992_cov_19.0934_10	K00013	2.5e-173
k141_2529_length_59241_cov_20.0181_23	K00013	2e-145
k141_3966_length_208066_cov_22.7751_126	K00014	8.1e-98
k141_5393_length_11143_cov_25.9593_3	K00014	2.2e-88
k141_5432_length_32043_cov_15.0000_22	K00014	1.3e-72
k141_5592_length_58659_cov_19.1227_17	K00014	5.6e-12
k141_5325_length_165097_cov_18.7701_113	K00014	9.4e-09
k141_5393_length_11143_cov_25.9593_11	K00014	5.5e-08
k141_2382_length_34886_cov_22.9765_36	K00014	6.8e-07
k141_1407_length_109184_cov_19.0388_72	K00014	3.2e-06
k141_2595_length_182105_cov_15.5765_172	K00014	3.8e-06
k141_3143_length_163132_cov_19.0082_95	K00014	3.9e-06
k141_2595_length_182105_cov_15.5765_175	K00014	4.7e-06
k141_5325_length_165097_cov_18.7701_131	K00014	6.8e-06
k141_2325_length_89082_cov_21.9927_19	K00015	5.5e-113
k141_4032_length_159642_cov_16.9978_112	K00015	1.4e-88
k141_349_length_169686_cov_20.4666_144	K00015	8.4e-79
