gene 	 KO 	 Evalue
k141_1442_length_283593_cov_47.9961_26	K00001	8.7e-79
k141_1442_length_283593_cov_47.9961_92	K00001	3.4e-73
k141_707_length_118040_cov_61.6548_87	K00001	8.7e-65
k141_6786_length_56287_cov_49.8069_6	K00001	6.4e-60
k141_272_length_141161_cov_58.1771_116	K00001	4.7e-59
k141_1058_length_84955_cov_62.5552_83	K00001	1.4e-58
k141_6786_length_56287_cov_49.8069_4	K00001	6.1e-57
k141_1442_length_283593_cov_47.9961_34	K00001	8.2e-56
k141_1442_length_283593_cov_47.9961_112	K00001	5.1e-54
k141_5423_length_88828_cov_57.9817_63	K00001	2.2e-53
k141_9459_length_113235_cov_54.3808_86	K00001	3.3e-53
k141_7697_length_96846_cov_51.9772_49	K00001	3.5e-52
k141_1442_length_283593_cov_47.9961_148	K00001	2.5e-49
k141_5099_length_22442_cov_60.9079_18	K00001	3.9e-49
k141_272_length_141161_cov_58.1771_114	K00001	3.3e-44
k141_6506_length_87788_cov_56.9738_6	K00001	2e-42
k141_7315_length_192171_cov_57.1795_140	K00001	1.4e-34
k141_694_length_248509_cov_55.0388_141	K00001	3.3e-30
k141_3707_length_94717_cov_48.9895_64	K00001	1.6e-28
k141_9459_length_113235_cov_54.3808_96	K00001	2.3e-26
k141_1442_length_283593_cov_47.9961_68	K00001	9e-22
k141_1674_length_41044_cov_56.9733_11	K00001	1.8e-13
k141_6806_length_139222_cov_56.5407_95	K00001	3.9e-08
k141_1683_length_98620_cov_48.1516_67	K00001	8.9e-08
k141_1442_length_283593_cov_47.9961_143	K00001	5.1e-06
k141_1674_length_41044_cov_56.9733_12	K00002	1.5e-65
k141_1683_length_98620_cov_48.1516_25	K00002	2.3e-52
k141_6113_length_246020_cov_54.9994_1	K00002	4e-37
k141_3431_length_12211_cov_49.0085_3	K00002	1.3e-30
k141_8879_length_172984_cov_59.2747_29	K00002	5.2e-14
k141_694_length_248509_cov_55.0388_175	K00002	2.9e-08
k141_6113_length_246020_cov_54.9994_218	K00002	5.4e-08
k141_1239_length_161264_cov_53.3828_8	K00002	6.9e-08
k141_6786_length_56287_cov_49.8069_9	K00002	8.7e-08
k141_3887_length_59583_cov_55.9764_52	K00003	2.8e-78
k141_4340_length_45039_cov_60.9666_30	K00003	7e-70
k141_6786_length_56287_cov_49.8069_6	K00004	6.5e-101
k141_1442_length_283593_cov_47.9961_112	K00004	5.2e-99
k141_1442_length_283593_cov_47.9961_34	K00004	9e-98
k141_1442_length_283593_cov_47.9961_148	K00004	1.1e-96
k141_707_length_118040_cov_61.6548_87	K00004	8.9e-96
k141_9459_length_113235_cov_54.3808_86	K00004	3.2e-92
k141_1058_length_84955_cov_62.5552_83	K00004	5.1e-92
k141_6786_length_56287_cov_49.8069_4	K00004	3.5e-87
k141_7697_length_96846_cov_51.9772_49	K00004	1.4e-79
k141_272_length_141161_cov_58.1771_114	K00004	2e-79
k141_1442_length_283593_cov_47.9961_92	K00004	3.1e-75
k141_1442_length_283593_cov_47.9961_26	K00004	3.1e-68
k141_272_length_141161_cov_58.1771_116	K00004	6.9e-53
k141_9459_length_113235_cov_54.3808_96	K00004	2.4e-35
k141_5423_length_88828_cov_57.9817_63	K00004	5.4e-35
k141_5099_length_22442_cov_60.9079_18	K00004	5.3e-21
k141_1442_length_283593_cov_47.9961_68	K00004	1.2e-14
k141_2839_length_56598_cov_57.2977_25	K00004	1.1e-06
k141_4340_length_45039_cov_60.9666_22	K00005	5.3e-155
k141_6806_length_139222_cov_56.5407_95	K00005	3.8e-143
k141_7697_length_96846_cov_51.9772_36	K00005	4.2e-92
k141_6506_length_87788_cov_56.9738_6	K00005	1.1e-19
k141_694_length_248509_cov_55.0388_141	K00005	2.1e-17
k141_7315_length_192171_cov_57.1795_140	K00005	4.3e-16
