gene 	 KO 	 Evalue
k141_1735_length_5255_cov_7.0000_1	K00001	2.9e-30
k141_10428_length_5398_cov_7.0000_4	K00001	2.1e-16
k141_801_length_2480_cov_7.9312_1	K00001	1.1e-14
k141_14055_length_5239_cov_6.0000_1	K00002	2.7e-46
k141_7499_length_4981_cov_7.0000_5	K00002	1.8e-09
k141_14010_length_3224_cov_7.0000_2	K00002	5.6e-08
k141_12825_length_3253_cov_7.0000_2	K00002	7.9e-08
k141_10829_length_1909_cov_8.0000_1	K00002	6e-07
k141_11753_length_9906_cov_6.0000_3	K00003	2.5e-78
k141_13290_length_30488_cov_8.0000_20	K00003	6.2e-06
k141_7592_length_2008_cov_7.0000_3	K00003	7.4e-06
k141_1735_length_5255_cov_7.0000_1	K00004	6.9e-53
k141_801_length_2480_cov_7.9312_1	K00004	3.1e-22
k141_7674_length_12691_cov_6.0000_2	K00004	1.1e-06
k141_10428_length_5398_cov_7.0000_4	K00005	1.5e-13
k141_1735_length_5255_cov_7.0000_1	K00008	2.2e-52
k141_801_length_2480_cov_7.9312_1	K00008	2.1e-22
k141_6044_length_7735_cov_7.6134_2	K00010	1.3e-50
k141_1567_length_12867_cov_8.0000_4	K00010	6.4e-49
k141_7312_length_2900_cov_8.9725_1	K00010	3.6e-48
k141_3466_length_19192_cov_9.0000_9	K00010	2.8e-44
k141_3466_length_19192_cov_9.0000_7	K00010	1.5e-38
k141_13718_length_5848_cov_8.0000_3	K00010	4.2e-38
k141_9450_length_3215_cov_7.0000_2	K00010	3.1e-37
k141_13940_length_3155_cov_5.0000_2	K00010	3.3e-36
k141_7592_length_2008_cov_7.0000_3	K00010	2.1e-35
k141_3882_length_2389_cov_7.0000_3	K00010	2.5e-34
k141_6588_length_10688_cov_9.0000_10	K00010	5.6e-32
k141_11592_length_22524_cov_9.0502_20	K00010	5.6e-31
k141_10045_length_12420_cov_11.9909_10	K00010	8.8e-27
k141_16536_length_19021_cov_8.9949_4	K00010	1.1e-25
k141_1482_length_6658_cov_7.0000_3	K00010	2.2e-25
k141_3855_length_3502_cov_5.0000_1	K00010	5.5e-24
k141_6588_length_10688_cov_9.0000_7	K00010	6.7e-24
