gene 	 KO 	 Evalue
k141_6532_6	K00001	1.4e-63
k141_31337_2	K00001	3e-57
k141_25074_7	K00001	2.5e-49
k141_11694_10	K00001	3.7e-45
k141_10060_6	K00001	6.1e-35
k141_5178_3	K00001	2.4e-34
k141_5853_2	K00001	6.4e-24
k141_9782_3	K00001	1e-21
k141_16447_1	K00001	1.4e-19
k141_11694_7	K00001	6.1e-12
k141_27903_6	K00001	7e-06
k141_2462_4	K00003	1.2e-138
k141_6532_6	K00004	1.8e-113
k141_31337_2	K00004	6.1e-96
k141_11694_10	K00004	2.2e-84
k141_25074_7	K00004	5.2e-65
k141_23248_7	K00004	1.4e-07
k141_2203_2	K00004	1.3e-06
k141_18910_1	K00004	3.7e-06
k141_15957_1	K00004	5.9e-06
k141_16214_1	K00004	9.5e-06
k141_31337_3	K00005	1.3e-127
k141_7020_1	K00005	7.3e-112
k141_6608_2	K00005	4.4e-85
k141_10060_6	K00005	4.7e-21
k141_5178_3	K00005	2.8e-16
k141_5853_2	K00005	1.1e-12
k141_11694_7	K00005	1.5e-06
k141_4314_5	K00007	5e-47
k141_6532_6	K00008	9.6e-117
k141_31337_2	K00008	2.9e-102
k141_11694_10	K00008	1.9e-90
k141_25074_7	K00008	2.1e-71
k141_30075_1	K00008	4.8e-08
k141_18910_1	K00008	3.9e-06
k141_23248_7	K00008	4.6e-06
k141_22258_7	K00008	8.5e-06
k141_4314_5	K00009	5.1e-09
k141_1308_3	K00010	5.1e-65
k141_22600_1	K00010	3.8e-36
k141_22258_2	K00010	8.4e-35
k141_16225_2	K00012	2.8e-08
k141_17874_4	K00014	4.5e-21
k141_7599_1	K00014	5.2e-10
k141_26180_5	K00014	6.2e-08
k141_17874_3	K00015	1.6e-99
k141_5272_3	K00015	4.2e-63
k141_31234_2	K00015	3.2e-22
k141_7599_1	K00015	4.3e-09
k141_14644_1	K00015	1.2e-08
k141_6382_4	K00015	2.1e-07
k141_26180_5	K00016	1.7e-77
k141_32217_2	K00016	2.2e-50
k141_17874_3	K00018	1e-79
k141_5272_3	K00018	4.6e-50
k141_31234_2	K00018	2.4e-22
k141_14644_1	K00018	6.5e-09
k141_9541_1	K00018	1.6e-07
k141_6382_4	K00018	7.6e-06
k141_11694_5	K00019	9.6e-62
k141_6996_2	K00019	1.9e-60
k141_10017_2	K00019	5.8e-42
k141_26451_1	K00019	7.6e-39
k141_27903_6	K00019	2.6e-38
k141_29310_2	K00019	6.3e-28
k141_6382_4	K00020	7.7e-99
k141_17874_3	K00020	4.6e-10
k141_3726_4	K00020	7e-09
k141_16224_4	K00020	4.5e-08
k141_16225_2	K00022	4e-86
