gene 	 KO 	 Evalue
k141_1909_length_10283_cov_7.0000_7	K00001	1.3e-80
k141_7708_length_6955_cov_6.0000_6	K00001	5.5e-74
k141_4503_length_10368_cov_8.0000_2	K00001	5.2e-68
k141_326_length_87863_cov_11.0000_76	K00001	1.9e-63
k141_5335_length_7790_cov_7.0000_6	K00001	1.4e-62
k141_326_length_87863_cov_11.0000_12	K00001	2.1e-56
k141_4519_length_62894_cov_10.6191_23	K00001	2.7e-55
k141_2689_length_24966_cov_10.9975_11	K00001	6e-53
k141_471_length_51141_cov_8.0000_13	K00001	9.3e-53
k141_4235_length_12495_cov_7.0000_3	K00001	2.7e-52
k141_326_length_87863_cov_11.0000_7	K00001	5.6e-52
k141_952_length_9353_cov_8.0000_6	K00001	1.2e-51
k141_3449_length_27214_cov_10.9760_18	K00001	7.9e-42
k141_2562_length_61441_cov_12.0641_15	K00001	2.8e-39
k141_7886_length_22975_cov_9.0000_23	K00001	8.2e-38
k141_3255_length_45801_cov_11.0000_33	K00001	1.5e-30
k141_4700_length_33232_cov_8.0000_31	K00001	2.2e-30
k141_2279_length_17587_cov_10.0000_15	K00001	6.1e-30
k141_3164_length_36755_cov_9.0000_3	K00001	9.5e-30
k141_1839_length_25027_cov_10.0031_14	K00001	2.4e-29
k141_2213_length_143242_cov_16.0270_88	K00001	4.1e-25
k141_2691_length_24621_cov_8.0000_27	K00001	9.1e-25
k141_5696_length_38070_cov_9.9948_34	K00001	3.6e-22
k141_5337_length_35185_cov_10.9874_10	K00001	2.3e-20
k141_471_length_51141_cov_8.0000_39	K00001	5.5e-20
k141_5831_length_55865_cov_10.9966_10	K00001	4.9e-14
k141_827_length_8045_cov_8.0000_8	K00001	2e-08
k141_1149_length_16600_cov_9.9843_3	K00001	3.2e-06
k141_2519_length_16479_cov_9.9900_4	K00001	9.6e-06
k141_5831_length_55865_cov_10.9966_11	K00002	3.6e-62
k141_7778_length_10610_cov_8.9832_5	K00002	1.9e-54
k141_4922_length_4354_cov_10.9532_1	K00002	3.7e-39
k141_5793_length_46033_cov_8.0000_11	K00002	6.1e-28
k141_5178_length_9038_cov_8.0000_5	K00002	6.1e-13
k141_3405_length_48093_cov_10.9965_40	K00002	1.8e-10
k141_1947_length_14448_cov_9.0000_2	K00002	2.1e-08
k141_4283_length_8292_cov_9.0000_8	K00002	2.8e-08
k141_5239_length_55903_cov_9.9987_2	K00002	3.1e-08
k141_5178_length_9038_cov_8.0000_8	K00002	8.2e-08
k141_5239_length_55903_cov_9.9987_31	K00002	1.4e-07
k141_4348_length_60135_cov_9.0000_49	K00002	4.5e-06
k141_7683_length_15309_cov_10.0000_2	K00003	1.5e-77
k141_5369_length_11045_cov_11.0000_9	K00003	7.3e-69
k141_471_length_51141_cov_8.0000_20	K00003	3.6e-10
k141_1094_length_26268_cov_10.0120_6	K00003	4.5e-07
k141_4229_length_15429_cov_8.0000_17	K00003	1.2e-06
k141_3019_length_106020_cov_10.9979_82	K00003	5.2e-06
k141_4519_length_62894_cov_10.6191_23	K00004	6.4e-101
k141_326_length_87863_cov_11.0000_76	K00004	2.1e-95
k141_952_length_9353_cov_8.0000_6	K00004	3.1e-78
k141_7708_length_6955_cov_6.0000_6	K00004	7.7e-76
k141_1909_length_10283_cov_7.0000_7	K00004	2.3e-68
k141_4503_length_10368_cov_8.0000_2	K00004	1.3e-60
k141_326_length_87863_cov_11.0000_7	K00004	3.7e-54
k141_5335_length_7790_cov_7.0000_6	K00004	4.8e-42
k141_2689_length_24966_cov_10.9975_11	K00004	1.9e-33
k141_5337_length_35185_cov_10.9874_10	K00004	2.6e-31
k141_471_length_51141_cov_8.0000_13	K00004	2.3e-25
k141_4235_length_12495_cov_7.0000_3	K00004	1.5e-22
k141_326_length_87863_cov_11.0000_12	K00004	1.8e-20
k141_2691_length_24621_cov_8.0000_27	K00004	2.1e-16
k141_471_length_51141_cov_8.0000_39	K00004	6.6e-16
k141_4700_length_33232_cov_8.0000_31	K00004	4.3e-15
k141_827_length_8045_cov_8.0000_8	K00004	2.9e-11
k141_5337_length_35185_cov_10.9874_9	K00004	2e-06
k141_4401_length_24954_cov_14.0000_16	K00005	3.1e-154
k141_2562_length_61441_cov_12.0641_19	K00005	5e-151
k141_1149_length_16600_cov_9.9843_3	K00005	1.3e-112
