gene 	 KO 	 Evalue
k113_40023_length_46496_cov_91.9725_32	K00001	3.1e-36
k113_4370_length_25102_cov_104.8596_19	K00001	1.3e-34
k113_20652_length_136858_cov_92.0540_41	K00001	2.7e-23
k113_27524_length_59933_cov_90.8056_31	K00001	1.3e-22
k113_90465_length_122468_cov_86.2406_1	K00001	6.9e-22
k113_70603_length_112585_cov_89.9788_12	K00001	5.1e-07
k113_69724_length_108214_cov_89.8016_52	K00002	1.1e-09
k113_96807_length_53402_cov_93.9686_36	K00003	7.9e-138
k113_69439_length_23435_cov_96.9177_14	K00003	1.3e-07
k113_72177_length_185453_cov_80.0040_44	K00003	8.8e-07
k113_90465_length_122468_cov_86.2406_1	K00004	1.4e-33
k113_70603_length_112585_cov_89.9788_87	K00004	9.7e-09
k113_170330_length_31079_cov_90.9593_1	K00004	2.7e-07
k113_70603_length_112585_cov_89.9788_12	K00004	2.2e-06
k113_65901_length_98119_cov_91.6395_45	K00005	5.1e-29
k113_40023_length_46496_cov_91.9725_32	K00005	5.9e-22
k113_4370_length_25102_cov_104.8596_19	K00005	1.3e-20
k113_20652_length_136858_cov_92.0540_41	K00005	8e-15
k113_27524_length_59933_cov_90.8056_31	K00005	7.2e-12
k113_90465_length_122468_cov_86.2406_65	K00005	8.1e-12
k113_71765_length_18220_cov_74.9957_15	K00007	1.7e-37
k113_90465_length_122468_cov_86.2406_1	K00008	5.5e-36
k113_70603_length_112585_cov_89.9788_87	K00008	1.3e-07
k113_170330_length_31079_cov_90.9593_1	K00008	3.1e-07
k113_70603_length_112585_cov_89.9788_12	K00008	2e-06
k113_72177_length_185453_cov_80.0040_66	K00008	3.6e-06
k113_17419_length_53591_cov_95.6687_41	K00008	7.8e-06
k113_69439_length_23435_cov_96.9177_14	K00010	5.2e-43
k113_69724_length_108214_cov_89.8016_56	K00010	3.4e-08
k113_96807_length_53402_cov_93.9686_30	K00010	2.7e-06
k113_7578_length_176382_cov_80.9873_38	K00012	2.3e-109
k113_170330_length_31079_cov_90.9593_13	K00012	3.1e-10
k113_17419_length_53591_cov_95.6687_41	K00012	6.3e-06
k113_7578_length_176382_cov_80.9873_133	K00013	6e-193
k113_17419_length_53591_cov_95.6687_40	K00014	2.5e-98
k113_17419_length_53591_cov_95.6687_44	K00014	3.4e-91
k113_56157_length_10182_cov_101.2194_8	K00014	3.7e-07
k113_70603_length_112585_cov_89.9788_6	K00014	4.1e-07
k113_10105_length_55835_cov_98.9595_17	K00014	1.4e-06
k113_72177_length_185453_cov_80.0040_66	K00014	1.5e-06
k113_70603_length_112585_cov_89.9788_12	K00014	6e-06
k113_35408_length_18741_cov_86.0042_13	K00015	5.7e-82
k113_72177_length_185453_cov_80.0040_95	K00015	2.5e-57
k113_70603_length_112585_cov_89.9788_12	K00015	6.9e-08
k113_69724_length_108214_cov_89.8016_56	K00015	2.5e-06
k113_10105_length_55835_cov_98.9595_17	K00016	2.2e-135
k113_35408_length_18741_cov_86.0042_13	K00018	2.2e-120
k113_72177_length_185453_cov_80.0040_95	K00018	2.7e-50
k113_70603_length_112585_cov_89.9788_12	K00018	2.7e-08
k113_20652_length_136858_cov_92.0540_87	K00019	1.4e-60
k113_62200_length_23049_cov_92.8877_12	K00019	1.6e-54
k113_72177_length_185453_cov_80.0040_78	K00019	1.1e-39
k113_31026_length_60272_cov_86.9600_14	K00019	1.2e-39
k113_28673_length_11478_cov_73.9101_10	K00019	8.9e-08
k113_70603_length_112585_cov_89.9788_45	K00019	5.2e-07
k113_9792_length_17683_cov_89.9291_11	K00020	1.8e-09
k113_72177_length_185453_cov_80.0040_95	K00020	1.6e-07
k113_69724_length_108214_cov_89.8016_56	K00020	2.1e-07
k113_7578_length_176382_cov_80.9873_38	K00020	4.8e-07
k113_96807_length_53402_cov_93.9686_30	K00020	7.2e-07
k113_170330_length_31079_cov_90.9593_13	K00020	1.1e-06
k113_65238_length_54160_cov_79.9591_32	K00020	3.4e-06
k113_96807_length_53402_cov_93.9686_30	K00022	3.8e-66
k113_20652_length_136858_cov_92.0540_87	K00023	2.1e-87
k113_62200_length_23049_cov_92.8877_12	K00023	6e-65
k113_31026_length_60272_cov_86.9600_14	K00023	6.2e-35
k113_72177_length_185453_cov_80.0040_78	K00023	4.1e-27
k113_28673_length_11478_cov_73.9101_10	K00023	5.5e-08
k113_10105_length_55835_cov_98.9595_17	K00024	9.3e-95
k113_70603_length_112585_cov_89.9788_69	K00024	1.9e-07
k113_96807_length_53402_cov_93.9686_30	K00024	5.9e-06
k113_90465_length_122468_cov_86.2406_56	K00027	2.6e-139
k113_90465_length_122468_cov_86.2406_56	K00029	1.3e-84
k113_72177_length_185453_cov_80.0040_99	K00030	7.6e-54
k113_65238_length_54160_cov_79.9591_9	K00031	9.1e-165
k113_72177_length_185453_cov_80.0040_99	K00031	2.2e-52
k113_35408_length_18741_cov_86.0042_13	K00032	5e-57
k113_72177_length_185453_cov_80.0040_95	K00032	2.7e-37
k113_170330_length_31079_cov_90.9593_13	K00033	2.6e-08
k113_20652_length_136858_cov_92.0540_87	K00034	8e-90
k113_62200_length_23049_cov_92.8877_12	K00034	1e-69
k113_72177_length_185453_cov_80.0040_78	K00034	1.1e-38
k113_31026_length_60272_cov_86.9600_14	K00034	1.6e-38
k113_28673_length_11478_cov_73.9101_10	K00034	7.7e-09
k113_69439_length_23435_cov_96.9177_14	K00035	2e-13
k113_20652_length_136858_cov_92.0540_87	K00038	3.8e-69
k113_62200_length_23049_cov_92.8877_12	K00038	4.2e-53
k113_72177_length_185453_cov_80.0040_78	K00038	1.1e-32
k113_31026_length_60272_cov_86.9600_14	K00038	5.1e-31
k113_28673_length_11478_cov_73.9101_10	K00038	9.3e-07
k113_62200_length_23049_cov_92.8877_12	K00039	4.3e-40
k113_20652_length_136858_cov_92.0540_87	K00039	9.6e-39
k113_31026_length_60272_cov_86.9600_14	K00039	1.7e-33
k113_72177_length_185453_cov_80.0040_78	K00039	2.7e-25
k113_71765_length_18220_cov_74.9957_15	K00040	7.3e-105
k113_71765_length_18220_cov_74.9957_15	K00041	4.1e-27
k113_9792_length_17683_cov_89.9291_11	K00042	5.7e-07
k113_72177_length_185453_cov_80.0040_95	K00042	7e-07
k113_7578_length_176382_cov_80.9873_38	K00042	2.8e-06
k113_40023_length_46496_cov_91.9725_32	K00043	2e-83
k113_4370_length_25102_cov_104.8596_19	K00043	1.3e-77
k113_27524_length_59933_cov_90.8056_31	K00043	9.6e-55
k113_20652_length_136858_cov_92.0540_41	K00043	5.7e-52
k113_71765_length_18220_cov_74.9957_15	K00045	4.9e-56
k113_40023_length_46496_cov_91.9725_32	K00048	8.6e-175
k113_4370_length_25102_cov_104.8596_19	K00048	9.1e-78
k113_27524_length_59933_cov_90.8056_31	K00048	1.3e-73
k113_20652_length_136858_cov_92.0540_41	K00048	4.6e-48
k113_35408_length_18741_cov_86.0042_13	K00049	7.4e-35
