gene 	 KO 	 Evalue
k113_12389_length_48094_cov_20.7605_5	K00001	3.5e-57
k113_56154_length_137300_cov_19.9981_96	K00001	6.3e-38
k113_30816_length_39827_cov_17.9842_22	K00001	1.5e-37
k113_54300_length_344124_cov_17.9486_33	K00001	5.3e-31
k113_90569_length_60328_cov_19.9956_44	K00001	3.4e-22
k113_30816_length_39827_cov_17.9842_12	K00001	1.4e-11
k113_48860_length_41644_cov_21.5765_3	K00001	3.9e-08
k113_48860_length_41644_cov_21.5765_24	K00001	6.8e-06
k113_30816_length_39827_cov_17.9842_13	K00002	1.2e-06
k113_12389_length_48094_cov_20.7605_10	K00003	3.2e-141
k113_12389_length_48094_cov_20.7605_5	K00004	2.3e-93
k113_54560_length_89259_cov_27.9915_43	K00004	2.2e-07
k113_54560_length_89259_cov_27.9915_3	K00005	3.4e-127
k113_55677_length_48556_cov_19.9890_23	K00005	6.1e-112
k113_56154_length_137300_cov_19.9981_96	K00005	1.6e-22
k113_30816_length_39827_cov_17.9842_22	K00005	4e-20
k113_30816_length_39827_cov_17.9842_12	K00005	7.6e-19
k113_54300_length_344124_cov_17.9486_33	K00005	7.8e-18
k113_49851_length_18331_cov_17.9739_6	K00005	7.8e-12
k113_90569_length_60328_cov_19.9956_44	K00005	8e-10
k113_12389_length_48094_cov_20.7605_5	K00008	7e-114
k113_48860_length_41644_cov_21.5765_24	K00008	4e-06
k113_54560_length_89259_cov_27.9915_43	K00008	6.2e-06
k113_70988_length_131059_cov_19.9980_6	K00012	2.7e-109
k113_67813_length_46200_cov_17.9897_6	K00012	5.8e-07
k113_90294_length_239579_cov_19.1636_73	K00012	3.9e-06
k113_70988_length_131059_cov_19.9980_8	K00012	9.7e-06
k113_90294_length_239579_cov_19.1636_85	K00013	1e-183
k113_44076_length_176291_cov_20.9472_94	K00014	1.8e-77
k113_51439_length_74546_cov_20.7215_12	K00014	2e-07
k113_48860_length_41644_cov_21.5765_24	K00014	3.8e-07
k113_44076_length_176291_cov_20.9472_46	K00014	6e-07
k113_19255_length_101603_cov_20.9945_14	K00015	9.2e-93
k113_51439_length_74546_cov_20.7215_57	K00015	1.5e-75
k113_44076_length_176291_cov_20.9472_118	K00015	2.8e-63
k113_109360_length_150957_cov_19.0230_3	K00015	2.1e-08
k113_48860_length_41644_cov_21.5765_24	K00015	4.6e-07
k113_54560_length_89259_cov_27.9915_26	K00015	8e-06
k113_19255_length_101603_cov_20.9945_14	K00018	1.5e-125
k113_51439_length_74546_cov_20.7215_57	K00018	4.4e-70
k113_44076_length_176291_cov_20.9472_118	K00018	5.6e-50
k113_48860_length_41644_cov_21.5765_24	K00018	4.6e-10
k113_54560_length_89259_cov_27.9915_26	K00018	5.6e-07
k113_109360_length_150957_cov_19.0230_3	K00018	7.2e-07
k113_44076_length_176291_cov_20.9472_100	K00019	1.2e-58
k113_56154_length_137300_cov_19.9981_30	K00019	7.3e-56
k113_51439_length_74546_cov_20.7215_12	K00019	2.3e-43
k113_37705_length_10933_cov_19.9508_10	K00019	4.9e-11
k113_21097_length_20987_cov_16.9885_1	K00019	2.8e-06
k113_109360_length_150957_cov_19.0230_111	K00020	8e-10
k113_44076_length_176291_cov_20.9472_118	K00020	1.4e-08
k113_54560_length_89259_cov_27.9915_26	K00020	1.9e-08
k113_90569_length_60328_cov_19.9956_7	K00020	2.3e-07
k113_19255_length_101603_cov_20.9945_14	K00020	7.3e-07
k113_48860_length_41644_cov_21.5765_24	K00020	4.9e-06
k113_44076_length_176291_cov_20.9472_100	K00023	2.2e-80
k113_56154_length_137300_cov_19.9981_30	K00023	1.3e-76
k113_51439_length_74546_cov_20.7215_12	K00023	4.5e-32
k113_37705_length_10933_cov_19.9508_10	K00023	1.1e-08
k113_70988_length_131059_cov_19.9980_6	K00024	8.1e-06
k113_54300_length_344124_cov_17.9486_159	K00027	9.9e-141
k113_54300_length_344124_cov_17.9486_159	K00029	5e-91
k113_70988_length_131059_cov_19.9980_41	K00030	2.2e-50
k113_53303_length_89113_cov_15.9953_23	K00030	5.8e-06
k113_53303_length_89113_cov_15.9953_23	K00031	1.5e-163
k113_70988_length_131059_cov_19.9980_41	K00031	7.8e-52
k113_19255_length_101603_cov_20.9945_14	K00032	9e-67
k113_51439_length_74546_cov_20.7215_57	K00032	2.2e-44
k113_44076_length_176291_cov_20.9472_118	K00032	2e-38
k113_67813_length_46200_cov_17.9897_6	K00033	1e-05
k113_44076_length_176291_cov_20.9472_100	K00034	1.6e-76
k113_56154_length_137300_cov_19.9981_30	K00034	3.3e-75
k113_51439_length_74546_cov_20.7215_12	K00034	2.6e-40
k113_37705_length_10933_cov_19.9508_10	K00034	2.9e-11
k113_21097_length_20987_cov_16.9885_1	K00034	5.8e-07
k113_44076_length_176291_cov_20.9472_100	K00038	5.3e-69
k113_56154_length_137300_cov_19.9981_30	K00038	4.9e-60
k113_51439_length_74546_cov_20.7215_12	K00038	1.8e-38
k113_37705_length_10933_cov_19.9508_10	K00038	1.3e-06
k113_56154_length_137300_cov_19.9981_30	K00039	5.3e-39
k113_44076_length_176291_cov_20.9472_100	K00039	1.2e-29
k113_51439_length_74546_cov_20.7215_12	K00039	1.6e-29
k113_109360_length_150957_cov_19.0230_111	K00042	7e-09
k113_44076_length_176291_cov_20.9472_118	K00042	1e-06
k113_90569_length_60328_cov_19.9956_7	K00042	3e-06
k113_54560_length_89259_cov_27.9915_26	K00042	3.4e-06
k113_67813_length_46200_cov_17.9897_6	K00042	5.1e-06
k113_30816_length_39827_cov_17.9842_22	K00043	3.3e-88
k113_56154_length_137300_cov_19.9981_96	K00043	4.1e-68
k113_54300_length_344124_cov_17.9486_33	K00043	9.9e-67
k113_90569_length_60328_cov_19.9956_44	K00043	2e-57
k113_30816_length_39827_cov_17.9842_12	K00043	2.4e-34
k113_54560_length_89259_cov_27.9915_3	K00043	8.3e-18
k113_55677_length_48556_cov_19.9890_23	K00043	3.2e-06
k113_30816_length_39827_cov_17.9842_22	K00048	8.8e-173
k113_54300_length_344124_cov_17.9486_33	K00048	3e-82
k113_90569_length_60328_cov_19.9956_44	K00048	1.8e-71
k113_56154_length_137300_cov_19.9981_96	K00048	1.8e-59
k113_30816_length_39827_cov_17.9842_12	K00048	7.8e-44
k113_54560_length_89259_cov_27.9915_3	K00048	4.3e-13
k113_55677_length_48556_cov_19.9890_23	K00048	4.1e-06
k113_19255_length_101603_cov_20.9945_14	K00049	1.2e-36
k113_51439_length_74546_cov_20.7215_57	K00049	3.2e-23
k113_44076_length_176291_cov_20.9472_118	K00049	1.2e-16
k113_19255_length_101603_cov_20.9945_14	K00050	2.7e-58
k113_51439_length_74546_cov_20.7215_57	K00050	4e-46
k113_44076_length_176291_cov_20.9472_118	K00050	1e-32
k113_70988_length_131059_cov_19.9980_41	K00052	5.3e-154
k113_53303_length_89113_cov_15.9953_23	K00052	4.1e-16
k113_54560_length_89259_cov_27.9915_26	K00053	2e-153
k113_48860_length_41644_cov_21.5765_24	K00053	3e-06
k113_109360_length_150957_cov_19.0230_3	K00053	7.8e-06
k113_12389_length_48094_cov_20.7605_5	K00055	2.9e-38
k113_90294_length_239579_cov_19.1636_73	K00057	9.6e-131
k113_109360_length_150957_cov_19.0230_111	K00057	2.8e-09
k113_70988_length_131059_cov_19.9980_6	K00057	3.2e-09
k113_67813_length_46200_cov_17.9897_6	K00057	2.1e-08
k113_19255_length_101603_cov_20.9945_14	K00058	6.3e-107
k113_44076_length_176291_cov_20.9472_118	K00058	4.1e-97
k113_51439_length_74546_cov_20.7215_57	K00058	7.6e-86
k113_109360_length_150957_cov_19.0230_3	K00058	1.5e-10
k113_54560_length_89259_cov_27.9915_26	K00058	5.2e-07
k113_48860_length_41644_cov_21.5765_24	K00058	1.1e-06
k113_44076_length_176291_cov_20.9472_100	K00059	8.9e-97
k113_56154_length_137300_cov_19.9981_30	K00059	3.5e-91
k113_51439_length_74546_cov_20.7215_12	K00059	4.9e-52
k113_37705_length_10933_cov_19.9508_10	K00059	1.9e-15
k113_21097_length_20987_cov_16.9885_1	K00059	2.2e-13
k113_70988_length_131059_cov_19.9980_10	K00059	5e-06
k113_12389_length_48094_cov_20.7605_5	K00060	4.4e-83
k113_48860_length_41644_cov_21.5765_3	K00060	3.2e-07
k113_30816_length_39827_cov_17.9842_13	K00064	1.5e-36
k113_12335_length_21723_cov_17.9780_8	K00064	1.4e-16
k113_44076_length_176291_cov_20.9472_100	K00065	6.6e-77
k113_56154_length_137300_cov_19.9981_30	K00065	3.9e-71
k113_51439_length_74546_cov_20.7215_12	K00065	6.1e-43
k113_37705_length_10933_cov_19.9508_10	K00065	1.2e-13
k113_21097_length_20987_cov_16.9885_1	K00065	3.2e-09
k113_70988_length_131059_cov_19.9980_6	K00066	9.9e-53
k113_54560_length_89259_cov_27.9915_25	K00066	6.3e-06
k113_70988_length_131059_cov_19.9980_10	K00067	3.4e-28
k113_37705_length_10933_cov_19.9508_10	K00067	5.3e-27
k113_21097_length_20987_cov_16.9885_1	K00067	5.8e-19
k113_19255_length_101603_cov_20.9945_43	K00067	6.8e-15
k113_51439_length_74546_cov_20.7215_12	K00067	2.6e-07
k113_56154_length_137300_cov_19.9981_30	K00067	4.4e-06
k113_44076_length_176291_cov_20.9472_100	K00068	1.6e-59
k113_56154_length_137300_cov_19.9981_30	K00068	3e-47
k113_51439_length_74546_cov_20.7215_12	K00068	1.3e-25
k113_21097_length_20987_cov_16.9885_1	K00068	6e-08
k113_37705_length_10933_cov_19.9508_10	K00068	3.7e-07
k113_70988_length_131059_cov_19.9980_6	K00074	3.3e-10
k113_54300_length_344124_cov_17.9486_109	K00075	1.5e-115
k113_109360_length_150957_cov_19.0230_111	K00077	1.6e-08
