gene 	 KO 	 Evalue
k115_18064_length_74009_cov_42.8415_55	K00001	5.8e-31
k115_71970_length_49668_cov_46.9703_12	K00001	6.1e-06
k115_66702_length_83117_cov_37.3025_2	K00002	8.4e-16
k115_66702_length_83117_cov_37.3025_1	K00002	2.3e-11
k115_40696_length_45412_cov_41.2106_15	K00002	3.3e-08
k115_67885_length_326754_cov_41.9128_6	K00002	4.8e-08
k115_29739_length_110144_cov_38.9907_3	K00003	8.3e-160
k115_20632_length_109394_cov_43.9874_38	K00003	3.1e-135
k115_67885_length_326754_cov_41.9128_36	K00003	1e-07
k115_71970_length_49668_cov_46.9703_40	K00003	7.1e-07
k115_43447_length_79954_cov_39.9746_44	K00003	1.4e-06
k115_59434_length_33155_cov_34.9671_14	K00004	3.9e-08
k115_67885_length_326754_cov_41.9128_149	K00004	2.8e-06
k115_71970_length_49668_cov_46.9703_31	K00005	3.5e-29
k115_18064_length_74009_cov_42.8415_55	K00005	2.8e-15
k115_17919_length_184670_cov_36.9938_48	K00005	1.7e-09
k115_18064_length_74009_cov_42.8415_35	K00005	1.3e-07
k115_67885_length_326754_cov_41.9128_50	K00007	8.1e-53
k115_23955_length_86403_cov_44.9648_65	K00007	1.4e-41
k115_67885_length_326754_cov_41.9128_149	K00008	6e-08
k115_17919_length_184670_cov_36.9938_7	K00008	2.4e-06
k115_59434_length_33155_cov_34.9671_5	K00008	2.7e-06
k115_71970_length_49668_cov_46.9703_12	K00008	5.7e-06
k115_23955_length_86403_cov_44.9648_65	K00009	1e-15
k115_67885_length_326754_cov_41.9128_50	K00009	3.7e-07
k115_43447_length_79954_cov_39.9746_44	K00010	3.8e-51
k115_71970_length_49668_cov_46.9703_40	K00010	6.2e-45
k115_8584_length_213085_cov_41.1146_56	K00010	1.2e-41
k115_67885_length_326754_cov_41.9128_269	K00012	8.7e-109
k115_8584_length_213085_cov_41.1146_105	K00012	8.2e-67
k115_64668_length_132506_cov_36.9913_110	K00012	3.2e-11
k115_67885_length_326754_cov_41.9128_149	K00012	2.1e-07
k115_59434_length_33155_cov_34.9671_14	K00012	1.7e-06
k115_17919_length_184670_cov_36.9938_7	K00012	8.9e-06
k115_17919_length_184670_cov_36.9938_98	K00013	1.3e-186
k115_61225_length_31417_cov_38.9612_23	K00014	4e-92
k115_59434_length_33155_cov_34.9671_5	K00014	3.4e-08
k115_27671_length_26559_cov_48.9419_1	K00014	2.4e-06
k115_17919_length_184670_cov_36.9938_7	K00014	3.6e-06
k115_43447_length_79954_cov_39.9746_44	K00014	7.4e-06
k115_26696_length_37478_cov_46.9606_9	K00015	1.2e-93
k115_92366_length_47657_cov_48.9838_10	K00015	2.7e-73
k115_63201_length_98352_cov_47.0321_52	K00015	7.7e-70
k115_26696_length_37478_cov_46.9606_22	K00015	8.7e-64
k115_17919_length_184670_cov_36.9938_136	K00015	4.2e-58
k115_23502_length_36520_cov_40.1893_10	K00016	2.9e-134
k115_59434_length_33155_cov_34.9671_5	K00016	4.2e-105
k115_26696_length_37478_cov_46.9606_9	K00018	1.2e-126
k115_63201_length_98352_cov_47.0321_52	K00018	6.6e-68
k115_92366_length_47657_cov_48.9838_10	K00018	5.4e-65
k115_26696_length_37478_cov_46.9606_22	K00018	7.5e-59
k115_17919_length_184670_cov_36.9938_136	K00018	2.1e-48
k115_17919_length_184670_cov_36.9938_58	K00018	5.8e-06
k115_62008_length_93910_cov_45.9846_78	K00019	2.5e-57
k115_23955_length_86403_cov_44.9648_62	K00019	3.6e-57
k115_92366_length_47657_cov_48.9838_25	K00019	1.2e-55
k115_32633_length_28499_cov_47.1257_18	K00019	1e-43
k115_17919_length_184670_cov_36.9938_92	K00019	1.8e-33
k115_50502_length_16464_cov_40.9217_9	K00019	3.8e-16
k115_43008_length_10966_cov_47.8614_4	K00019	4.4e-08
k115_71970_length_49668_cov_46.9703_10	K00020	9.2e-10
k115_17919_length_184670_cov_36.9938_136	K00020	5.6e-07
k115_50405_length_51057_cov_37.9884_5	K00020	8.8e-07
k115_92366_length_47657_cov_48.9838_10	K00020	1.1e-06
k115_63201_length_98352_cov_47.0321_52	K00020	1.4e-06
k115_62008_length_93910_cov_45.9846_85	K00020	1.4e-06
k115_17919_length_184670_cov_36.9938_58	K00020	3.8e-06
k115_71970_length_49668_cov_46.9703_12	K00020	7.1e-06
k115_17919_length_184670_cov_36.9938_7	K00020	8.4e-06
k115_64668_length_132506_cov_36.9913_110	K00020	9.8e-06
k115_62008_length_93910_cov_45.9846_85	K00022	2.6e-68
k115_92366_length_47657_cov_48.9838_25	K00023	1.5e-86
k115_62008_length_93910_cov_45.9846_78	K00023	1.1e-69
k115_23955_length_86403_cov_44.9648_62	K00023	2.3e-57
k115_32633_length_28499_cov_47.1257_18	K00023	6.5e-39
k115_17919_length_184670_cov_36.9938_92	K00023	1.4e-24
k115_50502_length_16464_cov_40.9217_9	K00023	1.9e-16
k115_43008_length_10966_cov_47.8614_4	K00023	6.3e-08
k115_8584_length_213085_cov_41.1146_103	K00023	5.6e-06
k115_23502_length_36520_cov_40.1893_10	K00024	1.4e-99
k115_59434_length_33155_cov_34.9671_5	K00024	2.8e-89
k115_62008_length_93910_cov_45.9846_85	K00024	3.8e-07
k115_8584_length_213085_cov_41.1146_110	K00024	9.3e-07
k115_61225_length_31417_cov_38.9612_23	K00024	2.1e-06
k115_17919_length_184670_cov_36.9938_7	K00024	8.4e-06
k115_17880_length_54776_cov_44.2913_32	K00027	1.6e-140
k115_17880_length_54776_cov_44.2913_32	K00029	1.5e-84
k115_17919_length_184670_cov_36.9938_140	K00030	1.2e-52
k115_50405_length_51057_cov_37.9884_28	K00031	5.8e-162
k115_17919_length_184670_cov_36.9938_140	K00031	3.1e-51
k115_26696_length_37478_cov_46.9606_9	K00032	1.2e-62
k115_26696_length_37478_cov_46.9606_22	K00032	1.4e-39
k115_17919_length_184670_cov_36.9938_136	K00032	2.9e-39
k115_92366_length_47657_cov_48.9838_10	K00032	5e-38
k115_63201_length_98352_cov_47.0321_52	K00032	5.8e-37
