gene 	 KO 	 Evalue
k115_46648_length_142709_cov_35.0505_53	K00001	1e-51
k115_30215_length_33253_cov_43.0845_12	K00001	3.8e-44
k115_46372_length_50363_cov_39.9752_17	K00001	4.8e-40
k115_18415_length_40845_cov_39.0647_7	K00003	2.1e-77
k115_88072_length_8866_cov_40.8492_3	K00003	2.1e-09
k115_78453_length_63305_cov_39.9803_7	K00003	4.2e-06
k115_46648_length_142709_cov_35.0505_53	K00004	2.8e-83
k115_88963_length_88442_cov_33.9877_11	K00004	5.5e-07
k115_46372_length_50363_cov_39.9752_17	K00005	4.5e-19
k115_30215_length_33253_cov_43.0845_12	K00005	4.7e-12
k115_46648_length_142709_cov_35.0505_90	K00007	1.9e-38
k115_46648_length_142709_cov_35.0505_53	K00008	3.8e-84
k115_46648_length_142709_cov_35.0505_90	K00009	9.9e-22
k115_13351_length_94498_cov_34.9885_70	K00010	2.3e-50
k115_54891_length_32946_cov_41.9600_12	K00010	1e-44
k115_43313_length_56455_cov_36.9898_39	K00010	1.2e-22
k115_71680_length_62498_cov_41.9803_48	K00010	3.6e-08
k115_65620_length_40368_cov_37.9706_9	K00012	6.7e-192
k115_86197_length_12712_cov_40.8073_7	K00012	1.8e-110
k115_88963_length_88442_cov_33.9877_11	K00012	3.2e-06
k115_98848_length_31066_cov_38.9804_17	K00013	6.4e-182
k115_74315_length_30390_cov_35.9630_20	K00014	1.9e-80
k115_54891_length_32946_cov_41.9600_12	K00014	8.7e-10
k115_13351_length_94498_cov_34.9885_40	K00014	2e-06
k115_37947_length_7713_cov_45.8105_4	K00015	6.6e-97
k115_98848_length_31066_cov_38.9804_12	K00015	1.7e-88
k115_85233_length_16900_cov_36.9314_4	K00015	9.2e-59
k115_90772_length_49694_cov_32.9793_33	K00015	1.6e-58
k115_43352_length_121200_cov_42.9945_15	K00015	2.1e-51
k115_24544_length_32681_cov_34.9666_13	K00015	1.1e-40
k115_78453_length_63305_cov_39.9803_54	K00016	5.6e-37
k115_98848_length_31066_cov_38.9804_12	K00018	6.6e-124
k115_37947_length_7713_cov_45.8105_4	K00018	1.3e-102
k115_24544_length_32681_cov_34.9666_13	K00018	5.3e-57
k115_43352_length_121200_cov_42.9945_15	K00018	5.4e-53
k115_90772_length_49694_cov_32.9793_33	K00018	3.3e-51
k115_85233_length_16900_cov_36.9314_4	K00018	7.1e-49
k115_89015_length_66290_cov_40.9891_49	K00019	8.5e-57
k115_52361_length_49198_cov_40.9739_10	K00019	6e-56
k115_91121_length_33726_cov_37.9256_12	K00019	5.7e-49
k115_46648_length_142709_cov_35.0505_72	K00019	1.7e-33
k115_75640_length_53741_cov_33.9902_3	K00019	2.5e-28
k115_11786_length_24262_cov_34.9549_13	K00019	4.6e-21
k115_46648_length_142709_cov_35.0505_86	K00019	9.4e-14
k115_43352_length_121200_cov_42.9945_74	K00019	9.3e-09
k115_24544_length_32681_cov_34.9666_19	K00020	2e-10
k115_65620_length_40368_cov_37.9706_9	K00020	8.5e-09
k115_98848_length_31066_cov_38.9804_12	K00020	6.5e-06
k115_89015_length_66290_cov_40.9891_49	K00023	5.5e-83
k115_52361_length_49198_cov_40.9739_10	K00023	3.4e-61
k115_46648_length_142709_cov_35.0505_72	K00023	7e-45
k115_91121_length_33726_cov_37.9256_12	K00023	4e-41
k115_46648_length_142709_cov_35.0505_86	K00023	5.7e-24
k115_75640_length_53741_cov_33.9902_3	K00023	1.1e-22
k115_11786_length_24262_cov_34.9549_13	K00023	4.4e-13
k115_104085_length_44647_cov_39.9860_17	K00023	4.9e-10
k115_98646_length_30714_cov_45.0000_12	K00023	2.4e-09
k115_11786_length_24262_cov_34.9549_10	K00023	2.3e-06
k115_78453_length_63305_cov_39.9803_54	K00024	3.7e-78
k115_87951_length_45198_cov_39.9723_10	K00027	1.5e-127
k115_87951_length_45198_cov_39.9723_10	K00029	1.7e-116
k115_90956_length_41052_cov_48.9812_10	K00030	2.5e-49
k115_98916_length_37824_cov_37.9686_26	K00030	1.4e-44
k115_90956_length_41052_cov_48.9812_10	K00031	8.8e-107
k115_98916_length_37824_cov_37.9686_26	K00031	5.6e-36
k115_37947_length_7713_cov_45.8105_4	K00032	2.5e-62
k115_98848_length_31066_cov_38.9804_12	K00032	5.9e-62
k115_90772_length_49694_cov_32.9793_33	K00032	1.6e-37
k115_85233_length_16900_cov_36.9314_4	K00032	3e-34
k115_43352_length_121200_cov_42.9945_15	K00032	7.9e-25
k115_24544_length_32681_cov_34.9666_13	K00032	1.7e-12
k115_24544_length_32681_cov_34.9666_19	K00033	1e-06
k115_52361_length_49198_cov_40.9739_10	K00034	6.5e-82
