gene 	 KO 	 Evalue
k115_95719_length_1003_cov_4.0000_1	K00001	4.4e-16
k115_30961_length_5746_cov_5.0000_5	K00001	5.3e-16
k115_29810_length_1341_cov_4.0000_1	K00002	2.6e-59
k115_19570_length_4093_cov_5.0000_2	K00003	1.8e-158
k115_30961_length_5746_cov_5.0000_5	K00005	5e-17
k115_95719_length_1003_cov_4.0000_1	K00005	3e-13
k115_7480_length_3253_cov_4.0000_1	K00005	7.3e-09
k115_88928_length_2025_cov_4.0000_2	K00010	4e-63
k115_19570_length_4093_cov_5.0000_2	K00010	7.3e-10
k115_65106_length_1092_cov_4.0000_2	K00012	2.5e-07
k115_88351_length_3864_cov_4.0000_3	K00012	4.4e-06
k115_33197_length_1095_cov_4.0000_1	K00013	6.4e-38
k115_7480_length_3253_cov_4.0000_4	K00014	3.5e-31
k115_25656_length_1182_cov_4.0000_1	K00015	1.9e-91
k115_2262_length_2066_cov_5.0000_2	K00015	2.4e-78
k115_28279_length_1301_cov_4.0000_1	K00015	9.9e-40
k115_85056_length_1886_cov_4.0000_1	K00015	2.7e-08
k115_26115_length_2620_cov_3.0000_4	K00015	6e-08
k115_104073_length_1455_cov_5.0000_2	K00016	4.7e-58
k115_25656_length_1182_cov_4.0000_1	K00018	6.8e-119
k115_2262_length_2066_cov_5.0000_2	K00018	2.1e-80
k115_28279_length_1301_cov_4.0000_1	K00018	3.5e-32
k115_26115_length_2620_cov_3.0000_4	K00018	6.3e-08
k115_106230_length_2142_cov_4.0000_1	K00019	4.2e-51
k115_72495_length_2270_cov_5.0000_3	K00019	3.4e-49
k115_72495_length_2270_cov_5.0000_2	K00019	4.8e-49
k115_47094_length_1120_cov_4.0000_1	K00019	5.1e-46
k115_65946_length_2952_cov_5.0000_3	K00019	6.3e-45
k115_88322_length_1810_cov_4.0000_2	K00019	9.3e-18
k115_72495_length_2270_cov_5.0000_4	K00019	1.7e-14
k115_50276_length_2302_cov_5.0000_3	K00020	5e-09
k115_47094_length_1120_cov_4.0000_1	K00023	4e-73
k115_106230_length_2142_cov_4.0000_1	K00023	7.5e-57
k115_72495_length_2270_cov_5.0000_2	K00023	1.3e-51
k115_72495_length_2270_cov_5.0000_3	K00023	1.5e-49
k115_65946_length_2952_cov_5.0000_3	K00023	6.5e-39
k115_88322_length_1810_cov_4.0000_2	K00023	6.3e-20
k115_72495_length_2270_cov_5.0000_4	K00023	4.9e-14
k115_85954_length_5446_cov_4.0000_7	K00023	9.6e-11
k115_13876_length_5064_cov_4.0000_7	K00023	8.6e-08
k115_104073_length_1455_cov_5.0000_2	K00024	2.2e-40
k115_107600_length_1856_cov_4.0000_2	K00030	9.1e-97
k115_45552_length_1608_cov_5.0000_2	K00031	2.3e-163
k115_107600_length_1856_cov_4.0000_2	K00031	6.3e-86
k115_25656_length_1182_cov_4.0000_1	K00032	1.4e-70
k115_2262_length_2066_cov_5.0000_2	K00032	5.5e-45
k115_28279_length_1301_cov_4.0000_1	K00032	4.2e-26
k115_106230_length_2142_cov_4.0000_1	K00034	3.3e-97
k115_72495_length_2270_cov_5.0000_3	K00034	5.3e-72
k115_72495_length_2270_cov_5.0000_2	K00034	2.2e-69
k115_47094_length_1120_cov_4.0000_1	K00034	1.9e-65
k115_65946_length_2952_cov_5.0000_3	K00034	1.9e-45
k115_88322_length_1810_cov_4.0000_2	K00034	1.1e-29
k115_72495_length_2270_cov_5.0000_4	K00034	1.2e-21
k115_85954_length_5446_cov_4.0000_7	K00034	5e-14
k115_13876_length_5064_cov_4.0000_7	K00034	5e-14
k115_88928_length_2025_cov_4.0000_2	K00035	4.4e-19
k115_72495_length_2270_cov_5.0000_2	K00038	6.9e-77
k115_106230_length_2142_cov_4.0000_1	K00038	4.4e-66
k115_72495_length_2270_cov_5.0000_3	K00038	1.7e-62
k115_47094_length_1120_cov_4.0000_1	K00038	1.3e-59
k115_65946_length_2952_cov_5.0000_3	K00038	3.5e-32
k115_88322_length_1810_cov_4.0000_2	K00038	3.8e-25
k115_72495_length_2270_cov_5.0000_4	K00038	1.2e-19
k115_85954_length_5446_cov_4.0000_7	K00038	1.5e-11
k115_13876_length_5064_cov_4.0000_7	K00038	1e-10
k115_72495_length_2270_cov_5.0000_2	K00039	3.7e-34
k115_72495_length_2270_cov_5.0000_3	K00039	7e-33
k115_65946_length_2952_cov_5.0000_3	K00039	3.6e-31
k115_106230_length_2142_cov_4.0000_1	K00039	8.9e-30
k115_47094_length_1120_cov_4.0000_1	K00039	1.3e-26
k115_88322_length_1810_cov_4.0000_2	K00039	2.5e-15
k115_72495_length_2270_cov_5.0000_4	K00039	6.5e-10
k115_50276_length_2302_cov_5.0000_3	K00042	2.4e-07
k115_30961_length_5746_cov_5.0000_5	K00043	4e-62
k115_95719_length_1003_cov_4.0000_1	K00043	3.2e-50
k115_30961_length_5746_cov_5.0000_5	K00048	5.3e-44
k115_95719_length_1003_cov_4.0000_1	K00048	1.9e-34
k115_25656_length_1182_cov_4.0000_1	K00049	2.1e-34
k115_2262_length_2066_cov_5.0000_2	K00049	2.3e-23
k115_28279_length_1301_cov_4.0000_1	K00049	1.6e-16
k115_25656_length_1182_cov_4.0000_1	K00050	1.9e-59
k115_2262_length_2066_cov_5.0000_2	K00050	1.6e-44
k115_28279_length_1301_cov_4.0000_1	K00050	1.6e-21
k115_107600_length_1856_cov_4.0000_2	K00052	1.1e-83
k115_12370_length_2130_cov_5.0000_3	K00052	1.7e-39
k115_45552_length_1608_cov_5.0000_2	K00052	3.3e-15
k115_34169_length_1372_cov_5.0000_1	K00057	1.7e-06
k115_80857_length_1776_cov_5.0000_2	K00057	4.9e-06
k115_25656_length_1182_cov_4.0000_1	K00058	1.1e-99
k115_2262_length_2066_cov_5.0000_2	K00058	1e-85
k115_28279_length_1301_cov_4.0000_1	K00058	2.2e-52
k115_85056_length_1886_cov_4.0000_1	K00058	3.4e-23
k115_26115_length_2620_cov_3.0000_4	K00058	2.1e-16
k115_106230_length_2142_cov_4.0000_1	K00059	3.1e-85
k115_47094_length_1120_cov_4.0000_1	K00059	5e-85
k115_72495_length_2270_cov_5.0000_3	K00059	6.2e-77
k115_72495_length_2270_cov_5.0000_2	K00059	1.6e-76
k115_65946_length_2952_cov_5.0000_3	K00059	1.3e-53
k115_88322_length_1810_cov_4.0000_2	K00059	6.6e-39
k115_72495_length_2270_cov_5.0000_4	K00059	1e-21
k115_85954_length_5446_cov_4.0000_7	K00059	2.3e-15
k115_13876_length_5064_cov_4.0000_7	K00059	2e-13
k115_9762_length_4516_cov_5.0000_2	K00059	7.5e-08
k115_81898_length_1559_cov_4.0000_2	K00059	3.8e-07
k115_22764_length_1630_cov_4.0000_2	K00064	1.4e-26
k115_29810_length_1341_cov_4.0000_1	K00064	1.8e-22
k115_75126_length_1777_cov_5.0000_1	K00064	3.3e-16
k115_51286_length_1040_cov_4.0000_2	K00064	7.8e-06
k115_106230_length_2142_cov_4.0000_1	K00065	1.2e-74
k115_72495_length_2270_cov_5.0000_3	K00065	6.1e-74
k115_72495_length_2270_cov_5.0000_2	K00065	7.8e-68
k115_47094_length_1120_cov_4.0000_1	K00065	1.3e-66
k115_65946_length_2952_cov_5.0000_3	K00065	4.1e-45
k115_88322_length_1810_cov_4.0000_2	K00065	4.6e-30
k115_72495_length_2270_cov_5.0000_4	K00065	4.7e-20
k115_85954_length_5446_cov_4.0000_7	K00065	1.5e-13
