gene 	 KO 	 Evalue
k141_3399_length_33724_cov_116.2576_9	K00001	2.5e-81
k141_392_length_139818_cov_80.0142_68	K00001	1.4e-75
k141_1137_length_63711_cov_100.9638_48	K00001	5.8e-44
k141_392_length_139818_cov_80.0142_102	K00001	1.2e-32
k141_7702_length_21545_cov_102.9216_1	K00001	2.2e-29
k141_5114_length_87143_cov_138.0174_70	K00001	2.7e-26
k141_7487_length_39144_cov_109.9883_19	K00001	6.8e-06
k141_3335_length_67706_cov_91.0000_33	K00002	4.8e-69
k141_3806_length_36516_cov_95.0504_3	K00002	3.6e-63
k141_9047_length_56928_cov_93.0098_26	K00002	2.4e-06
k141_7713_length_46302_cov_99.0213_32	K00003	1.1e-155
k141_359_length_47332_cov_93.0655_18	K00003	7.6e-08
k141_934_length_44853_cov_77.0000_39	K00003	7.8e-07
k141_3399_length_33724_cov_116.2576_9	K00004	2.6e-41
k141_392_length_139818_cov_80.0142_68	K00004	7e-32
k141_1137_length_63711_cov_100.9638_48	K00004	1.2e-23
k141_3618_length_22974_cov_100.9037_16	K00004	3.3e-07
k141_3201_length_83141_cov_80.9582_53	K00005	4.8e-127
k141_9047_length_56928_cov_93.0098_46	K00005	5.8e-99
k141_8396_length_26301_cov_155.0222_5	K00005	5.5e-84
k141_5114_length_87143_cov_138.0174_70	K00005	7.5e-18
k141_392_length_139818_cov_80.0142_102	K00005	1.6e-16
k141_4524_length_69133_cov_78.0733_39	K00005	4.2e-12
k141_7702_length_21545_cov_102.9216_1	K00005	2.8e-09
k141_5504_length_82960_cov_108.6072_47	K00007	3.1e-25
k141_3399_length_33724_cov_116.2576_9	K00008	1.1e-46
k141_392_length_139818_cov_80.0142_68	K00008	3.9e-39
k141_1137_length_63711_cov_100.9638_48	K00008	1e-21
k141_3618_length_22974_cov_100.9037_16	K00008	1.7e-07
k141_5504_length_82960_cov_108.6072_47	K00009	4.5e-150
k141_359_length_47332_cov_93.0655_18	K00010	2.5e-44
k141_6249_length_21681_cov_106.2698_12	K00010	1.4e-41
k141_104_length_35798_cov_92.9613_18	K00010	3.3e-40
k141_934_length_44853_cov_77.0000_39	K00010	5.5e-38
k141_5530_length_31971_cov_92.0951_24	K00010	1.5e-20
k141_7713_length_46302_cov_99.0213_32	K00010	1e-07
k141_3399_length_33724_cov_116.2576_4	K00010	1.1e-06
k141_7081_length_12029_cov_101.9044_8	K00010	7.2e-06
k141_8038_length_50374_cov_83.0088_49	K00012	1e-12
k141_934_length_44853_cov_77.0000_6	K00012	5.9e-07
k141_4807_length_11178_cov_94.1307_6	K00012	3.2e-06
k141_3806_length_36516_cov_95.0504_13	K00012	5.2e-06
k141_4524_length_69133_cov_78.0733_16	K00012	8.8e-06
k141_4524_length_69133_cov_78.0733_41	K00014	9.3e-97
k141_3399_length_33724_cov_116.2576_4	K00014	4.8e-07
k141_3806_length_36516_cov_95.0504_13	K00014	1.6e-06
k141_5114_length_87143_cov_138.0174_13	K00014	9.5e-06
k141_8396_length_26301_cov_155.0222_4	K00015	9.7e-85
k141_3618_length_22974_cov_100.9037_7	K00015	1.1e-62
k141_5114_length_87143_cov_138.0174_13	K00016	8.6e-142
