gene 	 KO 	 Evalue
k141_9154_5	K00001	1.5e-63
k141_33239_1	K00001	1.9e-61
k141_34666_4	K00001	9.2e-60
k141_53324_9	K00001	4.5e-55
k141_47272_2	K00001	9.8e-50
k141_50526_7	K00001	1.6e-34
k141_41396_8	K00001	1.1e-33
k141_53324_7	K00001	1.9e-32
k141_55495_3	K00001	8.6e-31
k141_5630_4	K00001	9.7e-30
k141_55800_2	K00001	2.9e-24
k141_53950_5	K00001	4.3e-22
k141_40296_14	K00001	8.1e-14
k141_22851_20	K00001	8.6e-13
k141_27165_12	K00001	1.3e-12
k141_5630_6	K00001	2.5e-12
k141_32397_8	K00001	1.3e-09
k141_13157_2	K00001	5.7e-09
k141_20859_22	K00001	1.2e-08
k141_5630_3	K00001	1.8e-07
k141_32397_9	K00001	2.8e-06
k141_47312_7	K00001	8.3e-06
k141_40686_3	K00003	6.6e-138
k141_5202_2	K00003	5.4e-06
k141_9154_5	K00004	2.5e-113
k141_53324_9	K00004	6.4e-102
k141_34666_4	K00004	1.6e-100
k141_33239_1	K00004	8.5e-93
k141_47272_2	K00004	9e-65
k141_5630_4	K00004	2.1e-48
k141_5630_3	K00004	5.8e-20
k141_32397_8	K00004	8.8e-14
k141_14623_2	K00004	2.8e-09
k141_32397_9	K00004	4.8e-07
k141_62208_4	K00004	7.4e-07
k141_28554_3	K00004	1.6e-06
k141_13157_2	K00005	5.4e-142
k141_34666_5	K00005	3.3e-128
k141_22851_5	K00005	6.5e-108
k141_13310_7	K00005	1.5e-84
k141_53324_7	K00005	1.4e-18
k141_50526_7	K00005	8.6e-17
k141_55800_2	K00005	1.2e-15
k141_41396_8	K00005	6e-13
k141_20859_22	K00005	7.9e-11
k141_55495_3	K00005	1.9e-10
k141_28008_7	K00005	1.1e-09
k141_40296_14	K00005	3.8e-08
k141_27165_12	K00005	4.2e-07
k141_5630_6	K00005	3.3e-06
k141_54646_1	K00007	2.7e-41
k141_20859_6	K00007	1.9e-31
k141_20859_5	K00007	2.7e-07
k141_9154_5	K00008	1e-116
k141_34666_4	K00008	3.3e-106
k141_53324_9	K00008	1.8e-105
k141_33239_1	K00008	2.7e-100
k141_47272_2	K00008	3.2e-71
k141_5630_4	K00008	4.8e-48
k141_5630_3	K00008	8.5e-24
k141_32397_8	K00008	4.5e-14
k141_29844_5	K00008	5.4e-12
k141_32397_9	K00008	1.2e-10
k141_14623_2	K00008	3.6e-07
k141_32286_27	K00008	9.6e-06
k141_54646_1	K00009	7.1e-14
k141_20859_6	K00009	5.8e-06
k141_16284_4	K00010	3.1e-71
k141_40296_6	K00010	8.6e-64
k141_4961_11	K00010	3.3e-62
k141_16284_1	K00010	5.5e-49
k141_56963_1	K00010	7.5e-24
k141_32286_22	K00010	7.3e-06
k141_56963_5	K00012	2.9e-08
k141_22851_29	K00012	8.5e-06
k141_56790_2	K00013	2.2e-57
k141_56790_3	K00013	3.6e-48
k141_51318_1	K00014	1.4e-47
k141_33218_1	K00014	1.6e-25
k141_56902_2	K00014	5.3e-21
k141_22851_21	K00014	8.7e-08
k141_56902_3	K00015	4.4e-100
k141_32583_7	K00015	1.8e-63
k141_40312_7	K00015	1.2e-53
k141_14105_3	K00015	2.1e-08
k141_13611_1	K00015	1.5e-07
k141_14623_4	K00015	2.3e-07
k141_56902_3	K00018	2.5e-79
k141_40312_7	K00018	6.9e-53
k141_32583_7	K00018	5.5e-50
k141_13611_1	K00018	1.2e-11
k141_14105_3	K00018	1.1e-08
k141_14623_4	K00018	8.4e-06
k141_5630_7	K00019	1e-60
k141_61848_9	K00019	1.3e-60
