gene 	 KO 	 Evalue
k115_38052_length_10188_cov_21.0000_4	K00001	3.6e-18
k115_4218_length_105741_cov_21.9582_49	K00001	3.8e-17
k115_4272_length_57786_cov_22.2228_36	K00001	2.3e-07
k115_76583_length_48629_cov_21.9866_18	K00002	6e-44
k115_76583_length_48629_cov_21.9866_23	K00002	7.9e-07
k115_24828_length_47514_cov_22.3173_35	K00003	6e-142
k115_74152_length_20601_cov_20.9566_4	K00003	9.5e-08
k115_75542_length_41683_cov_24.0000_30	K00003	7.4e-06
k115_2473_length_33060_cov_22.9225_8	K00005	3e-115
k115_38052_length_10188_cov_21.0000_4	K00005	2.9e-16
k115_4218_length_105741_cov_21.9582_49	K00005	1.5e-15
k115_70828_length_23224_cov_23.9682_14	K00005	2.4e-12
k115_4218_length_105741_cov_21.9582_24	K00005	2.3e-10
k115_4272_length_57786_cov_22.2228_36	K00005	1.2e-06
k115_74152_length_20601_cov_20.9566_4	K00010	8.9e-125
k115_85367_length_17592_cov_24.0000_20	K00010	3.9e-89
k115_52718_length_34957_cov_20.0000_29	K00010	9.2e-67
k115_75542_length_41683_cov_24.0000_30	K00010	7.7e-53
k115_24068_length_96482_cov_22.9685_99	K00010	1.5e-09
k115_22059_length_69628_cov_22.0000_45	K00010	7.2e-06
k115_24068_length_96482_cov_22.9685_99	K00012	3.7e-07
k115_5138_length_61946_cov_24.0295_25	K00013	3.5e-187
k115_70828_length_23224_cov_23.9682_18	K00014	2.4e-80
k115_21906_length_11351_cov_24.9252_6	K00014	2.3e-08
k115_24828_length_47514_cov_22.3173_13	K00014	4.8e-06
k115_24068_length_96482_cov_22.9685_39	K00014	7.5e-06
k115_85263_length_17294_cov_24.0000_2	K00015	1.9e-96
k115_22059_length_69628_cov_22.0000_42	K00015	6.5e-91
k115_22059_length_69628_cov_22.0000_49	K00015	1.4e-84
k115_4218_length_105741_cov_21.9582_52	K00015	6.8e-76
k115_12546_length_41967_cov_21.8931_32	K00015	3.3e-65
k115_22059_length_69628_cov_22.0000_45	K00015	7e-64
k115_38052_length_10188_cov_21.0000_6	K00015	2.3e-49
k115_15604_length_31507_cov_20.9898_26	K00015	1.3e-34
k115_22059_length_69628_cov_22.0000_38	K00015	4.6e-06
k115_22059_length_69628_cov_22.0000_42	K00018	2.1e-86
k115_85263_length_17294_cov_24.0000_2	K00018	1.8e-74
k115_22059_length_69628_cov_22.0000_49	K00018	1.6e-72
k115_4218_length_105741_cov_21.9582_52	K00018	1e-67
k115_22059_length_69628_cov_22.0000_45	K00018	5.6e-53
k115_12546_length_41967_cov_21.8931_32	K00018	6.4e-50
k115_38052_length_10188_cov_21.0000_6	K00018	3.6e-47
k115_15604_length_31507_cov_20.9898_26	K00018	9e-40
k115_68135_length_16990_cov_23.9782_3	K00019	1.9e-54
k115_21906_length_11351_cov_24.9252_6	K00019	1.1e-53
k115_4218_length_105741_cov_21.9582_92	K00019	6.6e-34
k115_22059_length_69628_cov_22.0000_38	K00020	2.3e-11
k115_22059_length_69628_cov_22.0000_45	K00020	5.6e-10
k115_22059_length_69628_cov_22.0000_42	K00020	1.2e-09
k115_4272_length_57786_cov_22.2228_60	K00020	4.6e-08
k115_12546_length_41967_cov_21.8931_32	K00020	1.1e-07
