gene 	 KO 	 Evalue
k115_45127_length_155691_cov_587.8793_113	K00001	5.3e-48
k115_57636_length_27865_cov_605.3023_11	K00001	1.2e-36
k115_66104_length_188492_cov_595.8989_69	K00001	1.3e-11
k115_22340_length_577758_cov_625.9827_72	K00003	1.5e-77
k115_43396_length_296336_cov_656.9291_116	K00003	9e-09
k115_45127_length_155691_cov_587.8793_113	K00004	4.7e-77
k115_76873_length_214253_cov_565.9156_71	K00004	4.9e-06
k115_57636_length_27865_cov_605.3023_11	K00005	3.5e-18
k115_66104_length_188492_cov_595.8989_69	K00005	1.6e-15
k115_22340_length_577758_cov_625.9827_189	K00005	3.8e-06
k115_6761_length_81671_cov_541.7877_61	K00007	9.6e-37
k115_45127_length_155691_cov_587.8793_113	K00008	2.9e-78
k115_43579_length_162319_cov_578.9430_92	K00008	9.8e-06
k115_6761_length_81671_cov_541.7877_61	K00009	1.3e-21
k115_76297_length_77615_cov_621.6333_36	K00010	5.7e-51
k115_43396_length_296336_cov_656.9291_56	K00010	3.9e-47
k115_24239_length_259977_cov_636.9217_158	K00010	6.6e-43
k115_54448_length_26403_cov_484.4108_10	K00010	8.8e-30
k115_43396_length_296336_cov_656.9291_55	K00010	4e-27
k115_24239_length_259977_cov_636.9217_141	K00010	3.9e-21
k115_89051_length_89018_cov_625.7750_39	K00010	6.1e-09
k115_6761_length_81671_cov_541.7877_56	K00012	3.9e-193
k115_43579_length_162319_cov_578.9430_34	K00012	2.1e-187
k115_76873_length_214253_cov_565.9156_99	K00012	5.9e-102
k115_24767_length_671781_cov_641.9695_84	K00012	4.9e-82
k115_76873_length_214253_cov_565.9156_88	K00012	1.3e-59
k115_89021_length_114175_cov_541.8672_6	K00012	1.1e-56
k115_76873_length_214253_cov_565.9156_71	K00012	1.3e-06
k115_24239_length_259977_cov_636.9217_133	K00012	2e-06
k115_76297_length_77615_cov_621.6333_32	K00013	1.6e-180
k115_22340_length_577758_cov_625.9827_344	K00014	1.1e-81
