gene 	 KO 	 Evalue
k141_8156_2	K00001	2.5e-67
k141_7813_3	K00001	7.3e-66
k141_15070_2	K00001	6.8e-32
k141_7335_13	K00001	1.4e-22
k141_2211_5	K00001	2.9e-18
k141_23082_1	K00001	2.9e-08
k141_1332_5	K00001	3.1e-07
k141_28282_1	K00002	1.5e-61
k141_21982_4	K00003	6.6e-155
k141_8156_2	K00004	2.9e-121
k141_7813_3	K00004	8.6e-84
k141_2211_5	K00004	1.6e-28
k141_7335_13	K00004	1.3e-26
k141_965_6	K00005	1.8e-13
k141_15070_2	K00005	1.7e-07
k141_8156_2	K00008	9.4e-105
k141_7813_3	K00008	2.5e-85
k141_7335_13	K00008	1.7e-30
k141_2211_5	K00008	4.4e-30
k141_20914_2	K00008	1.6e-06
k141_25126_2	K00010	2.5e-26
k141_7353_1	K00012	2.7e-08
k141_36344_1	K00012	4.8e-08
k141_965_3	K00014	1.4e-62
k141_965_4	K00014	3.6e-12
k141_20914_2	K00015	6.8e-06
k141_10715_7	K00016	2.2e-82
k141_7353_1	K00016	1.8e-06
k141_20914_2	K00018	4.6e-07
k141_7310_9	K00019	1.6e-60
k141_30443_5	K00019	3.5e-56
k141_13109_2	K00019	3.4e-50
k141_14901_6	K00019	1.4e-39
k141_4295_4	K00019	7.2e-38
k141_33063_7	K00019	5.9e-08
k141_24075_16	K00019	2.1e-06
k141_17267_2	K00020	9.7e-28
k141_41764_6	K00020	3.6e-15
k141_194_4	K00021	1.5e-10
k141_7310_9	K00023	1.2e-79
k141_30443_5	K00023	4.2e-54
k141_13109_2	K00023	2.2e-39
k141_4295_4	K00023	1.7e-34
k141_14901_6	K00023	6.6e-31
k141_24075_16	K00023	3e-08
k141_10715_7	K00024	1.1e-59
k141_8761_1	K00030	1.8e-14
k141_8761_1	K00031	4.1e-15
k141_17267_2	K00033	4.9e-209
k141_36344_1	K00033	3.6e-06
k141_7310_9	K00034	6.6e-79
k141_30443_5	K00034	2.9e-75
k141_4295_4	K00034	8e-49
k141_13109_2	K00034	5.2e-46
k141_14901_6	K00034	8e-37
k141_24075_16	K00034	4.6e-09
k141_33063_7	K00034	4.7e-07
k141_4688_9	K00034	5.2e-07
k141_25126_2	K00035	1.8e-22
k141_38045_2	K00036	9.3e-188
k141_30443_5	K00038	2.6e-67
k141_7310_9	K00038	1.8e-66
k141_4295_4	K00038	8.4e-45
k141_13109_2	K00038	2e-43
k141_14901_6	K00038	5.5e-36
k141_33063_7	K00038	8.9e-09
k141_24075_16	K00038	4.8e-07
k141_13109_2	K00039	5.1e-49
k141_7310_9	K00039	2.1e-38
k141_14901_6	K00039	2.3e-33
k141_30443_5	K00039	2.5e-30
k141_4295_4	K00039	1.5e-23
k141_17267_2	K00042	1.8e-22
k141_41764_6	K00042	3.2e-11
k141_36344_1	K00042	2.6e-06
k141_15070_2	K00043	6.6e-70
k141_965_6	K00043	3.6e-07
k141_15070_2	K00048	2.4e-75
k141_965_6	K00048	3e-06
k141_8761_1	K00052	3.3e-84
k141_194_4	K00054	1.7e-176
k141_7813_3	K00055	9.9e-51
k141_8156_2	K00055	6.9e-41
k141_2211_5	K00055	6.6e-26
k141_36344_1	K00057	8.2e-138
k141_41764_6	K00057	5.7e-06
k141_23228_4	K00058	3.3e-07
k141_7310_9	K00059	6.7e-96
k141_30443_5	K00059	3.3e-85
k141_4295_4	K00059	1.8e-56
k141_13109_2	K00059	6.1e-55
k141_14901_6	K00059	1.5e-47
k141_33063_7	K00059	1.5e-10
k141_24075_16	K00059	2.2e-10
k141_4688_9	K00059	1.7e-09
k141_15475_1	K00059	3.9e-06
k141_8156_2	K00060	3.7e-79
k141_7813_3	K00060	1.4e-69
k141_2211_5	K00060	3.7e-24
k141_7335_13	K00060	1.6e-21
k141_4295_6	K00064	2.5e-28
k141_28282_1	K00064	1.9e-23
k141_7310_9	K00065	4.4e-77
k141_30443_5	K00065	6.8e-70
k141_4295_4	K00065	8e-52
k141_13109_2	K00065	1.4e-49
k141_14901_6	K00065	4.4e-39
k141_33063_7	K00065	3.7e-10
k141_24075_16	K00065	7.1e-10
k141_4688_9	K00065	1.4e-07
k141_15475_1	K00065	2e-07
k141_4688_9	K00067	4.3e-25
k141_33063_7	K00067	3.3e-15
k141_24075_16	K00067	9.2e-12
k141_14901_6	K00067	5.2e-09
k141_30443_5	K00068	2.6e-60
k141_7310_9	K00068	1.5e-55
k141_13109_2	K00068	2.6e-34
