gene 	 KO 	 Evalue
k141_2851_length_95197_cov_55.1555_24	K00001	2.5e-76
k141_385_length_172862_cov_47.6341_9	K00001	7.3e-74
k141_10374_length_96391_cov_53.9873_43	K00001	4e-67
k141_2232_length_22537_cov_46.0063_6	K00001	1.6e-65
k141_2851_length_95197_cov_55.1555_19	K00001	1.3e-63
k141_8010_length_53469_cov_42.9653_43	K00001	9.2e-60
k141_2851_length_95197_cov_55.1555_63	K00001	3.8e-59
k141_6937_length_30750_cov_50.0000_27	K00001	4.5e-52
k141_7637_length_11664_cov_36.9282_6	K00001	1.7e-51
k141_10214_length_86511_cov_46.0169_20	K00001	1.8e-51
k141_8010_length_53469_cov_42.9653_21	K00001	8.2e-51
k141_3404_length_11625_cov_47.0000_7	K00001	3.8e-49
k141_2893_length_79478_cov_50.9983_14	K00001	3.7e-48
k141_5672_length_16111_cov_47.0075_2	K00001	1.3e-45
k141_385_length_172862_cov_47.6341_93	K00001	1.9e-45
k141_10374_length_96391_cov_53.9873_58	K00001	5.8e-42
k141_8619_length_65935_cov_49.0314_19	K00001	1.7e-36
k141_745_length_25947_cov_45.9993_10	K00001	4.6e-34
k141_869_length_38713_cov_46.9854_43	K00001	7.1e-34
k141_7138_length_25686_cov_45.9509_9	K00001	6.6e-33
k141_10374_length_96391_cov_53.9873_24	K00001	2.4e-31
k141_3050_length_36497_cov_42.6552_41	K00001	2.9e-31
k141_869_length_38713_cov_46.9854_29	K00001	1.6e-30
k141_1235_length_31331_cov_47.9852_18	K00001	4.9e-30
k141_2551_length_91793_cov_51.9994_9	K00001	4.2e-27
k141_6999_length_46798_cov_50.9947_28	K00001	8.5e-25
k141_3799_length_23211_cov_47.9552_5	K00001	1.3e-23
k141_2672_length_42585_cov_50.0885_36	K00001	1.7e-23
k141_6293_length_16491_cov_44.9194_5	K00001	6.7e-22
k141_10067_length_13633_cov_47.0376_3	K00001	8e-06
k141_2893_length_79478_cov_50.9983_12	K00002	4.6e-72
k141_11115_length_17668_cov_44.9552_14	K00002	1.3e-68
k141_2893_length_79478_cov_50.9983_30	K00002	2.4e-62
k141_2133_length_9328_cov_47.8823_4	K00002	2.2e-55
k141_745_length_25947_cov_45.9993_1	K00002	9.6e-50
k141_7637_length_11664_cov_36.9282_2	K00002	1e-10
k141_6999_length_46798_cov_50.9947_12	K00002	1.7e-10
k141_10981_length_14348_cov_48.9305_6	K00002	3.1e-10
k141_6999_length_46798_cov_50.9947_16	K00002	5e-09
k141_3277_length_16148_cov_39.9440_12	K00002	2.1e-08
k141_7914_length_75523_cov_51.5574_31	K00003	1.7e-148
k141_2851_length_95197_cov_55.1555_32	K00003	1.3e-08
k141_5218_length_26456_cov_46.9963_25	K00003	2e-08
k141_5218_length_26456_cov_46.9963_9	K00003	3.6e-08
k141_4394_length_41396_cov_48.9823_28	K00003	5.9e-07
k141_304_length_13466_cov_70.2744_2	K00003	9.7e-07
k141_4394_length_41396_cov_48.9823_42	K00003	1e-06
k141_2551_length_91793_cov_51.9994_25	K00003	4.2e-06
k141_869_length_38713_cov_46.9854_17	K00003	8.1e-06
k141_2851_length_95197_cov_55.1555_19	K00004	9.5e-102
k141_10374_length_96391_cov_53.9873_43	K00004	2.2e-100
k141_2851_length_95197_cov_55.1555_24	K00004	4.3e-100
k141_2851_length_95197_cov_55.1555_63	K00004	1.1e-95
k141_6937_length_30750_cov_50.0000_27	K00004	2.4e-90
k141_10214_length_86511_cov_46.0169_20	K00004	3.4e-90
k141_3404_length_11625_cov_47.0000_7	K00004	3.6e-83
k141_7637_length_11664_cov_36.9282_6	K00004	4.2e-77
k141_2232_length_22537_cov_46.0063_6	K00004	1.3e-60
k141_869_length_38713_cov_46.9854_43	K00004	9.3e-45
k141_7138_length_25686_cov_45.9509_9	K00004	2.5e-41
k141_3799_length_23211_cov_47.9552_5	K00004	9.4e-35
k141_2672_length_42585_cov_50.0885_36	K00004	4e-34
k141_385_length_172862_cov_47.6341_93	K00004	5.2e-34
k141_8010_length_53469_cov_42.9653_21	K00004	5e-33
k141_8010_length_53469_cov_42.9653_43	K00004	1.5e-32
k141_385_length_172862_cov_47.6341_9	K00004	1.7e-29
k141_10374_length_96391_cov_53.9873_58	K00004	9.2e-23
k141_5672_length_16111_cov_47.0075_2	K00004	3e-22
k141_2893_length_79478_cov_50.9983_14	K00004	3.3e-16
k141_2551_length_91793_cov_51.9994_9	K00004	4.6e-12
k141_3799_length_23211_cov_47.9552_18	K00004	3.8e-08
k141_8596_length_12256_cov_43.9109_12	K00004	4e-08
k141_10002_length_11025_cov_41.1278_7	K00004	1.9e-06
k141_6665_length_34738_cov_40.9780_6	K00005	6.9e-103
k141_6815_length_52371_cov_49.2154_16	K00005	1.8e-95
k141_375_length_50098_cov_45.3944_30	K00005	2.2e-88
k141_375_length_50098_cov_45.3944_31	K00005	2.2e-88
k141_10214_length_86511_cov_46.0169_54	K00005	7.1e-88
k141_10067_length_13633_cov_47.0376_3	K00005	2.1e-57
k141_10067_length_13633_cov_47.0376_2	K00005	5.9e-56
k141_8619_length_65935_cov_49.0314_19	K00005	2.2e-20
k141_3050_length_36497_cov_42.6552_41	K00005	5.8e-20
k141_6293_length_16491_cov_44.9194_5	K00005	1.3e-19
k141_745_length_25947_cov_45.9993_10	K00005	1.4e-19
k141_6999_length_46798_cov_50.9947_28	K00005	3.7e-15
k141_869_length_38713_cov_46.9854_29	K00005	5.3e-15
k141_359_length_27861_cov_44.9651_17	K00005	7.6e-13
k141_1235_length_31331_cov_47.9852_18	K00005	1.2e-12
k141_10374_length_96391_cov_53.9873_24	K00005	6.1e-10
k141_990_length_18205_cov_49.9812_15	K00007	4.4e-43
k141_385_length_172862_cov_47.6341_116	K00007	6.7e-28
k141_10981_length_14348_cov_48.9305_12	K00007	8.9e-21
k141_10214_length_86511_cov_46.0169_28	K00007	2.7e-15
k141_7637_length_11664_cov_36.9282_3	K00007	1.7e-10
k141_541_length_28118_cov_46.9783_13	K00007	1.1e-06
k141_2851_length_95197_cov_55.1555_19	K00008	1.8e-124
k141_10374_length_96391_cov_53.9873_43	K00008	1.7e-115
k141_2851_length_95197_cov_55.1555_24	K00008	2.8e-114
k141_6937_length_30750_cov_50.0000_27	K00008	9.6e-114
k141_2851_length_95197_cov_55.1555_63	K00008	1.5e-111
k141_10214_length_86511_cov_46.0169_20	K00008	1.4e-100
k141_3404_length_11625_cov_47.0000_7	K00008	8.7e-98
k141_7637_length_11664_cov_36.9282_6	K00008	8.4e-94
k141_2232_length_22537_cov_46.0063_6	K00008	1.7e-68
k141_869_length_38713_cov_46.9854_43	K00008	1.6e-50
k141_2672_length_42585_cov_50.0885_36	K00008	4.2e-44
k141_7138_length_25686_cov_45.9509_9	K00008	8e-41
k141_385_length_172862_cov_47.6341_9	K00008	7.3e-39
k141_3799_length_23211_cov_47.9552_5	K00008	2.2e-36
k141_385_length_172862_cov_47.6341_93	K00008	4.9e-36
k141_8010_length_53469_cov_42.9653_43	K00008	2e-35
k141_8010_length_53469_cov_42.9653_21	K00008	7.2e-32
k141_5672_length_16111_cov_47.0075_2	K00008	1.4e-25
k141_10374_length_96391_cov_53.9873_58	K00008	1.6e-23
k141_2893_length_79478_cov_50.9983_14	K00008	2.5e-22
k141_2551_length_91793_cov_51.9994_9	K00008	6e-14
k141_10002_length_11025_cov_41.1278_7	K00008	1e-07
k141_8596_length_12256_cov_43.9109_12	K00008	1.2e-06
k141_3799_length_23211_cov_47.9552_18	K00008	3.5e-06
