gene 	 KO 	 Evalue
k141_2837_length_79889_cov_11.0000_2	K00001	2.9e-79
k141_1730_length_54767_cov_15.9949_48	K00001	3.9e-79
k141_1966_length_14600_cov_15.9799_12	K00001	1.8e-77
k141_3072_length_52321_cov_11.7807_23	K00001	2.5e-74
k141_4909_length_44984_cov_15.9942_26	K00001	2.1e-63
k141_3275_length_46208_cov_17.9824_14	K00001	6.8e-59
k141_4241_length_66859_cov_17.0073_54	K00001	2.1e-56
k141_2688_length_36979_cov_11.9962_2	K00001	8.8e-53
k141_1936_length_31641_cov_16.4116_12	K00001	1.1e-44
k141_3198_length_94782_cov_13.9973_46	K00001	1.5e-33
k141_446_length_26857_cov_12.9918_25	K00001	3.6e-31
k141_662_length_187731_cov_15.9980_1	K00001	7.4e-27
k141_1544_length_51876_cov_12.9949_1	K00001	4.9e-25
k141_4117_length_23776_cov_16.9885_24	K00001	9.8e-20
k141_1836_length_34099_cov_11.8935_7	K00001	1.9e-15
k141_1730_length_54767_cov_15.9949_39	K00001	7.1e-14
k141_2837_length_79889_cov_11.0000_43	K00001	1.4e-07
k141_2628_length_13571_cov_11.5433_7	K00001	5.6e-07
k141_3072_length_52321_cov_11.7807_12	K00001	2.1e-06
k141_1730_length_54767_cov_15.9949_40	K00002	3.6e-64
k141_1391_length_27495_cov_21.0092_25	K00002	8.1e-39
k141_378_length_256898_cov_12.9988_218	K00002	6.6e-13
k141_4194_length_10627_cov_12.0000_5	K00002	4.7e-10
k141_4794_length_92089_cov_14.9918_78	K00002	2e-08
k141_3537_length_202864_cov_14.9984_87	K00002	7.9e-07
k141_499_length_44387_cov_12.0000_19	K00002	1e-06
k141_1730_length_54767_cov_15.9949_29	K00002	2e-06
k141_662_length_187731_cov_15.9980_12	K00003	2.9e-79
k141_677_length_105303_cov_16.9932_18	K00003	3.9e-67
k141_2837_length_79889_cov_11.0000_17	K00003	6.8e-10
k141_391_length_61105_cov_11.9252_50	K00003	2.7e-07
k141_762_length_78144_cov_13.0028_17	K00003	1.1e-06
k141_4241_length_66859_cov_17.0073_39	K00003	3e-06
k141_2688_length_36979_cov_11.9962_2	K00004	9.2e-99
k141_4909_length_44984_cov_15.9942_26	K00004	3.2e-95
k141_3072_length_52321_cov_11.7807_23	K00004	2.1e-77
k141_2837_length_79889_cov_11.0000_2	K00004	2.5e-67
k141_1730_length_54767_cov_15.9949_48	K00004	7.5e-67
k141_3275_length_46208_cov_17.9824_14	K00004	2.7e-52
