gene 	 KO 	 Evalue
k141_39494_5	K00001	2.9e-61
k141_37344_4	K00001	6.6e-49
k141_38819_7	K00001	2.3e-30
k141_10703_8	K00001	5.3e-30
k141_36934_1	K00001	1.2e-29
k141_51184_11	K00001	1.4e-18
k141_37969_7	K00001	1.7e-14
k141_35733_3	K00001	5.9e-07
k141_23411_8	K00001	6.8e-07
k141_39494_3	K00002	8.2e-60
k141_5801_4	K00002	5.1e-55
k141_17514_1	K00002	6e-33
k141_46951_1	K00002	1.9e-14
k141_17514_2	K00002	4e-11
k141_49327_6	K00002	7.5e-08
k141_43324_1	K00002	3.3e-07
k141_22481_3	K00003	9.8e-143
k141_20000_2	K00003	3.6e-06
k141_39494_5	K00004	2.9e-95
k141_37344_4	K00004	9.8e-65
k141_37969_7	K00004	1.5e-12
k141_57474_4	K00004	3.2e-09
k141_19854_4	K00004	5e-09
k141_31701_2	K00004	5.8e-07
k141_20507_2	K00004	2e-06
k141_57694_5	K00004	2.1e-06
k141_23411_8	K00004	2.9e-06
k141_38819_7	K00005	2.4e-22
k141_10703_8	K00005	3.7e-13
k141_36934_1	K00005	5.9e-12
k141_51184_11	K00005	1.9e-10
k141_26138_2	K00005	4.1e-10
k141_39494_14	K00007	2.5e-53
k141_32576_2	K00007	3e-39
k141_39494_5	K00008	7.4e-110
k141_37344_4	K00008	4.2e-79
k141_37969_7	K00008	4.9e-15
k141_57474_4	K00008	1.1e-11
k141_19854_4	K00008	1.7e-08
k141_31701_2	K00008	2.9e-08
k141_57694_5	K00008	1.1e-07
k141_45048_2	K00008	2e-06
k141_27416_7	K00008	6.1e-06
k141_32576_2	K00009	7.5e-14
k141_39494_14	K00009	9.5e-10
k141_19861_2	K00010	2e-37
k141_31026_8	K00010	2.9e-20
k141_18184_5	K00012	1.7e-10
k141_31701_2	K00012	3.7e-09
k141_20507_2	K00012	1.1e-08
k141_45048_2	K00012	3.5e-07
k141_56924_4	K00012	6.8e-07
k141_39618_5	K00012	2.3e-06
k141_11706_14	K00012	6.6e-06
k141_12912_1	K00013	2.1e-142
k141_26138_1	K00014	2.3e-79
k141_45048_2	K00014	2.2e-07
k141_57694_7	K00014	1.8e-06
k141_57694_5	K00014	3.6e-06
k141_40641_6	K00015	3.9e-87
k141_26577_9	K00015	3.2e-67
k141_23411_8	K00015	1.1e-08
k141_33871_3	K00016	1.1e-139
k141_40641_6	K00018	3e-121
k141_26577_9	K00018	4.7e-58
k141_23411_8	K00018	7.8e-08
