gene 	 KO 	 Evalue
k115_11421_length_1065_cov_13.0000_1	K00001	1.4e-52
k115_10121_length_1155_cov_5.0000_1	K00001	1e-34
k115_22471_length_2528_cov_8.0000_1	K00001	3.6e-29
k115_24090_length_1303_cov_6.0000_1	K00001	5e-27
k115_841_length_1008_cov_9.0000_1	K00001	5.1e-19
k115_20437_length_1780_cov_5.0000_2	K00001	7.1e-07
k115_11824_length_4932_cov_9.0000_2	K00003	4e-137
k115_11421_length_1065_cov_13.0000_1	K00004	9.4e-53
k115_20437_length_1780_cov_5.0000_2	K00004	1.3e-06
k115_23106_length_3218_cov_6.0000_3	K00004	1.9e-06
k115_9925_length_2525_cov_8.0000_1	K00004	7.1e-06
k115_4733_length_2392_cov_6.0000_2	K00004	8.2e-06
k115_10121_length_1155_cov_5.0000_1	K00005	5.3e-22
k115_25605_length_4205_cov_8.0000_2	K00005	1.3e-17
k115_22471_length_2528_cov_8.0000_1	K00005	3.3e-15
k115_24090_length_1303_cov_6.0000_1	K00005	2.3e-12
k115_841_length_1008_cov_9.0000_1	K00005	3e-08
k115_11421_length_1065_cov_13.0000_1	K00008	2.7e-63
k115_20437_length_1780_cov_5.0000_2	K00008	9.8e-09
k115_9925_length_2525_cov_8.0000_1	K00008	1.5e-06
k115_18895_length_1415_cov_8.0000_1	K00008	2.5e-06
k115_7673_length_1734_cov_5.0000_2	K00010	2.7e-36
k115_15944_length_8089_cov_8.0000_9	K00010	5.5e-06
k115_23106_length_3218_cov_6.0000_3	K00012	4.6e-07
k115_9925_length_2525_cov_8.0000_1	K00012	4.3e-06
k115_17750_length_1344_cov_11.0000_1	K00012	7.3e-06
k115_14780_length_3086_cov_7.0000_1	K00013	1.1e-190
k115_13542_length_1740_cov_6.0000_3	K00014	1.9e-77
k115_18895_length_1415_cov_8.0000_1	K00014	6e-08
k115_21223_length_9930_cov_7.0000_6	K00014	5e-07
k115_20763_length_4099_cov_5.0000_2	K00014	6.9e-06
k115_3519_length_2086_cov_7.0000_3	K00015	1.2e-93
k115_13371_length_2700_cov_6.0000_1	K00015	1.2e-55
k115_22400_length_1139_cov_6.0000_2	K00016	8.6e-113
k115_3519_length_2086_cov_7.0000_3	K00018	3.4e-117
k115_13371_length_2700_cov_6.0000_1	K00018	5.6e-46
k115_28415_length_2063_cov_7.0000_2	K00019	4.9e-66
k115_21159_length_6461_cov_8.0000_2	K00019	1.4e-63
k115_9014_length_2631_cov_6.0000_1	K00019	8.7e-50
k115_26729_length_1438_cov_6.0000_2	K00019	8.3e-41
k115_8225_length_1583_cov_8.0000_2	K00019	1.2e-09
k115_25605_length_4205_cov_8.0000_1	K00020	9e-11
k115_9420_length_3599_cov_8.0000_1	K00020	1.4e-09
k115_13371_length_2700_cov_6.0000_1	K00020	3.7e-08
k115_3519_length_2086_cov_7.0000_3	K00020	1.9e-07
k115_23106_length_3218_cov_6.0000_3	K00020	3.7e-06
k115_23940_length_1773_cov_7.0000_1	K00022	8.9e-40
k115_21159_length_6461_cov_8.0000_2	K00023	1.1e-89
k115_9014_length_2631_cov_6.0000_1	K00023	1e-44
k115_28415_length_2063_cov_7.0000_2	K00023	7.2e-40
k115_26729_length_1438_cov_6.0000_2	K00023	6.7e-28
k115_8225_length_1583_cov_8.0000_2	K00023	7.7e-09
k115_22400_length_1139_cov_6.0000_2	K00024	4.8e-81
k115_9925_length_2525_cov_8.0000_1	K00024	2.3e-06
k115_1465_length_1196_cov_7.0000_1	K00027	2.8e-144
k115_1465_length_1196_cov_7.0000_1	K00029	1.4e-98
k115_13437_length_2592_cov_7.0000_2	K00030	1.2e-46
k115_6637_length_3662_cov_7.0000_2	K00030	1.8e-06
k115_6637_length_3662_cov_7.0000_2	K00031	5.2e-164
k115_13437_length_2592_cov_7.0000_2	K00031	1.6e-48
k115_3519_length_2086_cov_7.0000_3	K00032	1.1e-64
k115_13371_length_2700_cov_6.0000_1	K00032	5.4e-35
k115_23106_length_3218_cov_6.0000_3	K00033	7.1e-06
k115_21159_length_6461_cov_8.0000_2	K00034	9.3e-87
k115_9014_length_2631_cov_6.0000_1	K00034	5.3e-63
k115_28415_length_2063_cov_7.0000_2	K00034	2.8e-60
k115_26729_length_1438_cov_6.0000_2	K00034	2.5e-36
k115_8225_length_1583_cov_8.0000_2	K00034	8.6e-09
k115_7673_length_1734_cov_5.0000_2	K00035	2e-10
k115_21159_length_6461_cov_8.0000_2	K00038	8.4e-72
k115_9014_length_2631_cov_6.0000_1	K00038	5.9e-63
k115_28415_length_2063_cov_7.0000_2	K00038	1.1e-47
k115_26729_length_1438_cov_6.0000_2	K00038	1.5e-32
k115_21159_length_6461_cov_8.0000_2	K00039	3.3e-41
k115_9014_length_2631_cov_6.0000_1	K00039	4.5e-35
k115_26729_length_1438_cov_6.0000_2	K00039	1.6e-26
k115_28415_length_2063_cov_7.0000_2	K00039	1.2e-24
k115_25605_length_4205_cov_8.0000_1	K00042	4.3e-07
k115_9420_length_3599_cov_8.0000_1	K00042	4.9e-06
k115_23106_length_3218_cov_6.0000_3	K00042	5e-06
k115_10121_length_1155_cov_5.0000_1	K00043	2.4e-85
k115_24090_length_1303_cov_6.0000_1	K00043	3.7e-63
k115_841_length_1008_cov_9.0000_1	K00043	3.9e-61
k115_22471_length_2528_cov_8.0000_1	K00043	1.3e-57
k115_14583_length_2943_cov_8.0000_4	K00043	2.3e-07
k115_10121_length_1155_cov_5.0000_1	K00048	1e-169
k115_841_length_1008_cov_9.0000_1	K00048	5.6e-81
k115_24090_length_1303_cov_6.0000_1	K00048	1.3e-77
k115_22471_length_2528_cov_8.0000_1	K00048	3.1e-73
k115_14583_length_2943_cov_8.0000_4	K00048	1.6e-18
k115_3519_length_2086_cov_7.0000_3	K00049	1.2e-36
k115_13371_length_2700_cov_6.0000_1	K00049	1.5e-15
k115_3519_length_2086_cov_7.0000_3	K00050	5.3e-56
k115_13371_length_2700_cov_6.0000_1	K00050	2e-29
k115_13437_length_2592_cov_7.0000_2	K00052	4.5e-160
k115_6637_length_3662_cov_7.0000_2	K00052	1.6e-15
k115_9420_length_3599_cov_8.0000_1	K00053	2e-157
k115_11421_length_1065_cov_13.0000_1	K00055	6.1e-32
k115_9637_length_2767_cov_7.0000_2	K00057	1.8e-85
k115_23106_length_3218_cov_6.0000_3	K00057	9.5e-06
k115_23940_length_1773_cov_7.0000_1	K00057	9.9e-06
k115_3519_length_2086_cov_7.0000_3	K00058	1.4e-103
k115_13371_length_2700_cov_6.0000_1	K00058	2.3e-91
k115_9420_length_3599_cov_8.0000_1	K00058	1.1e-06
k115_21159_length_6461_cov_8.0000_2	K00059	4.8e-104
k115_9014_length_2631_cov_6.0000_1	K00059	1.3e-75
k115_28415_length_2063_cov_7.0000_2	K00059	1.1e-63
k115_26729_length_1438_cov_6.0000_2	K00059	2.2e-42
k115_8225_length_1583_cov_8.0000_2	K00059	5.9e-11
k115_4752_length_2825_cov_7.0000_2	K00059	7e-10
k115_4457_length_3509_cov_8.0000_3	K00059	1.4e-06
k115_13253_length_2063_cov_5.0000_1	K00059	2.2e-06
k115_11421_length_1065_cov_13.0000_1	K00060	4.7e-48
k115_20437_length_1780_cov_5.0000_2	K00060	9.9e-09
k115_9925_length_2525_cov_8.0000_1	K00060	5.6e-06
k115_21159_length_6461_cov_8.0000_2	K00065	1.6e-84
k115_9014_length_2631_cov_6.0000_1	K00065	3.7e-64
k115_28415_length_2063_cov_7.0000_2	K00065	3.9e-56
k115_26729_length_1438_cov_6.0000_2	K00065	2.6e-39
k115_8225_length_1583_cov_8.0000_2	K00065	3e-10
k115_4752_length_2825_cov_7.0000_2	K00065	9.6e-09
k115_4457_length_3509_cov_8.0000_2	K00065	2.1e-06
k115_23106_length_3218_cov_6.0000_3	K00066	5.4e-06
k115_4752_length_2825_cov_7.0000_2	K00067	1e-22
k115_8225_length_1583_cov_8.0000_2	K00067	6.9e-22
k115_4457_length_3509_cov_8.0000_2	K00067	1e-20
k115_13253_length_2063_cov_5.0000_1	K00067	1.1e-19
k115_4457_length_3509_cov_8.0000_3	K00067	1e-06
k115_21159_length_6461_cov_8.0000_2	K00068	3.2e-63
k115_28415_length_2063_cov_7.0000_2	K00068	6.6e-46
k115_9014_length_2631_cov_6.0000_1	K00068	4.3e-42
k115_26729_length_1438_cov_6.0000_2	K00068	1.2e-23
k115_23106_length_3218_cov_6.0000_3	K00068	5.5e-08
k115_13253_length_2063_cov_5.0000_1	K00068	7.2e-07
k115_8225_length_1583_cov_8.0000_2	K00068	1.7e-06
k115_23940_length_1773_cov_7.0000_1	K00074	3.2e-72
k115_21406_length_1849_cov_5.0000_3	K00075	1.1e-109
k115_23106_length_3218_cov_6.0000_3	K00077	7.6e-07
k115_9925_length_2525_cov_8.0000_1	K00077	6.1e-06
k115_7673_length_1734_cov_5.0000_2	K00078	1.6e-27
k115_21159_length_6461_cov_8.0000_2	K00079	5.2e-15
k115_9014_length_2631_cov_6.0000_1	K00079	2.2e-11
k115_21159_length_6461_cov_8.0000_2	K00084	4.7e-16
k115_9014_length_2631_cov_6.0000_1	K00084	5.3e-09
k115_26729_length_1438_cov_6.0000_2	K00084	3.8e-06
k115_10121_length_1155_cov_5.0000_1	K00086	3.7e-119
k115_24090_length_1303_cov_6.0000_1	K00086	2.4e-93
k115_841_length_1008_cov_9.0000_1	K00086	1.8e-86
k115_22471_length_2528_cov_8.0000_1	K00086	7.6e-86
k115_14583_length_2943_cov_8.0000_4	K00086	7.6e-26
k115_25605_length_4205_cov_8.0000_2	K00086	1.9e-07
k115_21911_length_1795_cov_7.0000_1	K00088	5.2e-219
k115_13411_length_1747_cov_6.0000_1	K00088	7.3e-13
k115_13536_length_2423_cov_8.0000_2	K00088	1.2e-11
k115_13230_length_1831_cov_8.0000_1	K00088	7.4e-06
k115_3519_length_2086_cov_7.0000_3	K00090	4.3e-74
k115_13371_length_2700_cov_6.0000_1	K00090	1.1e-39
k115_10121_length_1155_cov_5.0000_1	K00093	4.2e-83
k115_841_length_1008_cov_9.0000_1	K00093	6.1e-61
k115_24090_length_1303_cov_6.0000_1	K00093	4.9e-60
k115_22471_length_2528_cov_8.0000_1	K00093	2.6e-57
k115_14583_length_2943_cov_8.0000_4	K00093	1.1e-07
k115_11421_length_1065_cov_13.0000_1	K00094	1.2e-25
k115_25605_length_4205_cov_8.0000_2	K00096	1.6e-27
k115_10121_length_1155_cov_5.0000_1	K00096	1.4e-12
k115_22471_length_2528_cov_8.0000_1	K00096	1.1e-09
k115_24090_length_1303_cov_6.0000_1	K00096	4.6e-07
k115_11421_length_1065_cov_13.0000_1	K00098	4.2e-36
k115_9603_length_6517_cov_6.0000_3	K00099	7.2e-158
k115_10121_length_1155_cov_5.0000_1	K00100	2.5e-67
k115_24090_length_1303_cov_6.0000_1	K00100	1.9e-59
k115_22471_length_2528_cov_8.0000_1	K00100	3.2e-56
k115_841_length_1008_cov_9.0000_1	K00100	3.9e-51
k115_14583_length_2943_cov_8.0000_4	K00100	2.2e-14
k115_21911_length_1795_cov_7.0000_1	K00101	1.5e-06
k115_21223_length_9930_cov_7.0000_9	K00108	1.5e-06
k115_27140_length_1300_cov_5.0000_1	K00111	6.5e-09
k115_13749_length_2917_cov_6.0000_2	K00111	3.9e-07
k115_21223_length_9930_cov_7.0000_8	K00111	7.9e-07
k115_21223_length_9930_cov_7.0000_9	K00111	3.3e-06
k115_21223_length_9930_cov_7.0000_8	K00112	4.5e-13
k115_13749_length_2917_cov_6.0000_2	K00112	2.1e-09
k115_27140_length_1300_cov_5.0000_1	K00112	8e-08
k115_21223_length_9930_cov_7.0000_9	K00112	1.2e-07
k115_25319_length_2659_cov_6.0000_2	K00112	3.6e-07
k115_4733_length_2392_cov_6.0000_2	K00112	2.1e-06
k115_14672_length_3512_cov_8.0000_1	K00112	3.3e-06
k115_17750_length_1344_cov_11.0000_1	K00112	6.1e-06
k115_27578_length_1674_cov_9.0000_1	K00113	6.8e-07
k115_26523_length_1167_cov_5.0000_2	K00116	2.2e-08
k115_11421_length_1065_cov_13.0000_1	K00121	3.6e-50
k115_3519_length_2086_cov_7.0000_3	K00122	3.3e-33
k115_13371_length_2700_cov_6.0000_1	K00122	3.2e-23
k115_6151_length_3057_cov_8.0000_2	K00123	1.8e-31
k115_27578_length_1674_cov_9.0000_1	K00124	4.2e-18
k115_21223_length_9930_cov_7.0000_10	K00124	1.6e-07
k115_20113_length_7642_cov_8.0000_4	K00125	2.3e-09
k115_15841_length_4136_cov_7.0000_4	K00125	5.3e-08
k115_20113_length_7642_cov_8.0000_6	K00125	3.2e-06
k115_28221_length_2508_cov_8.0000_2	K00128	2.7e-27
k115_22471_length_2528_cov_8.0000_1	K00128	1.7e-25
k115_22471_length_2528_cov_8.0000_1	K00129	5.9e-15
