gene 	 KO 	 Evalue
k141_14074_11	K00001	3.2e-34
k141_11690_3	K00001	2.1e-33
k141_7606_2	K00001	5e-15
k141_2603_1	K00001	9.3e-15
k141_27674_5	K00001	5.8e-06
k141_12688_5	K00001	6.8e-06
k141_2603_4	K00002	1.7e-51
k141_26595_10	K00003	7.6e-158
k141_2558_9	K00004	2.7e-07
k141_27674_5	K00004	2.3e-06
k141_1405_5	K00004	3.3e-06
k141_11690_3	K00005	4e-21
k141_14074_11	K00005	2.4e-17
k141_7606_2	K00005	5.6e-10
k141_2603_1	K00005	1.2e-08
k141_2558_9	K00008	3.1e-07
k141_27674_5	K00008	1.2e-06
k141_7424_19	K00012	1.9e-109
k141_1405_5	K00012	7.9e-09
k141_27674_5	K00012	1.3e-08
k141_7219_18	K00013	2.3e-185
k141_2558_9	K00014	2.2e-12
k141_1405_5	K00014	1.1e-07
k141_18681_3	K00014	1.8e-07
k141_5448_4	K00015	2.5e-111
k141_9758_3	K00015	7.4e-55
k141_9758_4	K00015	3.4e-22
k141_4697_18	K00016	1.3e-107
k141_5448_4	K00018	5.5e-81
k141_9758_3	K00018	9.5e-58
k141_9758_4	K00018	2.1e-33
k141_17356_5	K00018	4.2e-07
k141_9851_2	K00018	1.5e-06
k141_7424_2	K00019	1.2e-64
k141_1883_16	K00019	5.9e-59
k141_12688_5	K00019	1.7e-37
k141_34720_5	K00019	1.8e-18
k141_11132_2	K00020	5.8e-10
k141_1405_5	K00020	1.9e-09
k141_1324_1	K00020	5.3e-08
k141_5448_4	K00020	7e-08
k141_2558_9	K00020	3.5e-07
k141_27674_5	K00020	1.2e-06
k141_7424_2	K00023	3.5e-89
k141_1883_16	K00023	5.9e-55
k141_12688_5	K00023	3.2e-28
k141_34720_5	K00023	7.9e-17
k141_4697_18	K00024	4.8e-83
k141_1405_5	K00024	3.6e-10
k141_1883_3	K00027	3.8e-128
k141_1883_3	K00029	1.4e-82
k141_912_5	K00030	1.6e-39
k141_912_5	K00031	6.4e-38
k141_912_6	K00031	2.4e-06
k141_5448_4	K00032	4.5e-87
k141_9758_3	K00032	9.9e-42
k141_9758_4	K00032	4.3e-10
