gene 	 KO 	 Evalue
k141_175_length_49826_cov_27.0055_35	K00001	1.2e-81
k141_1306_length_178866_cov_19.9981_165	K00001	1.8e-75
k141_915_length_144340_cov_30.0067_118	K00001	6.1e-44
k141_1306_length_178866_cov_19.9981_131	K00001	1.5e-32
k141_68_length_52499_cov_26.9797_22	K00001	2.3e-29
k141_785_length_92349_cov_23.9960_70	K00001	2.8e-26
k141_351_length_39379_cov_23.2096_19	K00001	7.2e-06
k141_411_length_188570_cov_22.0000_182	K00002	8.8e-69
k141_2287_length_62556_cov_25.9938_55	K00002	3.4e-62
k141_68_length_52499_cov_26.9797_44	K00002	2.6e-06
k141_1670_length_282918_cov_23.0000_95	K00003	2.5e-156
k141_1670_length_282918_cov_23.0000_29	K00003	8e-08
k141_411_length_188570_cov_22.0000_83	K00003	4e-07
k141_175_length_49826_cov_27.0055_35	K00004	1.3e-40
k141_1306_length_178866_cov_19.9981_165	K00004	1.9e-32
k141_915_length_144340_cov_30.0067_118	K00004	1.2e-23
k141_1020_length_41196_cov_23.9692_9	K00004	3.5e-07
k141_128_length_67134_cov_26.0000_27	K00005	5e-127
k141_68_length_52499_cov_26.9797_26	K00005	3.6e-99
k141_984_length_248272_cov_24.7531_74	K00005	7e-84
k141_785_length_92349_cov_23.9960_70	K00005	7.9e-18
k141_1306_length_178866_cov_19.9981_131	K00005	5.2e-16
k141_1306_length_178866_cov_19.9981_61	K00005	1e-11
k141_68_length_52499_cov_26.9797_22	K00005	2.9e-09
k141_365_length_57735_cov_23.9929_1	K00007	3e-25
k141_175_length_49826_cov_27.0055_35	K00008	3.9e-46
k141_1306_length_178866_cov_19.9981_165	K00008	6.5e-40
k141_915_length_144340_cov_30.0067_118	K00008	1.1e-21
k141_1020_length_41196_cov_23.9692_9	K00008	1.8e-07
k141_365_length_57735_cov_23.9929_1	K00009	1.3e-150
k141_1670_length_282918_cov_23.0000_29	K00010	2.6e-44
k141_915_length_144340_cov_30.0067_46	K00010	5.3e-41
k141_1246_length_81061_cov_32.1418_65	K00010	4.7e-40
k141_411_length_188570_cov_22.0000_83	K00010	3.7e-39
k141_922_length_42342_cov_28.9864_40	K00010	7.6e-21
k141_1670_length_282918_cov_23.0000_95	K00010	1e-07
k141_175_length_49826_cov_27.0055_41	K00010	1.2e-06
k141_1791_length_51757_cov_19.9919_26	K00010	1.3e-06
k141_414_length_5327_cov_25.9541_2	K00012	1e-104
k141_937_length_27673_cov_20.0323_12	K00012	1.1e-12
k141_411_length_188570_cov_22.0000_116	K00012	6.2e-07
k141_2287_length_62556_cov_25.9938_45	K00012	8.4e-06
k141_1306_length_178866_cov_19.9981_59	K00014	1.2e-97
k141_175_length_49826_cov_27.0055_41	K00014	5.1e-07
k141_2287_length_62556_cov_25.9938_45	K00014	8.1e-07
k141_984_length_248272_cov_24.7531_73	K00015	1.6e-84
k141_1020_length_41196_cov_23.9692_35	K00015	6.6e-63
k141_785_length_92349_cov_23.9960_13	K00016	9.1e-142
k141_2287_length_62556_cov_25.9938_45	K00016	5.5e-137
k141_984_length_248272_cov_24.7531_73	K00018	5e-69
k141_1020_length_41196_cov_23.9692_35	K00018	4.8e-62
k141_1640_length_47022_cov_29.0054_10	K00019	8.6e-60
k141_543_length_34517_cov_18.9960_24	K00019	2.2e-58
k141_818_length_65246_cov_23.9880_51	K00019	2e-57
k141_1670_length_282918_cov_23.0000_40	K00019	4.1e-56
k141_139_length_81034_cov_23.9882_71	K00019	9.9e-54
k141_351_length_39379_cov_23.2096_19	K00019	7.6e-50
k141_1287_length_30574_cov_33.5518_20	K00019	4e-44
k141_175_length_49826_cov_27.0055_3	K00019	9.6e-43
k141_1306_length_178866_cov_19.9981_161	K00019	4e-42
k141_1993_length_70825_cov_30.0256_70	K00019	1e-19
k141_1640_length_47022_cov_29.0054_3	K00020	2e-105
k141_984_length_248272_cov_24.7531_72	K00020	3.3e-49
k141_1485_length_41970_cov_31.9715_32	K00020	3.6e-34
k141_1791_length_51757_cov_19.9919_26	K00020	6.4e-14
k141_1670_length_282918_cov_23.0000_97	K00020	2.1e-09
k141_937_length_27673_cov_20.0323_12	K00020	3.3e-09
