gene 	 KO 	 Evalue
k115_69957_length_163592_cov_13.0000_106	K00001	1.4e-33
k115_83267_length_78873_cov_14.0000_17	K00001	6.5e-32
k115_74012_length_114109_cov_12.9940_103	K00001	7.1e-17
k115_69957_length_163592_cov_13.0000_113	K00002	5.8e-16
k115_143223_length_81896_cov_13.9970_49	K00002	9.1e-07
k115_91615_length_49674_cov_14.0000_34	K00003	2.8e-142
k115_43582_length_134034_cov_15.0000_70	K00003	7.6e-09
k115_69696_length_215181_cov_12.0000_115	K00003	1.4e-06
k115_133249_length_33153_cov_13.0000_21	K00004	6.5e-07
k115_83267_length_78873_cov_14.0000_41	K00004	4.4e-06
k115_74012_length_114109_cov_12.9940_69	K00004	9.3e-06
k115_74012_length_114109_cov_12.9940_14	K00005	3.6e-31
k115_83267_length_78873_cov_14.0000_17	K00005	3e-25
k115_74012_length_114109_cov_12.9940_103	K00005	3.7e-17
k115_69957_length_163592_cov_13.0000_106	K00005	5.9e-16
k115_69551_length_163613_cov_11.0000_10	K00005	2.6e-07
k115_133249_length_33153_cov_13.0000_21	K00008	8.1e-08
k115_74012_length_114109_cov_12.9940_69	K00008	2.8e-06
k115_43582_length_134034_cov_15.0000_4	K00010	2.1e-46
k115_43582_length_134034_cov_15.0000_70	K00010	5.6e-40
k115_67740_length_170343_cov_14.9977_73	K00012	7.8e-107
k115_43582_length_134034_cov_15.0000_18	K00012	5.2e-85
k115_53863_length_306431_cov_12.0420_95	K00012	4.7e-11
k115_53863_length_306431_cov_12.0420_41	K00013	1.3e-189
k115_53863_length_306431_cov_12.0420_143	K00014	6.1e-86
k115_53863_length_306431_cov_12.0420_89	K00014	2.6e-09
k115_133249_length_33153_cov_13.0000_21	K00014	1.2e-07
k115_74012_length_114109_cov_12.9940_69	K00014	3.4e-07
k115_89777_length_56313_cov_13.9949_10	K00014	3.5e-06
k115_2433_length_79170_cov_11.9954_63	K00015	8.5e-78
k115_53863_length_306431_cov_12.0420_216	K00015	3.3e-58
k115_89777_length_56313_cov_13.9949_10	K00016	1.6e-134
k115_2433_length_79170_cov_11.9954_63	K00018	1.5e-72
k115_53863_length_306431_cov_12.0420_216	K00018	8.2e-49
k115_64965_length_49626_cov_11.0000_18	K00019	1.7e-61
k115_74012_length_114109_cov_12.9940_9	K00019	1.9e-56
k115_143223_length_81896_cov_13.9970_66	K00019	4.6e-48
k115_89777_length_56313_cov_13.9949_40	K00019	5.2e-41
k115_69551_length_163613_cov_11.0000_37	K00019	1.9e-36
k115_83267_length_78873_cov_14.0000_39	K00019	2.3e-07
k115_83267_length_78873_cov_14.0000_33	K00020	3.3e-08
k115_53863_length_306431_cov_12.0420_76	K00020	4.1e-07
k115_2433_length_79170_cov_11.9954_63	K00020	1.4e-06
k115_94916_length_108588_cov_14.9979_73	K00020	2.9e-06
k115_133249_length_33153_cov_13.0000_4	K00020	3.4e-06
k115_53863_length_306431_cov_12.0420_216	K00020	4.1e-06
k115_53863_length_306431_cov_12.0420_112	K00020	4.5e-06
k115_53863_length_306431_cov_12.0420_95	K00020	7.2e-06
k115_133249_length_33153_cov_13.0000_4	K00022	8.1e-68
k115_64965_length_49626_cov_11.0000_18	K00023	6.4e-93
k115_74012_length_114109_cov_12.9940_9	K00023	1.5e-75
k115_143223_length_81896_cov_13.9970_66	K00023	3.6e-63
k115_89777_length_56313_cov_13.9949_40	K00023	3.6e-37
k115_69551_length_163613_cov_11.0000_37	K00023	2.8e-29
k115_83267_length_78873_cov_14.0000_39	K00023	2.7e-07
k115_89777_length_56313_cov_13.9949_10	K00024	1.5e-93
k115_43582_length_134034_cov_15.0000_18	K00024	2.1e-06
k115_74012_length_114109_cov_12.9940_87	K00027	7.6e-145
k115_74012_length_114109_cov_12.9940_87	K00029	1.4e-95
k115_53863_length_306431_cov_12.0420_220	K00030	4.8e-51
k115_69551_length_163613_cov_11.0000_59	K00030	2e-06
k115_69551_length_163613_cov_11.0000_59	K00031	4.6e-163
k115_53863_length_306431_cov_12.0420_220	K00031	2.4e-52
k115_2433_length_79170_cov_11.9954_63	K00032	5.6e-46
k115_53863_length_306431_cov_12.0420_216	K00032	6.9e-35
k115_64965_length_49626_cov_11.0000_18	K00034	2.2e-93
k115_74012_length_114109_cov_12.9940_9	K00034	2.7e-91
k115_143223_length_81896_cov_13.9970_66	K00034	1.7e-64
k115_89777_length_56313_cov_13.9949_40	K00034	3.2e-55
k115_69551_length_163613_cov_11.0000_37	K00034	7.4e-34
k115_83267_length_78873_cov_14.0000_39	K00034	5.5e-10
k115_43582_length_134034_cov_15.0000_70	K00035	4.5e-16
k115_43582_length_134034_cov_15.0000_4	K00035	8.1e-13
k115_64965_length_49626_cov_11.0000_18	K00038	3.8e-78
k115_74012_length_114109_cov_12.9940_9	K00038	1e-66
k115_143223_length_81896_cov_13.9970_66	K00038	2e-52
k115_89777_length_56313_cov_13.9949_40	K00038	1.2e-49
k115_69551_length_163613_cov_11.0000_37	K00038	6.7e-31
k115_83267_length_78873_cov_14.0000_39	K00038	2.1e-07
k115_74012_length_114109_cov_12.9940_67	K00038	2.6e-06
k115_74012_length_114109_cov_12.9940_9	K00039	9.4e-42
k115_64965_length_49626_cov_11.0000_18	K00039	9.9e-38
k115_143223_length_81896_cov_13.9970_66	K00039	1.4e-35
k115_69551_length_163613_cov_11.0000_37	K00039	6.9e-28
k115_89777_length_56313_cov_13.9949_40	K00039	2.4e-20
k115_94916_length_108588_cov_14.9979_73	K00042	5.9e-06
k115_53863_length_306431_cov_12.0420_112	K00042	8.3e-06
k115_83267_length_78873_cov_14.0000_17	K00043	4.9e-85
k115_69957_length_163592_cov_13.0000_106	K00043	5.7e-79
k115_74012_length_114109_cov_12.9940_103	K00043	1e-44
k115_74012_length_114109_cov_12.9940_14	K00043	2.5e-08
k115_69957_length_163592_cov_13.0000_106	K00048	9e-155
k115_83267_length_78873_cov_14.0000_17	K00048	2.9e-92
k115_74012_length_114109_cov_12.9940_103	K00048	1.6e-51
k115_2433_length_79170_cov_11.9954_63	K00049	4.2e-25
k115_53863_length_306431_cov_12.0420_216	K00049	4.5e-20
k115_2433_length_79170_cov_11.9954_63	K00050	8.6e-46
k115_53863_length_306431_cov_12.0420_216	K00050	9.6e-33
k115_53863_length_306431_cov_12.0420_220	K00052	9e-155
k115_69551_length_163613_cov_11.0000_59	K00052	1.7e-17
k115_53863_length_306431_cov_12.0420_76	K00053	3.9e-153
k115_53863_length_306431_cov_12.0420_95	K00057	5.1e-139
k115_67740_length_170343_cov_14.9977_73	K00057	1.9e-08
k115_126623_length_122185_cov_13.9966_5	K00057	5.8e-08
k115_67740_length_170343_cov_14.9977_50	K00057	4.3e-07
k115_53863_length_306431_cov_12.0420_216	K00058	4e-99
k115_2433_length_79170_cov_11.9954_63	K00058	2e-88
k115_53863_length_306431_cov_12.0420_76	K00058	5.2e-06
k115_64965_length_49626_cov_11.0000_18	K00059	3.7e-111
k115_74012_length_114109_cov_12.9940_9	K00059	1.1e-100
k115_143223_length_81896_cov_13.9970_66	K00059	2.1e-76
k115_89777_length_56313_cov_13.9949_40	K00059	5.7e-65
k115_69551_length_163613_cov_11.0000_37	K00059	2.3e-44
k115_83267_length_78873_cov_14.0000_39	K00059	2.1e-15
k115_43582_length_134034_cov_15.0000_18	K00059	2.5e-07
k115_133249_length_33153_cov_13.0000_21	K00060	8e-07
k115_69957_length_163592_cov_13.0000_113	K00064	4.4e-42
k115_143223_length_81896_cov_13.9970_49	K00064	8.7e-39
k115_64965_length_49626_cov_11.0000_18	K00065	9.3e-89
k115_74012_length_114109_cov_12.9940_9	K00065	4.2e-81
k115_143223_length_81896_cov_13.9970_66	K00065	3.3e-62
k115_89777_length_56313_cov_13.9949_40	K00065	3e-56
k115_69551_length_163613_cov_11.0000_37	K00065	1.1e-37
k115_83267_length_78873_cov_14.0000_39	K00065	1.8e-11
k115_67740_length_170343_cov_14.9977_73	K00066	4.4e-50
k115_43582_length_134034_cov_15.0000_18	K00066	1e-34
k115_43582_length_134034_cov_15.0000_91	K00067	4.7e-95
k115_83267_length_78873_cov_14.0000_39	K00067	6.9e-24
k115_20113_length_152310_cov_12.9987_21	K00067	2.1e-21
k115_83267_length_78873_cov_14.0000_46	K00067	4.1e-21
k115_89777_length_56313_cov_13.9949_42	K00067	7.2e-17
k115_43582_length_134034_cov_15.0000_18	K00067	4.9e-16
k115_69551_length_163613_cov_11.0000_37	K00067	3.1e-06
k115_64965_length_49626_cov_11.0000_18	K00068	4.2e-67
k115_74012_length_114109_cov_12.9940_9	K00068	4e-59
k115_143223_length_81896_cov_13.9970_66	K00068	2.2e-40
k115_89777_length_56313_cov_13.9949_40	K00068	1.2e-29
k115_69551_length_163613_cov_11.0000_37	K00068	2e-22
k115_83267_length_78873_cov_14.0000_39	K00068	4.4e-07
k115_43582_length_134034_cov_15.0000_18	K00068	5.7e-07
k115_133249_length_33153_cov_13.0000_4	K00074	9.7e-117
k115_67740_length_170343_cov_14.9977_73	K00074	2e-09
k115_115899_length_153479_cov_12.9987_89	K00075	8.9e-121
k115_126623_length_122185_cov_13.9966_5	K00077	8.9e-77
k115_53863_length_306431_cov_12.0420_95	K00077	8.4e-11
k115_43582_length_134034_cov_15.0000_4	K00078	2.3e-48
k115_43582_length_134034_cov_15.0000_70	K00078	3.3e-21
k115_64965_length_49626_cov_11.0000_18	K00079	6.4e-15
k115_74012_length_114109_cov_12.9940_9	K00079	1.7e-13
k115_69551_length_163613_cov_11.0000_37	K00079	1.3e-06
k115_143223_length_81896_cov_13.9970_66	K00079	4.4e-06
k115_20113_length_152310_cov_12.9987_32	K00082	8e-52
k115_64965_length_49626_cov_11.0000_18	K00084	1.8e-14
k115_74012_length_114109_cov_12.9940_9	K00084	2.2e-11
k115_143223_length_81896_cov_13.9970_66	K00084	8.7e-10
k115_69551_length_163613_cov_11.0000_37	K00084	9.8e-09
k115_83267_length_78873_cov_14.0000_17	K00086	4.8e-123
k115_69957_length_163592_cov_13.0000_106	K00086	1.2e-109
k115_74012_length_114109_cov_12.9940_103	K00086	2.7e-57
k115_74012_length_114109_cov_12.9940_14	K00086	1.9e-08
k115_115899_length_153479_cov_12.9987_3	K00087	3.9e-223
k115_69696_length_215181_cov_12.0000_39	K00088	5.1e-225
k115_69696_length_215181_cov_12.0000_154	K00088	1.2e-11
k115_64965_length_49626_cov_11.0000_16	K00088	1.1e-09
k115_53863_length_306431_cov_12.0420_125	K00088	1.6e-09
k115_74012_length_114109_cov_12.9940_99	K00088	1.3e-06
k115_2433_length_79170_cov_11.9954_63	K00090	3.7e-53
k115_53863_length_306431_cov_12.0420_216	K00090	4.9e-44
k115_43582_length_134034_cov_15.0000_70	K00090	4.5e-06
k115_69957_length_163592_cov_13.0000_106	K00093	5.7e-77
k115_83267_length_78873_cov_14.0000_17	K00093	2.7e-74
k115_74012_length_114109_cov_12.9940_103	K00093	2.1e-26
k115_74012_length_114109_cov_12.9940_14	K00096	1.4e-95
k115_69551_length_163613_cov_11.0000_10	K00096	1e-18
k115_83267_length_78873_cov_14.0000_17	K00096	7.5e-13
k115_69957_length_163592_cov_13.0000_106	K00096	1.3e-11
k115_74012_length_114109_cov_12.9940_103	K00096	1.1e-06
k115_69696_length_215181_cov_12.0000_115	K00099	4.5e-162
k115_83267_length_78873_cov_14.0000_17	K00100	1.7e-79
k115_69957_length_163592_cov_13.0000_106	K00100	1.4e-57
k115_74012_length_114109_cov_12.9940_103	K00100	1.6e-55
k115_74012_length_114109_cov_12.9940_14	K00100	4.6e-09
k115_69696_length_215181_cov_12.0000_39	K00101	3.4e-08
k115_115899_length_153479_cov_12.9987_89	K00104	4.2e-12
k115_115899_length_153479_cov_12.9987_3	K00106	1e-44
k115_115899_length_153479_cov_12.9987_4	K00106	1.1e-19
k115_3476_length_49521_cov_12.9961_15	K00108	4.5e-06
k115_94916_length_108588_cov_14.9979_52	K00111	1.3e-07
k115_53863_length_306431_cov_12.0420_28	K00111	1.8e-06
k115_74012_length_114109_cov_12.9940_49	K00111	4.6e-06
k115_53863_length_306431_cov_12.0420_28	K00112	3.8e-10
k115_74012_length_114109_cov_12.9940_49	K00112	3.5e-09
k115_74012_length_114109_cov_12.9940_78	K00112	6.1e-07
k115_53863_length_306431_cov_12.0420_27	K00112	2.9e-06
k115_94916_length_108588_cov_14.9979_52	K00112	8.7e-06
k115_2433_length_79170_cov_11.9954_63	K00122	1.6e-31
k115_53863_length_306431_cov_12.0420_216	K00122	4.8e-22
k115_69957_length_163592_cov_13.0000_142	K00123	7.1e-07
k115_115899_length_153479_cov_12.9987_102	K00124	8.9e-15
k115_69957_length_163592_cov_13.0000_146	K00124	6.6e-08
k115_80629_length_84958_cov_14.1049_58	K00124	3.5e-06
k115_53863_length_306431_cov_12.0420_258	K00128	4.5e-26
k115_53863_length_306431_cov_12.0420_258	K00129	5e-09
k115_53863_length_306431_cov_12.0420_258	K00130	2.3e-22
k115_53863_length_306431_cov_12.0420_258	K00131	1.1e-11
k115_53863_length_306431_cov_12.0420_258	K00132	4.1e-15
k115_53863_length_306431_cov_12.0420_215	K00133	3.4e-82
k115_20113_length_152310_cov_12.9987_84	K00133	2.6e-26
k115_69551_length_163613_cov_11.0000_99	K00133	2.1e-10
k115_69551_length_163613_cov_11.0000_99	K00134	3.5e-128
k115_53863_length_306431_cov_12.0420_258	K00135	1.1e-12
k115_53863_length_306431_cov_12.0420_258	K00140	3.5e-11
k115_53863_length_306431_cov_12.0420_258	K00141	2.8e-10
k115_20113_length_152310_cov_12.9987_84	K00145	1.2e-140
k115_53863_length_306431_cov_12.0420_215	K00145	1.5e-15
k115_53863_length_306431_cov_12.0420_258	K00146	4.6e-08
k115_53863_length_306431_cov_12.0420_258	K00147	3.7e-177
k115_133249_length_33153_cov_13.0000_21	K00148	3.4e-09
k115_83267_length_78873_cov_14.0000_41	K00148	1.7e-06
k115_69551_length_163613_cov_11.0000_99	K00150	2.5e-40
k115_53863_length_306431_cov_12.0420_215	K00150	3.9e-09
k115_2433_length_79170_cov_11.9954_69	K00150	5.1e-07
k115_53863_length_306431_cov_12.0420_258	K00151	1e-06
k115_53863_length_306431_cov_12.0420_218	K00156	2.4e-116
k115_67740_length_170343_cov_14.9977_6	K00156	8.9e-08
k115_53863_length_306431_cov_12.0420_218	K00158	3.4e-132
k115_80629_length_84958_cov_14.1049_56	K00161	2.1e-08
k115_69551_length_163613_cov_11.0000_7	K00161	1.1e-07
k115_115899_length_153479_cov_12.9987_64	K00162	5.8e-16
k115_69551_length_163613_cov_11.0000_7	K00162	4.9e-10
k115_80629_length_84958_cov_14.1049_56	K00163	6.1e-23
k115_115899_length_153479_cov_12.9987_64	K00163	1.8e-09
