gene 	 KO 	 Evalue
k115_61809_length_111697_cov_29.0673_12	K00001	1.8e-25
k115_112872_length_302792_cov_29.0000_12	K00001	2.1e-20
k115_112872_length_302792_cov_29.0000_190	K00001	3e-13
k115_15362_length_398270_cov_23.9944_149	K00001	3.6e-07
k115_115401_length_201053_cov_25.9960_98	K00001	6.2e-06
k115_15362_length_398270_cov_23.9944_166	K00003	7.6e-164
k115_15362_length_398270_cov_23.9944_3	K00004	1.7e-10
k115_8842_length_79205_cov_29.9883_84	K00004	5.2e-08
k115_115401_length_201053_cov_25.9960_98	K00004	2.3e-07
k115_15362_length_398270_cov_23.9944_241	K00005	4.7e-37
k115_112872_length_302792_cov_29.0000_12	K00005	5e-14
k115_113914_length_81344_cov_27.9947_28	K00005	6.8e-13
k115_61809_length_111697_cov_29.0673_12	K00005	4.4e-12
k115_112872_length_302792_cov_29.0000_190	K00005	1.4e-11
k115_115401_length_201053_cov_25.9960_98	K00008	1.9e-08
k115_15362_length_398270_cov_23.9944_3	K00008	2e-08
k115_8842_length_79205_cov_29.9883_84	K00008	1.2e-06
k115_15362_length_398270_cov_23.9944_149	K00008	2.7e-06
k115_12387_length_90999_cov_26.9954_49	K00008	5.8e-06
k115_15362_length_398270_cov_23.9944_3	K00009	1e-06
k115_15362_length_398270_cov_23.9944_3	K00010	2e-06
k115_12387_length_90999_cov_26.9954_14	K00012	2.6e-65
k115_58474_length_30472_cov_26.9863_24	K00012	4.5e-63
k115_15362_length_398270_cov_23.9944_3	K00012	6.4e-08
k115_115401_length_201053_cov_25.9960_98	K00012	5.2e-06
k115_61809_length_111697_cov_29.0673_40	K00013	1.1e-180
k115_113914_length_81344_cov_27.9947_24	K00014	1.3e-92
k115_76027_length_109367_cov_29.9915_71	K00014	3.5e-10
k115_12387_length_90999_cov_26.9954_78	K00014	5.9e-09
k115_15362_length_398270_cov_23.9944_3	K00014	6.4e-09
k115_12387_length_90999_cov_26.9954_44	K00015	6.3e-108
k115_113914_length_81344_cov_27.9947_15	K00015	4.6e-93
k115_15362_length_398270_cov_23.9944_153	K00015	4.7e-10
k115_113914_length_81344_cov_27.9947_11	K00015	8.8e-06
k115_12387_length_90999_cov_26.9954_44	K00018	9.6e-80
k115_113914_length_81344_cov_27.9947_15	K00018	2.6e-72
k115_15362_length_398270_cov_23.9944_153	K00018	1.8e-09
k115_113914_length_81344_cov_27.9947_11	K00018	5.6e-06
k115_115401_length_201053_cov_25.9960_129	K00019	1.6e-61
k115_61809_length_111697_cov_29.0673_74	K00019	2.6e-55
k115_15362_length_398270_cov_23.9944_65	K00019	1.3e-51
k115_113914_length_81344_cov_27.9947_11	K00020	1.6e-10
k115_12387_length_90999_cov_26.9954_44	K00020	4.4e-10
k115_113914_length_81344_cov_27.9947_15	K00020	1.9e-08
k115_8842_length_79205_cov_29.9883_20	K00020	6.5e-08
k115_115401_length_201053_cov_25.9960_129	K00023	1.6e-96
k115_15362_length_398270_cov_23.9944_65	K00023	3.5e-57
k115_61809_length_111697_cov_29.0673_74	K00023	1.4e-52
k115_15362_length_398270_cov_23.9944_3	K00024	9e-11
k115_62907_length_20518_cov_24.9624_11	K00027	5.2e-135
k115_62907_length_20518_cov_24.9624_11	K00029	4.4e-89
k115_113914_length_81344_cov_27.9947_8	K00030	2.5e-54
k115_113914_length_81344_cov_27.9947_8	K00031	1.8e-50
k115_12387_length_90999_cov_26.9954_44	K00032	8.1e-85
k115_113914_length_81344_cov_27.9947_15	K00032	1.1e-59
k115_15362_length_398270_cov_23.9944_153	K00032	1.5e-07
k115_15362_length_398270_cov_23.9944_3	K00033	2.2e-07
k115_115401_length_201053_cov_25.9960_98	K00033	6.4e-06
k115_115401_length_201053_cov_25.9960_129	K00034	1.2e-93
k115_61809_length_111697_cov_29.0673_74	K00034	8.7e-67
k115_15362_length_398270_cov_23.9944_65	K00034	6e-60
k115_115401_length_201053_cov_25.9960_129	K00038	1.9e-73
k115_61809_length_111697_cov_29.0673_74	K00038	2.3e-64
k115_15362_length_398270_cov_23.9944_65	K00038	1.2e-56
k115_115401_length_201053_cov_25.9960_129	K00039	5.9e-42
k115_15362_length_398270_cov_23.9944_65	K00039	1.4e-29
k115_61809_length_111697_cov_29.0673_74	K00039	5.7e-29
k115_113914_length_81344_cov_27.9947_15	K00042	3.5e-07
k115_113914_length_81344_cov_27.9947_11	K00042	5.1e-07
k115_12387_length_90999_cov_26.9954_44	K00042	5.4e-07
