gene 	 KO 	 Evalue
k115_5185_length_182138_cov_52.9909_46	K00001	5.1e-64
k115_53553_length_87248_cov_52.9743_74	K00001	6e-61
k115_50723_length_90811_cov_57.9899_76	K00001	7.9e-36
k115_4046_length_58965_cov_56.9695_42	K00001	1.5e-20
k115_15849_length_35514_cov_52.9530_5	K00001	3.2e-17
k115_2017_length_15007_cov_83.0000_8	K00002	3.1e-14
k115_29323_length_25020_cov_48.9480_14	K00002	1.9e-07
k115_53553_length_87248_cov_52.9743_59	K00003	4.6e-137
k115_26326_length_69019_cov_59.9786_52	K00003	2.8e-08
k115_19331_length_114027_cov_54.9848_33	K00003	3.2e-08
k115_39801_length_349056_cov_45.9959_110	K00003	2.6e-06
k115_19331_length_114027_cov_54.9848_28	K00003	3e-06
k115_5185_length_182138_cov_52.9909_46	K00004	9.4e-113
k115_53553_length_87248_cov_52.9743_74	K00004	1.9e-91
k115_39801_length_349056_cov_45.9959_234	K00004	1.3e-06
k115_41695_length_44275_cov_56.3661_20	K00004	9.8e-06
k115_38155_length_22727_cov_57.9597_4	K00005	1.1e-111
k115_29323_length_25020_cov_48.9480_24	K00005	1.9e-30
k115_15849_length_35514_cov_52.9530_5	K00005	7.4e-22
k115_50723_length_90811_cov_57.9899_76	K00005	1.2e-20
k115_39801_length_349056_cov_45.9959_325	K00005	1.5e-14
k115_4046_length_58965_cov_56.9695_42	K00005	2.3e-12
k115_5185_length_182138_cov_52.9909_46	K00008	3e-121
k115_53553_length_87248_cov_52.9743_74	K00008	7.4e-110
k115_39801_length_349056_cov_45.9959_234	K00008	1.6e-06
k115_57685_length_244121_cov_46.9970_41	K00008	2.6e-06
k115_41695_length_44275_cov_56.3661_20	K00008	2.6e-06
k115_19331_length_114027_cov_54.9848_28	K00010	3.5e-61
k115_19331_length_114027_cov_54.9848_33	K00010	5.4e-57
k115_26326_length_69019_cov_59.9786_52	K00010	2e-44
k115_57514_length_22686_cov_57.9192_20	K00010	5.7e-07
k115_39801_length_349056_cov_45.9959_295	K00012	6.2e-08
k115_5185_length_182138_cov_52.9909_90	K00012	4.8e-06
k115_39801_length_349056_cov_45.9959_15	K00013	4.9e-190
k115_50723_length_90811_cov_57.9899_22	K00014	5.3e-98
k115_29934_length_178773_cov_50.2580_140	K00014	3.2e-11
k115_14996_length_45811_cov_50.9650_5	K00014	2.7e-10
k115_6326_length_86861_cov_52.3301_40	K00014	3.4e-07
k115_41695_length_44275_cov_56.3661_20	K00014	3.6e-07
k115_5185_length_182138_cov_52.9909_30	K00014	2.6e-06
k115_57685_length_244121_cov_46.9970_41	K00014	3.5e-06
k115_50723_length_90811_cov_57.9899_27	K00015	4.8e-83
k115_3205_length_87992_cov_50.9677_64	K00015	1.1e-58
k115_5185_length_182138_cov_52.9909_30	K00016	6.2e-136
k115_50723_length_90811_cov_57.9899_27	K00018	1.3e-121
k115_3205_length_87992_cov_50.9677_64	K00018	3.5e-49
k115_14996_length_45811_cov_50.9650_5	K00018	1.9e-06
k115_50723_length_90811_cov_57.9899_8	K00019	1.3e-57
k115_6326_length_86861_cov_52.3301_72	K00019	2.8e-57
k115_39801_length_349056_cov_45.9959_271	K00019	9.9e-43
k115_8342_length_85035_cov_49.9815_57	K00019	6.9e-42
k115_19331_length_114027_cov_54.9848_97	K00019	1.3e-07
k115_39801_length_349056_cov_45.9959_97	K00019	2.1e-07
k115_19331_length_114027_cov_54.9848_67	K00019	3.4e-06
k115_8342_length_85035_cov_49.9815_17	K00020	7.5e-11
k115_19331_length_114027_cov_54.9848_33	K00020	1.4e-07
k115_6326_length_86861_cov_52.3301_56	K00020	1e-06
k115_3205_length_87992_cov_50.9677_64	K00020	1.8e-06
k115_39801_length_349056_cov_45.9959_295	K00020	5.8e-06
k115_57685_length_244121_cov_46.9970_138	K00020	6.9e-06
k115_6326_length_86861_cov_52.3301_56	K00022	2.2e-66
k115_50723_length_90811_cov_57.9899_8	K00023	1.2e-88
k115_6326_length_86861_cov_52.3301_72	K00023	3.1e-69
k115_8342_length_85035_cov_49.9815_57	K00023	1.8e-36
k115_39801_length_349056_cov_45.9959_271	K00023	7e-34
k115_39801_length_349056_cov_45.9959_97	K00023	6.9e-08
k115_19331_length_114027_cov_54.9848_97	K00023	6.7e-06
k115_5185_length_182138_cov_52.9909_30	K00024	3.3e-99
k115_6326_length_86861_cov_52.3301_56	K00024	5.4e-06
k115_5185_length_182138_cov_52.9909_90	K00024	6e-06
k115_39801_length_349056_cov_45.9959_247	K00027	1.8e-142
k115_39801_length_349056_cov_45.9959_247	K00029	2e-87
k115_3205_length_87992_cov_50.9677_60	K00030	9.9e-53
k115_57685_length_244121_cov_46.9970_171	K00031	5.8e-165
k115_3205_length_87992_cov_50.9677_60	K00031	1e-52
k115_50723_length_90811_cov_57.9899_27	K00032	5.2e-61
k115_3205_length_87992_cov_50.9677_64	K00032	1.3e-37
k115_39801_length_349056_cov_45.9959_295	K00033	5e-07
k115_50723_length_90811_cov_57.9899_8	K00034	2.1e-90
k115_6326_length_86861_cov_52.3301_72	K00034	1.2e-74
k115_39801_length_349056_cov_45.9959_271	K00034	8.7e-48
k115_8342_length_85035_cov_49.9815_57	K00034	7.4e-40
k115_39801_length_349056_cov_45.9959_97	K00034	3.6e-09
k115_19331_length_114027_cov_54.9848_97	K00034	7.4e-07
k115_19331_length_114027_cov_54.9848_28	K00035	7.3e-20
k115_19331_length_114027_cov_54.9848_33	K00035	1.2e-14
k115_26326_length_69019_cov_59.9786_52	K00035	1.4e-13
