gene 	 KO 	 Evalue
k141_9367_length_7549_cov_8.0000_4	K00001	2.6e-33
k141_12147_length_2296_cov_8.0000_1	K00001	9.5e-20
k141_12633_length_37403_cov_8.0000_16	K00001	9.7e-16
k141_2331_length_5337_cov_7.0000_7	K00001	1.9e-10
k141_7036_length_14760_cov_7.0000_9	K00001	5e-06
k141_12633_length_37403_cov_8.0000_13	K00002	3.8e-50
k141_1872_length_12032_cov_7.0000_6	K00003	3.5e-160
k141_3294_length_4924_cov_6.0000_3	K00003	1.5e-07
k141_7036_length_14760_cov_7.0000_9	K00004	1.8e-07
k141_2375_length_9563_cov_8.0000_4	K00004	2.2e-07
k141_10535_length_10194_cov_7.0000_3	K00004	3.8e-07
k141_11386_length_12490_cov_7.0000_3	K00005	1.4e-103
k141_9367_length_7549_cov_8.0000_4	K00005	1.2e-22
k141_2331_length_5337_cov_7.0000_7	K00005	8.9e-14
k141_12633_length_37403_cov_8.0000_16	K00005	2.4e-13
k141_3876_length_15573_cov_7.0000_12	K00005	5.9e-13
k141_2375_length_9563_cov_8.0000_4	K00008	3e-07
k141_7036_length_14760_cov_7.0000_9	K00008	5.1e-07
k141_3294_length_4924_cov_6.0000_3	K00010	4.7e-06
k141_13246_length_5966_cov_8.0000_5	K00012	4.3e-108
k141_10535_length_10194_cov_7.0000_3	K00012	2.9e-08
k141_7036_length_14760_cov_7.0000_9	K00012	7.8e-08
k141_3037_length_12391_cov_7.0000_16	K00012	5.6e-06
k141_5570_length_21695_cov_8.0000_9	K00013	8.1e-185
k141_3876_length_15573_cov_7.0000_8	K00014	1.7e-73
k141_2375_length_9563_cov_8.0000_4	K00014	8.1e-12
k141_10535_length_10194_cov_7.0000_3	K00014	4.2e-09
k141_7209_length_5089_cov_8.0000_3	K00014	7.9e-07
k141_13695_length_6598_cov_7.0000_2	K00014	6.8e-06
k141_5359_length_4875_cov_7.0000_5	K00015	1.6e-108
k141_5843_length_7179_cov_9.0000_1	K00015	5.1e-94
k141_6528_length_3961_cov_7.0000_4	K00015	2.1e-06
k141_13232_length_20683_cov_7.0000_13	K00016	4.9e-107
k141_5843_length_7179_cov_9.0000_1	K00018	1.7e-107
k141_5359_length_4875_cov_7.0000_5	K00018	1.3e-77
k141_6528_length_3961_cov_7.0000_4	K00018	4.9e-07
k141_3037_length_12391_cov_7.0000_16	K00018	4.6e-06
k141_5572_length_9793_cov_6.0000_5	K00019	1.1e-63
k141_9776_length_4176_cov_7.0000_3	K00019	5.1e-61
k141_10535_length_10194_cov_7.0000_3	K00020	8.9e-10
k141_462_length_11173_cov_8.0000_5	K00020	3.1e-09
k141_11596_length_4592_cov_8.0000_4	K00020	4.8e-08
k141_7036_length_14760_cov_7.0000_9	K00020	7.2e-07
k141_2375_length_9563_cov_8.0000_4	K00020	7.2e-07
k141_5359_length_4875_cov_7.0000_5	K00020	7.8e-07
k141_5572_length_9793_cov_6.0000_5	K00023	4.8e-89
k141_9776_length_4176_cov_7.0000_3	K00023	1.1e-54
k141_13232_length_20683_cov_7.0000_13	K00024	3.9e-83
k141_10535_length_10194_cov_7.0000_3	K00024	6.6e-10
k141_13695_length_6598_cov_7.0000_2	K00027	1.2e-126
k141_13695_length_6598_cov_7.0000_2	K00029	1.4e-82
k141_10212_length_7586_cov_9.0000_6	K00030	8.6e-52
k141_10212_length_7586_cov_9.0000_6	K00031	1.5e-53
k141_5359_length_4875_cov_7.0000_5	K00032	1.4e-83
k141_5843_length_7179_cov_9.0000_1	K00032	3.2e-67
k141_10535_length_10194_cov_7.0000_3	K00033	7.7e-10
k141_5572_length_9793_cov_6.0000_5	K00034	2.5e-88
k141_9776_length_4176_cov_7.0000_3	K00034	1.6e-72
k141_10065_length_4163_cov_7.0000_2	K00034	2.1e-06
k141_5572_length_9793_cov_6.0000_5	K00038	6e-73
k141_9776_length_4176_cov_7.0000_3	K00038	4.4e-67
k141_9776_length_4176_cov_7.0000_3	K00039	7e-37
k141_5572_length_9793_cov_6.0000_5	K00039	3.5e-36
k141_10535_length_10194_cov_7.0000_3	K00042	1.9e-10
k141_11596_length_4592_cov_8.0000_4	K00042	2.6e-07
k141_5359_length_4875_cov_7.0000_5	K00042	4e-06
k141_462_length_11173_cov_8.0000_5	K00042	8.2e-06
k141_9367_length_7549_cov_8.0000_4	K00043	2e-63
k141_12147_length_2296_cov_8.0000_1	K00043	2.9e-51
k141_12633_length_37403_cov_8.0000_16	K00043	2.6e-47
k141_2331_length_5337_cov_7.0000_7	K00043	3.6e-22
k141_11386_length_12490_cov_7.0000_3	K00043	1.1e-14
k141_3876_length_15573_cov_7.0000_12	K00043	8.2e-08
k141_12147_length_2296_cov_8.0000_1	K00048	2.9e-110
k141_9367_length_7549_cov_8.0000_4	K00048	9.7e-56
k141_2331_length_5337_cov_7.0000_7	K00048	5.2e-53
k141_12633_length_37403_cov_8.0000_16	K00048	5.5e-35
k141_11386_length_12490_cov_7.0000_3	K00048	1.9e-10
