gene 	 KO 	 Evalue
k141_123973_6	K00001	1.8e-39
k141_2525_5	K00001	5e-35
k141_102086_33	K00001	3.9e-34
k141_116429_3	K00001	2.6e-33
k141_75703_25	K00001	4.3e-29
k141_2525_8	K00001	3.5e-22
k141_2525_4	K00001	3.9e-12
k141_3208_5	K00001	5.1e-08
k141_1739_23	K00001	3.7e-06
k141_58561_18	K00002	2e-54
k141_21822_4	K00003	1.1e-139
k141_123973_5	K00003	7.9e-08
k141_2525_5	K00004	5.3e-65
k141_2525_4	K00004	3e-18
k141_5923_5	K00004	5.1e-09
k141_63483_7	K00004	2.4e-07
k141_19555_12	K00004	3.7e-06
k141_116429_3	K00005	2e-19
k141_75703_25	K00005	1.6e-17
k141_102086_33	K00005	3.7e-17
k141_123973_6	K00005	2e-16
k141_2525_8	K00005	1.4e-11
k141_9148_1	K00005	1.2e-09
k141_2525_5	K00008	4.4e-67
k141_2525_4	K00008	1.7e-17
k141_5923_5	K00008	5.8e-07
k141_19555_12	K00008	8.7e-07
k141_1739_23	K00008	1.4e-06
k141_63483_7	K00008	3.8e-06
k141_123973_5	K00010	5.6e-58
k141_123973_4	K00010	7.6e-50
k141_26750_41	K00010	2.9e-30
k141_48643_16	K00010	4e-06
k141_86421_13	K00012	2.9e-68
k141_46345_27	K00013	2.1e-187
k141_75703_34	K00014	5.3e-79
k141_16127_5	K00014	2.2e-10
k141_1739_46	K00014	1.9e-06
k141_2525_6	K00015	2.2e-85
k141_86421_15	K00015	1.7e-64
k141_57769_23	K00015	5.5e-61
k141_103922_11	K00015	3.1e-44
k141_103922_12	K00015	2.1e-33
k141_16127_5	K00015	1.2e-08
k141_19555_12	K00015	2.8e-08
k141_1739_46	K00016	1.3e-133
k141_39257_9	K00016	9.3e-06
k141_2525_6	K00018	2.2e-71
k141_103922_11	K00018	4.5e-69
k141_86421_15	K00018	9.1e-64
k141_57769_23	K00018	2.5e-50
k141_103922_12	K00018	1.4e-41
k141_16127_5	K00018	6.5e-10
k141_19555_12	K00018	1.1e-08
k141_13170_2	K00018	9.4e-06
k141_69230_22	K00019	4.2e-57
k141_69230_29	K00019	4.4e-53
k141_21748_16	K00019	1.1e-40
k141_102086_17	K00019	1.7e-22
k141_102086_16	K00019	3.1e-13
k141_3208_29	K00019	2.2e-08
k141_2525_6	K00020	4.7e-08
k141_57769_23	K00020	2.6e-07
k141_13170_2	K00020	2.8e-06
k141_86421_15	K00020	3.5e-06
k141_16120_43	K00020	4e-06
k141_89122_8	K00022	8.6e-07
k141_69230_22	K00023	6.4e-69
k141_69230_29	K00023	1.8e-40
k141_102086_17	K00023	2e-29
k141_21748_16	K00023	9.6e-29
k141_102086_16	K00023	1.6e-15
k141_3208_29	K00023	1e-07
k141_1739_46	K00024	1.7e-92
k141_39257_9	K00024	3.5e-09
k141_46345_21	K00024	4.6e-06
k141_75703_28	K00027	8.7e-145
k141_75703_28	K00029	1.1e-98
k141_48643_15	K00030	7.2e-59
k141_52483_3	K00030	2.6e-46
k141_48643_15	K00031	3.3e-59
k141_52483_3	K00031	1.1e-48
k141_86421_15	K00032	3.5e-55
k141_2525_6	K00032	6.4e-55
k141_57769_23	K00032	7.1e-39
k141_103922_11	K00032	5.4e-26
k141_103922_12	K00032	5.2e-24
k141_69230_22	K00034	9.1e-66
k141_69230_29	K00034	9e-49
k141_102086_17	K00034	2.7e-40
k141_21748_16	K00034	8.2e-34
k141_102086_16	K00034	1.3e-20
k141_3208_29	K00034	2.6e-08
k141_123973_5	K00035	3e-15
k141_26750_41	K00035	2.1e-06
k141_69230_22	K00038	1.4e-54
k141_69230_29	K00038	1.9e-43
k141_21748_16	K00038	1.2e-38
k141_102086_17	K00038	2.6e-34
k141_102086_16	K00038	1.1e-15
k141_3208_29	K00038	1.8e-06
k141_69230_22	K00039	2.2e-37
k141_69230_29	K00039	2.4e-36
k141_21748_16	K00039	1.1e-32
k141_102086_17	K00039	1.3e-11
k141_102086_16	K00039	7.5e-11
k141_2525_6	K00042	1e-07
k141_9148_2	K00042	2.4e-07
k141_86421_13	K00042	8.2e-06
k141_116429_3	K00043	1.1e-81
k141_102086_33	K00043	3e-80
k141_123973_6	K00043	1.5e-75
k141_2525_8	K00043	1.4e-74
k141_75703_25	K00043	4.1e-71
k141_116429_3	K00048	5.4e-173
k141_75703_25	K00048	2.2e-79
k141_123973_6	K00048	9.5e-76
k141_2525_8	K00048	5.4e-75
k141_102086_33	K00048	2.4e-69
k141_2525_6	K00049	4.6e-35
k141_86421_15	K00049	1.3e-28
k141_103922_12	K00049	4.9e-21
k141_57769_23	K00049	1e-18
k141_103922_11	K00049	5.2e-08
k141_2525_6	K00050	3.8e-55
k141_86421_15	K00050	3.5e-42
k141_57769_23	K00050	1.1e-32
k141_103922_11	K00050	9.3e-27
k141_103922_12	K00050	5.2e-23
k141_16127_5	K00050	8.8e-08
k141_52483_3	K00052	2.8e-157
k141_48643_15	K00052	1.1e-72
k141_13170_2	K00053	4.5e-134
k141_16127_5	K00053	7e-06
k141_2525_5	K00055	2e-30
k141_2525_4	K00055	2.6e-08
k141_3208_23	K00057	3.7e-07
k141_2525_6	K00058	4.4e-102
k141_57769_23	K00058	2.2e-101
k141_86421_15	K00058	1.4e-73
k141_103922_11	K00058	3e-51
k141_103922_12	K00058	1.7e-35
k141_19555_12	K00058	1e-09
k141_16127_5	K00058	3.1e-09
k141_13170_2	K00058	2.3e-06
k141_69230_22	K00059	6.7e-81
k141_69230_29	K00059	8.5e-60
k141_21748_16	K00059	1.5e-41
k141_102086_17	K00059	3.4e-40
k141_102086_16	K00059	1.7e-22
k141_3208_29	K00059	3.3e-12
k141_2525_5	K00060	1.9e-51
k141_2525_4	K00060	3.2e-13
k141_19555_12	K00060	4.6e-06
k141_1739_23	K00060	5.7e-06
k141_39257_25	K00064	7.7e-23
k141_58561_18	K00064	6.4e-22
k141_69230_22	K00065	1.8e-64
k141_69230_29	K00065	1.5e-48
k141_102086_17	K00065	2e-46
k141_21748_16	K00065	4.3e-36
k141_102086_16	K00065	3e-22
k141_3208_29	K00065	4.8e-12
k141_16127_5	K00065	1.9e-06
k141_86421_13	K00066	4.7e-46
k141_46345_21	K00067	3.9e-22
k141_3208_29	K00067	7.3e-21
k141_86421_12	K00067	4.5e-18
k141_86421_2	K00067	3.2e-15
k141_86421_1	K00067	2.4e-12
k141_69230_22	K00068	7.1e-47
k141_69230_29	K00068	2.7e-38
k141_102086_17	K00068	2.4e-25
k141_21748_16	K00068	1.9e-23
k141_102086_16	K00068	2.3e-17
k141_46345_21	K00068	1e-06
k141_3208_29	K00068	2.3e-06
k141_89122_8	K00074	2.1e-07
k141_91472_7	K00075	4.4e-117
k141_5923_7	K00075	6.8e-08
k141_58561_15	K00077	5.1e-65
k141_3208_23	K00077	1e-06
k141_26750_41	K00078	4.5e-07
k141_69230_22	K00079	6.7e-14
k141_21748_16	K00079	1.4e-11
k141_69230_29	K00079	6.1e-08
k141_69230_22	K00084	1.2e-15
k141_21748_16	K00084	2.4e-07
k141_123973_6	K00086	2e-122
k141_116429_3	K00086	1.1e-119
k141_102086_33	K00086	1.9e-96
