gene 	 KO 	 Evalue
k141_6713_length_2387_cov_8.0000_1	K00001	2.6e-82
k141_7482_length_4000_cov_5.0000_1	K00001	4.6e-68
k141_2901_length_6517_cov_8.0000_4	K00001	4.9e-44
k141_3635_length_2463_cov_8.0000_1	K00001	5.4e-33
k141_7882_length_4424_cov_9.0000_1	K00001	1.9e-29
k141_9344_length_11723_cov_11.0000_10	K00001	1.8e-26
k141_1943_length_4491_cov_7.0000_6	K00002	5.1e-69
k141_7929_length_2850_cov_5.0000_3	K00002	6.2e-63
k141_11175_length_12202_cov_8.0000_6	K00002	2.1e-06
k141_9861_length_2517_cov_7.0000_1	K00003	2.7e-07
k141_7351_length_6216_cov_7.0000_5	K00003	3.8e-06
k141_6713_length_2387_cov_8.0000_1	K00004	3.2e-41
k141_7482_length_4000_cov_5.0000_1	K00004	4e-30
k141_2901_length_6517_cov_8.0000_4	K00004	9.9e-24
k141_7341_length_4260_cov_9.0000_2	K00004	2.8e-07
k141_599_length_4815_cov_8.0000_3	K00005	4e-127
k141_10301_length_3400_cov_9.0000_4	K00005	5.6e-99
k141_10697_length_5097_cov_9.0000_3	K00005	6.6e-84
k141_9344_length_11723_cov_11.0000_10	K00005	5.2e-18
k141_3635_length_2463_cov_8.0000_1	K00005	3.6e-16
k141_10946_length_10145_cov_7.0000_6	K00005	4.8e-12
k141_7882_length_4424_cov_9.0000_1	K00005	2.3e-09
k141_4712_length_10185_cov_7.0000_6	K00007	2.4e-25
k141_6713_length_2387_cov_8.0000_1	K00008	6.7e-47
k141_7482_length_4000_cov_5.0000_1	K00008	2.1e-36
k141_2901_length_6517_cov_8.0000_4	K00008	8.6e-22
k141_7341_length_4260_cov_9.0000_2	K00008	1.4e-07
k141_4712_length_10185_cov_7.0000_6	K00009	1e-150
k141_4671_length_3176_cov_7.0000_2	K00010	4e-105
k141_7351_length_6216_cov_7.0000_5	K00010	1.7e-83
k141_9861_length_2517_cov_7.0000_1	K00010	2.4e-37
k141_10974_length_5161_cov_7.0000_1	K00010	5.8e-30
k141_3264_length_15465_cov_9.0000_11	K00010	5.5e-21
k141_3136_length_3466_cov_7.0000_4	K00010	1e-06
k141_2062_length_3851_cov_7.0000_2	K00012	8.5e-13
k141_9330_length_2348_cov_7.0000_2	K00012	4.2e-07
k141_10946_length_10145_cov_7.0000_4	K00014	3.5e-97
k141_260_length_11730_cov_7.0000_1	K00014	6e-06
k141_10697_length_5097_cov_9.0000_2	K00015	1.1e-84
k141_8507_length_12941_cov_7.0000_6	K00015	5.3e-63
k141_260_length_11730_cov_7.0000_1	K00016	1.2e-141
k141_8621_length_9847_cov_9.0000_1	K00016	6e-32
k141_10697_length_5097_cov_9.0000_2	K00018	5.5e-69
k141_8507_length_12941_cov_7.0000_6	K00018	3.9e-62
k141_565_length_11471_cov_9.0000_6	K00019	6.9e-60
k141_11480_length_1849_cov_8.0000_2	K00019	1.7e-58
k141_12029_length_10722_cov_8.0000_2	K00019	1.8e-57
k141_4841_length_2304_cov_5.0000_2	K00019	6.1e-53
k141_6626_length_4477_cov_7.0000_1	K00019	7.2e-50
k141_5484_length_10959_cov_12.0000_4	K00019	9.2e-45
k141_7219_length_7385_cov_7.0000_9	K00019	2.3e-42
k141_293_length_1768_cov_6.0000_2	K00019	1.5e-32
k141_5125_length_3309_cov_6.0000_3	K00019	8.1e-20
k141_293_length_1768_cov_6.0000_1	K00019	2.3e-19
k141_10697_length_5097_cov_9.0000_1	K00020	5.3e-41
k141_9813_length_4885_cov_8.0000_3	K00020	2.8e-34
k141_3136_length_3466_cov_7.0000_4	K00020	5.1e-14
k141_2062_length_3851_cov_7.0000_2	K00020	2.6e-09
k141_4774_length_5141_cov_7.0000_2	K00020	1.5e-08
k141_10946_length_10145_cov_7.0000_8	K00020	3.9e-07
k141_10697_length_5097_cov_9.0000_2	K00020	2.1e-06
k141_2438_length_6290_cov_6.0000_8	K00021	4.2e-15
k141_565_length_11471_cov_9.0000_6	K00023	5.4e-80
k141_12029_length_10722_cov_8.0000_2	K00023	9e-64
k141_11480_length_1849_cov_8.0000_2	K00023	7.9e-57
k141_5484_length_10959_cov_12.0000_4	K00023	6.4e-49
k141_7219_length_7385_cov_7.0000_9	K00023	7.9e-44
k141_4841_length_2304_cov_5.0000_2	K00023	8.6e-42
k141_6626_length_4477_cov_7.0000_1	K00023	1.4e-38
k141_293_length_1768_cov_6.0000_2	K00023	4.8e-38
k141_5125_length_3309_cov_6.0000_3	K00023	1.3e-19
k141_293_length_1768_cov_6.0000_1	K00023	5.4e-16
k141_260_length_11730_cov_7.0000_1	K00024	9.9e-105
k141_8621_length_9847_cov_9.0000_1	K00024	2.6e-24
k141_1343_length_4731_cov_23.0000_1	K00027	1.1e-136
k141_323_length_1987_cov_7.0000_1	K00027	1.5e-87
k141_11379_length_8309_cov_11.0000_1	K00027	1.6e-29
k141_1343_length_4731_cov_23.0000_1	K00029	1.7e-82
k141_323_length_1987_cov_7.0000_1	K00029	4.4e-55
k141_11379_length_8309_cov_11.0000_1	K00029	2e-15
k141_8507_length_12941_cov_7.0000_6	K00032	6.1e-58
k141_10697_length_5097_cov_9.0000_2	K00032	1.7e-48
k141_9813_length_4885_cov_8.0000_3	K00033	5e-222
k141_10697_length_5097_cov_9.0000_1	K00033	2.7e-94
k141_2062_length_3851_cov_7.0000_2	K00033	1.1e-08
k141_12029_length_10722_cov_8.0000_2	K00034	6.1e-87
k141_565_length_11471_cov_9.0000_6	K00034	5.8e-81
k141_11480_length_1849_cov_8.0000_2	K00034	1.3e-76
k141_7219_length_7385_cov_7.0000_9	K00034	2.1e-68
k141_293_length_1768_cov_6.0000_2	K00034	7.9e-67
k141_5484_length_10959_cov_12.0000_4	K00034	9.9e-59
k141_4841_length_2304_cov_5.0000_2	K00034	5.2e-52
k141_6626_length_4477_cov_7.0000_1	K00034	5.8e-49
k141_5125_length_3309_cov_6.0000_3	K00034	2.2e-35
k141_293_length_1768_cov_6.0000_1	K00034	3e-24
k141_9861_length_2517_cov_7.0000_1	K00035	3.3e-21
k141_10974_length_5161_cov_7.0000_1	K00035	2.3e-17
k141_4671_length_3176_cov_7.0000_2	K00035	1.1e-14
k141_3264_length_15465_cov_9.0000_11	K00035	2.5e-13
k141_7351_length_6216_cov_7.0000_5	K00035	5.6e-11
k141_3264_length_15465_cov_9.0000_7	K00036	2.7e-199
k141_11480_length_1849_cov_8.0000_2	K00038	7.2e-69
k141_12029_length_10722_cov_8.0000_2	K00038	7e-68
k141_565_length_11471_cov_9.0000_6	K00038	3.1e-65
k141_5484_length_10959_cov_12.0000_4	K00038	1.6e-55
k141_7219_length_7385_cov_7.0000_9	K00038	4.2e-52
k141_6626_length_4477_cov_7.0000_1	K00038	5.2e-49
k141_293_length_1768_cov_6.0000_2	K00038	5e-48
k141_4841_length_2304_cov_5.0000_2	K00038	6e-46
k141_5125_length_3309_cov_6.0000_3	K00038	1e-28
k141_293_length_1768_cov_6.0000_1	K00038	6.9e-21
k141_4712_length_10185_cov_7.0000_8	K00038	1.1e-06
k141_6626_length_4477_cov_7.0000_1	K00039	8.5e-51
k141_4841_length_2304_cov_5.0000_2	K00039	2.1e-43
k141_11480_length_1849_cov_8.0000_2	K00039	1.5e-37
k141_565_length_11471_cov_9.0000_6	K00039	1.2e-36
k141_12029_length_10722_cov_8.0000_2	K00039	4.7e-31
