gene 	 KO 	 Evalue
k115_6249_length_17453_cov_13.0000_6	K00001	1.6e-57
k115_23278_length_11437_cov_10.0000_6	K00001	1.3e-46
k115_4236_length_4687_cov_10.0000_5	K00001	1.6e-35
k115_5841_length_14714_cov_11.0000_2	K00001	2.3e-30
k115_28810_length_4550_cov_13.0000_2	K00001	6e-29
k115_15212_length_31305_cov_11.9531_11	K00001	5.4e-25
k115_23180_length_4697_cov_11.0000_1	K00001	1.5e-12
k115_13689_length_2579_cov_12.0000_2	K00001	1.2e-08
k115_2047_length_3858_cov_9.0000_2	K00001	8.1e-07
k115_16501_length_23747_cov_11.0000_16	K00002	2.4e-37
k115_36565_length_4408_cov_11.0000_1	K00003	6.1e-98
k115_15270_length_5235_cov_12.0000_1	K00003	4.4e-62
k115_21096_length_13552_cov_12.0000_12	K00003	1.5e-07
k115_36234_length_8497_cov_13.0000_2	K00003	4.1e-06
k115_26912_length_17776_cov_12.0000_11	K00003	6.9e-06
k115_6249_length_17453_cov_13.0000_6	K00004	1.3e-101
k115_23278_length_11437_cov_10.0000_6	K00004	1.8e-74
k115_15212_length_31305_cov_11.9531_11	K00004	1.5e-41
k115_26912_length_17776_cov_12.0000_7	K00004	2.4e-09
k115_15270_length_5235_cov_12.0000_1	K00004	7.7e-06
k115_5841_length_14714_cov_11.0000_2	K00005	2e-22
k115_4236_length_4687_cov_10.0000_5	K00005	3.1e-18
k115_16501_length_23747_cov_11.0000_12	K00005	1.5e-17
k115_28810_length_4550_cov_13.0000_2	K00005	6.9e-16
k115_23180_length_4697_cov_11.0000_1	K00005	1.3e-13
k115_38642_length_18658_cov_11.0000_11	K00007	2.2e-38
k115_6249_length_17453_cov_13.0000_6	K00008	1.6e-107
k115_23278_length_11437_cov_10.0000_6	K00008	1.7e-75
k115_15212_length_31305_cov_11.9531_11	K00008	8.5e-47
k115_26912_length_17776_cov_12.0000_7	K00008	4e-09
k115_15902_length_7476_cov_10.0000_8	K00008	5.1e-06
k115_23282_length_3745_cov_11.9697_1	K00008	8.9e-06
k115_32956_length_12691_cov_11.0000_9	K00008	9.2e-06
k115_38642_length_18658_cov_11.0000_11	K00009	6.6e-16
k115_2653_length_2679_cov_11.0000_3	K00010	1.1e-76
k115_34705_length_14580_cov_12.0000_10	K00010	3.7e-58
k115_38927_length_22891_cov_12.0000_21	K00010	1.9e-57
k115_21096_length_13552_cov_12.0000_12	K00010	9.4e-56
k115_2923_length_3175_cov_11.0000_1	K00010	1.3e-50
k115_38165_length_26843_cov_12.0000_22	K00010	1.2e-48
k115_18219_length_10546_cov_12.0000_7	K00010	1.2e-46
k115_32336_length_10615_cov_10.0000_6	K00010	2.7e-41
k115_10019_length_23134_cov_11.0000_11	K00010	4.5e-37
k115_10019_length_23134_cov_11.0000_12	K00010	4.6e-30
k115_26912_length_17776_cov_12.0000_11	K00010	3e-29
k115_38165_length_26843_cov_12.0000_14	K00010	3.3e-29
k115_35988_length_9345_cov_13.0000_3	K00010	1.1e-25
k115_5041_length_6340_cov_10.0000_4	K00010	1.2e-22
k115_38165_length_26843_cov_12.0000_19	K00010	1.4e-21
k115_14132_length_5695_cov_10.0000_5	K00010	5.5e-06
k115_32956_length_12691_cov_11.0000_9	K00012	7.8e-07
k115_21337_length_21980_cov_12.0000_6	K00013	1.2e-170
k115_39963_length_46020_cov_11.0000_39	K00014	1e-67
k115_12098_length_14947_cov_13.0000_12	K00014	2.3e-07
k115_23282_length_3745_cov_11.9697_1	K00014	2.5e-06
k115_29909_length_9377_cov_9.0000_1	K00015	2.3e-64
k115_29909_length_9377_cov_9.0000_1	K00018	1.7e-52
k115_39963_length_46020_cov_11.0000_36	K00019	2e-58
k115_8875_length_27412_cov_16.3715_20	K00019	6.3e-57
k115_31786_length_25898_cov_12.0000_21	K00019	9.6e-44
k115_13689_length_2579_cov_12.0000_2	K00019	9.9e-43
k115_33390_length_20164_cov_12.0000_9	K00019	1.5e-41
k115_23597_length_2447_cov_10.0000_3	K00019	6.9e-36
k115_10019_length_23134_cov_11.0000_8	K00019	9.6e-36
k115_34359_length_20472_cov_11.0000_6	K00019	1.1e-08
k115_29909_length_9377_cov_9.0000_1	K00020	1.9e-08
k115_39099_length_5840_cov_12.0000_3	K00020	4.2e-08
k115_14132_length_5695_cov_10.0000_5	K00020	5e-08
k115_21096_length_13552_cov_12.0000_12	K00020	8.4e-06
k115_8875_length_27412_cov_16.3715_20	K00023	2.5e-88
k115_39963_length_46020_cov_11.0000_36	K00023	4.3e-66
k115_31786_length_25898_cov_12.0000_21	K00023	2.1e-52
k115_33390_length_20164_cov_12.0000_9	K00023	3.8e-41
k115_10019_length_23134_cov_11.0000_8	K00023	3.9e-40
k115_23597_length_2447_cov_10.0000_3	K00023	1.1e-24
k115_13689_length_2579_cov_12.0000_2	K00023	1.1e-20
k115_34359_length_20472_cov_11.0000_6	K00023	4.7e-08
k115_15902_length_7476_cov_10.0000_8	K00027	4.3e-135
k115_11990_length_2615_cov_10.0000_1	K00027	3e-06
k115_15902_length_7476_cov_10.0000_8	K00029	1.6e-85
k115_5451_length_19848_cov_12.0000_11	K00030	3.3e-48
k115_25156_length_5091_cov_12.0000_2	K00030	2.3e-07
k115_25156_length_5091_cov_12.0000_2	K00031	1.4e-162
k115_5451_length_19848_cov_12.0000_11	K00031	2.7e-43
k115_29909_length_9377_cov_9.0000_1	K00032	1.9e-42
k115_8875_length_27412_cov_16.3715_20	K00034	7.4e-83
k115_39963_length_46020_cov_11.0000_36	K00034	4.1e-75
k115_31786_length_25898_cov_12.0000_21	K00034	3.1e-67
k115_33390_length_20164_cov_12.0000_9	K00034	2.5e-60
