gene 	 KO 	 Evalue
k115_50836_length_417729_cov_102.2851_75	K00001	1.5e-44
k115_91508_length_275534_cov_108.9875_30	K00001	1.5e-36
k115_50836_length_417729_cov_102.2851_213	K00001	9.5e-16
k115_86735_length_171718_cov_106.0126_109	K00001	3.7e-06
k115_49975_length_62152_cov_96.0000_36	K00002	6.2e-06
k115_49975_length_62152_cov_96.0000_50	K00003	4e-117
k115_33753_length_153532_cov_93.9806_113	K00003	8.5e-06
k115_60251_length_156449_cov_98.4036_96	K00004	2.5e-07
k115_86735_length_171718_cov_106.0126_109	K00004	4e-06
k115_60251_length_156449_cov_98.4036_50	K00004	9.7e-06
k115_91508_length_275534_cov_108.9875_30	K00005	5.3e-20
k115_50836_length_417729_cov_102.2851_113	K00005	1.2e-12
k115_50836_length_417729_cov_102.2851_75	K00005	1.7e-12
k115_50836_length_417729_cov_102.2851_213	K00005	3.4e-11
k115_33753_length_153532_cov_93.9806_101	K00007	1.3e-21
k115_86735_length_171718_cov_106.0126_109	K00008	4.3e-08
k115_60251_length_156449_cov_98.4036_50	K00008	3.8e-07
k115_33753_length_153532_cov_93.9806_101	K00009	3.9e-136
k115_79359_length_210707_cov_108.0000_68	K00010	1.7e-52
k115_50836_length_417729_cov_102.2851_83	K00010	1.2e-47
k115_56058_length_90841_cov_95.9832_70	K00010	1.2e-39
k115_79359_length_210707_cov_108.0000_66	K00010	3.5e-35
k115_120800_length_296283_cov_112.9939_102	K00010	1.8e-27
k115_50836_length_417729_cov_102.2851_81	K00010	5.6e-26
k115_33753_length_153532_cov_93.9806_113	K00010	4.7e-09
k115_79285_length_37517_cov_113.1166_2	K00012	1.3e-191
k115_86735_length_171718_cov_106.0126_55	K00012	1.9e-06
k115_24092_length_162605_cov_105.4683_134	K00013	2.8e-171
k115_33107_length_56954_cov_91.9744_40	K00014	3.4e-71
k115_119874_length_61892_cov_97.9749_24	K00014	2.6e-06
k115_49975_length_62152_cov_96.0000_39	K00015	2.9e-82
k115_24092_length_162605_cov_105.4683_109	K00015	1.3e-80
k115_99446_length_86107_cov_99.0000_29	K00015	7.2e-62
k115_61853_length_65081_cov_105.9741_10	K00015	1e-45
k115_50836_length_417729_cov_102.2851_250	K00015	2.4e-06
k115_86735_length_171718_cov_106.0126_55	K00016	5.4e-96
k115_79359_length_210707_cov_108.0000_96	K00016	2.4e-30
k115_24092_length_162605_cov_105.4683_109	K00018	5.4e-116
k115_49975_length_62152_cov_96.0000_39	K00018	7.5e-74
k115_99446_length_86107_cov_99.0000_29	K00018	8.2e-52
k115_61853_length_65081_cov_105.9741_10	K00018	1.1e-42
k115_50836_length_417729_cov_102.2851_197	K00018	5e-06
k115_50836_length_417729_cov_102.2851_250	K00018	5.4e-06
k115_33753_length_153532_cov_93.9806_76	K00019	1.4e-58
k115_56058_length_90841_cov_95.9832_61	K00019	4.4e-57
k115_64970_length_58730_cov_115.3618_33	K00019	1.7e-50
k115_91508_length_275534_cov_108.9875_71	K00019	7e-49
k115_24092_length_162605_cov_105.4683_49	K00019	1.3e-35
k115_50836_length_417729_cov_102.2851_267	K00019	1.4e-24
k115_120800_length_296283_cov_112.9939_232	K00019	1.8e-06
k115_79285_length_37517_cov_113.1166_2	K00020	3.6e-09
k115_99446_length_86107_cov_99.0000_37	K00020	1.5e-08
k115_49975_length_62152_cov_96.0000_39	K00020	3.8e-08
k115_120800_length_296283_cov_112.9939_212	K00020	2.4e-07
k115_33753_length_153532_cov_93.9806_76	K00023	7.2e-85
k115_91508_length_275534_cov_108.9875_71	K00023	1.4e-76
k115_56058_length_90841_cov_95.9832_61	K00023	3.3e-43
k115_64970_length_58730_cov_115.3618_33	K00023	1.2e-41
k115_24092_length_162605_cov_105.4683_49	K00023	1.7e-22
k115_50836_length_417729_cov_102.2851_267	K00023	1.1e-14
k115_50836_length_417729_cov_102.2851_14	K00023	2.8e-09
k115_120800_length_296283_cov_112.9939_232	K00023	6.6e-07
k115_86735_length_171718_cov_106.0126_55	K00024	1e-120
k115_79359_length_210707_cov_108.0000_96	K00024	6.3e-73
