gene 	 KO 	 Evalue
k117_78176_length_16055_cov_10.7600_16	K00001	3.2e-48
k117_74951_length_19709_cov_13.4915_13	K00001	1.4e-14
k117_30640_length_18957_cov_11.8623_2	K00001	1.4e-07
k117_185079_length_17479_cov_12.0000_5	K00001	1.1e-06
k117_6021_length_23038_cov_12.0000_11	K00001	1.9e-06
k117_151667_length_2923_cov_8.0000_1	K00001	4.6e-06
k117_190489_length_18194_cov_10.7134_4	K00003	2.9e-139
k117_78176_length_16055_cov_10.7600_16	K00004	5.1e-80
k117_208802_length_30693_cov_14.2055_22	K00004	4.2e-10
k117_151667_length_2923_cov_8.0000_1	K00004	6.6e-09
k117_30640_length_18957_cov_11.8623_7	K00004	9.3e-06
k117_3360_length_9671_cov_14.8916_1	K00005	9.9e-60
k117_89168_length_13997_cov_11.9865_8	K00005	3e-16
k117_74951_length_19709_cov_13.4915_13	K00005	4.3e-15
k117_6021_length_23038_cov_12.0000_11	K00005	2.8e-07
k117_78176_length_16055_cov_10.7600_16	K00008	1e-79
k117_151667_length_2923_cov_8.0000_1	K00008	1.2e-10
k117_208802_length_30693_cov_14.2055_22	K00008	3.1e-07
k117_30640_length_18957_cov_11.8623_2	K00008	2.2e-06
k117_93816_length_6843_cov_8.0000_1	K00008	9.9e-06
k117_172889_length_7693_cov_13.6555_6	K00010	2e-77
k117_14394_length_9399_cov_12.9767_4	K00010	3.2e-06
k117_185079_length_17479_cov_12.0000_7	K00012	3.2e-06
k117_30640_length_18957_cov_11.8623_7	K00012	5.4e-06
k117_89168_length_13997_cov_11.9865_4	K00014	2.7e-76
k117_30640_length_18957_cov_11.8623_2	K00014	2.3e-08
k117_67814_length_19152_cov_10.4451_9	K00014	2.5e-08
k117_14394_length_9399_cov_12.9767_4	K00014	9.1e-06
k117_55535_length_10445_cov_13.1997_5	K00015	7.2e-87
k117_206678_length_4924_cov_13.0000_4	K00015	1.8e-64
k117_208802_length_30693_cov_14.2055_4	K00015	8.8e-32
k117_208802_length_30693_cov_14.2055_24	K00015	1.2e-09
k117_30640_length_18957_cov_11.8623_2	K00015	2.4e-09
k117_208802_length_30693_cov_14.2055_3	K00015	2.4e-09
k117_55535_length_10445_cov_13.1997_5	K00018	2.5e-115
k117_206678_length_4924_cov_13.0000_4	K00018	6.2e-49
k117_208802_length_30693_cov_14.2055_4	K00018	2.3e-34
k117_208802_length_30693_cov_14.2055_3	K00018	1e-08
k117_208802_length_30693_cov_14.2055_24	K00018	7.1e-08
k117_171971_length_9148_cov_10.0000_6	K00019	5.4e-65
k117_98253_length_11813_cov_13.0000_12	K00019	2.3e-32
k117_208802_length_30693_cov_14.2055_24	K00020	3.1e-111
k117_6148_length_8542_cov_10.0000_3	K00020	2.1e-105
k117_89168_length_13997_cov_11.9865_9	K00020	1.1e-09
k117_121557_length_22655_cov_13.2905_4	K00020	4.5e-08
k117_206678_length_4924_cov_13.0000_4	K00020	4.6e-07
k117_67814_length_19152_cov_10.4451_9	K00020	7.1e-06
k117_160520_length_9879_cov_11.0000_2	K00022	2.4e-50
k117_171971_length_9148_cov_10.0000_6	K00023	9.5e-80
k117_98253_length_11813_cov_13.0000_12	K00023	1.3e-26
k117_84444_length_22715_cov_12.7969_12	K00030	9.9e-68
k117_84444_length_22715_cov_12.7969_12	K00031	2.2e-66
k117_55535_length_10445_cov_13.1997_5	K00032	7e-57
k117_206678_length_4924_cov_13.0000_4	K00032	8.9e-40
k117_208802_length_30693_cov_14.2055_4	K00032	1.2e-29
k117_208802_length_30693_cov_14.2055_3	K00032	4.8e-11
k117_208802_length_30693_cov_14.2055_24	K00032	2.2e-06
k117_208802_length_30693_cov_14.2055_24	K00033	3.4e-27
k117_6148_length_8542_cov_10.0000_3	K00033	1.4e-22
k117_67814_length_19152_cov_10.4451_9	K00033	4.1e-06
k117_171971_length_9148_cov_10.0000_6	K00034	2e-87
k117_98253_length_11813_cov_13.0000_12	K00034	2.5e-36
k117_172889_length_7693_cov_13.6555_6	K00035	8.1e-12
k117_171971_length_9148_cov_10.0000_6	K00038	5.2e-72
k117_98253_length_11813_cov_13.0000_12	K00038	8.6e-31
k117_171971_length_9148_cov_10.0000_6	K00039	2.4e-44
k117_98253_length_11813_cov_13.0000_12	K00039	1.1e-26
k117_208802_length_30693_cov_14.2055_24	K00042	1.8e-113
k117_6148_length_8542_cov_10.0000_3	K00042	9.8e-97
k117_89168_length_13997_cov_11.9865_9	K00042	5.3e-09
k117_206678_length_4924_cov_13.0000_4	K00042	3.7e-06
k117_121557_length_22655_cov_13.2905_4	K00042	4.3e-06
k117_74951_length_19709_cov_13.4915_13	K00043	2.5e-50
k117_6021_length_23038_cov_12.0000_11	K00043	4.3e-27
k117_89168_length_13997_cov_11.9865_8	K00043	2.3e-10
k117_3360_length_9671_cov_14.8916_1	K00043	1.5e-06
k117_74951_length_19709_cov_13.4915_13	K00048	4.4e-36
k117_6021_length_23038_cov_12.0000_11	K00048	2.1e-28
k117_55535_length_10445_cov_13.1997_5	K00049	6e-40
k117_206678_length_4924_cov_13.0000_4	K00049	2.7e-18
k117_208802_length_30693_cov_14.2055_4	K00049	6.9e-08
k117_55535_length_10445_cov_13.1997_5	K00050	1.5e-53
k117_206678_length_4924_cov_13.0000_4	K00050	1.7e-35
k117_208802_length_30693_cov_14.2055_4	K00050	3.3e-17
k117_84444_length_22715_cov_12.7969_12	K00052	1e-69
k117_121557_length_22655_cov_13.2905_4	K00053	3e-153
k117_208802_length_30693_cov_14.2055_24	K00053	2.8e-06
k117_78176_length_16055_cov_10.7600_16	K00055	5.4e-33
k117_67814_length_19152_cov_10.4451_9	K00057	7.7e-137
k117_206678_length_4924_cov_13.0000_4	K00058	6.6e-103
k117_55535_length_10445_cov_13.1997_5	K00058	3.2e-101
k117_208802_length_30693_cov_14.2055_4	K00058	4.1e-36
k117_208802_length_30693_cov_14.2055_3	K00058	1.9e-11
k117_30640_length_18957_cov_11.8623_2	K00058	1.5e-08
k117_208802_length_30693_cov_14.2055_24	K00058	3.1e-07
k117_171971_length_9148_cov_10.0000_6	K00059	8.2e-104
k117_98253_length_11813_cov_13.0000_12	K00059	1.3e-42
k117_86097_length_35412_cov_11.9410_28	K00059	2.7e-11
k117_78176_length_16055_cov_10.7600_16	K00060	6.3e-59
k117_151667_length_2923_cov_8.0000_1	K00060	1.4e-06
k117_171971_length_9148_cov_10.0000_6	K00065	2e-78
k117_98253_length_11813_cov_13.0000_12	K00065	3.7e-36
k117_86097_length_35412_cov_11.9410_28	K00065	6.3e-08
k117_86097_length_35412_cov_11.9410_28	K00067	1.1e-22
