gene 	 KO 	 Evalue
k141_26589_15	K00001	2.9e-64
k141_29020_30	K00001	4.6e-61
k141_3507_132	K00001	9.1e-60
k141_26257_11	K00001	4.9e-52
k141_26989_2	K00001	5.7e-35
k141_3764_8	K00001	2.9e-26
k141_26257_16	K00001	5e-20
k141_7564_9	K00001	6.9e-14
k141_22519_2	K00001	7.4e-08
k141_7070_7	K00001	4.3e-07
k141_28900_4	K00002	7.8e-54
k141_25694_27	K00002	4.1e-51
k141_28033_23	K00002	4e-16
k141_18949_8	K00002	4.8e-12
k141_10775_32	K00002	4.8e-11
k141_9030_2	K00003	4.8e-142
k141_26257_11	K00004	4.1e-91
k141_3507_132	K00004	4.6e-73
k141_26589_15	K00004	1.3e-62
k141_29020_30	K00004	4e-39
k141_12063_24	K00004	3.4e-07
k141_29020_38	K00005	2.2e-42
k141_26989_2	K00005	2.2e-16
k141_3764_8	K00005	5.3e-16
k141_26257_16	K00005	1.2e-10
k141_945_7	K00005	2.9e-08
k141_7564_9	K00005	1.1e-07
k141_22519_2	K00005	2.8e-07
k141_26257_11	K00008	7.7e-104
k141_3507_132	K00008	2.1e-78
k141_26589_15	K00008	5.8e-61
k141_29020_30	K00008	6.3e-37
k141_28033_14	K00008	2.2e-06
k141_30766_21	K00010	1e-70
k141_24650_2	K00010	1.2e-28
k141_13106_1	K00010	3.7e-07
k141_7247_31	K00012	4.2e-108
k141_5026_4	K00012	1.8e-08
k141_19500_4	K00012	1.4e-06
k141_25694_14	K00013	1.1e-159
k141_3507_109	K00014	3.1e-64
k141_10775_30	K00014	5.9e-06
k141_20669_21	K00015	6.2e-76
k141_26257_4	K00015	6.8e-70
k141_26589_22	K00015	9e-58
k141_19016_10	K00015	1.1e-09
k141_5026_17	K00015	3.2e-08
k141_28096_6	K00015	3e-07
k141_13106_1	K00015	5.6e-07
k141_29020_27	K00015	3.3e-06
k141_20669_26	K00016	1.5e-127
k141_26257_4	K00018	3.8e-74
k141_20669_21	K00018	5.1e-70
k141_26589_22	K00018	4.5e-56
k141_19016_10	K00018	8.2e-09
k141_13106_1	K00018	8.1e-07
k141_5026_17	K00018	8.9e-07
k141_26589_17	K00019	1.1e-55
k141_24567_20	K00019	1.2e-48
k141_30766_23	K00019	2e-41
k141_31971_71	K00019	9.2e-39
k141_31971_85	K00019	1.2e-23
k141_5026_17	K00020	1.6e-44
k141_31971_76	K00020	1.7e-32
k141_28096_6	K00020	4.1e-13
k141_31971_101	K00020	3.5e-12
k141_13106_1	K00020	4.2e-11
k141_26589_22	K00020	8.5e-09
k141_26257_4	K00020	2.8e-08
k141_20669_21	K00020	7.7e-07
k141_24567_20	K00023	1.1e-63
k141_26589_17	K00023	6e-54
k141_30766_23	K00023	3.4e-46
k141_31971_71	K00023	6.1e-31
k141_31971_85	K00023	7.2e-23
k141_20669_26	K00024	5.9e-102
k141_3507_122	K00027	2e-83
k141_3507_121	K00027	7.9e-66
k141_3507_122	K00029	1.2e-86
k141_3507_121	K00029	2.8e-65
k141_5563_27	K00030	1.6e-58
k141_3507_37	K00031	1.6e-183
k141_5563_27	K00031	5.5e-51
k141_26589_22	K00032	6.1e-53
k141_26257_4	K00032	1.5e-49
k141_20669_21	K00032	5.5e-45
k141_5026_17	K00032	1.1e-07
k141_28096_6	K00032	8.5e-06
k141_31971_76	K00033	4.3e-208
k141_5026_17	K00033	5.1e-98
k141_28096_6	K00033	3.6e-07
k141_24567_20	K00034	9.8e-79
k141_26589_17	K00034	5.9e-72
k141_30766_23	K00034	2.7e-64
k141_31971_71	K00034	4.8e-42
k141_31971_85	K00034	8.7e-28
k141_19755_1	K00034	2.8e-07
k141_30766_24	K00034	2e-06
k141_30766_21	K00035	1.9e-21
k141_24650_2	K00035	7.5e-06
k141_31971_73	K00036	6.7e-190
k141_24567_20	K00038	7.8e-67
k141_26589_17	K00038	3.8e-66
k141_30766_23	K00038	7e-51
k141_31971_71	K00038	2e-32
k141_31971_85	K00038	9.6e-27
k141_24567_20	K00039	2.3e-34
k141_26589_17	K00039	2e-29
k141_31971_85	K00039	2e-23
k141_31971_71	K00039	5.3e-23
k141_30766_23	K00039	1.2e-20
k141_5026_17	K00042	1.7e-36
k141_31971_76	K00042	6.4e-27
k141_28096_6	K00042	1.3e-11
k141_31971_101	K00042	4.6e-09
k141_13106_1	K00042	6.8e-07
k141_26257_4	K00042	9.9e-07
k141_3764_8	K00043	2.5e-77
k141_26989_2	K00043	6.3e-68
k141_26257_16	K00043	4.8e-51
k141_22519_2	K00043	6.5e-40
k141_7564_9	K00043	1.2e-36
k141_26257_17	K00043	5.4e-09
k141_29020_38	K00043	2.5e-08
k141_3764_8	K00048	4.2e-154
k141_26989_2	K00048	1.9e-61
k141_26257_16	K00048	1.2e-52
k141_22519_2	K00048	3.2e-33
k141_7564_9	K00048	2.3e-29
k141_26257_17	K00048	2.1e-11
k141_29020_38	K00048	6.4e-06
k141_20669_21	K00049	5.6e-24
k141_26257_4	K00049	3.7e-21
k141_26589_22	K00049	7.5e-21
k141_20669_21	K00050	3.3e-54
k141_26257_4	K00050	4.7e-46
k141_26589_22	K00050	1.6e-31
k141_5026_17	K00050	3.3e-06
k141_28096_6	K00050	1e-05
k141_5563_27	K00052	2e-122
k141_3507_37	K00052	3e-12
k141_13106_3	K00053	2.1e-60
