gene 	 KO 	 Evalue
k141_18153_7	K00001	4.2e-16
k141_11703_6	K00002	2.4e-53
k141_18153_12	K00002	6.7e-48
k141_5144_3	K00002	2.1e-43
k141_69021_12	K00003	2.3e-146
k141_18153_7	K00005	9.1e-16
k141_7509_22	K00008	4.5e-06
k141_60205_12	K00010	2.2e-55
k141_66291_8	K00010	8.2e-14
k141_67679_3	K00010	2.1e-07
k141_6141_11	K00010	1.3e-06
k141_6243_6	K00012	1.5e-187
k141_6243_4	K00012	7.2e-66
k141_11615_2	K00013	6.6e-175
k141_65342_4	K00014	7.2e-82
k141_46533_2	K00015	4.4e-91
k141_56639_4	K00015	3e-80
k141_51587_2	K00016	9.6e-72
k141_56639_4	K00018	8.6e-121
k141_46533_2	K00018	5.7e-74
k141_53087_3	K00019	5.7e-42
k141_16878_3	K00019	4.4e-41
k141_18153_3	K00019	2.4e-35
k141_2757_15	K00019	5.3e-34
k141_41616_2	K00019	6.3e-28
k141_43219_13	K00019	3.5e-20
k141_11703_10	K00019	3.3e-18
k141_11703_9	K00019	7.8e-15
k141_18153_1	K00019	6.5e-08
k141_2757_16	K00019	6.3e-06
k141_67679_3	K00020	4e-15
k141_6243_4	K00020	5.5e-10
k141_2757_15	K00023	3.4e-72
k141_16878_3	K00023	1e-69
k141_41616_2	K00023	3.3e-43
k141_53087_3	K00023	7.4e-37
k141_43219_13	K00023	2.5e-19
k141_18153_3	K00023	1.2e-18
k141_11703_9	K00023	7e-13
k141_11703_10	K00023	1.7e-08
k141_51587_2	K00024	2.8e-103
k141_78362_12	K00027	2.2e-135
k141_57674_5	K00027	2.9e-75
k141_57674_4	K00027	8.4e-25
k141_57674_3	K00027	2.7e-21
k141_57674_2	K00027	1.6e-13
k141_78362_12	K00029	1.3e-104
k141_57674_5	K00029	1.6e-76
k141_57674_4	K00029	6.1e-30
k141_57674_3	K00029	4.3e-19
k141_57674_2	K00029	8.6e-13
k141_77803_6	K00030	1.4e-55
k141_77803_6	K00031	1.6e-48
k141_51587_1	K00031	5.4e-36
k141_75150_1	K00031	1.2e-30
k141_46533_2	K00032	1.7e-56
k141_56639_4	K00032	2.1e-54
k141_6243_4	K00033	7.8e-06
k141_2757_15	K00034	1.8e-64
k141_41616_2	K00034	5.9e-64
k141_16878_3	K00034	6e-63
k141_53087_3	K00034	6.1e-44
k141_43219_13	K00034	4.4e-37
k141_18153_3	K00034	1.6e-31
k141_11703_10	K00034	6.2e-18
k141_11703_9	K00034	1e-14
k141_18153_1	K00034	7e-09
k141_2757_16	K00034	1.7e-07
k141_60205_12	K00035	2.2e-20
k141_66291_8	K00035	8.4e-12
